time,Solar8000/CVP,Solar8000/ART_MBP,SNUADC/ECG_II,SNUADC/ECG_V5,Solar8000/RR_CO2,Solar8000/HR,Solar8000/ART_SBP,Solar8000/PLETH_HR,SNUADC/CVP,Solar8000/PLETH_SPO2,SNUADC/ART,Solar8000/ART_DBP,Solar8000/ETCO2
425,-10,-4,NaN,NaN,,95,-4,95,NaN,97,NaN,-4,
426,,,NaN,NaN,,,,,NaN,,NaN,,
427,-9,-3,NaN,NaN,,95,-3,95,NaN,97,NaN,-3,
428,,,NaN,NaN,,,,,NaN,,NaN,,
429,-9,-3,NaN,NaN,,94,-3,95,NaN,97,NaN,-3,
430,,,NaN,NaN,,,,,NaN,,NaN,,
431,-9,-3,NaN,NaN,,94,-3,95,NaN,97,NaN,-3,
432,,,NaN,NaN,,,,,NaN,,NaN,,
433,-9,-4,NaN,NaN,,93,-4,94,NaN,97,NaN,-4,
434,,,NaN,NaN,,,,,NaN,,NaN,,
435,-9,-4,NaN,NaN,,93,-4,94,NaN,97,NaN,-4,
436,,,NaN,NaN,,,,,NaN,,NaN,,
437,-10,-4,NaN,NaN,,92,-4,93,NaN,97,NaN,-4,
438,,,NaN,NaN,,,,,NaN,,NaN,,
439,-10,-4,NaN,NaN,,92,-4,93,NaN,97,NaN,-4,
440,,,NaN,NaN,,,,,NaN,,NaN,,
441,-10,-4,NaN,NaN,,92,-4,93,NaN,97,NaN,-4,
442,,,NaN,NaN,,,,,NaN,,NaN,,
443,-10,-4,NaN,NaN,,91,-4,92,NaN,98,NaN,-4,
444,,,NaN,NaN,,,,,NaN,,NaN,,
445,-10,-4,NaN,NaN,,92,-4,92,NaN,97,NaN,-4,
446,,,NaN,NaN,,,,,NaN,,NaN,,
447,-10,-4,NaN,NaN,,92,-4,92,NaN,97,NaN,-4,
448,,,NaN,NaN,,,,,NaN,,NaN,,
449,-9,-4,NaN,NaN,,93,-4,93,NaN,97,NaN,-4,
450,,,NaN,NaN,,,,,NaN,,NaN,,
451,-9,-4,NaN,NaN,,93,-4,94,NaN,97,NaN,-4,
452,,,NaN,NaN,,,,,NaN,,NaN,,
453,-9,-5,NaN,NaN,,93,1,94,NaN,97,NaN,-9,
454,,,NaN,NaN,,,,,NaN,,NaN,,
455,-9,-5,NaN,NaN,,92,1,93,NaN,97,NaN,-9,
456,,,NaN,NaN,,,,,NaN,,NaN,,
457,-10,-5,NaN,NaN,,90,1,92,NaN,97,NaN,-9,
458,,,NaN,NaN,,,,,NaN,,NaN,,
459,-10,-5,NaN,NaN,,90,1,91,NaN,97,NaN,-9,
460,,,NaN,NaN,,,,,NaN,,NaN,,
461,-10,-4,NaN,NaN,,92,-4,91,NaN,97,NaN,-4,
462,,,NaN,NaN,,,,,NaN,,NaN,,
463,-10,-4,NaN,NaN,,93,-4,92,NaN,97,NaN,-4,
464,,,NaN,NaN,,,,,NaN,,NaN,,
465,-10,-3,NaN,NaN,,93,-3,93,NaN,97,NaN,-3,
466,,,NaN,NaN,,,,,NaN,,NaN,,
467,-11,-3,NaN,NaN,,93,-3,93,NaN,97,NaN,-3,
468,,,NaN,NaN,,,,,NaN,,NaN,,
469,-11,-4,NaN,NaN,,92,-4,93,NaN,97,NaN,-4,
470,,,NaN,NaN,,,,,NaN,,NaN,,
471,-10,-4,NaN,NaN,,92,-4,93,NaN,97,NaN,-4,
472,,,NaN,NaN,,,,,NaN,,NaN,,
473,-10,-4,NaN,NaN,,92,-4,92,NaN,97,NaN,-4,
474,,,NaN,NaN,,,,,NaN,,NaN,,
475,-10,-4,NaN,NaN,,92,-4,93,NaN,97,NaN,-4,
476,,,NaN,NaN,,,,,NaN,,NaN,,
477,-10,-4,NaN,NaN,,92,-4,93,NaN,96,NaN,-4,
478,,,NaN,NaN,,,,,NaN,,NaN,,
479,-10,-4,NaN,NaN,,93,-4,93,NaN,96,NaN,-4,
480,,,NaN,NaN,,,,,NaN,,NaN,,
481,-10,-4,NaN,NaN,,93,-4,93,NaN,96,NaN,-4,
482,,,NaN,NaN,,,,,NaN,,NaN,,
483,-11,-4,NaN,NaN,,93,-4,94,NaN,96,NaN,-4,
484,,,NaN,NaN,,,,,NaN,,NaN,,
485,-11,-4,NaN,NaN,,92,-4,93,NaN,96,NaN,-4,
486,,,NaN,NaN,,,,,NaN,,NaN,,
487,-11,-4,NaN,NaN,,92,-4,93,NaN,97,NaN,-4,
488,,,NaN,NaN,,,,,NaN,,NaN,,
489,-11,-4,NaN,NaN,,92,-4,92,NaN,97,NaN,-4,
490,,,NaN,NaN,,,,,NaN,,NaN,,
491,-10,-4,NaN,NaN,,92,-4,93,NaN,97,NaN,-4,
492,,,NaN,NaN,,,,,NaN,,NaN,,
493,-10,-4,NaN,NaN,,92,-4,93,NaN,97,NaN,-4,
494,,,NaN,NaN,,,,,NaN,,NaN,,
495,-10,-5,NaN,NaN,,92,-5,93,NaN,97,NaN,-5,
496,,,NaN,NaN,,,,,NaN,,NaN,,
497,-10,-5,NaN,NaN,,92,-5,92,NaN,97,NaN,-5,
498,,,NaN,NaN,,,,,NaN,,NaN,,
499,-10,-5,NaN,NaN,,92,-5,92,NaN,97,NaN,-5,
500,,,NaN,NaN,,,,,NaN,,NaN,,
501,-10,-5,NaN,NaN,,91,-5,92,NaN,96,NaN,-5,
502,,,NaN,NaN,,,,,NaN,,NaN,,
503,-10,-5,NaN,NaN,,91,-5,92,NaN,97,NaN,-5,
504,,,NaN,NaN,,,,,NaN,,NaN,,
505,-10,-5,NaN,NaN,,90,-5,91,NaN,96,NaN,-5,
506,,,NaN,NaN,,,,,NaN,,NaN,,
507,-10,-5,NaN,NaN,,90,-5,91,NaN,96,NaN,-5,
508,,,NaN,NaN,,,,,NaN,,NaN,,
509,-10,-3,NaN,NaN,,90,-3,91,NaN,96,NaN,-3,
510,,,NaN,NaN,,,,,NaN,,NaN,,
511,-10,-3,NaN,NaN,,89,-3,91,NaN,96,NaN,-3,
512,,,NaN,NaN,,,,,NaN,,NaN,,
513,-10,-4,NaN,NaN,,90,-4,90,NaN,95,NaN,-4,
514,,,NaN,NaN,,,,,NaN,,NaN,,
515,-10,-4,NaN,NaN,,89,-4,90,NaN,95,NaN,-4,
516,,,NaN,NaN,,,,,NaN,,NaN,,
517,-10,-4,NaN,NaN,,89,-4,90,NaN,95,NaN,-4,
518,,,NaN,NaN,,,,,NaN,,NaN,,
519,-10,-4,NaN,NaN,,89,-4,90,NaN,95,NaN,-4,
520,,,NaN,NaN,,,,,NaN,,NaN,,
521,-10,-4,NaN,NaN,,89,-4,90,NaN,95,NaN,-4,
522,,,NaN,NaN,,,,,NaN,,NaN,,
523,-10,-4,NaN,NaN,,89,-4,90,NaN,96,NaN,-4,
524,,,NaN,NaN,,,,,NaN,,NaN,,
525,-10,-4,NaN,NaN,,89,-4,90,NaN,96,NaN,-4,
526,,,NaN,NaN,,,,,NaN,,NaN,,
527,-10,-4,NaN,NaN,,89,-4,89,NaN,96,NaN,-4,
528,,,NaN,NaN,,,,,NaN,,NaN,,
529,-10,-4,NaN,NaN,,89,-4,89,NaN,96,NaN,-4,
530,,,NaN,NaN,,,,,NaN,,NaN,,
531,-11,-4,NaN,NaN,,90,-4,90,NaN,96,NaN,-4,
532,,,NaN,NaN,,,,,NaN,,NaN,,
533,-11,-4,NaN,NaN,,91,-4,91,NaN,96,NaN,-4,
534,,,NaN,NaN,,,,,NaN,,NaN,,
535,-10,-4,NaN,NaN,,91,-4,91,NaN,96,NaN,-4,
536,,,NaN,NaN,,,,,NaN,,NaN,,
537,-10,-4,NaN,NaN,,91,-4,91,NaN,96,NaN,-4,
538,,,NaN,NaN,,,,,NaN,,NaN,,
539,-10,-4,NaN,NaN,,90,-4,91,NaN,95,NaN,-4,
540,,,NaN,NaN,,,,,NaN,,NaN,,
541,-10,-4,NaN,NaN,,90,-4,91,NaN,95,NaN,-4,
542,,,NaN,NaN,,,,,NaN,,NaN,,
543,-10,-4,NaN,NaN,,90,-4,91,NaN,95,NaN,-4,
544,,,NaN,NaN,,,,,NaN,,NaN,,
545,-10,-4,NaN,NaN,,90,-4,91,NaN,96,NaN,-4,
546,,,NaN,NaN,,,,,NaN,,NaN,,
547,-11,-4,NaN,NaN,,91,-4,91,NaN,96,NaN,-4,
548,,,NaN,NaN,,,,,NaN,,NaN,,
549,-11,-4,NaN,NaN,,91,-4,91,NaN,96,NaN,-4,
550,,,NaN,NaN,,,,,NaN,,NaN,,
551,-11,-4,NaN,NaN,,91,-4,92,NaN,96,NaN,-4,
552,,,NaN,NaN,,,,,NaN,,NaN,,
553,-11,-5,NaN,NaN,,92,-5,92,NaN,96,NaN,-5,
554,,,NaN,NaN,,,,,NaN,,NaN,,
555,-10,-5,NaN,NaN,,92,-5,92,NaN,96,NaN,-5,
556,,,NaN,NaN,,,,,NaN,,NaN,,
557,-10,-5,NaN,NaN,,91,-5,93,NaN,96,NaN,-5,
558,,,NaN,NaN,,,,,NaN,,NaN,,
559,-10,-3,NaN,NaN,,90,-3,92,NaN,96,NaN,-3,
560,,,NaN,NaN,,,,,NaN,,NaN,,
561,-10,-3,NaN,NaN,,90,-3,90,NaN,96,NaN,-3,
562,,,NaN,NaN,,,,,NaN,,NaN,,
563,-10,-3,NaN,NaN,,89,-3,90,NaN,96,NaN,-3,
564,,,NaN,NaN,,,,,NaN,,NaN,,
565,-10,-4,NaN,NaN,,88,-4,89,NaN,96,NaN,-4,
566,,,NaN,NaN,,,,,NaN,,NaN,,
567,-10,-4,NaN,NaN,,87,-4,89,NaN,96,NaN,-4,
568,,,NaN,NaN,,,,,NaN,,NaN,,
569,-11,-4,NaN,NaN,,87,-4,88,NaN,96,NaN,-4,
570,,,NaN,NaN,,,,,NaN,,NaN,,
571,-11,-4,NaN,NaN,,87,-4,87,NaN,96,NaN,-4,
572,,,NaN,NaN,,,,,NaN,,NaN,,
573,-11,-4,NaN,NaN,,88,-4,87,NaN,96,NaN,-4,
574,,,NaN,NaN,,,,,NaN,,NaN,,
575,-11,-4,NaN,NaN,,89,-4,89,NaN,96,NaN,-4,
576,,,NaN,NaN,,,,,NaN,,NaN,,
577,-11,-4,NaN,NaN,,90,-4,89,NaN,96,NaN,-4,
578,,,NaN,NaN,,,,,NaN,,NaN,,
579,-11,-4,NaN,NaN,,90,-4,91,NaN,96,NaN,-4,
580,,,NaN,NaN,,,,,NaN,,NaN,,
581,-10,-4,NaN,NaN,,91,-4,91,NaN,96,NaN,-4,
582,,,NaN,NaN,,,,,NaN,,NaN,,
583,-10,-4,NaN,NaN,,91,-4,91,NaN,96,NaN,-4,
584,,,NaN,NaN,,,,,NaN,,NaN,,
585,-10,-4,NaN,NaN,,90,-4,92,NaN,96,NaN,-4,
586,,,NaN,NaN,,,,,NaN,,NaN,,
587,-10,-4,NaN,NaN,,90,-4,91,NaN,96,NaN,-4,
588,,,NaN,NaN,,,,,NaN,,NaN,,
589,-11,-4,NaN,NaN,,90,-4,91,NaN,96,NaN,-4,
590,,,NaN,NaN,,,,,NaN,,NaN,,
591,-11,-4,NaN,NaN,,91,-4,91,NaN,96,NaN,-4,
592,,,NaN,NaN,,,,,NaN,,NaN,,
593,-11,-4,NaN,NaN,,91,-4,91,NaN,96,NaN,-4,
594,,,NaN,NaN,,,,,NaN,,NaN,,
595,-11,-5,NaN,NaN,,92,-5,92,NaN,96,NaN,-5,
596,,,NaN,NaN,,,,,NaN,,NaN,,
597,-11,-5,NaN,NaN,,93,-5,93,NaN,96,NaN,-5,
598,,,NaN,NaN,,,,,NaN,,NaN,,
599,-11,-5,NaN,NaN,,93,-5,93,NaN,96,NaN,-5,
600,,,NaN,NaN,,,,,NaN,,NaN,,
601,-11,-5,NaN,NaN,,92,-5,93,NaN,96,NaN,-5,
602,,,NaN,NaN,,,,,NaN,,NaN,,
603,-10,-5,NaN,NaN,,91,-5,93,NaN,96,NaN,-5,
604,,,NaN,NaN,,,,,NaN,,NaN,,
605,-10,-5,NaN,NaN,,91,-5,92,NaN,96,NaN,-5,
606,,,NaN,NaN,,,,,NaN,,NaN,,
607,-10,-5,NaN,NaN,,92,-5,92,NaN,96,NaN,-5,
608,,,NaN,NaN,,,,,NaN,,NaN,,
609,-10,-5,NaN,NaN,,94,-5,93,NaN,96,NaN,-5,
610,,,NaN,NaN,,,,,NaN,,NaN,,
611,-11,-4,NaN,NaN,,94,-4,94,NaN,96,NaN,-4,
612,,,NaN,NaN,,,,,NaN,,NaN,,
613,-11,-4,NaN,NaN,,95,-4,95,NaN,96,NaN,-4,
614,,,NaN,NaN,,,,,NaN,,NaN,,
615,-11,-4,NaN,NaN,,96,-4,96,NaN,96,NaN,-4,
616,,,NaN,NaN,,,,,NaN,,NaN,,
617,-11,-3,NaN,NaN,,97,-3,96,NaN,95,NaN,-3,0
618,,,NaN,NaN,,,,,NaN,,NaN,,
619,-11,-4,NaN,NaN,,97,-4,97,NaN,95,NaN,-4,0
620,,,NaN,NaN,,,,,NaN,,NaN,,
621,-11,-4,NaN,NaN,,96,-4,97,NaN,95,NaN,-4,0
622,,,NaN,NaN,,,,,NaN,,NaN,,
623,-11,-4,NaN,NaN,,96,-4,97,NaN,95,NaN,-4,0
624,,,NaN,NaN,,,,,NaN,,NaN,,
625,-10,-4,NaN,NaN,,95,-4,96,NaN,96,NaN,-4,0
626,,,NaN,NaN,,,,,NaN,,NaN,,
627,-10,-3,NaN,NaN,,95,-3,96,NaN,96,NaN,-3,0
628,,,NaN,NaN,,,,,NaN,,NaN,,
629,-10,-3,NaN,NaN,,95,-3,96,NaN,95,NaN,-3,0
630,,,NaN,NaN,,,,,NaN,,NaN,,
631,-10,-4,NaN,NaN,,94,-4,95,NaN,94,NaN,-4,0
632,,,NaN,NaN,,,,,NaN,,NaN,,
633,-11,-4,NaN,NaN,,94,-4,95,NaN,94,NaN,-4,0
634,,,NaN,NaN,,,,,NaN,,NaN,,
635,-11,-4,NaN,NaN,,106,-4,97,NaN,94,NaN,-4,0
636,,,NaN,NaN,,,,,NaN,,NaN,,
637,-11,-4,NaN,NaN,,97,-4,95,NaN,93,NaN,-4,0
638,,,NaN,NaN,,,,,NaN,,NaN,,
639,-11,-4,NaN,NaN,,86,-4,94,NaN,92,NaN,-4,0
640,,,NaN,NaN,,,,,NaN,,NaN,,
641,-11,-4,NaN,NaN,,89,-4,92,NaN,92,NaN,-4,0
642,,,NaN,NaN,,,,,NaN,,NaN,,
643,-11,-4,NaN,NaN,,88,-4,88,NaN,92,NaN,-4,0
644,,,NaN,NaN,,,,,NaN,,NaN,,
645,-10,-4,NaN,NaN,,87,-4,89,NaN,92,NaN,-4,0
646,,,NaN,NaN,,,,,NaN,,NaN,,
647,-10,-4,NaN,NaN,,86,-4,88,NaN,93,NaN,-4,0
648,,,NaN,NaN,,,,,NaN,,NaN,,
649,-11,-4,NaN,NaN,,85,-4,86,NaN,95,NaN,-4,0
650,,,NaN,NaN,,,,,NaN,,NaN,,
651,-11,-5,NaN,NaN,,83,-5,86,NaN,96,NaN,-5,0
652,,,NaN,NaN,,,,,NaN,,NaN,,
653,-11,-5,NaN,NaN,,83,-5,85,NaN,96,NaN,-5,0
654,,,NaN,NaN,,,,,NaN,,NaN,,
655,-11,-5,NaN,NaN,,83,-5,83,NaN,96,NaN,-5,0
656,,,NaN,NaN,,,,,NaN,,NaN,,
657,-11,-5,NaN,NaN,,81,-5,83,NaN,95,NaN,-5,0
658,,,NaN,NaN,,,,,NaN,,NaN,,
659,-11,-5,NaN,NaN,,80,-5,80,NaN,95,NaN,-5,0
660,,,NaN,NaN,,,,,NaN,,NaN,,
661,-11,-3,NaN,NaN,,80,-3,79,NaN,94,NaN,-3,0
662,,,NaN,NaN,,,,,NaN,,NaN,,
663,-11,-4,NaN,NaN,,79,-4,78,NaN,93,NaN,-4,0
664,,,NaN,NaN,,,,,NaN,,NaN,,
665,-11,-4,NaN,NaN,,79,-4,78,NaN,92,NaN,-4,0
666,,,NaN,NaN,,,,,NaN,,NaN,,
667,-10,-3,NaN,NaN,,78,-3,79,NaN,91,NaN,-3,0
668,,,NaN,NaN,,,,,NaN,,NaN,,
669,-10,-3,NaN,NaN,,78,-3,79,NaN,90,NaN,-3,0
670,,,NaN,NaN,,,,,NaN,,NaN,,
671,-11,-3,NaN,NaN,,78,-3,79,NaN,90,NaN,-3,0
672,,,NaN,NaN,,,,,NaN,,NaN,,
673,-11,-4,NaN,NaN,,78,-4,79,NaN,89,NaN,-4,0
674,,,NaN,NaN,,,,,NaN,,NaN,,
675,-11,-4,NaN,NaN,,77,-4,78,NaN,87,NaN,-4,0
676,,,NaN,NaN,,,,,NaN,,NaN,,
677,-11,-4,NaN,NaN,,77,-4,78,NaN,87,NaN,-4,0
678,,,NaN,NaN,,,,,NaN,,NaN,,
679,-12,-4,NaN,NaN,,77,-4,78,NaN,88,NaN,-4,0
680,,,NaN,NaN,,,,,NaN,,NaN,,
681,-12,-4,NaN,NaN,,76,-4,78,NaN,89,NaN,-4,0
682,,,NaN,NaN,,,,,NaN,,NaN,,
683,-12,-4,NaN,NaN,,75,-4,78,NaN,91,NaN,-4,0
684,,,NaN,NaN,,,,,NaN,,NaN,,
685,-12,-4,NaN,NaN,,75,-4,78,NaN,93,NaN,-4,
686,,,NaN,NaN,,,,,NaN,,NaN,,
687,-12,-4,NaN,NaN,,75,-4,77,NaN,97,NaN,-4,
688,,,NaN,NaN,,,,,NaN,,NaN,,
689,-11,-4,NaN,NaN,,74,-4,76,NaN,98,NaN,-4,
690,,,NaN,NaN,,,,,NaN,,NaN,,
691,-11,-4,NaN,NaN,,74,-4,75,NaN,99,NaN,-4,
692,,,NaN,NaN,,,,,NaN,,NaN,,
693,-11,-4,NaN,NaN,,74,-4,74,NaN,99,NaN,-4,
694,,,NaN,NaN,,,,,NaN,,NaN,,
695,-11,-4,NaN,NaN,,73,-4,74,NaN,100,NaN,-4,
696,,,NaN,NaN,,,,,NaN,,NaN,,
697,-12,-4,NaN,NaN,,73,21,74,NaN,100,NaN,-25,
698,,,NaN,NaN,,,,,NaN,,NaN,,
699,-12,-2,NaN,NaN,,76,15,74,NaN,100,NaN,-22,
700,,,NaN,NaN,,,,,NaN,,NaN,,
701,-12,-2,NaN,NaN,,71,15,73,NaN,100,NaN,-22,
702,,,NaN,NaN,,,,,NaN,,NaN,,
703,-12,-2,NaN,NaN,,73,38,71,NaN,100,NaN,-29,
704,,,NaN,NaN,,,,,NaN,,NaN,,
705,-11,-2,NaN,NaN,,73,,71,NaN,100,NaN,,
706,,,NaN,NaN,,,,,NaN,,NaN,,
707,-11,1,NaN,NaN,,72,,71,NaN,100,NaN,,
708,,,NaN,NaN,,,,,NaN,,NaN,,
709,-11,1,NaN,NaN,,72,,71,NaN,100,NaN,,
710,,,NaN,NaN,,,,,NaN,,NaN,,
711,-11,2,NaN,NaN,,75,,71,NaN,100,NaN,,
712,,,NaN,NaN,,,,,NaN,,NaN,,
713,-11,-5,NaN,NaN,,70,,71,NaN,100,NaN,,
714,,,NaN,NaN,,,,,NaN,,NaN,,
715,-11,-3,NaN,NaN,,72,,71,NaN,100,NaN,,
716,,,NaN,NaN,,,,,NaN,,NaN,,
717,-11,43,NaN,NaN,,72,89,71,NaN,100,NaN,42,
718,,,NaN,NaN,,,,,NaN,,NaN,,
719,-11,43,NaN,NaN,,71,89,71,NaN,100,NaN,42,
720,,,NaN,NaN,,,,,NaN,,NaN,,
721,-11,55,NaN,NaN,,73,88,70,NaN,100,NaN,49,
722,,,NaN,NaN,,,,,NaN,,NaN,,
723,-12,65,NaN,NaN,,69,92,70,NaN,100,NaN,55,
724,,,NaN,NaN,,,,,NaN,,NaN,,
725,-12,65,NaN,NaN,,69,92,68,NaN,100,NaN,55,
726,,,NaN,NaN,,,,,NaN,,NaN,,
727,-12,65,NaN,NaN,,71,91,70,NaN,100,NaN,48,
728,,,NaN,NaN,,,,,NaN,,NaN,,
729,-12,65,NaN,NaN,,71,88,70,NaN,100,NaN,50,
730,,,NaN,NaN,,,,,NaN,,NaN,,
731,-12,65,NaN,NaN,,73,88,70,NaN,100,NaN,50,
732,,,NaN,NaN,,,,,NaN,,NaN,,
733,-12,66,NaN,NaN,,69,90,73,NaN,100,NaN,43,
734,,,NaN,NaN,,,,,NaN,,NaN,,
735,-11,66,NaN,NaN,,71,90,72,NaN,100,NaN,43,
736,,,NaN,NaN,,,,,NaN,,NaN,,
737,-11,58,NaN,NaN,,71,77,73,NaN,100,NaN,20,
738,,,NaN,NaN,,,,,NaN,,NaN,,
739,-11,62,NaN,NaN,,72,85,73,NaN,100,NaN,46,
740,,,NaN,NaN,,,,,NaN,,NaN,,
741,-11,62,NaN,NaN,,72,85,72,NaN,100,NaN,46,
742,,,NaN,NaN,,,,,NaN,,NaN,,
743,-11,65,NaN,NaN,,70,86,76,NaN,100,NaN,51,
744,,,NaN,NaN,,,,,NaN,,NaN,,
745,-11,65,NaN,NaN,,72,86,76,NaN,100,NaN,51,
746,,,NaN,NaN,,,,,NaN,,NaN,,
747,-11,64,NaN,NaN,,73,84,76,NaN,100,NaN,50,
748,,,NaN,NaN,,,,,NaN,,NaN,,
749,-11,65,NaN,NaN,,71,87,76,NaN,100,NaN,51,
750,,,NaN,NaN,,,,,NaN,,NaN,,
751,-11,65,NaN,NaN,,71,87,72,NaN,100,NaN,50,
752,,,NaN,NaN,,,,,NaN,,NaN,,
753,-11,65,NaN,NaN,,71,87,72,NaN,100,NaN,50,
754,,,NaN,NaN,,,,,NaN,,NaN,,
755,-11,65,NaN,NaN,,71,87,72,NaN,100,NaN,50,
756,,,NaN,NaN,,,,,NaN,,NaN,,
757,-11,65,NaN,NaN,,71,87,72,NaN,100,NaN,50,
758,,,NaN,NaN,,,,,NaN,,NaN,,
759,-11,63,NaN,NaN,,74,84,72,NaN,100,NaN,48,
760,,,NaN,NaN,,,,,NaN,,NaN,,
761,-11,64,NaN,NaN,,71,85,71,NaN,100,NaN,49,
762,,,NaN,NaN,,,,,NaN,,NaN,,
763,-11,62,NaN,NaN,,71,81,69,NaN,100,NaN,47,
764,,,NaN,NaN,,,,,NaN,,NaN,,
765,-11,62,NaN,NaN,,74,82,69,NaN,100,NaN,47,
766,,,NaN,NaN,,,,,NaN,,NaN,,
767,-11,62,NaN,NaN,,71,82,69,NaN,100,NaN,47,
768,,,NaN,NaN,,,,,NaN,,NaN,,
769,-11,62,NaN,NaN,,71,83,69,NaN,100,NaN,47,
770,,,NaN,NaN,,,,,NaN,,NaN,,
771,-11,62,NaN,NaN,,71,82,70,NaN,100,NaN,47,
772,,,NaN,NaN,,,,,NaN,,NaN,,
773,-12,61,NaN,NaN,,70,82,71,NaN,100,NaN,47,
774,,,NaN,NaN,,,,,NaN,,NaN,,
775,-12,60,NaN,NaN,,70,79,70,NaN,100,NaN,45,
776,,,NaN,NaN,,,,,NaN,,NaN,,
777,-12,60,NaN,NaN,,72,80,70,NaN,100,NaN,46,
778,,,NaN,NaN,,,,,NaN,,NaN,,
779,-12,60,NaN,NaN,,69,80,70,NaN,100,NaN,46,
780,,,NaN,NaN,,,,,NaN,,NaN,,
781,-12,60,NaN,NaN,,69,80,68,NaN,100,NaN,46,
782,,,NaN,NaN,,,,,NaN,,NaN,,
783,-12,60,NaN,NaN,,69,80,68,NaN,100,NaN,46,
784,,,NaN,NaN,,,,,NaN,,NaN,,
785,-12,60,NaN,NaN,,69,80,68,NaN,100,NaN,46,
786,,,NaN,NaN,,,,,NaN,,NaN,,
787,-12,59,NaN,NaN,,70,78,68,NaN,100,NaN,45,
788,,,NaN,NaN,,,,,NaN,,NaN,,
789,-12,59,NaN,NaN,,68,78,70,NaN,100,NaN,46,
790,,,NaN,NaN,,,,,NaN,,NaN,,
791,-13,59,NaN,NaN,,69,78,68,NaN,100,NaN,45,
792,,,NaN,NaN,,,,,NaN,,NaN,,
793,-13,59,NaN,NaN,,68,78,68,NaN,100,NaN,45,
794,,,NaN,NaN,,,,,NaN,,NaN,,
795,-13,58,NaN,NaN,,66,82,67,NaN,100,NaN,45,
796,,,NaN,NaN,,,,,NaN,,NaN,,
797,-13,58,NaN,NaN,,67,82,67,NaN,100,NaN,45,
798,,,NaN,NaN,,,,,NaN,,NaN,,
799,-13,56,NaN,NaN,,67,74,67,NaN,100,NaN,43,
800,,,NaN,NaN,,,,,NaN,,NaN,,
801,-13,56,NaN,NaN,,66,74,68,NaN,100,NaN,43,
802,,,NaN,NaN,,,,,NaN,,NaN,,
803,-12,56,NaN,NaN,,66,74,67,NaN,100,NaN,45,
804,,,NaN,NaN,,,,,NaN,,NaN,,
805,-12,57,NaN,NaN,,67,75,67,NaN,100,NaN,45,
806,,,NaN,NaN,,,,,NaN,,NaN,,
807,-11,57,NaN,NaN,,67,75,67,NaN,100,NaN,45,
808,,,NaN,NaN,,,,,NaN,,NaN,,
809,-11,58,NaN,NaN,,67,76,67,NaN,100,NaN,46,
810,,,NaN,NaN,,,,,NaN,,NaN,,
811,-11,58,NaN,NaN,,67,76,67,NaN,100,NaN,45,
812,,,NaN,NaN,,,,,NaN,,NaN,,
813,-11,58,NaN,NaN,,67,76,68,NaN,100,NaN,45,
814,,,NaN,NaN,,,,,NaN,,NaN,,
815,-11,58,NaN,NaN,,67,76,68,NaN,100,NaN,45,
816,,,NaN,NaN,,,,,NaN,,NaN,,
817,-11,58,NaN,NaN,,67,76,68,NaN,100,NaN,45,
818,,,NaN,NaN,,,,,NaN,,NaN,,
819,-11,56,NaN,NaN,,70,73,67,NaN,100,NaN,44,
820,,,NaN,NaN,,,,,NaN,,NaN,,
821,-11,57,NaN,NaN,,67,76,67,NaN,100,NaN,45,
822,,,NaN,NaN,,,,,NaN,,NaN,,
823,-11,58,NaN,NaN,,68,77,67,NaN,100,NaN,45,
824,,,NaN,NaN,,,,,NaN,,NaN,,
825,-12,58,NaN,NaN,,68,77,68,NaN,100,NaN,45,
826,,,NaN,NaN,,,,,NaN,,NaN,,
827,-12,58,NaN,NaN,,68,77,68,NaN,100,NaN,45,
828,,,NaN,NaN,,,,,NaN,,NaN,,
829,-12,58,NaN,NaN,,68,77,68,NaN,100,NaN,45,
830,,,NaN,NaN,,,,,NaN,,NaN,,
831,-12,58,NaN,NaN,,67,76,69,NaN,100,NaN,44,
832,,,NaN,NaN,,,,,NaN,,NaN,,
833,-12,53,NaN,NaN,,67,104,68,NaN,100,NaN,2,
834,,,NaN,NaN,,,,,NaN,,NaN,,
835,-12,54,NaN,NaN,,67,127,68,NaN,100,NaN,17,
836,,,NaN,NaN,,,,,NaN,,NaN,,
837,-11,54,NaN,NaN,,69,102,68,NaN,100,NaN,30,
838,,,NaN,NaN,,,,,NaN,,NaN,,
839,-11,54,NaN,NaN,,66,102,68,NaN,100,NaN,30,
840,,,NaN,NaN,,,,,NaN,,NaN,,
841,-11,57,NaN,NaN,,66,79,67,NaN,100,NaN,44,
842,,,NaN,NaN,,,,,NaN,,NaN,,
843,-11,59,NaN,NaN,,67,82,67,NaN,100,NaN,48,
844,,,NaN,NaN,,,,,NaN,,NaN,,
845,-11,59,NaN,NaN,,67,82,67,NaN,100,NaN,48,
846,,,NaN,NaN,,,,,NaN,,NaN,,
847,-11,61,NaN,NaN,,71,83,67,NaN,100,NaN,50,
848,,,NaN,NaN,,,,,NaN,,NaN,,
849,-11,67,NaN,NaN,,74,90,69,NaN,100,NaN,56,
850,,,NaN,NaN,,,,,NaN,,NaN,,
851,-12,73,NaN,NaN,,78,99,71,NaN,100,NaN,62,
852,,,NaN,NaN,,,,,NaN,,NaN,,
853,-12,79,NaN,NaN,,82,106,71,NaN,100,NaN,67,27
854,,,NaN,NaN,,,,,NaN,,NaN,,
855,-12,84,NaN,NaN,,84,112,75,NaN,100,NaN,72,27
856,,,NaN,NaN,,,,,NaN,,NaN,,
