time,SNUADC/ECG_II,SNUADC/ECG_V5,Solar8000/ART_DBP,Solar8000/ART_SBP,SNUADC/ART,Solar8000/PLETH_SPO2,Solar8000/ART_MBP,Solar8000/HR,SNUADC/CVP,Solar8000/RR_CO2,Solar8000/CVP,Solar8000/PLETH_HR,Solar8000/ETCO2
476,NaN,NaN,,,NaN,,,,NaN,,,,
477,NaN,NaN,,,NaN,100,,91,NaN,14,,91,35
478,NaN,NaN,,,NaN,,,,NaN,,,,
479,NaN,NaN,,,NaN,100,,91,NaN,14,,92,35
480,NaN,NaN,,,NaN,,,,NaN,,,,
481,NaN,NaN,,,NaN,100,,92,NaN,14,,93,35
482,NaN,NaN,,,NaN,,,,NaN,,,,
483,NaN,NaN,,,NaN,100,,93,NaN,14,,94,35
484,NaN,NaN,,,NaN,,,,NaN,,,,
485,NaN,NaN,,,NaN,100,,93,NaN,14,,93,35
486,NaN,NaN,,,NaN,,,,NaN,,,,
487,NaN,NaN,,,NaN,100,,93,NaN,14,,94,35
488,NaN,NaN,,,NaN,,,,NaN,,,,
489,NaN,NaN,,,NaN,100,,93,NaN,14,,94,34
490,NaN,NaN,,,NaN,,,,NaN,,,,
491,NaN,NaN,,,NaN,100,,94,NaN,14,,94,34
492,NaN,NaN,,,NaN,,,,NaN,,,,
493,NaN,NaN,,,NaN,100,,93,NaN,14,,94,34
494,NaN,NaN,,,NaN,,,,NaN,,,,
495,NaN,NaN,,,NaN,100,,93,NaN,14,,94,34
496,NaN,NaN,,,NaN,,,,NaN,,,,
497,NaN,NaN,,,NaN,100,,93,NaN,14,,93,35
498,NaN,NaN,,,NaN,,,,NaN,,,,
499,NaN,NaN,,,NaN,100,,93,NaN,14,,93,35
500,NaN,NaN,,,NaN,,,,NaN,,,,
501,NaN,NaN,,,NaN,100,,93,NaN,14,,93,35
502,NaN,NaN,,,NaN,,,,NaN,,,,
503,NaN,NaN,,,NaN,100,,93,NaN,14,,94,34
504,NaN,NaN,,,NaN,,,,NaN,,,,
505,NaN,NaN,,,NaN,100,,93,NaN,14,,94,34
506,NaN,NaN,,,NaN,,,,NaN,,,,
507,NaN,NaN,,,NaN,100,,93,NaN,14,,93,34
508,NaN,NaN,,,NaN,,,,NaN,,,,
509,NaN,NaN,,,NaN,100,,92,NaN,14,,93,35
510,NaN,NaN,,,NaN,,,,NaN,,,,
511,NaN,NaN,,,NaN,100,,93,NaN,14,,93,35
512,NaN,NaN,,,NaN,,,,NaN,,,,
513,NaN,NaN,,,NaN,100,,93,NaN,14,,94,35
514,NaN,NaN,,,NaN,,,,NaN,,,,
515,NaN,NaN,,,NaN,100,,93,NaN,14,,94,35
516,NaN,NaN,,,NaN,,,,NaN,,,,
517,NaN,NaN,,,NaN,100,,93,NaN,14,,94,34
518,NaN,NaN,,,NaN,,,,NaN,,,,
519,NaN,NaN,,,NaN,100,,93,NaN,14,,94,34
520,NaN,NaN,,,NaN,,,,NaN,,,,
521,NaN,NaN,,,NaN,100,,93,NaN,14,,94,34
522,NaN,NaN,,,NaN,,,,NaN,,,,
523,NaN,NaN,,,NaN,100,,94,NaN,14,,94,34
524,NaN,NaN,,,NaN,,,,NaN,,,,
525,NaN,NaN,,,NaN,100,,94,NaN,14,,95,34
526,NaN,NaN,,,NaN,,,,NaN,,,,
527,NaN,NaN,,,NaN,100,,95,NaN,14,,95,34
528,NaN,NaN,,,NaN,,,,NaN,,,,
529,NaN,NaN,,,NaN,100,,94,NaN,14,,94,34
530,NaN,NaN,,,NaN,,,,NaN,,,,
531,NaN,NaN,,,NaN,100,,93,NaN,14,,94,34
532,NaN,NaN,,,NaN,,,,NaN,,,,
533,NaN,NaN,,,NaN,100,,93,NaN,14,,93,34
534,NaN,NaN,,,NaN,,,,NaN,,,,
535,NaN,NaN,,,NaN,100,,93,NaN,14,,93,34
536,NaN,NaN,,,NaN,,,,NaN,,,,
537,NaN,NaN,,,NaN,100,,93,NaN,14,,93,34
538,NaN,NaN,,,NaN,,,,NaN,,,,
539,NaN,NaN,,,NaN,100,,93,NaN,14,,94,34
540,NaN,NaN,,,NaN,,,,NaN,,,,
541,NaN,NaN,,,NaN,100,,93,NaN,14,,94,34
542,NaN,NaN,,,NaN,,,,NaN,,,,
543,NaN,NaN,,,NaN,100,,94,NaN,14,,95,34
544,NaN,NaN,,,NaN,,,,NaN,,,,
545,NaN,NaN,,,NaN,100,,94,NaN,14,,94,34
546,NaN,NaN,,,NaN,,,,NaN,,,,
547,NaN,NaN,,,NaN,100,,94,NaN,14,,94,34
548,NaN,NaN,,,NaN,,,,NaN,,,,
549,NaN,NaN,,,NaN,100,,93,NaN,14,,94,34
550,NaN,NaN,,,NaN,,,,NaN,,,,
551,NaN,NaN,,,NaN,100,,94,NaN,14,,94,34
552,NaN,NaN,,,NaN,,,,NaN,,,,
553,NaN,NaN,,,NaN,100,,94,NaN,14,,94,34
554,NaN,NaN,,,NaN,,,,NaN,,,,
555,NaN,NaN,,,NaN,100,,94,NaN,14,,95,34
556,NaN,NaN,,,NaN,,,,NaN,,,,
557,NaN,NaN,,,NaN,100,,94,NaN,14,,95,34
558,NaN,NaN,,,NaN,,,,NaN,,,,
559,NaN,NaN,,,NaN,100,,94,NaN,14,,95,34
560,NaN,NaN,,,NaN,,,,NaN,,,,
561,NaN,NaN,,,NaN,100,,94,NaN,14,,95,34
562,NaN,NaN,,,NaN,,,,NaN,,,,
563,NaN,NaN,,,NaN,100,,94,NaN,14,,95,34
564,NaN,NaN,,,NaN,,,,NaN,,,,
565,NaN,NaN,,,NaN,100,,94,NaN,14,,95,34
566,NaN,NaN,,,NaN,,,,NaN,,,,
567,NaN,NaN,,,NaN,100,,95,NaN,14,,95,34
568,NaN,NaN,,,NaN,,,,NaN,,,,
569,NaN,NaN,,,NaN,100,,95,NaN,14,,95,34
570,NaN,NaN,,,NaN,,,,NaN,,,,
571,NaN,NaN,,,NaN,100,,95,NaN,14,,95,34
572,NaN,NaN,,,NaN,,,,NaN,,,,
573,NaN,NaN,,,NaN,100,,95,NaN,14,,95,34
574,NaN,NaN,,,NaN,,,,NaN,,,,
575,NaN,NaN,,,NaN,100,,94,NaN,14,,95,34
576,NaN,NaN,,,NaN,,,,NaN,,,,
577,NaN,NaN,,,NaN,100,,94,NaN,14,,95,34
578,NaN,NaN,,,NaN,,,,NaN,,,,
579,NaN,NaN,,,NaN,100,,93,NaN,14,,94,34
580,NaN,NaN,,,NaN,,,,NaN,,,,
581,NaN,NaN,,,NaN,100,,94,NaN,14,,94,34
582,NaN,NaN,,,NaN,,,,NaN,,,,
583,NaN,NaN,,,NaN,100,,95,NaN,14,,95,34
584,NaN,NaN,,,NaN,,,,NaN,,,,
585,NaN,NaN,,,NaN,100,,95,NaN,14,,96,34
586,NaN,NaN,,,NaN,,,,NaN,,,,
587,NaN,NaN,,,NaN,100,,95,NaN,14,,96,34
588,NaN,NaN,,,NaN,,,,NaN,,,,
589,NaN,NaN,,,NaN,100,,95,NaN,14,,96,34
590,NaN,NaN,,,NaN,,,,NaN,,,,
591,NaN,NaN,,,NaN,100,,95,NaN,14,,96,34
592,NaN,NaN,,,NaN,,,,NaN,,,,
593,NaN,NaN,,,NaN,100,,95,NaN,14,,95,34
594,NaN,NaN,,,NaN,,,,NaN,,,,
595,NaN,NaN,,,NaN,100,,95,NaN,14,,96,34
596,NaN,NaN,,,NaN,,,,NaN,,,,
597,NaN,NaN,,,NaN,100,,95,NaN,14,,95,34
598,NaN,NaN,,,NaN,,,,NaN,,,,
599,NaN,NaN,,,NaN,100,,94,NaN,14,,95,34
600,NaN,NaN,,,NaN,,,,NaN,,,,
601,NaN,NaN,,,NaN,100,,94,NaN,14,,95,34
602,NaN,NaN,,,NaN,,,,NaN,,,,
603,NaN,NaN,,,NaN,100,,94,NaN,14,,95,34
604,NaN,NaN,,,NaN,,,,NaN,,,,
605,NaN,NaN,,,NaN,100,,94,NaN,14,,94,34
606,NaN,NaN,,,NaN,,,,NaN,,,,
607,NaN,NaN,,,NaN,100,,94,NaN,14,,94,34
608,NaN,NaN,,,NaN,,,,NaN,,,,
609,NaN,NaN,,,NaN,100,,94,NaN,14,,94,34
610,NaN,NaN,,,NaN,,,,NaN,,,,
611,NaN,NaN,,,NaN,100,,94,NaN,14,,95,34
612,NaN,NaN,,,NaN,,,,NaN,,,,
613,NaN,NaN,,,NaN,100,,94,NaN,14,,95,34
614,NaN,NaN,,,NaN,,,,NaN,,,,
615,NaN,NaN,,,NaN,100,,94,NaN,14,,95,34
616,NaN,NaN,,,NaN,,,,NaN,,,,
617,NaN,NaN,,,NaN,100,,94,NaN,14,,95,34
618,NaN,NaN,,,NaN,,,,NaN,,,,
619,NaN,NaN,,,NaN,100,,93,NaN,14,,94,34
620,NaN,NaN,,,NaN,,,,NaN,,,,
621,NaN,NaN,,,NaN,100,,92,NaN,14,,93,33
622,NaN,NaN,,,NaN,,,,NaN,,,,
623,NaN,NaN,,,NaN,100,,92,NaN,14,,93,33
624,NaN,NaN,,,NaN,,,,NaN,,,,
625,NaN,NaN,,,NaN,100,,94,NaN,14,,94,33
626,NaN,NaN,,,NaN,,,,NaN,,,,
627,NaN,NaN,,,NaN,100,,95,NaN,14,,95,33
628,NaN,NaN,,,NaN,,,,NaN,,,,
629,NaN,NaN,,,NaN,100,,95,NaN,14,,96,34
630,NaN,NaN,,,NaN,,,,NaN,,,,
631,NaN,NaN,,,NaN,100,,95,NaN,14,,96,34
632,NaN,NaN,,,NaN,,,,NaN,,,,
633,NaN,NaN,,,NaN,100,,95,NaN,14,,96,34
634,NaN,NaN,,,NaN,,,,NaN,,,,
635,NaN,NaN,,,NaN,100,,95,NaN,14,,96,34
636,NaN,NaN,,,NaN,,,,NaN,,,,
637,NaN,NaN,,,NaN,100,,95,NaN,14,,96,33
638,NaN,NaN,,,NaN,,,,NaN,,,,
639,NaN,NaN,,,NaN,100,,94,NaN,14,,95,33
640,NaN,NaN,,,NaN,,,,NaN,,,,
641,NaN,NaN,,,NaN,100,,94,NaN,14,,95,33
642,NaN,NaN,,,NaN,,,,NaN,,,,
643,NaN,NaN,,,NaN,100,,94,NaN,14,,95,33
644,NaN,NaN,,,NaN,,,,NaN,,,,
645,NaN,NaN,,,NaN,100,,94,NaN,14,,95,33
646,NaN,NaN,,,NaN,,,,NaN,,,,
647,NaN,NaN,,,NaN,100,,94,NaN,14,,94,33
648,NaN,NaN,,,NaN,,,,NaN,,,,
649,NaN,NaN,,,NaN,100,,94,NaN,14,,94,33
650,NaN,NaN,,,NaN,,,,NaN,,,,
651,NaN,NaN,,,NaN,100,,94,NaN,14,,94,33
652,NaN,NaN,,,NaN,,,,NaN,,,,
653,NaN,NaN,,,NaN,100,,94,NaN,14,,94,33
654,NaN,NaN,,,NaN,,,,NaN,,,,
655,NaN,NaN,,,NaN,100,,93,NaN,14,,94,33
656,NaN,NaN,,,NaN,,,,NaN,,,,
657,NaN,NaN,,,NaN,100,,92,NaN,14,,93,33
658,NaN,NaN,,,NaN,,,,NaN,,,,
659,NaN,NaN,,,NaN,100,,92,NaN,14,,93,33
660,NaN,NaN,,,NaN,,,,NaN,,,,
661,NaN,NaN,,,NaN,100,,92,NaN,14,,92,33
662,NaN,NaN,,,NaN,,,,NaN,,,,
663,NaN,NaN,,,NaN,100,,92,NaN,14,,92,33
664,NaN,NaN,,,NaN,,,,NaN,,,,
665,NaN,NaN,,,NaN,100,,91,NaN,14,,91,33
666,NaN,NaN,,,NaN,,,,NaN,,,,
667,NaN,NaN,,,NaN,100,,90,NaN,14,,91,33
668,NaN,NaN,,,NaN,,,,NaN,,,,
669,NaN,NaN,,,NaN,100,,90,NaN,14,,92,33
670,NaN,NaN,,,NaN,,,,NaN,,,,
671,NaN,NaN,,,NaN,100,,91,NaN,14,,92,33
672,NaN,NaN,,,NaN,,,,NaN,,,,
673,NaN,NaN,,,NaN,100,,91,NaN,14,,93,33
674,NaN,NaN,,,NaN,,,,NaN,,,,
675,NaN,NaN,,,NaN,100,,93,NaN,14,,93,33
676,NaN,NaN,,,NaN,,,,NaN,,,,
677,NaN,NaN,,,NaN,100,,94,NaN,14,,94,33
678,NaN,NaN,,,NaN,,,,NaN,,,,
679,NaN,NaN,,,NaN,100,,94,NaN,14,,95,33
680,NaN,NaN,,,NaN,,,,NaN,,,,
681,NaN,NaN,,,NaN,100,,96,NaN,14,,97,33
682,NaN,NaN,,,NaN,,,,NaN,,,,
683,NaN,NaN,,,NaN,100,,97,NaN,14,,97,33
684,NaN,NaN,,,NaN,,,,NaN,,,,
685,NaN,NaN,,,NaN,100,,113,NaN,14,,99,33
686,NaN,NaN,,,NaN,,,,NaN,,,,
687,NaN,NaN,,,NaN,100,,114,NaN,14,,99,33
688,NaN,NaN,,,NaN,,,,NaN,,,,
689,NaN,NaN,,,NaN,100,,106,NaN,14,,101,35
690,NaN,NaN,,,NaN,,,,NaN,,,,
691,NaN,NaN,,,NaN,100,,99,NaN,14,,100,35
692,NaN,NaN,,,NaN,,,,NaN,,,,
693,NaN,NaN,,,NaN,100,,99,NaN,14,,101,35
694,NaN,NaN,,,NaN,,,,NaN,,,,
695,NaN,NaN,,,NaN,100,,99,NaN,14,,100,35
696,NaN,NaN,,,NaN,,,,NaN,,,,
697,NaN,NaN,,,NaN,100,,100,NaN,14,,100,32
698,NaN,NaN,,,NaN,,,,NaN,,,,
699,NaN,NaN,,,NaN,100,,100,NaN,14,,100,32
700,NaN,NaN,,,NaN,,,,NaN,,,,
701,NaN,NaN,,,NaN,100,,100,NaN,14,,100,32
702,NaN,NaN,,,NaN,,,,NaN,,,,
703,NaN,NaN,,,NaN,100,,99,NaN,14,,100,33
704,NaN,NaN,,,NaN,,,,NaN,,,,
705,NaN,NaN,,,NaN,100,,98,NaN,14,,99,33
706,NaN,NaN,,,NaN,,,,NaN,,,,
707,NaN,NaN,,,NaN,100,,98,NaN,14,,99,33
708,NaN,NaN,,,NaN,,,,NaN,,,,
709,NaN,NaN,,,NaN,100,,98,NaN,14,,98,33
710,NaN,NaN,,,NaN,,,,NaN,,,,
711,NaN,NaN,,,NaN,100,,97,NaN,14,,98,33
712,NaN,NaN,,,NaN,,,,NaN,,,,
713,NaN,NaN,,,NaN,100,,97,NaN,14,,98,33
714,NaN,NaN,,,NaN,,,,NaN,,,,
715,NaN,NaN,,,NaN,100,,97,NaN,14,,98,33
716,NaN,NaN,,,NaN,,,,NaN,,,,
717,NaN,NaN,,,NaN,100,,98,NaN,14,,98,33
718,NaN,NaN,,,NaN,,,,NaN,,,,
719,NaN,NaN,,,NaN,100,,98,NaN,14,,99,33
720,NaN,NaN,,,NaN,,,,NaN,,,,
721,NaN,NaN,,,NaN,100,,98,NaN,14,,98,33
722,NaN,NaN,,,NaN,,,,NaN,,,,
723,NaN,NaN,,,NaN,100,,98,NaN,14,,99,33
724,NaN,NaN,,,NaN,,,,NaN,,,,
725,NaN,NaN,,,NaN,100,,98,NaN,14,,98,32
726,NaN,NaN,,,NaN,,,,NaN,,,,
727,NaN,NaN,,,NaN,100,,98,NaN,14,,99,32
728,NaN,NaN,,,NaN,,,,NaN,,,,
729,NaN,NaN,,,NaN,100,,99,NaN,14,,99,32
730,NaN,NaN,,,NaN,,,,NaN,,,,
731,NaN,NaN,,,NaN,100,,99,NaN,14,,100,32
732,NaN,NaN,,,NaN,,,,NaN,,,,
733,NaN,NaN,,,NaN,100,,99,NaN,14,,99,32
734,NaN,NaN,,,NaN,,,,NaN,,,,
735,NaN,NaN,,,NaN,100,,99,NaN,14,,100,32
736,NaN,NaN,,,NaN,,,,NaN,,,,
737,NaN,NaN,,,NaN,100,,99,NaN,14,,100,32
738,NaN,NaN,,,NaN,,,,NaN,,,,
739,NaN,NaN,,,NaN,100,,99,NaN,14,,100,32
740,NaN,NaN,,,NaN,,,,NaN,,,,
741,NaN,NaN,,,NaN,100,,100,NaN,14,,100,32
742,NaN,NaN,,,NaN,,,,NaN,,,,
743,NaN,NaN,,,NaN,100,,100,NaN,14,,100,32
744,NaN,NaN,,,NaN,,,,NaN,,,,
745,NaN,NaN,,,NaN,100,,100,NaN,14,,100,32
746,NaN,NaN,,,NaN,,,,NaN,,,,
747,NaN,NaN,,,NaN,100,,100,NaN,14,,100,33
748,NaN,NaN,,,NaN,,,,NaN,,,,
749,NaN,NaN,,,NaN,100,,100,NaN,14,,100,33
750,NaN,NaN,,,NaN,,,,NaN,,,,
751,NaN,NaN,,,NaN,100,,100,NaN,14,,100,33
752,NaN,NaN,,,NaN,,,,NaN,,,,
753,NaN,NaN,,,NaN,100,,100,NaN,14,,100,33
754,NaN,NaN,,,NaN,,,,NaN,,,,
755,NaN,NaN,,,NaN,100,,100,NaN,14,,100,32
756,NaN,NaN,,,NaN,,,,NaN,,,,
757,NaN,NaN,,,NaN,100,,100,NaN,14,,100,32
758,NaN,NaN,,,NaN,,,,NaN,,,,
759,NaN,NaN,,,NaN,100,,100,NaN,14,,100,32
760,NaN,NaN,,,NaN,,,,NaN,,,,
761,NaN,NaN,,,NaN,100,,99,NaN,14,,100,32
762,NaN,NaN,,,NaN,,,,NaN,,,,
763,NaN,NaN,,,NaN,100,,99,NaN,14,,100,32
764,NaN,NaN,,,NaN,,,,NaN,,,,
765,NaN,NaN,,,NaN,100,,99,NaN,14,,100,32
766,NaN,NaN,,,NaN,,,,NaN,,,,
767,NaN,NaN,,,NaN,100,,99,NaN,14,,99,32
768,NaN,NaN,,,NaN,,,,NaN,,,,
769,NaN,NaN,,,NaN,100,,99,NaN,14,,99,32
770,NaN,NaN,,,NaN,,,,NaN,,,,
771,NaN,NaN,,,NaN,100,,98,NaN,14,,99,32
772,NaN,NaN,,,NaN,,,,NaN,,,,
773,NaN,NaN,,,NaN,100,,98,NaN,14,,99,32
774,NaN,NaN,,,NaN,,,,NaN,,,,
775,NaN,NaN,,,NaN,100,,98,NaN,14,,99,32
776,NaN,NaN,,,NaN,,,,NaN,,,,
777,NaN,NaN,,,NaN,100,,97,NaN,14,,98,32
778,NaN,NaN,,,NaN,,,,NaN,,,,
779,NaN,NaN,,,NaN,100,,98,NaN,14,,98,32
780,NaN,NaN,,,NaN,,,,NaN,,,,
781,NaN,NaN,,,NaN,100,,98,NaN,14,,98,32
782,NaN,NaN,,,NaN,,,,NaN,,,,
783,NaN,NaN,,,NaN,100,,97,NaN,14,,98,32
784,NaN,NaN,,,NaN,,,,NaN,,,,
785,NaN,NaN,,,NaN,100,,97,NaN,14,,97,32
786,NaN,NaN,,,NaN,,,,NaN,,,,
787,NaN,NaN,,,NaN,100,,97,NaN,14,,97,32
788,NaN,NaN,,,NaN,,,,NaN,,,,
789,NaN,NaN,,,NaN,100,,97,NaN,14,,97,32
790,NaN,NaN,,,NaN,,,,NaN,,,,
791,NaN,NaN,,,NaN,100,,98,NaN,14,,98,32
792,NaN,NaN,,,NaN,,,,NaN,,,,
793,NaN,NaN,,,NaN,100,,98,NaN,14,,98,32
794,NaN,NaN,,,NaN,,,,NaN,,,,
795,NaN,NaN,,,NaN,100,,98,NaN,14,,99,32
796,NaN,NaN,,,NaN,,,,NaN,,,,
797,NaN,NaN,,,NaN,100,,98,NaN,14,,99,32
798,NaN,NaN,,,NaN,,,,NaN,,,,
799,NaN,NaN,,,NaN,100,,98,NaN,14,,99,32
800,NaN,NaN,,,NaN,,,,NaN,,,,
801,NaN,NaN,,,NaN,100,,98,NaN,14,,99,32
802,NaN,NaN,,,NaN,,,,NaN,,,,
803,NaN,NaN,,,NaN,100,,97,NaN,14,,98,32
804,NaN,NaN,,,NaN,,,,NaN,,,,
805,NaN,NaN,,,NaN,100,,96,NaN,14,,98,32
806,NaN,NaN,,,NaN,,,,NaN,,,,
807,NaN,NaN,,,NaN,100,,96,NaN,14,,96,32
808,NaN,NaN,,,NaN,,,,NaN,,,,
809,NaN,NaN,,,NaN,100,,96,NaN,14,,97,32
810,NaN,NaN,,,NaN,,,,NaN,,,,
811,NaN,NaN,,,NaN,100,,96,NaN,14,,96,32
812,NaN,NaN,,,NaN,,,,NaN,,,,
813,NaN,NaN,,,NaN,100,,96,NaN,14,,97,32
814,NaN,NaN,,,NaN,,,,NaN,,,,
815,NaN,NaN,,,NaN,100,,96,NaN,14,,97,32
816,NaN,NaN,,,NaN,,,,NaN,,,,
817,NaN,NaN,,,NaN,100,,96,NaN,14,,97,32
818,NaN,NaN,,,NaN,,,,NaN,,,,
819,NaN,NaN,,,NaN,100,,96,NaN,14,,96,32
820,NaN,NaN,,,NaN,,,,NaN,,,,
821,NaN,NaN,,,NaN,100,,95,NaN,14,,96,32
822,NaN,NaN,,,NaN,,,,NaN,,,,
823,NaN,NaN,,,NaN,100,,95,NaN,14,,95,32
824,NaN,NaN,,,NaN,,,,NaN,,,,
825,NaN,NaN,,,NaN,100,,95,NaN,14,,95,32
826,NaN,NaN,,,NaN,,,,NaN,,,,
827,NaN,NaN,,,NaN,100,,94,NaN,14,,95,32
828,NaN,NaN,,,NaN,,,,NaN,,,,
829,NaN,NaN,,,NaN,100,,95,NaN,14,,95,32
830,NaN,NaN,,,NaN,,,,NaN,,,,
831,NaN,NaN,,,NaN,100,,95,NaN,14,,96,32
832,NaN,NaN,,,NaN,,,,NaN,,,,
833,NaN,NaN,,,NaN,100,,95,NaN,14,,96,32
834,NaN,NaN,,,NaN,,,,NaN,,,,
835,NaN,NaN,,,NaN,100,,95,NaN,14,,96,32
836,NaN,NaN,,,NaN,,,,NaN,,,,
837,NaN,NaN,,,NaN,100,,95,NaN,14,,95,32
838,NaN,NaN,,,NaN,,,,NaN,,,,
839,NaN,NaN,,,NaN,100,,94,NaN,14,,95,32
840,NaN,NaN,,,NaN,,,,NaN,,,,
841,NaN,NaN,,,NaN,100,,94,NaN,14,,95,32
842,NaN,NaN,,,NaN,,,,NaN,,,,
843,NaN,NaN,,,NaN,100,,95,NaN,14,,95,32
844,NaN,NaN,,,NaN,,,,NaN,,,,
845,NaN,NaN,,,NaN,100,,95,NaN,14,,95,32
846,NaN,NaN,,,NaN,,,,NaN,,,,
847,NaN,NaN,,,NaN,100,,95,NaN,14,,95,32
848,NaN,NaN,,,NaN,,,,NaN,,,,
849,NaN,NaN,,,NaN,100,,94,NaN,14,,95,32
850,NaN,NaN,,,NaN,,,,NaN,,,,
851,NaN,NaN,,,NaN,100,,95,NaN,14,,95,32
852,NaN,NaN,,,NaN,,,,NaN,,,,
853,NaN,NaN,,,NaN,100,,95,NaN,14,,95,32
854,NaN,NaN,,,NaN,,,,NaN,,,,
855,NaN,NaN,,,NaN,100,,95,NaN,14,,96,32
856,NaN,NaN,,,NaN,,,,NaN,,,,
857,NaN,NaN,,,NaN,100,,95,NaN,14,,96,32
858,NaN,NaN,,,NaN,,,,NaN,,,,
859,NaN,NaN,,,NaN,100,,95,NaN,14,,95,32
860,NaN,NaN,,,NaN,,,,NaN,,,,
861,NaN,NaN,,,NaN,100,,95,NaN,14,,95,32
862,NaN,NaN,,,NaN,,,,NaN,,,,
863,NaN,NaN,,,NaN,100,,95,NaN,14,,95,32
864,NaN,NaN,,,NaN,,,,NaN,,,,
865,NaN,NaN,,,NaN,100,,95,NaN,14,,95,32
866,NaN,NaN,,,NaN,,,,NaN,,,,
867,NaN,NaN,,,NaN,100,,94,NaN,14,,95,32
868,NaN,NaN,,,NaN,,,,NaN,,,,
869,NaN,NaN,,,NaN,100,,94,NaN,14,,95,32
870,NaN,NaN,,,NaN,,,,NaN,,,,
871,NaN,NaN,,,NaN,100,,94,NaN,14,,94,31
872,NaN,NaN,,,NaN,,,,NaN,,,,
873,NaN,NaN,,,NaN,100,,94,NaN,14,,95,31
874,NaN,NaN,,,NaN,,,,NaN,,,,
875,NaN,NaN,,,NaN,100,,94,NaN,14,,94,31
876,NaN,NaN,,,NaN,,,,NaN,,,,
877,NaN,NaN,,,NaN,100,,94,NaN,14,,95,31
878,NaN,NaN,,,NaN,,,,NaN,,,,
879,NaN,NaN,,,NaN,100,,94,NaN,14,,94,31
880,NaN,NaN,,,NaN,,,,NaN,,,,
881,NaN,NaN,,,NaN,100,,94,NaN,14,,94,31
882,NaN,NaN,,,NaN,,,,NaN,,,,
883,NaN,NaN,,,NaN,100,,94,NaN,14,,94,31
884,NaN,NaN,,,NaN,,,,NaN,,,,
885,NaN,NaN,,,NaN,100,,93,NaN,14,,94,32
886,NaN,NaN,,,NaN,,,,NaN,,,,
887,NaN,NaN,,,NaN,100,,93,NaN,14,,94,32
888,NaN,NaN,,,NaN,,,,NaN,,,,
889,NaN,NaN,,,NaN,100,,93,NaN,14,,94,32
890,NaN,NaN,,,NaN,,,,NaN,,,,
891,NaN,NaN,,,NaN,100,,93,NaN,14,,94,31
892,NaN,NaN,,,NaN,,,,NaN,,,,
893,NaN,NaN,,,NaN,100,,93,NaN,14,,94,31
894,NaN,NaN,,,NaN,,,,NaN,,,,
895,NaN,NaN,,,NaN,100,,93,NaN,14,,94,31
896,NaN,NaN,,,NaN,,,,NaN,,,,
897,NaN,NaN,,,NaN,100,,92,NaN,14,,93,31
898,NaN,NaN,,,NaN,,,,NaN,,,,
899,NaN,NaN,,,NaN,100,,91,NaN,14,,92,32
900,NaN,NaN,,,NaN,,,,NaN,,,,
901,NaN,NaN,,,NaN,100,,91,NaN,14,,92,32
902,NaN,NaN,,,NaN,,,,NaN,,,,
903,NaN,NaN,,,NaN,100,,91,NaN,14,,92,32
904,NaN,NaN,,,NaN,,,,NaN,,,,
905,NaN,NaN,,,NaN,100,,91,NaN,14,,92,31
906,NaN,NaN,,,NaN,,,,NaN,,,,
907,NaN,NaN,,,NaN,100,,91,NaN,14,,92,31
908,NaN,NaN,,,NaN,,,,NaN,,,,
909,NaN,NaN,,,NaN,100,,91,NaN,14,,91,31
910,NaN,NaN,,,NaN,,,,NaN,,,,
911,NaN,NaN,,,NaN,100,,90,NaN,14,,91,32
912,NaN,NaN,,,NaN,,,,NaN,,,,
913,NaN,NaN,,,NaN,100,,90,NaN,14,,91,32
914,NaN,NaN,,,NaN,,,,NaN,,,,
915,NaN,NaN,,,NaN,100,,90,NaN,14,,91,32
916,NaN,NaN,,,NaN,,,,NaN,,,,
917,NaN,NaN,,,NaN,100,,90,NaN,14,,90,32
918,NaN,NaN,,,NaN,,,,NaN,,,,
919,NaN,NaN,,,NaN,100,,90,NaN,14,,90,32
920,NaN,NaN,,,NaN,,,,NaN,,,,
921,NaN,NaN,,,NaN,100,,90,NaN,14,,91,32
922,NaN,NaN,,,NaN,,,,NaN,,,,
923,NaN,NaN,,,NaN,100,,91,NaN,14,,91,32
924,NaN,NaN,,,NaN,,,,NaN,,,,
925,NaN,NaN,,,NaN,100,,92,NaN,14,,93,31
926,NaN,NaN,,,NaN,,,,NaN,,,,
927,NaN,NaN,,,NaN,100,,92,NaN,14,,92,31
928,NaN,NaN,,,NaN,,,,NaN,,,,
929,NaN,NaN,,,NaN,100,,92,NaN,14,,92,31
930,NaN,NaN,,,NaN,,,,NaN,,,,
931,NaN,NaN,,,NaN,100,,91,NaN,14,,92,31
932,NaN,NaN,,,NaN,,,,NaN,,,,
933,NaN,NaN,,,NaN,100,,91,NaN,14,,92,31
934,NaN,NaN,,,NaN,,,,NaN,,,,
935,NaN,NaN,,,NaN,100,,91,NaN,14,,92,31
936,NaN,NaN,,,NaN,,,,NaN,,,,
937,NaN,NaN,,,NaN,100,,92,NaN,14,,92,31
938,NaN,NaN,,,NaN,,,,NaN,,,,
939,NaN,NaN,,,NaN,100,,92,NaN,14,,92,31
940,NaN,NaN,,,NaN,,,,NaN,,,,
941,NaN,NaN,,,NaN,100,,92,NaN,14,,92,31
942,NaN,NaN,,,NaN,,,,NaN,,,,
943,NaN,NaN,,,NaN,100,,91,NaN,14,,92,31
944,NaN,NaN,,,NaN,,,,NaN,,,,
