time,Solar8000/CVP,Solar8000/ETCO2,SNUADC/ECG_V5,SNUADC/CVP,Solar8000/RR_CO2,Solar8000/PLETH_HR,Solar8000/ART_MBP,Solar8000/PLETH_SPO2,Solar8000/ART_SBP,Solar8000/HR,SNUADC/ECG_II,SNUADC/ART,Solar8000/ART_DBP
436,,,NaN,NaN,,,,,,,NaN,NaN,
437,1,38,NaN,NaN,12,65,161,100,166,65,NaN,NaN,158
438,,,NaN,NaN,,,,,,,NaN,NaN,
439,1,38,NaN,NaN,12,64,167,100,181,64,NaN,NaN,157
440,,,NaN,NaN,,,,,,,NaN,NaN,
441,1,39,NaN,NaN,12,64,167,100,179,63,NaN,NaN,162
442,,,NaN,NaN,,,,,,,NaN,NaN,
443,1,39,NaN,NaN,12,63,167,100,,63,NaN,NaN,
444,,,NaN,NaN,,,,,,,NaN,NaN,
445,1,39,NaN,NaN,12,63,146,100,,63,NaN,NaN,
446,,,NaN,NaN,,,,,,,NaN,NaN,
447,1,39,NaN,NaN,12,63,146,100,,62,NaN,NaN,
448,,,NaN,NaN,,,,,,,NaN,NaN,
449,1,39,NaN,NaN,12,63,125,100,,62,NaN,NaN,
450,,,NaN,NaN,,,,,,,NaN,NaN,
451,0,39,NaN,NaN,12,63,107,100,,62,NaN,NaN,
452,,,NaN,NaN,,,,,,,NaN,NaN,
453,0,39,NaN,NaN,12,63,98,100,,62,NaN,NaN,
454,,,NaN,NaN,,,,,,,NaN,NaN,
455,0,38,NaN,NaN,12,63,92,100,,62,NaN,NaN,
456,,,NaN,NaN,,,,,,,NaN,NaN,
457,0,38,NaN,NaN,12,63,90,100,,62,NaN,NaN,
458,,,NaN,NaN,,,,,,,NaN,NaN,
459,0,38,NaN,NaN,12,62,88,100,,62,NaN,NaN,
460,,,NaN,NaN,,,,,,,NaN,NaN,
461,0,38,NaN,NaN,12,62,93,100,133,61,NaN,NaN,58
462,,,NaN,NaN,,,,,,,NaN,NaN,
463,0,38,NaN,NaN,12,62,98,100,152,61,NaN,NaN,59
464,,,NaN,NaN,,,,,,,NaN,NaN,
465,0,38,NaN,NaN,12,62,95,100,144,61,NaN,NaN,56
466,,,NaN,NaN,,,,,,,NaN,NaN,
467,0,38,NaN,NaN,12,62,94,100,130,61,NaN,NaN,71
468,,,NaN,NaN,,,,,,,NaN,NaN,
469,0,38,NaN,NaN,12,62,93,100,127,61,NaN,NaN,72
470,,,NaN,NaN,,,,,,,NaN,NaN,
471,0,38,NaN,NaN,12,62,93,100,125,61,NaN,NaN,72
472,,,NaN,NaN,,,,,,,NaN,NaN,
473,0,38,NaN,NaN,12,62,93,100,126,61,NaN,NaN,73
474,,,NaN,NaN,,,,,,,NaN,NaN,
475,0,38,NaN,NaN,12,62,95,100,129,67,NaN,NaN,77
476,,,NaN,NaN,,,,,,,NaN,NaN,
477,0,38,NaN,NaN,12,63,99,100,135,71,NaN,NaN,82
478,,,NaN,NaN,,,,,,,NaN,NaN,
479,0,38,NaN,NaN,12,63,104,100,143,72,NaN,NaN,87
480,,,NaN,NaN,,,,,,,NaN,NaN,
481,0,38,NaN,NaN,12,64,110,100,150,73,NaN,NaN,92
482,,,NaN,NaN,,,,,,,NaN,NaN,
483,0,38,NaN,NaN,12,66,113,100,153,76,NaN,NaN,93
484,,,NaN,NaN,,,,,,,NaN,NaN,
485,0,38,NaN,NaN,12,68,113,100,150,72,NaN,NaN,90
486,,,NaN,NaN,,,,,,,NaN,NaN,
487,0,38,NaN,NaN,12,70,113,100,150,72,NaN,NaN,90
488,,,NaN,NaN,,,,,,,NaN,NaN,
489,0,38,NaN,NaN,12,71,113,100,150,71,NaN,NaN,89
490,,,NaN,NaN,,,,,,,NaN,NaN,
491,0,38,NaN,NaN,12,72,111,100,146,71,NaN,NaN,85
492,,,NaN,NaN,,,,,,,NaN,NaN,
493,0,38,NaN,NaN,12,72,110,100,146,71,NaN,NaN,85
494,,,NaN,NaN,,,,,,,NaN,NaN,
495,0,38,NaN,NaN,12,72,107,100,143,72,NaN,NaN,80
496,,,NaN,NaN,,,,,,,NaN,NaN,
497,1,38,NaN,NaN,12,72,106,100,141,71,NaN,NaN,81
498,,,NaN,NaN,,,,,,,NaN,NaN,
499,1,38,NaN,NaN,12,71,104,100,138,71,NaN,NaN,79
500,,,NaN,NaN,,,,,,,NaN,NaN,
501,1,38,NaN,NaN,12,70,102,100,136,71,NaN,NaN,79
502,,,NaN,NaN,,,,,,,NaN,NaN,
503,1,38,NaN,NaN,12,70,101,100,135,70,NaN,NaN,78
504,,,NaN,NaN,,,,,,,NaN,NaN,
505,1,38,NaN,NaN,12,69,99,100,133,70,NaN,NaN,76
506,,,NaN,NaN,,,,,,,NaN,NaN,
507,1,38,NaN,NaN,12,69,98,100,132,68,NaN,NaN,76
508,,,NaN,NaN,,,,,,,NaN,NaN,
509,1,38,NaN,NaN,12,68,98,100,132,68,NaN,NaN,76
510,,,NaN,NaN,,,,,,,NaN,NaN,
511,1,38,NaN,NaN,12,68,97,100,130,68,NaN,NaN,75
512,,,NaN,NaN,,,,,,,NaN,NaN,
513,1,38,NaN,NaN,12,68,97,100,131,67,NaN,NaN,75
514,,,NaN,NaN,,,,,,,NaN,NaN,
515,1,38,NaN,NaN,12,68,96,100,129,67,NaN,NaN,74
516,,,NaN,NaN,,,,,,,NaN,NaN,
517,1,38,NaN,NaN,12,68,96,100,128,67,NaN,NaN,75
518,,,NaN,NaN,,,,,,,NaN,NaN,
519,1,38,NaN,NaN,12,68,95,100,128,67,NaN,NaN,73
520,,,NaN,NaN,,,,,,,NaN,NaN,
521,1,38,NaN,NaN,12,67,94,100,126,67,NaN,NaN,73
522,,,NaN,NaN,,,,,,,NaN,NaN,
523,1,38,NaN,NaN,12,67,94,100,127,66,NaN,NaN,73
524,,,NaN,NaN,,,,,,,NaN,NaN,
525,1,38,NaN,NaN,12,67,93,100,126,66,NaN,NaN,72
526,,,NaN,NaN,,,,,,,NaN,NaN,
527,-1,38,NaN,NaN,12,67,93,100,126,66,NaN,NaN,73
528,,,NaN,NaN,,,,,,,NaN,NaN,
529,-1,38,NaN,NaN,12,66,93,100,126,65,NaN,NaN,72
530,,,NaN,NaN,,,,,,,NaN,NaN,
531,-1,38,NaN,NaN,12,66,92,100,124,65,NaN,NaN,72
532,,,NaN,NaN,,,,,,,NaN,NaN,
533,-1,38,NaN,NaN,12,65,92,100,126,65,NaN,NaN,72
534,,,NaN,NaN,,,,,,,NaN,NaN,
535,-1,38,NaN,NaN,12,65,92,100,124,64,NaN,NaN,71
536,,,NaN,NaN,,,,,,,NaN,NaN,
537,-1,38,NaN,NaN,12,65,91,100,124,64,NaN,NaN,71
538,,,NaN,NaN,,,,,,,NaN,NaN,
539,-1,38,NaN,NaN,12,64,91,100,124,64,NaN,NaN,71
540,,,NaN,NaN,,,,,,,NaN,NaN,
541,-1,38,NaN,NaN,12,64,90,100,122,64,NaN,NaN,70
542,,,NaN,NaN,,,,,,,NaN,NaN,
543,-1,38,NaN,NaN,12,64,90,100,123,64,NaN,NaN,70
544,,,NaN,NaN,,,,,,,NaN,NaN,
545,-1,38,NaN,NaN,12,64,90,100,122,63,NaN,NaN,70
546,,,NaN,NaN,,,,,,,NaN,NaN,
547,-1,38,NaN,NaN,12,64,90,100,123,63,NaN,NaN,71
548,,,NaN,NaN,,,,,,,NaN,NaN,
549,-1,38,NaN,NaN,12,63,90,100,122,63,NaN,NaN,70
550,,,NaN,NaN,,,,,,,NaN,NaN,
551,-1,38,NaN,NaN,12,63,89,100,121,63,NaN,NaN,70
552,,,NaN,NaN,,,,,,,NaN,NaN,
553,-1,38,NaN,NaN,12,63,90,100,122,62,NaN,NaN,70
554,,,NaN,NaN,,,,,,,NaN,NaN,
555,-1,38,NaN,NaN,12,63,89,100,120,62,NaN,NaN,69
556,,,NaN,NaN,,,,,,,NaN,NaN,
557,-2,38,NaN,NaN,12,63,88,100,120,62,NaN,NaN,69
558,,,NaN,NaN,,,,,,,NaN,NaN,
559,-2,38,NaN,NaN,12,63,88,100,121,62,NaN,NaN,68
560,,,NaN,NaN,,,,,,,NaN,NaN,
561,-2,38,NaN,NaN,12,63,87,100,119,62,NaN,NaN,68
562,,,NaN,NaN,,,,,,,NaN,NaN,
563,-2,38,NaN,NaN,12,62,87,100,120,62,NaN,NaN,68
564,,,NaN,NaN,,,,,,,NaN,NaN,
565,-2,38,NaN,NaN,12,62,87,100,119,62,NaN,NaN,67
566,,,NaN,NaN,,,,,,,NaN,NaN,
567,-2,38,NaN,NaN,12,62,86,100,117,62,NaN,NaN,67
568,,,NaN,NaN,,,,,,,NaN,NaN,
569,-2,38,NaN,NaN,12,62,85,100,117,62,NaN,NaN,66
570,,,NaN,NaN,,,,,,,NaN,NaN,
571,-2,38,NaN,NaN,12,62,85,100,116,61,NaN,NaN,66
572,,,NaN,NaN,,,,,,,NaN,NaN,
573,-2,38,NaN,NaN,12,62,85,100,118,61,NaN,NaN,66
574,,,NaN,NaN,,,,,,,NaN,NaN,
575,-2,38,NaN,NaN,12,62,85,100,117,61,NaN,NaN,67
576,,,NaN,NaN,,,,,,,NaN,NaN,
577,-2,38,NaN,NaN,12,62,86,100,118,61,NaN,NaN,68
578,,,NaN,NaN,,,,,,,NaN,NaN,
579,-2,38,NaN,NaN,12,62,86,100,118,61,NaN,NaN,67
580,,,NaN,NaN,,,,,,,NaN,NaN,
581,-2,38,NaN,NaN,12,62,85,100,116,61,NaN,NaN,66
582,,,NaN,NaN,,,,,,,NaN,NaN,
583,-2,38,NaN,NaN,12,62,85,100,118,61,NaN,NaN,66
584,,,NaN,NaN,,,,,,,NaN,NaN,
585,-2,38,NaN,NaN,12,61,84,100,116,61,NaN,NaN,65
586,,,NaN,NaN,,,,,,,NaN,NaN,
587,-2,38,NaN,NaN,12,61,84,100,117,61,NaN,NaN,66
588,,,NaN,NaN,,,,,,,NaN,NaN,
589,-2,38,NaN,NaN,12,61,84,100,117,61,NaN,NaN,65
590,,,NaN,NaN,,,,,,,NaN,NaN,
591,-2,38,NaN,NaN,12,61,84,100,115,60,NaN,NaN,65
592,,,NaN,NaN,,,,,,,NaN,NaN,
593,-2,38,NaN,NaN,12,61,84,100,117,60,NaN,NaN,66
594,,,NaN,NaN,,,,,,,NaN,NaN,
595,-2,38,NaN,NaN,12,61,83,100,115,60,NaN,NaN,65
596,,,NaN,NaN,,,,,,,NaN,NaN,
597,-2,38,NaN,NaN,12,61,83,100,115,60,NaN,NaN,65
598,,,NaN,NaN,,,,,,,NaN,NaN,
599,-2,38,NaN,NaN,12,61,83,100,115,60,NaN,NaN,64
600,,,NaN,NaN,,,,,,,NaN,NaN,
601,-2,38,NaN,NaN,12,60,83,100,114,60,NaN,NaN,65
602,,,NaN,NaN,,,,,,,NaN,NaN,
603,-2,38,NaN,NaN,12,60,84,100,117,60,NaN,NaN,66
604,,,NaN,NaN,,,,,,,NaN,NaN,
605,-2,38,NaN,NaN,12,60,84,100,116,60,NaN,NaN,66
606,,,NaN,NaN,,,,,,,NaN,NaN,
607,-2,38,NaN,NaN,12,60,85,100,118,60,NaN,NaN,67
608,,,NaN,NaN,,,,,,,NaN,NaN,
609,-2,38,NaN,NaN,12,60,85,100,119,60,NaN,NaN,67
610,,,NaN,NaN,,,,,,,NaN,NaN,
611,-2,38,NaN,NaN,12,60,85,100,117,60,NaN,NaN,66
612,,,NaN,NaN,,,,,,,NaN,NaN,
613,-3,38,NaN,NaN,12,60,85,100,119,60,NaN,NaN,66
614,,,NaN,NaN,,,,,,,NaN,NaN,
615,-3,38,NaN,NaN,12,60,84,100,116,59,NaN,NaN,65
616,,,NaN,NaN,,,,,,,NaN,NaN,
617,-3,38,NaN,NaN,12,60,83,100,115,59,NaN,NaN,65
618,,,NaN,NaN,,,,,,,NaN,NaN,
619,-3,38,NaN,NaN,12,60,83,100,117,59,NaN,NaN,65
620,,,NaN,NaN,,,,,,,NaN,NaN,
621,-3,38,NaN,NaN,12,60,83,100,116,59,NaN,NaN,65
622,,,NaN,NaN,,,,,,,NaN,NaN,
623,-3,38,NaN,NaN,12,60,83,100,117,59,NaN,NaN,65
624,,,NaN,NaN,,,,,,,NaN,NaN,
625,-3,38,NaN,NaN,12,60,83,100,115,59,NaN,NaN,64
626,,,NaN,NaN,,,,,,,NaN,NaN,
627,-3,38,NaN,NaN,12,60,82,100,115,59,NaN,NaN,64
628,,,NaN,NaN,,,,,,,NaN,NaN,
629,-3,37,NaN,NaN,12,60,82,100,115,59,NaN,NaN,63
630,,,NaN,NaN,,,,,,,NaN,NaN,
631,-3,37,NaN,NaN,12,60,81,100,112,59,NaN,NaN,63
632,,,NaN,NaN,,,,,,,NaN,NaN,
633,-3,37,NaN,NaN,12,60,81,100,114,59,NaN,NaN,63
634,,,NaN,NaN,,,,,,,NaN,NaN,
635,-3,38,NaN,NaN,12,60,81,100,112,59,NaN,NaN,63
636,,,NaN,NaN,,,,,,,NaN,NaN,
637,-3,38,NaN,NaN,12,59,81,100,114,59,NaN,NaN,64
638,,,NaN,NaN,,,,,,,NaN,NaN,
639,-3,38,NaN,NaN,12,59,82,100,116,59,NaN,NaN,65
640,,,NaN,NaN,,,,,,,NaN,NaN,
641,-3,38,NaN,NaN,12,59,82,100,116,59,NaN,NaN,65
642,,,NaN,NaN,,,,,,,NaN,NaN,
643,-3,38,NaN,NaN,12,59,83,100,118,59,NaN,NaN,65
644,,,NaN,NaN,,,,,,,NaN,NaN,
645,-3,38,NaN,NaN,12,59,82,100,115,59,NaN,NaN,64
646,,,NaN,NaN,,,,,,,NaN,NaN,
647,-3,38,NaN,NaN,12,59,82,100,116,58,NaN,NaN,65
648,,,NaN,NaN,,,,,,,NaN,NaN,
649,-3,38,NaN,NaN,12,59,82,100,116,58,NaN,NaN,65
650,,,NaN,NaN,,,,,,,NaN,NaN,
651,-3,38,NaN,NaN,12,59,83,100,116,58,NaN,NaN,65
652,,,NaN,NaN,,,,,,,NaN,NaN,
653,-3,38,NaN,NaN,12,59,83,100,118,58,NaN,NaN,66
654,,,NaN,NaN,,,,,,,NaN,NaN,
655,-3,38,NaN,NaN,12,58,83,100,117,58,NaN,NaN,65
656,,,NaN,NaN,,,,,,,NaN,NaN,
657,-3,38,NaN,NaN,12,58,83,100,116,58,NaN,NaN,65
658,,,NaN,NaN,,,,,,,NaN,NaN,
659,-3,38,NaN,NaN,12,58,83,100,117,58,NaN,NaN,64
660,,,NaN,NaN,,,,,,,NaN,NaN,
661,-3,38,NaN,NaN,12,58,83,100,117,57,NaN,NaN,65
662,,,NaN,NaN,,,,,,,NaN,NaN,
663,-3,38,NaN,NaN,12,58,84,100,122,57,NaN,NaN,67
664,,,NaN,NaN,,,,,,,NaN,NaN,
665,-3,38,NaN,NaN,12,57,84,100,122,57,NaN,NaN,67
666,,,NaN,NaN,,,,,,,NaN,NaN,
667,-3,38,NaN,NaN,12,57,85,100,122,56,NaN,NaN,67
668,,,NaN,NaN,,,,,,,NaN,NaN,
669,-3,38,NaN,NaN,12,57,85,100,122,56,NaN,NaN,66
670,,,NaN,NaN,,,,,,,NaN,NaN,
671,-3,38,NaN,NaN,12,56,84,100,121,56,NaN,NaN,66
672,,,NaN,NaN,,,,,,,NaN,NaN,
673,-3,38,NaN,NaN,12,56,85,100,122,56,NaN,NaN,66
674,,,NaN,NaN,,,,,,,NaN,NaN,
675,-3,38,NaN,NaN,12,56,85,100,122,56,NaN,NaN,66
676,,,NaN,NaN,,,,,,,NaN,NaN,
677,-4,38,NaN,NaN,12,57,85,100,121,56,NaN,NaN,67
678,,,NaN,NaN,,,,,,,NaN,NaN,
679,-4,38,NaN,NaN,12,57,85,100,122,56,NaN,NaN,66
680,,,NaN,NaN,,,,,,,NaN,NaN,
681,-4,38,NaN,NaN,12,57,84,100,119,56,NaN,NaN,66
682,,,NaN,NaN,,,,,,,NaN,NaN,
683,-4,38,NaN,NaN,12,57,84,100,121,57,NaN,NaN,66
684,,,NaN,NaN,,,,,,,NaN,NaN,
685,-4,38,NaN,NaN,12,57,84,100,118,57,NaN,NaN,65
686,,,NaN,NaN,,,,,,,NaN,NaN,
687,-4,38,NaN,NaN,12,58,84,100,118,57,NaN,NaN,65
688,,,NaN,NaN,,,,,,,NaN,NaN,
689,-4,38,NaN,NaN,12,58,83,100,118,57,NaN,NaN,65
690,,,NaN,NaN,,,,,,,NaN,NaN,
691,-4,38,NaN,NaN,12,58,82,100,116,57,NaN,NaN,64
692,,,NaN,NaN,,,,,,,NaN,NaN,
693,-4,38,NaN,NaN,12,58,83,100,117,57,NaN,NaN,64
694,,,NaN,NaN,,,,,,,NaN,NaN,
695,-4,38,NaN,NaN,12,58,81,100,114,57,NaN,NaN,63
696,,,NaN,NaN,,,,,,,NaN,NaN,
697,-4,38,NaN,NaN,12,58,81,100,114,57,NaN,NaN,63
698,,,NaN,NaN,,,,,,,NaN,NaN,
699,-4,37,NaN,NaN,12,57,81,100,115,57,NaN,NaN,63
700,,,NaN,NaN,,,,,,,NaN,NaN,
701,-4,37,NaN,NaN,12,57,80,100,113,57,NaN,NaN,62
702,,,NaN,NaN,,,,,,,NaN,NaN,
703,-4,37,NaN,NaN,12,57,80,100,114,56,NaN,NaN,63
704,,,NaN,NaN,,,,,,,NaN,NaN,
705,-4,37,NaN,NaN,12,57,80,100,112,56,NaN,NaN,62
706,,,NaN,NaN,,,,,,,NaN,NaN,
707,-4,38,NaN,NaN,12,57,80,100,112,56,NaN,NaN,63
708,,,NaN,NaN,,,,,,,NaN,NaN,
709,-4,38,NaN,NaN,12,57,79,100,112,57,NaN,NaN,62
710,,,NaN,NaN,,,,,,,NaN,NaN,
711,-4,38,NaN,NaN,12,57,79,100,110,57,NaN,NaN,62
712,,,NaN,NaN,,,,,,,NaN,NaN,
713,-4,38,NaN,NaN,12,57,79,100,112,57,NaN,NaN,62
714,,,NaN,NaN,,,,,,,NaN,NaN,
715,-4,38,NaN,NaN,12,58,79,100,110,57,NaN,NaN,62
716,,,NaN,NaN,,,,,,,NaN,NaN,
717,-4,38,NaN,NaN,12,58,79,100,112,57,NaN,NaN,62
718,,,NaN,NaN,,,,,,,NaN,NaN,
719,-4,38,NaN,NaN,12,58,80,100,112,57,NaN,NaN,63
720,,,NaN,NaN,,,,,,,NaN,NaN,
721,-4,37,NaN,NaN,12,58,80,100,111,58,NaN,NaN,63
722,,,NaN,NaN,,,,,,,NaN,NaN,
723,-4,37,NaN,NaN,12,58,80,100,113,58,NaN,NaN,64
724,,,NaN,NaN,,,,,,,NaN,NaN,
725,-4,37,NaN,NaN,12,58,81,100,113,57,NaN,NaN,63
726,,,NaN,NaN,,,,,,,NaN,NaN,
727,-4,37,NaN,NaN,12,58,80,100,112,57,NaN,NaN,64
728,,,NaN,NaN,,,,,,,NaN,NaN,
729,-4,38,NaN,NaN,12,58,80,100,113,57,NaN,NaN,63
730,,,NaN,NaN,,,,,,,NaN,NaN,
731,-4,38,NaN,NaN,12,57,79,100,110,57,NaN,NaN,62
732,,,NaN,NaN,,,,,,,NaN,NaN,
733,-4,38,NaN,NaN,12,57,79,100,112,57,NaN,NaN,62
734,,,NaN,NaN,,,,,,,NaN,NaN,
735,-4,38,NaN,NaN,12,57,78,100,109,56,NaN,NaN,60
736,,,NaN,NaN,,,,,,,NaN,NaN,
737,-4,38,NaN,NaN,12,57,78,100,109,56,NaN,NaN,61
738,,,NaN,NaN,,,,,,,NaN,NaN,
739,-4,38,NaN,NaN,12,57,77,100,108,57,NaN,NaN,60
740,,,NaN,NaN,,,,,,,NaN,NaN,
741,-4,38,NaN,NaN,12,57,77,100,107,57,NaN,NaN,60
742,,,NaN,NaN,,,,,,,NaN,NaN,
743,-4,38,NaN,NaN,12,57,77,100,108,57,NaN,NaN,60
744,,,NaN,NaN,,,,,,,NaN,NaN,
745,-4,38,NaN,NaN,12,57,77,100,108,57,NaN,NaN,60
746,,,NaN,NaN,,,,,,,NaN,NaN,
747,-4,38,NaN,NaN,12,57,77,100,110,57,NaN,NaN,58
748,,,NaN,NaN,,,,,,,NaN,NaN,
749,-5,38,NaN,NaN,12,57,77,100,109,56,NaN,NaN,58
750,,,NaN,NaN,,,,,,,NaN,NaN,
751,-5,37,NaN,NaN,12,57,77,100,107,56,NaN,NaN,60
752,,,NaN,NaN,,,,,,,NaN,NaN,
753,-5,37,NaN,NaN,12,57,78,100,110,56,NaN,NaN,61
754,,,NaN,NaN,,,,,,,NaN,NaN,
755,-5,37,NaN,NaN,12,57,77,100,108,65,NaN,NaN,61
756,,,NaN,NaN,,,,,,,NaN,NaN,
757,-5,38,NaN,NaN,12,57,78,100,109,65,NaN,NaN,61
758,,,NaN,NaN,,,,,,,NaN,NaN,
759,-5,38,NaN,NaN,12,57,78,100,110,65,NaN,NaN,61
760,,,NaN,NaN,,,,,,,NaN,NaN,
761,-5,38,NaN,NaN,12,57,78,100,109,64,NaN,NaN,61
762,,,NaN,NaN,,,,,,,NaN,NaN,
763,-5,38,NaN,NaN,12,57,78,100,111,65,NaN,NaN,62
764,,,NaN,NaN,,,,,,,NaN,NaN,
765,-5,37,NaN,NaN,12,57,78,100,110,56,NaN,NaN,61
766,,,NaN,NaN,,,,,,,NaN,NaN,
767,-5,37,NaN,NaN,12,57,78,100,110,56,NaN,NaN,61
768,,,NaN,NaN,,,,,,,NaN,NaN,
769,-5,37,NaN,NaN,12,57,78,100,112,56,NaN,NaN,61
770,,,NaN,NaN,,,,,,,NaN,NaN,
771,-5,37,NaN,NaN,12,57,78,100,112,56,NaN,NaN,62
772,,,NaN,NaN,,,,,,,NaN,NaN,
773,-5,37,NaN,NaN,12,57,79,100,115,56,NaN,NaN,62
774,,,NaN,NaN,,,,,,,NaN,NaN,
775,-5,37,NaN,NaN,12,57,79,100,113,56,NaN,NaN,61
776,,,NaN,NaN,,,,,,,NaN,NaN,
777,-5,37,NaN,NaN,12,57,79,100,113,56,NaN,NaN,62
778,,,NaN,NaN,,,,,,,NaN,NaN,
779,-5,37,NaN,NaN,12,57,79,100,113,56,NaN,NaN,61
780,,,NaN,NaN,,,,,,,NaN,NaN,
781,-5,37,NaN,NaN,12,57,77,100,110,56,NaN,NaN,60
782,,,NaN,NaN,,,,,,,NaN,NaN,
783,-5,37,NaN,NaN,12,57,77,100,110,56,NaN,NaN,60
784,,,NaN,NaN,,,,,,,NaN,NaN,
785,-5,37,NaN,NaN,12,57,76,100,108,56,NaN,NaN,59
786,,,NaN,NaN,,,,,,,NaN,NaN,
787,-4,37,NaN,NaN,12,57,76,100,107,56,NaN,NaN,59
788,,,NaN,NaN,,,,,,,NaN,NaN,
789,-4,37,NaN,NaN,12,57,76,100,108,56,NaN,NaN,59
790,,,NaN,NaN,,,,,,,NaN,NaN,
791,-5,37,NaN,NaN,12,57,75,100,106,56,NaN,NaN,59
792,,,NaN,NaN,,,,,,,NaN,NaN,
793,-5,37,NaN,NaN,12,57,75,100,107,56,NaN,NaN,58
794,,,NaN,NaN,,,,,,,NaN,NaN,
795,-5,38,NaN,NaN,12,57,74,100,105,56,NaN,NaN,57
796,,,NaN,NaN,,,,,,,NaN,NaN,
797,-5,38,NaN,NaN,12,57,75,100,106,56,NaN,NaN,58
798,,,NaN,NaN,,,,,,,NaN,NaN,
799,-5,38,NaN,NaN,12,57,75,100,107,56,NaN,NaN,59
800,,,NaN,NaN,,,,,,,NaN,NaN,
801,-5,37,NaN,NaN,12,57,75,100,105,57,NaN,NaN,59
802,,,NaN,NaN,,,,,,,NaN,NaN,
803,-5,37,NaN,NaN,12,57,76,100,107,57,NaN,NaN,60
804,,,NaN,NaN,,,,,,,NaN,NaN,
805,-5,37,NaN,NaN,12,57,76,100,106,57,NaN,NaN,59
806,,,NaN,NaN,,,,,,,NaN,NaN,
807,-5,37,NaN,NaN,12,57,76,100,106,57,NaN,NaN,60
808,,,NaN,NaN,,,,,,,NaN,NaN,
809,-6,37,NaN,NaN,12,57,76,100,108,57,NaN,NaN,60
810,,,NaN,NaN,,,,,,,NaN,NaN,
811,-6,37,NaN,NaN,12,57,76,100,106,57,NaN,NaN,60
812,,,NaN,NaN,,,,,,,NaN,NaN,
813,-6,37,NaN,NaN,12,57,76,100,108,56,NaN,NaN,60
814,,,NaN,NaN,,,,,,,NaN,NaN,
815,-6,38,NaN,NaN,12,57,75,100,106,56,NaN,NaN,59
816,,,NaN,NaN,,,,,,,NaN,NaN,
817,-6,38,NaN,NaN,12,57,75,100,105,56,NaN,NaN,59
818,,,NaN,NaN,,,,,,,NaN,NaN,
819,-6,38,NaN,NaN,12,56,75,100,106,56,NaN,NaN,58
820,,,NaN,NaN,,,,,,,NaN,NaN,
821,-6,38,NaN,NaN,12,56,76,100,103,56,NaN,NaN,62
822,,,NaN,NaN,,,,,,,NaN,NaN,
823,-6,37,NaN,NaN,12,56,73,100,101,64,NaN,NaN,56
824,,,NaN,NaN,,,,,,,NaN,NaN,
825,-6,37,NaN,NaN,12,56,73,100,102,64,NaN,NaN,57
826,,,NaN,NaN,,,,,,,NaN,NaN,
827,-6,37,NaN,NaN,12,56,73,100,102,64,NaN,NaN,57
828,,,NaN,NaN,,,,,,,NaN,NaN,
829,-6,37,NaN,NaN,12,56,72,100,102,64,NaN,NaN,57
830,,,NaN,NaN,,,,,,,NaN,NaN,
831,-6,37,NaN,NaN,12,56,72,100,101,64,NaN,NaN,57
832,,,NaN,NaN,,,,,,,NaN,NaN,
833,-6,37,NaN,NaN,12,56,72,100,102,61,NaN,NaN,57
834,,,NaN,NaN,,,,,,,NaN,NaN,
835,-6,37,NaN,NaN,12,56,73,100,102,55,NaN,NaN,58
836,,,NaN,NaN,,,,,,,NaN,NaN,
837,-6,37,NaN,NaN,12,56,73,100,102,56,NaN,NaN,59
838,,,NaN,NaN,,,,,,,NaN,NaN,
839,-6,37,NaN,NaN,12,56,74,100,104,56,NaN,NaN,58
840,,,NaN,NaN,,,,,,,NaN,NaN,
841,-6,37,NaN,NaN,12,56,73,100,102,56,NaN,NaN,58
842,,,NaN,NaN,,,,,,,NaN,NaN,
843,-6,37,NaN,NaN,12,57,74,100,104,56,NaN,NaN,58
844,,,NaN,NaN,,,,,,,NaN,NaN,
845,-6,37,NaN,NaN,12,57,73,100,102,56,NaN,NaN,58
846,,,NaN,NaN,,,,,,,NaN,NaN,
847,-6,37,NaN,NaN,12,57,74,100,103,56,NaN,NaN,58
848,,,NaN,NaN,,,,,,,NaN,NaN,
849,-6,37,NaN,NaN,12,57,74,100,105,56,NaN,NaN,58
850,,,NaN,NaN,,,,,,,NaN,NaN,
851,-6,37,NaN,NaN,12,57,73,100,102,56,NaN,NaN,57
852,,,NaN,NaN,,,,,,,NaN,NaN,
853,-6,37,NaN,NaN,12,57,74,100,103,56,NaN,NaN,57
854,,,NaN,NaN,,,,,,,NaN,NaN,
855,-6,37,NaN,NaN,12,56,73,100,102,56,NaN,NaN,57
856,,,NaN,NaN,,,,,,,NaN,NaN,
857,-6,37,NaN,NaN,12,56,73,100,102,56,NaN,NaN,58
858,,,NaN,NaN,,,,,,,NaN,NaN,
859,-6,37,NaN,NaN,12,56,73,100,102,56,NaN,NaN,57
860,,,NaN,NaN,,,,,,,NaN,NaN,
861,-6,37,NaN,NaN,12,56,72,100,101,56,NaN,NaN,57
862,,,NaN,NaN,,,,,,,NaN,NaN,
863,-6,37,NaN,NaN,12,56,73,100,102,56,NaN,NaN,57
864,,,NaN,NaN,,,,,,,NaN,NaN,
865,-6,37,NaN,NaN,12,56,72,100,101,56,NaN,NaN,57
866,,,NaN,NaN,,,,,,,NaN,NaN,
867,-6,37,NaN,NaN,12,56,72,100,100,56,NaN,NaN,57
868,,,NaN,NaN,,,,,,,NaN,NaN,
869,-6,38,NaN,NaN,12,56,72,100,102,56,NaN,NaN,57
