time,Solar8000/CVP,SNUADC/ECG_II,Solar8000/PLETH_SPO2,Solar8000/ART_SBP,SNUADC/ART,Solar8000/ETCO2,Solar8000/ART_MBP,Solar8000/ART_DBP,Solar8000/HR,Solar8000/RR_CO2,Solar8000/PLETH_HR,SNUADC/ECG_V5,SNUADC/CVP
4078,,NaN,,,NaN,,,,,,,NaN,NaN
4079,10,NaN,84,126,NaN,38,80,61,147,20,78,NaN,NaN
4080,,NaN,,,NaN,,,,,,,NaN,NaN
4081,10,NaN,86,121,NaN,38,82,66,149,20,77,NaN,NaN
4082,,NaN,,,NaN,,,,,,,NaN,NaN
4083,10,NaN,86,125,NaN,38,80,60,142,20,77,NaN,NaN
4084,,NaN,,,NaN,,,,,,,NaN,NaN
4085,10,NaN,86,125,NaN,38,80,60,140,20,77,NaN,NaN
4086,,NaN,,,NaN,,,,,,,NaN,NaN
4087,10,NaN,86,123,NaN,38,78,59,141,20,77,NaN,NaN
4088,,NaN,,,NaN,,,,,,,NaN,NaN
4089,10,NaN,87,126,NaN,38,80,61,146,20,77,NaN,NaN
4090,,NaN,,,NaN,,,,,,,NaN,NaN
4091,10,NaN,90,119,NaN,37,79,61,138,20,77,NaN,NaN
4092,,NaN,,,NaN,,,,,,,NaN,NaN
4093,10,NaN,90,126,NaN,37,78,60,144,20,75,NaN,NaN
4094,,NaN,,,NaN,,,,,,,NaN,NaN
4095,10,NaN,90,120,NaN,37,78,59,142,20,75,NaN,NaN
4096,,NaN,,,NaN,,,,,,,NaN,NaN
4097,11,NaN,90,107,NaN,37,75,59,144,20,75,NaN,NaN
4098,,NaN,,,NaN,,,,,,,NaN,NaN
4099,11,NaN,90,120,NaN,38,79,64,142,20,75,NaN,NaN
4100,,NaN,,,NaN,,,,,,,NaN,NaN
4101,11,NaN,90,119,NaN,38,76,58,142,20,75,NaN,NaN
4102,,NaN,,,NaN,,,,,,,NaN,NaN
4103,11,NaN,87,126,NaN,38,79,59,148,20,75,NaN,NaN
4104,,NaN,,,NaN,,,,,,,NaN,NaN
4105,10,NaN,,126,NaN,38,79,59,140,20,,NaN,NaN
4106,,NaN,,,NaN,,,,,,,NaN,NaN
4107,10,NaN,,113,NaN,38,76,60,138,20,,NaN,NaN
4108,,NaN,,,NaN,,,,,,,NaN,NaN
4109,11,NaN,,112,NaN,38,76,60,143,20,,NaN,NaN
4110,,NaN,,,NaN,,,,,,,NaN,NaN
4111,11,NaN,,115,NaN,38,77,58,143,20,,NaN,NaN
4112,,NaN,,,NaN,,,,,,,NaN,NaN
4113,10,NaN,,107,NaN,37,74,58,149,20,,NaN,NaN
4114,,NaN,,,NaN,,,,,,,NaN,NaN
4115,10,NaN,,113,NaN,37,74,56,151,20,,NaN,NaN
4116,,NaN,,,NaN,,,,,,,NaN,NaN
4117,10,NaN,,113,NaN,37,73,58,152,20,,NaN,NaN
4118,,NaN,,,NaN,,,,,,,NaN,NaN
4119,10,NaN,,108,NaN,37,73,58,146,20,,NaN,NaN
4120,,NaN,,,NaN,,,,,,,NaN,NaN
4121,10,NaN,,125,NaN,39,79,61,148,20,,NaN,NaN
4122,,NaN,,,NaN,,,,,,,NaN,NaN
4123,10,NaN,,130,NaN,39,81,61,138,20,,NaN,NaN
4124,,NaN,,,NaN,,,,,,,NaN,NaN
4125,10,NaN,,130,NaN,39,81,61,138,20,,NaN,NaN
4126,,NaN,,,NaN,,,,,,,NaN,NaN
4127,10,NaN,92,119,NaN,39,79,61,145,20,76,NaN,NaN
4128,,NaN,,,NaN,,,,,,,NaN,NaN
4129,10,NaN,93,134,NaN,37,84,64,161,20,86,NaN,NaN
4130,,NaN,,,NaN,,,,,,,NaN,NaN
4131,11,NaN,93,134,NaN,37,84,64,156,20,99,NaN,NaN
4132,,NaN,,,NaN,,,,,,,NaN,NaN
4133,11,NaN,93,143,NaN,37,85,61,147,20,102,NaN,NaN
4134,,NaN,,,NaN,,,,,,,NaN,NaN
4135,9,NaN,94,133,NaN,37,85,64,137,20,126,NaN,NaN
4136,,NaN,,,NaN,,,,,,,NaN,NaN
4137,9,NaN,94,135,NaN,37,81,57,133,20,123,NaN,NaN
4138,,NaN,,,NaN,,,,,,,NaN,NaN
4139,10,NaN,93,131,NaN,37,82,58,133,20,125,NaN,NaN
4140,,NaN,,,NaN,,,,,,,NaN,NaN
4141,10,NaN,94,134,NaN,37,80,56,132,20,132,NaN,NaN
4142,,NaN,,,NaN,,,,,,,NaN,NaN
4143,9,NaN,93,132,NaN,38,81,58,129,19,127,NaN,NaN
4144,,NaN,,,NaN,,,,,,,NaN,NaN
4145,9,NaN,93,124,NaN,38,80,58,121,19,128,NaN,NaN
4146,,NaN,,,NaN,,,,,,,NaN,NaN
4147,9,NaN,93,126,NaN,38,80,60,128,19,129,NaN,NaN
4148,,NaN,,,NaN,,,,,,,NaN,NaN
4149,9,NaN,93,128,NaN,38,78,58,132,19,129,NaN,NaN
4150,,NaN,,,NaN,,,,,,,NaN,NaN
4151,10,NaN,93,115,NaN,39,74,55,129,20,135,NaN,NaN
4152,,NaN,,,NaN,,,,,,,NaN,NaN
4153,10,NaN,93,115,NaN,39,74,55,128,20,135,NaN,NaN
4154,,NaN,,,NaN,,,,,,,NaN,NaN
4155,10,NaN,93,125,NaN,39,76,57,132,20,136,NaN,NaN
4156,,NaN,,,NaN,,,,,,,NaN,NaN
4157,9,NaN,93,121,NaN,39,78,58,119,20,121,NaN,NaN
4158,,NaN,,,NaN,,,,,,,NaN,NaN
4159,9,NaN,93,123,NaN,38,79,61,122,20,125,NaN,NaN
4160,,NaN,,,NaN,,,,,,,NaN,NaN
4161,10,NaN,93,123,NaN,38,79,61,137,20,127,NaN,NaN
4162,,NaN,,,NaN,,,,,,,NaN,NaN
4163,10,NaN,93,111,NaN,38,75,56,138,20,129,NaN,NaN
4164,,NaN,,,NaN,,,,,,,NaN,NaN
4165,9,NaN,93,124,NaN,37,78,58,145,20,129,NaN,NaN
4166,,NaN,,,NaN,,,,,,,NaN,NaN
4167,9,NaN,93,119,NaN,37,78,60,145,20,133,NaN,NaN
4168,,NaN,,,NaN,,,,,,,NaN,NaN
4169,10,NaN,93,108,NaN,37,74,57,126,20,127,NaN,NaN
4170,,NaN,,,NaN,,,,,,,NaN,NaN
4171,10,NaN,93,107,NaN,37,72,56,138,20,124,NaN,NaN
4172,,NaN,,,NaN,,,,,,,NaN,NaN
4173,9,NaN,93,103,NaN,39,72,56,148,20,101,NaN,NaN
4174,,NaN,,,NaN,,,,,,,NaN,NaN
4175,9,NaN,93,103,NaN,39,72,56,136,20,100,NaN,NaN
4176,,NaN,,,NaN,,,,,,,NaN,NaN
4177,9,NaN,93,118,NaN,39,78,61,134,20,104,NaN,NaN
4178,,NaN,,,NaN,,,,,,,NaN,NaN
4179,9,NaN,93,112,NaN,39,75,58,131,20,114,NaN,NaN
4180,,NaN,,,NaN,,,,,,,NaN,NaN
4181,10,NaN,93,115,NaN,36,78,60,135,20,117,NaN,NaN
4182,,NaN,,,NaN,,,,,,,NaN,NaN
4183,10,NaN,93,121,NaN,36,77,57,143,20,112,NaN,NaN
4184,,NaN,,,NaN,,,,,,,NaN,NaN
4185,9,NaN,93,119,NaN,36,78,61,150,20,116,NaN,NaN
4186,,NaN,,,NaN,,,,,,,NaN,NaN
4187,9,NaN,93,117,NaN,36,78,61,135,20,112,NaN,NaN
4188,,NaN,,,NaN,,,,,,,NaN,NaN
4189,9,NaN,93,123,NaN,38,77,58,138,20,125,NaN,NaN
4190,,NaN,,,NaN,,,,,,,NaN,NaN
4191,10,NaN,93,113,NaN,38,76,59,138,20,124,NaN,NaN
4192,,NaN,,,NaN,,,,,,,NaN,NaN
4193,10,NaN,93,128,NaN,38,77,57,134,20,134,NaN,NaN
4194,,NaN,,,NaN,,,,,,,NaN,NaN
4195,9,NaN,92,118,NaN,38,79,63,135,20,133,NaN,NaN
4196,,NaN,,,NaN,,,,,,,NaN,NaN
4197,9,NaN,93,123,NaN,38,78,60,136,20,146,NaN,NaN
4198,,NaN,,,NaN,,,,,,,NaN,NaN
4199,10,NaN,93,129,NaN,38,79,58,145,20,141,NaN,NaN
4200,,NaN,,,NaN,,,,,,,NaN,NaN
4201,10,NaN,93,130,NaN,38,78,57,139,20,139,NaN,NaN
4202,,NaN,,,NaN,,,,,,,NaN,NaN
4203,9,NaN,93,130,NaN,38,78,57,134,20,126,NaN,NaN
4204,,NaN,,,NaN,,,,,,,NaN,NaN
4205,9,NaN,93,129,NaN,38,81,60,130,20,121,NaN,NaN
4206,,NaN,,,NaN,,,,,,,NaN,NaN
4207,9,NaN,93,127,NaN,38,80,59,135,20,130,NaN,NaN
4208,,NaN,,,NaN,,,,,,,NaN,NaN
4209,9,NaN,93,123,NaN,38,79,59,140,20,137,NaN,NaN
4210,,NaN,,,NaN,,,,,,,NaN,NaN
4211,9,NaN,93,125,NaN,38,78,56,132,20,132,NaN,NaN
4212,,NaN,,,NaN,,,,,,,NaN,NaN
4213,9,NaN,94,116,NaN,37,77,60,139,20,131,NaN,NaN
4214,,NaN,,,NaN,,,,,,,NaN,NaN
4215,9,NaN,94,129,NaN,37,78,58,146,20,128,NaN,NaN
4216,,NaN,,,NaN,,,,,,,NaN,NaN
4217,9,NaN,94,129,NaN,37,78,58,140,20,128,NaN,NaN
4218,,NaN,,,NaN,,,,,,,NaN,NaN
4219,9,NaN,94,124,NaN,38,79,61,133,20,133,NaN,NaN
4220,,NaN,,,NaN,,,,,,,NaN,NaN
4221,9,NaN,94,115,NaN,38,77,60,139,20,127,NaN,NaN
4222,,NaN,,,NaN,,,,,,,NaN,NaN
4223,9,NaN,93,129,NaN,38,78,56,136,20,128,NaN,NaN
4224,,NaN,,,NaN,,,,,,,NaN,NaN
4225,9,NaN,93,127,NaN,38,77,56,137,20,129,NaN,NaN
4226,,NaN,,,NaN,,,,,,,NaN,NaN
4227,9,NaN,94,118,NaN,36,77,59,127,20,129,NaN,NaN
4228,,NaN,,,NaN,,,,,,,NaN,NaN
4229,9,NaN,94,119,NaN,36,78,59,130,20,127,NaN,NaN
4230,,NaN,,,NaN,,,,,,,NaN,NaN
4231,9,NaN,94,119,NaN,36,78,59,141,20,128,NaN,NaN
4232,,NaN,,,NaN,,,,,,,NaN,NaN
4233,9,NaN,93,104,NaN,36,74,58,133,20,131,NaN,NaN
4234,,NaN,,,NaN,,,,,,,NaN,NaN
4235,9,NaN,93,116,NaN,38,76,62,133,20,130,NaN,NaN
4236,,NaN,,,NaN,,,,,,,NaN,NaN
4237,9,NaN,93,121,NaN,38,76,59,150,20,143,NaN,NaN
4238,,NaN,,,NaN,,,,,,,NaN,NaN
4239,9,NaN,93,121,NaN,38,78,59,143,20,137,NaN,NaN
4240,,NaN,,,NaN,,,,,,,NaN,NaN
4241,9,NaN,93,127,NaN,38,78,60,139,20,135,NaN,NaN
4242,,NaN,,,NaN,,,,,,,NaN,NaN
4243,9,NaN,93,120,NaN,38,79,63,141,20,137,NaN,NaN
4244,,NaN,,,NaN,,,,,,,NaN,NaN
4245,9,NaN,93,120,NaN,38,79,63,142,20,136,NaN,NaN
4246,,NaN,,,NaN,,,,,,,NaN,NaN
4247,9,NaN,93,119,NaN,38,79,63,140,20,134,NaN,NaN
4248,,NaN,,,NaN,,,,,,,NaN,NaN
4249,10,NaN,93,122,NaN,38,78,60,138,20,134,NaN,NaN
4250,,NaN,,,NaN,,,,,,,NaN,NaN
4251,10,NaN,93,122,NaN,36,78,60,140,20,135,NaN,NaN
4252,,NaN,,,NaN,,,,,,,NaN,NaN
4253,10,NaN,93,122,NaN,36,80,64,145,20,137,NaN,NaN
4254,,NaN,,,NaN,,,,,,,NaN,NaN
4255,9,NaN,92,128,NaN,36,78,58,145,20,140,NaN,NaN
4256,,NaN,,,NaN,,,,,,,NaN,NaN
4257,9,NaN,93,130,NaN,36,80,59,149,20,138,NaN,NaN
4258,,NaN,,,NaN,,,,,,,NaN,NaN
4259,9,NaN,93,130,NaN,37,80,59,137,20,129,NaN,NaN
4260,,NaN,,,NaN,,,,,,,NaN,NaN
4261,9,NaN,93,127,NaN,37,78,58,138,20,132,NaN,NaN
4262,,NaN,,,NaN,,,,,,,NaN,NaN
4263,10,NaN,93,120,NaN,37,78,60,144,20,130,NaN,NaN
4264,,NaN,,,NaN,,,,,,,NaN,NaN
4265,10,NaN,93,120,NaN,37,78,60,138,20,136,NaN,NaN
4266,,NaN,,,NaN,,,,,,,NaN,NaN
4267,9,NaN,93,113,NaN,38,79,62,133,20,136,NaN,NaN
4268,,NaN,,,NaN,,,,,,,NaN,NaN
4269,9,NaN,93,123,NaN,38,79,62,137,20,133,NaN,NaN
4270,,NaN,,,NaN,,,,,,,NaN,NaN
4271,10,NaN,93,132,NaN,38,82,61,136,20,134,NaN,NaN
4272,,NaN,,,NaN,,,,,,,NaN,NaN
4273,10,NaN,93,132,NaN,38,82,61,138,20,135,NaN,NaN
4274,,NaN,,,NaN,,,,,,,NaN,NaN
4275,9,NaN,93,130,NaN,38,78,56,137,20,133,NaN,NaN
4276,,NaN,,,NaN,,,,,,,NaN,NaN
4277,9,NaN,93,129,NaN,38,78,58,129,20,131,NaN,NaN
4278,,NaN,,,NaN,,,,,,,NaN,NaN
4279,10,NaN,93,123,NaN,38,80,63,141,20,133,NaN,NaN
4280,,NaN,,,NaN,,,,,,,NaN,NaN
4281,10,NaN,93,122,NaN,38,78,58,132,20,131,NaN,NaN
4282,,NaN,,,NaN,,,,,,,NaN,NaN
4283,10,NaN,92,123,NaN,36,79,60,138,20,122,NaN,NaN
4284,,NaN,,,NaN,,,,,,,NaN,NaN
4285,10,NaN,93,119,NaN,36,77,58,142,20,112,NaN,NaN
4286,,NaN,,,NaN,,,,,,,NaN,NaN
4287,10,NaN,93,112,NaN,36,75,58,140,20,118,NaN,NaN
4288,,NaN,,,NaN,,,,,,,NaN,NaN
4289,9,NaN,93,124,NaN,36,78,59,144,20,115,NaN,NaN
4290,,NaN,,,NaN,,,,,,,NaN,NaN
4291,9,NaN,93,119,NaN,36,77,62,138,20,130,NaN,NaN
4292,,NaN,,,NaN,,,,,,,NaN,NaN
4293,10,NaN,93,119,NaN,36,77,62,142,20,139,NaN,NaN
4294,,NaN,,,NaN,,,,,,,NaN,NaN
4295,10,NaN,94,121,NaN,36,76,56,152,20,135,NaN,NaN
4296,,NaN,,,NaN,,,,,,,NaN,NaN
4297,9,NaN,94,109,NaN,37,75,59,134,20,135,NaN,NaN
4298,,NaN,,,NaN,,,,,,,NaN,NaN
4299,9,NaN,94,123,NaN,37,75,55,130,20,133,NaN,NaN
4300,,NaN,,,NaN,,,,,,,NaN,NaN
4301,10,NaN,94,114,NaN,37,76,58,131,20,132,NaN,NaN
4302,,NaN,,,NaN,,,,,,,NaN,NaN
4303,10,NaN,93,120,NaN,37,77,60,123,20,127,NaN,NaN
4304,,NaN,,,NaN,,,,,,,NaN,NaN
4305,9,NaN,93,119,NaN,36,76,56,138,20,125,NaN,NaN
4306,,NaN,,,NaN,,,,,,,NaN,NaN
4307,9,NaN,92,119,NaN,36,76,56,137,20,119,NaN,NaN
4308,,NaN,,,NaN,,,,,,,NaN,NaN
4309,9,NaN,93,125,NaN,36,78,60,136,20,120,NaN,NaN
4310,,NaN,,,NaN,,,,,,,NaN,NaN
4311,9,NaN,93,128,NaN,36,78,58,135,20,120,NaN,NaN
4312,,NaN,,,NaN,,,,,,,NaN,NaN
4313,9,NaN,92,127,NaN,37,80,61,129,20,117,NaN,NaN
4314,,NaN,,,NaN,,,,,,,NaN,NaN
4315,9,NaN,92,126,NaN,37,80,60,135,20,122,NaN,NaN
4316,,NaN,,,NaN,,,,,,,NaN,NaN
4317,9,NaN,92,115,NaN,37,79,61,137,20,122,NaN,NaN
4318,,NaN,,,NaN,,,,,,,NaN,NaN
4319,9,NaN,92,125,NaN,37,80,60,136,20,122,NaN,NaN
4320,,NaN,,,NaN,,,,,,,NaN,NaN
4321,9,NaN,91,125,NaN,36,80,60,135,20,122,NaN,NaN
4322,,NaN,,,NaN,,,,,,,NaN,NaN
4323,10,NaN,89,125,NaN,36,80,59,138,20,122,NaN,NaN
4324,,NaN,,,NaN,,,,,,,NaN,NaN
4325,10,NaN,90,124,NaN,36,82,61,137,20,127,NaN,NaN
4326,,NaN,,,NaN,,,,,,,NaN,NaN
4327,9,NaN,92,131,NaN,36,83,63,131,20,128,NaN,NaN
4328,,NaN,,,NaN,,,,,,,NaN,NaN
4329,9,NaN,93,131,NaN,37,83,63,137,20,134,NaN,NaN
4330,,NaN,,,NaN,,,,,,,NaN,NaN
4331,10,NaN,93,136,NaN,37,86,65,140,20,137,NaN,NaN
4332,,NaN,,,NaN,,,,,,,NaN,NaN
4333,10,NaN,93,130,NaN,37,85,65,134,20,137,NaN,NaN
4334,,NaN,,,NaN,,,,,,,NaN,NaN
4335,9,NaN,94,138,NaN,37,86,62,136,20,133,NaN,NaN
4336,,NaN,,,NaN,,,,,,,NaN,NaN
4337,9,NaN,94,120,NaN,37,82,60,135,20,133,NaN,NaN
4338,,NaN,,,NaN,,,,,,,NaN,NaN
4339,10,NaN,94,129,NaN,37,83,64,131,20,133,NaN,NaN
4340,,NaN,,,NaN,,,,,,,NaN,NaN
4341,10,NaN,94,120,NaN,37,80,59,129,20,125,NaN,NaN
4342,,NaN,,,NaN,,,,,,,NaN,NaN
4343,10,NaN,95,120,NaN,37,80,59,127,20,123,NaN,NaN
4344,,NaN,,,NaN,,,,,,,NaN,NaN
4345,10,NaN,95,118,NaN,37,79,59,128,20,118,NaN,NaN
4346,,NaN,,,NaN,,,,,,,NaN,NaN
4347,10,NaN,95,134,NaN,37,81,60,137,20,116,NaN,NaN
4348,,NaN,,,NaN,,,,,,,NaN,NaN
4349,10,NaN,95,125,NaN,37,83,63,135,20,112,NaN,NaN
4350,,NaN,,,NaN,,,,,,,NaN,NaN
4351,10,NaN,95,127,NaN,37,83,64,121,20,111,NaN,NaN
4352,,NaN,,,NaN,,,,,,,NaN,NaN
4353,10,NaN,94,127,NaN,36,83,62,133,20,112,NaN,NaN
4354,,NaN,,,NaN,,,,,,,NaN,NaN
4355,10,NaN,94,135,NaN,36,85,63,130,20,114,NaN,NaN
4356,,NaN,,,NaN,,,,,,,NaN,NaN
4357,10,NaN,95,116,NaN,36,82,62,129,20,118,NaN,NaN
4358,,NaN,,,NaN,,,,,,,NaN,NaN
4359,10,NaN,95,132,NaN,36,84,64,136,20,118,NaN,NaN
4360,,NaN,,,NaN,,,,,,,NaN,NaN
4361,10,NaN,94,125,NaN,35,82,63,136,20,120,NaN,NaN
4362,,NaN,,,NaN,,,,,,,NaN,NaN
4363,10,NaN,94,139,NaN,35,83,61,143,20,123,NaN,NaN
4364,,NaN,,,NaN,,,,,,,NaN,NaN
4365,9,NaN,93,139,NaN,35,83,61,148,20,122,NaN,NaN
4366,,NaN,,,NaN,,,,,,,NaN,NaN
4367,9,NaN,93,136,NaN,35,83,61,135,20,121,NaN,NaN
4368,,NaN,,,NaN,,,,,,,NaN,NaN
4369,9,NaN,93,131,NaN,37,82,60,136,20,131,NaN,NaN
4370,,NaN,,,NaN,,,,,,,NaN,NaN
4371,9,NaN,95,124,NaN,37,80,58,137,20,134,NaN,NaN
4372,,NaN,,,NaN,,,,,,,NaN,NaN
4373,9,NaN,94,126,NaN,37,81,59,134,20,133,NaN,NaN
4374,,NaN,,,NaN,,,,,,,NaN,NaN
4375,9,NaN,94,131,NaN,37,83,65,131,20,132,NaN,NaN
4376,,NaN,,,NaN,,,,,,,NaN,NaN
4377,9,NaN,94,125,NaN,36,82,64,127,20,132,NaN,NaN
4378,,NaN,,,NaN,,,,,,,NaN,NaN
4379,9,NaN,95,125,NaN,36,82,64,146,20,129,NaN,NaN
4380,,NaN,,,NaN,,,,,,,NaN,NaN
4381,9,NaN,95,131,NaN,36,84,62,145,20,125,NaN,NaN
4382,,NaN,,,NaN,,,,,,,NaN,NaN
4383,10,NaN,94,132,NaN,36,84,60,136,20,128,NaN,NaN
4384,,NaN,,,NaN,,,,,,,NaN,NaN
4385,10,NaN,94,128,NaN,36,83,61,136,20,130,NaN,NaN
4386,,NaN,,,NaN,,,,,,,NaN,NaN
4387,9,NaN,94,122,NaN,36,80,59,133,20,138,NaN,NaN
4388,,NaN,,,NaN,,,,,,,NaN,NaN
4389,9,NaN,94,132,NaN,36,82,60,129,20,138,NaN,NaN
4390,,NaN,,,NaN,,,,,,,NaN,NaN
4391,9,NaN,95,140,NaN,37,83,60,129,20,138,NaN,NaN
4392,,NaN,,,NaN,,,,,,,NaN,NaN
4393,9,NaN,95,140,NaN,37,83,60,133,20,138,NaN,NaN
4394,,NaN,,,NaN,,,,,,,NaN,NaN
4395,10,NaN,94,120,NaN,37,80,60,135,20,136,NaN,NaN
4396,,NaN,,,NaN,,,,,,,NaN,NaN
4397,10,NaN,94,136,NaN,37,84,63,138,20,136,NaN,NaN
4398,,NaN,,,NaN,,,,,,,NaN,NaN
4399,10,NaN,94,136,NaN,36,83,61,135,20,133,NaN,NaN
4400,,NaN,,,NaN,,,,,,,NaN,NaN
4401,10,NaN,94,127,NaN,36,79,58,129,20,130,NaN,NaN
4402,,NaN,,,NaN,,,,,,,NaN,NaN
4403,10,NaN,94,127,NaN,36,81,63,136,20,131,NaN,NaN
4404,,NaN,,,NaN,,,,,,,NaN,NaN
4405,10,NaN,94,126,NaN,36,81,63,138,20,132,NaN,NaN
4406,,NaN,,,NaN,,,,,,,NaN,NaN
4407,9,NaN,94,126,NaN,37,81,63,147,20,132,NaN,NaN
4408,,NaN,,,NaN,,,,,,,NaN,NaN
4409,9,NaN,92,125,NaN,37,83,64,145,20,132,NaN,NaN
4410,,NaN,,,NaN,,,,,,,NaN,NaN
4411,9,NaN,92,139,NaN,37,83,62,140,20,132,NaN,NaN
4412,,NaN,,,NaN,,,,,,,NaN,NaN
4413,9,NaN,92,132,NaN,35,82,60,146,20,132,NaN,NaN
4414,,NaN,,,NaN,,,,,,,NaN,NaN
4415,9,NaN,92,137,NaN,35,83,63,141,20,132,NaN,NaN
4416,,NaN,,,NaN,,,,,,,NaN,NaN
4417,8,NaN,89,131,NaN,35,84,66,129,20,127,NaN,NaN
4418,,NaN,,,NaN,,,,,,,NaN,NaN
4419,8,NaN,89,117,NaN,37,79,59,129,20,127,NaN,NaN
4420,,NaN,,,NaN,,,,,,,NaN,NaN
4421,9,NaN,87,117,NaN,37,79,59,138,20,125,NaN,NaN
4422,,NaN,,,NaN,,,,,,,NaN,NaN
4423,9,NaN,87,136,NaN,37,86,65,143,20,125,NaN,NaN
4424,,NaN,,,NaN,,,,,,,NaN,NaN
4425,9,NaN,87,134,NaN,37,86,66,138,20,125,NaN,NaN
4426,,NaN,,,NaN,,,,,,,NaN,NaN
4427,9,NaN,87,141,NaN,35,84,62,137,20,125,NaN,NaN
4428,,NaN,,,NaN,,,,,,,NaN,NaN
4429,9,NaN,87,141,NaN,35,88,66,141,20,125,NaN,NaN
4430,,NaN,,,NaN,,,,,,,NaN,NaN
4431,9,NaN,88,130,NaN,35,84,61,137,20,124,NaN,NaN
4432,,NaN,,,NaN,,,,,,,NaN,NaN
4433,10,NaN,,129,NaN,36,87,67,145,20,,NaN,NaN
4434,,NaN,,,NaN,,,,,,,NaN,NaN
4435,10,NaN,,145,NaN,36,86,62,141,20,,NaN,NaN
4436,,NaN,,,NaN,,,,,,,NaN,NaN
4437,9,NaN,,146,NaN,36,88,63,141,20,,NaN,NaN
4438,,NaN,,,NaN,,,,,,,NaN,NaN
4439,9,NaN,88,153,NaN,36,90,64,124,20,119,NaN,NaN
4440,,NaN,,,NaN,,,,,,,NaN,NaN
4441,9,NaN,88,140,NaN,36,86,63,111,20,119,NaN,NaN
4442,,NaN,,,NaN,,,,,,,NaN,NaN
4443,9,NaN,86,141,NaN,36,89,65,117,20,116,NaN,NaN
4444,,NaN,,,NaN,,,,,,,NaN,NaN
4445,9,NaN,88,148,NaN,36,88,63,129,20,113,NaN,NaN
4446,,NaN,,,NaN,,,,,,,NaN,NaN
4447,9,NaN,87,137,NaN,36,88,67,145,20,116,NaN,NaN
4448,,NaN,,,NaN,,,,,,,NaN,NaN
4449,9,NaN,85,137,NaN,34,88,67,125,20,113,NaN,NaN
4450,,NaN,,,NaN,,,,,,,NaN,NaN
4451,10,NaN,84,151,NaN,34,89,64,122,20,106,NaN,NaN
4452,,NaN,,,NaN,,,,,,,NaN,NaN
4453,10,NaN,82,134,NaN,34,89,67,139,20,105,NaN,NaN
4454,,NaN,,,NaN,,,,,,,NaN,NaN
4455,10,NaN,82,142,NaN,38,83,57,130,20,105,NaN,NaN
4456,,NaN,,,NaN,,,,,,,NaN,NaN
4457,10,NaN,81,142,NaN,38,83,57,138,20,105,NaN,NaN
4458,,NaN,,,NaN,,,,,,,NaN,NaN
4459,9,NaN,80,143,NaN,38,88,65,133,20,106,NaN,NaN
4460,,NaN,,,NaN,,,,,,,NaN,NaN
4461,9,NaN,79,145,NaN,38,90,64,143,20,102,NaN,NaN
4462,,NaN,,,NaN,,,,,,,NaN,NaN
4463,9,NaN,78,144,NaN,35,92,68,140,20,99,NaN,NaN
4464,,NaN,,,NaN,,,,,,,NaN,NaN
4465,9,NaN,77,155,NaN,35,92,65,141,20,94,NaN,NaN
4466,,NaN,,,NaN,,,,,,,NaN,NaN
4467,9,NaN,80,136,NaN,35,91,67,141,20,100,NaN,NaN
4468,,NaN,,,NaN,,,,,,,NaN,NaN
4469,9,NaN,80,151,NaN,36,93,68,132,20,100,NaN,NaN
4470,,NaN,,,NaN,,,,,,,NaN,NaN
4471,9,NaN,81,151,NaN,36,93,68,142,20,103,NaN,NaN
4472,,NaN,,,NaN,,,,,,,NaN,NaN
4473,9,NaN,81,147,NaN,36,93,68,141,20,100,NaN,NaN
4474,,NaN,,,NaN,,,,,,,NaN,NaN
4475,9,NaN,81,138,NaN,36,87,61,132,20,100,NaN,NaN
4476,,NaN,,,NaN,,,,,,,NaN,NaN
4477,9,NaN,81,147,NaN,37,91,68,134,20,100,NaN,NaN
4478,,NaN,,,NaN,,,,,,,NaN,NaN
4479,9,NaN,81,148,NaN,37,92,67,132,20,100,NaN,NaN
4480,,NaN,,,NaN,,,,,,,NaN,NaN
4481,9,NaN,81,138,NaN,37,89,64,141,20,100,NaN,NaN
4482,,NaN,,,NaN,,,,,,,NaN,NaN
4483,9,NaN,81,148,NaN,38,90,65,139,20,100,NaN,NaN
4484,,NaN,,,NaN,,,,,,,NaN,NaN
4485,9,NaN,81,148,NaN,38,90,65,139,20,100,NaN,NaN
4486,,NaN,,,NaN,,,,,,,NaN,NaN
4487,9,NaN,81,151,NaN,38,94,69,134,20,100,NaN,NaN
4488,,NaN,,,NaN,,,,,,,NaN,NaN
4489,8,NaN,,154,NaN,38,95,69,133,20,,NaN,NaN
4490,,NaN,,,NaN,,,,,,,NaN,NaN
4491,8,NaN,,157,NaN,37,94,65,136,20,,NaN,NaN
4492,,NaN,,,NaN,,,,,,,NaN,NaN
4493,9,NaN,,155,NaN,37,96,69,137,20,,NaN,NaN
4494,,NaN,,,NaN,,,,,,,NaN,NaN
4495,9,NaN,,153,NaN,37,95,69,135,20,,NaN,NaN
4496,,NaN,,,NaN,,,,,,,NaN,NaN
4497,9,NaN,,158,NaN,37,92,64,137,20,,NaN,NaN
4498,,NaN,,,NaN,,,,,,,NaN,NaN
4499,9,NaN,,158,NaN,37,92,64,139,20,,NaN,NaN
4500,,NaN,,,NaN,,,,,,,NaN,NaN
4501,9,NaN,,143,NaN,37,94,70,145,20,,NaN,NaN
4502,,NaN,,,NaN,,,,,,,NaN,NaN
4503,9,NaN,,153,NaN,37,93,68,146,20,,NaN,NaN
4504,,NaN,,,NaN,,,,,,,NaN,NaN
