time,Solar8000/ETCO2,SNUADC/ECG_V5,SNUADC/CVP,Solar8000/HR,Solar8000/PLETH_SPO2,Solar8000/ART_DBP,Solar8000/ART_MBP,SNUADC/ART,Solar8000/PLETH_HR,SNUADC/ECG_II,Solar8000/CVP,Solar8000/RR_CO2,Solar8000/ART_SBP
423,,NaN,NaN,,,,,NaN,,NaN,,,
424,,NaN,NaN,77,100,-15,-15,NaN,78,NaN,-28,,-15
425,,NaN,NaN,,,,,NaN,,NaN,,,
426,,NaN,NaN,77,100,-15,-15,NaN,78,NaN,-28,,-15
427,,NaN,NaN,,,,,NaN,,NaN,,,
428,,NaN,NaN,77,100,-15,-15,NaN,77,NaN,-28,,-15
429,,NaN,NaN,,,,,NaN,,NaN,,,
430,,NaN,NaN,77,100,-15,-15,NaN,77,NaN,-28,,-15
431,,NaN,NaN,,,,,NaN,,NaN,,,
432,,NaN,NaN,77,100,-15,-15,NaN,77,NaN,-28,,-15
433,,NaN,NaN,,,,,NaN,,NaN,,,
434,,NaN,NaN,77,100,-15,-15,NaN,77,NaN,-27,,-15
435,,NaN,NaN,,,,,NaN,,NaN,,,
436,,NaN,NaN,76,100,-15,-15,NaN,77,NaN,-27,,-15
437,,NaN,NaN,,,,,NaN,,NaN,,,
438,,NaN,NaN,76,100,-15,-15,NaN,77,NaN,-26,,-15
439,,NaN,NaN,,,,,NaN,,NaN,,,
440,,NaN,NaN,76,100,-18,-15,NaN,77,NaN,-26,,-11
441,,NaN,NaN,,,,,NaN,,NaN,,,
442,,NaN,NaN,76,100,-18,-15,NaN,77,NaN,-26,,-11
443,,NaN,NaN,,,,,NaN,,NaN,,,
444,,NaN,NaN,77,100,-15,-15,NaN,77,NaN,-27,,-15
445,,NaN,NaN,,,,,NaN,,NaN,,,
446,,NaN,NaN,77,100,-15,-15,NaN,78,NaN,-27,,-15
447,,NaN,NaN,,,,,NaN,,NaN,,,
448,,NaN,NaN,77,100,-15,-15,NaN,78,NaN,-26,,-15
449,,NaN,NaN,,,,,NaN,,NaN,,,
450,,NaN,NaN,77,100,-15,-15,NaN,78,NaN,-26,,-15
451,,NaN,NaN,,,,,NaN,,NaN,,,
452,,NaN,NaN,77,100,-15,-15,NaN,78,NaN,-26,,-15
453,,NaN,NaN,,,,,NaN,,NaN,,,
454,,NaN,NaN,77,100,,-15,NaN,78,NaN,-27,,
455,,NaN,NaN,,,,,NaN,,NaN,,,
456,,NaN,NaN,77,100,,-15,NaN,78,NaN,-27,,
457,,NaN,NaN,,,,,NaN,,NaN,,,
458,,NaN,NaN,77,100,,-16,NaN,77,NaN,-27,,
459,,NaN,NaN,,,,,NaN,,NaN,,,
460,,NaN,NaN,76,100,,-16,NaN,77,NaN,-27,,
461,,NaN,NaN,,,,,NaN,,NaN,,,
462,,NaN,NaN,76,100,,-16,NaN,76,NaN,-27,,
463,,NaN,NaN,,,,,NaN,,NaN,,,
464,,NaN,NaN,76,100,,-15,NaN,76,NaN,-27,,
465,,NaN,NaN,,,,,NaN,,NaN,,,
466,,NaN,NaN,76,100,-17,-15,NaN,77,NaN,-27,,-13
467,,NaN,NaN,,,,,NaN,,NaN,,,
468,,NaN,NaN,76,100,-17,-15,NaN,77,NaN,-27,,-13
469,,NaN,NaN,,,,,NaN,,NaN,,,
470,,NaN,NaN,77,100,-15,-15,NaN,78,NaN,-27,,-15
471,,NaN,NaN,,,,,NaN,,NaN,,,
472,5,NaN,NaN,78,100,-15,-15,NaN,78,NaN,-27,,-15
473,,NaN,NaN,,,,,NaN,,NaN,,,
474,5,NaN,NaN,79,100,-15,-15,NaN,79,NaN,-27,,-15
475,,NaN,NaN,,,,,NaN,,NaN,,,
476,5,NaN,NaN,80,100,-15,-15,NaN,80,NaN,-27,,-15
477,,NaN,NaN,,,,,NaN,,NaN,,,
478,5,NaN,NaN,81,100,-15,-15,NaN,81,NaN,-27,,-15
479,,NaN,NaN,,,,,NaN,,NaN,,,
480,29,NaN,NaN,81,100,-15,-15,NaN,81,NaN,-27,9,-15
481,,NaN,NaN,,,,,NaN,,NaN,,,
482,29,NaN,NaN,82,100,-15,-15,NaN,82,NaN,-27,9,-15
483,,NaN,NaN,,,,,NaN,,NaN,,,
484,29,NaN,NaN,82,100,-15,-15,NaN,82,NaN,-27,9,-15
485,,NaN,NaN,,,,,NaN,,NaN,,,
486,29,NaN,NaN,82,100,-27,-15,NaN,83,NaN,-27,6,-5
487,,NaN,NaN,,,,,NaN,,NaN,,,
488,29,NaN,NaN,83,100,-23,-15,NaN,83,NaN,-28,6,-3
489,,NaN,NaN,,,,,NaN,,NaN,,,
490,29,NaN,NaN,83,100,-19,-16,NaN,84,NaN,-28,6,-11
491,,NaN,NaN,,,,,NaN,,NaN,,,
492,29,NaN,NaN,84,100,-18,-16,NaN,85,NaN,-28,6,-13
493,,NaN,NaN,,,,,NaN,,NaN,,,
494,29,NaN,NaN,85,100,-18,-16,NaN,86,NaN,-28,6,-14
495,,NaN,NaN,,,,,NaN,,NaN,,,
496,29,NaN,NaN,87,100,-22,-16,NaN,87,NaN,-28,6,-9
497,,NaN,NaN,,,,,NaN,,NaN,,,
498,29,NaN,NaN,88,100,-19,-16,NaN,88,NaN,-28,6,-13
499,,NaN,NaN,,,,,NaN,,NaN,,,
500,29,NaN,NaN,89,100,-18,-16,NaN,89,NaN,-28,10,-14
501,,NaN,NaN,,,,,NaN,,NaN,,,
502,29,NaN,NaN,89,100,-18,-16,NaN,89,NaN,-28,10,-15
503,,NaN,NaN,,,,,NaN,,NaN,,,
504,29,NaN,NaN,88,100,-22,-16,NaN,89,NaN,-28,10,-11
505,,NaN,NaN,,,,,NaN,,NaN,,,
506,29,NaN,NaN,88,100,,-18,NaN,89,NaN,-28,10,
507,,NaN,NaN,,,,,NaN,,NaN,,,
508,28,NaN,NaN,88,100,,-17,NaN,88,NaN,-26,13,
509,,NaN,NaN,,,,,NaN,,NaN,,,
510,28,NaN,NaN,88,100,,-17,NaN,88,NaN,-26,13,
511,,NaN,NaN,,,,,NaN,,NaN,,,
512,28,NaN,NaN,87,100,,-17,NaN,88,NaN,-26,13,
513,,NaN,NaN,,,,,NaN,,NaN,,,
514,28,NaN,NaN,87,100,,-17,NaN,88,NaN,-26,13,
515,,NaN,NaN,,,,,NaN,,NaN,,,
516,28,NaN,NaN,87,100,,-17,NaN,87,NaN,-27,15,
517,,NaN,NaN,,,,,NaN,,NaN,,,
518,28,NaN,NaN,87,100,-86,-23,NaN,87,NaN,-27,15,16
519,,NaN,NaN,,,,,NaN,,NaN,,,
520,28,NaN,NaN,86,100,-80,-24,NaN,87,NaN,-26,15,51
521,,NaN,NaN,,,,,NaN,,NaN,,,
522,29,NaN,NaN,86,100,-32,2,NaN,87,NaN,-26,16,36
523,,NaN,NaN,,,,,NaN,,NaN,,,
524,29,NaN,NaN,86,100,-21,7,NaN,87,NaN,-26,16,54
525,,NaN,NaN,,,,,NaN,,NaN,,,
526,29,NaN,NaN,86,100,-1,20,NaN,87,NaN,-27,16,52
527,,NaN,NaN,,,,,NaN,,NaN,,,
528,29,NaN,NaN,86,100,-2,17,NaN,87,NaN,-27,16,39
529,,NaN,NaN,,,,,NaN,,NaN,,,
530,29,NaN,NaN,87,100,-9,6,NaN,87,NaN,-27,16,21
531,,NaN,NaN,,,,,NaN,,NaN,,,
532,29,NaN,NaN,87,100,-9,6,NaN,87,NaN,-27,16,21
533,,NaN,NaN,,,,,NaN,,NaN,,,
534,29,NaN,NaN,87,100,-2,5,NaN,87,NaN,-27,16,10
535,,NaN,NaN,,,,,NaN,,NaN,,,
536,29,NaN,NaN,87,100,0,4,NaN,87,NaN,-27,16,6
537,,NaN,NaN,,,,,NaN,,NaN,,,
538,28,NaN,NaN,86,100,-2,3,NaN,87,NaN,-27,16,8
539,,NaN,NaN,,,,,NaN,,NaN,,,
540,28,NaN,NaN,86,100,42,41,NaN,87,NaN,-27,16,108
541,,NaN,NaN,,,,,NaN,,NaN,,,
542,28,NaN,NaN,86,100,40,57,NaN,87,NaN,-26,16,108
543,,NaN,NaN,,,,,NaN,,NaN,,,
544,28,NaN,NaN,86,100,44,64,NaN,87,NaN,-26,16,117
545,,NaN,NaN,,,,,NaN,,NaN,,,
546,28,NaN,NaN,86,100,,64,NaN,87,NaN,-27,16,
547,,NaN,NaN,,,,,NaN,,NaN,,,
548,28,NaN,NaN,86,100,,79,NaN,87,NaN,-27,16,
549,,NaN,NaN,,,,,NaN,,NaN,,,
550,28,NaN,NaN,86,100,,69,NaN,86,NaN,-27,16,
551,,NaN,NaN,,,,,NaN,,NaN,,,
552,28,NaN,NaN,86,100,,68,NaN,86,NaN,-27,15,
553,,NaN,NaN,,,,,NaN,,NaN,,,
554,28,NaN,NaN,85,100,,68,NaN,86,NaN,-27,15,
555,,NaN,NaN,,,,,NaN,,NaN,,,
556,28,NaN,NaN,85,100,,70,NaN,86,NaN,-27,15,
557,,NaN,NaN,,,,,NaN,,NaN,,,
558,28,NaN,NaN,85,100,48,72,NaN,86,NaN,-27,14,121
559,,NaN,NaN,,,,,NaN,,NaN,,,
560,28,NaN,NaN,86,100,40,72,NaN,86,NaN,-27,14,121
561,,NaN,NaN,,,,,NaN,,NaN,,,
562,28,NaN,NaN,87,100,49,71,NaN,87,NaN,-27,14,114
563,,NaN,NaN,,,,,NaN,,NaN,,,
564,28,NaN,NaN,87,100,48,72,NaN,87,NaN,-27,14,122
565,,NaN,NaN,,,,,NaN,,NaN,,,
566,28,NaN,NaN,87,100,49,71,NaN,88,NaN,-27,13,118
567,,NaN,NaN,,,,,NaN,,NaN,,,
568,28,NaN,NaN,87,100,34,69,NaN,87,NaN,-27,13,119
569,,NaN,NaN,,,,,NaN,,NaN,,,
570,28,NaN,NaN,87,100,35,66,NaN,87,NaN,-27,13,125
571,,NaN,NaN,,,,,NaN,,NaN,,,
572,28,NaN,NaN,86,100,22,66,NaN,87,NaN,-27,14,116
573,,NaN,NaN,,,,,NaN,,NaN,,,
574,28,NaN,NaN,86,100,40,67,NaN,87,NaN,-27,14,112
575,,NaN,NaN,,,,,NaN,,NaN,,,
576,28,NaN,NaN,86,100,44,67,NaN,87,NaN,-27,14,113
577,,NaN,NaN,,,,,NaN,,NaN,,,
578,28,NaN,NaN,86,100,44,67,NaN,87,NaN,-27,14,130
579,,NaN,NaN,,,,,NaN,,NaN,,,
580,28,NaN,NaN,87,100,46,66,NaN,87,NaN,-27,15,109
581,,NaN,NaN,,,,,NaN,,NaN,,,
582,28,NaN,NaN,87,100,46,65,NaN,87,NaN,-27,15,104
583,,NaN,NaN,,,,,NaN,,NaN,,,
584,28,NaN,NaN,87,100,45,64,NaN,87,NaN,-28,15,102
585,,NaN,NaN,,,,,NaN,,NaN,,,
586,28,NaN,NaN,87,100,44,64,NaN,87,NaN,-28,15,102
587,,NaN,NaN,,,,,NaN,,NaN,,,
588,28,NaN,NaN,87,100,21,60,NaN,87,NaN,-28,16,101
589,,NaN,NaN,,,,,NaN,,NaN,,,
590,28,NaN,NaN,86,100,42,61,NaN,87,NaN,-28,16,100
591,,NaN,NaN,,,,,NaN,,NaN,,,
592,28,NaN,NaN,86,100,44,61,NaN,86,NaN,-28,16,98
593,,NaN,NaN,,,,,NaN,,NaN,,,
594,28,NaN,NaN,86,100,44,61,NaN,86,NaN,-28,16,97
595,,NaN,NaN,,,,,NaN,,NaN,,,
596,29,NaN,NaN,86,100,44,61,NaN,86,NaN,-28,16,97
597,,NaN,NaN,,,,,NaN,,NaN,,,
598,29,NaN,NaN,85,100,44,61,NaN,86,NaN,-28,16,98
599,,NaN,NaN,,,,,NaN,,NaN,,,
600,29,NaN,NaN,85,100,44,60,NaN,86,NaN,-28,16,96
601,,NaN,NaN,,,,,NaN,,NaN,,,
602,28,NaN,NaN,85,100,43,60,NaN,86,NaN,-28,16,95
603,,NaN,NaN,,,,,NaN,,NaN,,,
604,28,NaN,NaN,85,100,43,60,NaN,86,NaN,-28,16,95
605,,NaN,NaN,,,,,NaN,,NaN,,,
606,28,NaN,NaN,85,100,42,60,NaN,85,NaN,-28,16,94
607,,NaN,NaN,,,,,NaN,,NaN,,,
608,28,NaN,NaN,84,100,43,61,NaN,85,NaN,-28,16,95
609,,NaN,NaN,,,,,NaN,,NaN,,,
610,28,NaN,NaN,84,100,46,62,NaN,84,NaN,-28,16,99
611,,NaN,NaN,,,,,NaN,,NaN,,,
612,28,NaN,NaN,84,100,46,64,NaN,84,NaN,-28,16,102
613,,NaN,NaN,,,,,NaN,,NaN,,,
614,28,NaN,NaN,84,100,43,64,NaN,84,NaN,-26,16,98
615,,NaN,NaN,,,,,NaN,,NaN,,,
616,28,NaN,NaN,84,100,47,65,NaN,84,NaN,-26,16,104
617,,NaN,NaN,,,,,NaN,,NaN,,,
618,28,NaN,NaN,84,100,46,64,NaN,84,NaN,-26,16,101
619,,NaN,NaN,,,,,NaN,,NaN,,,
620,28,NaN,NaN,84,100,45,63,NaN,84,NaN,-26,16,101
621,,NaN,NaN,,,,,NaN,,NaN,,,
622,28,NaN,NaN,84,100,43,61,NaN,84,NaN,-26,16,98
623,,NaN,NaN,,,,,NaN,,NaN,,,
624,28,NaN,NaN,83,100,43,61,NaN,84,NaN,-27,16,99
625,,NaN,NaN,,,,,NaN,,NaN,,,
626,28,NaN,NaN,83,100,43,60,NaN,84,NaN,-27,16,97
627,,NaN,NaN,,,,,NaN,,NaN,,,
628,28,NaN,NaN,83,100,39,59,NaN,83,NaN,-27,16,104
629,,NaN,NaN,,,,,NaN,,NaN,,,
630,28,NaN,NaN,83,100,42,59,NaN,83,NaN,-27,16,98
631,,NaN,NaN,,,,,NaN,,NaN,,,
632,28,NaN,NaN,82,100,43,59,NaN,83,NaN,-27,16,97
633,,NaN,NaN,,,,,NaN,,NaN,,,
634,28,NaN,NaN,83,100,37,58,NaN,83,NaN,-27,16,92
635,,NaN,NaN,,,,,NaN,,NaN,,,
636,28,NaN,NaN,83,100,36,59,NaN,83,NaN,-27,16,96
637,,NaN,NaN,,,,,NaN,,NaN,,,
638,28,NaN,NaN,83,100,22,62,NaN,84,NaN,-27,16,127
639,,NaN,NaN,,,,,NaN,,NaN,,,
640,28,NaN,NaN,83,100,36,60,NaN,84,NaN,-27,16,98
641,,NaN,NaN,,,,,NaN,,NaN,,,
642,28,NaN,NaN,83,100,34,61,NaN,84,NaN,-27,16,95
643,,NaN,NaN,,,,,NaN,,NaN,,,
644,28,NaN,NaN,83,100,41,60,NaN,84,NaN,-26,16,93
645,,NaN,NaN,,,,,NaN,,NaN,,,
646,28,NaN,NaN,83,100,43,61,NaN,84,NaN,-26,16,97
647,,NaN,NaN,,,,,NaN,,NaN,,,
648,28,NaN,NaN,83,100,25,60,NaN,83,NaN,-27,16,100
649,,NaN,NaN,,,,,NaN,,NaN,,,
650,28,NaN,NaN,83,100,34,59,NaN,83,NaN,-27,16,86
651,,NaN,NaN,,,,,NaN,,NaN,,,
652,28,NaN,NaN,82,100,42,59,NaN,83,NaN,-27,16,93
653,,NaN,NaN,,,,,NaN,,NaN,,,
654,28,NaN,NaN,82,100,42,59,NaN,82,NaN,-27,16,95
655,,NaN,NaN,,,,,NaN,,NaN,,,
656,28,NaN,NaN,82,100,41,58,NaN,82,NaN,-27,16,92
657,,NaN,NaN,,,,,NaN,,NaN,,,
658,28,NaN,NaN,81,100,40,57,NaN,82,NaN,-27,16,92
659,,NaN,NaN,,,,,NaN,,NaN,,,
660,28,NaN,NaN,81,100,38,56,NaN,81,NaN,-27,16,90
661,,NaN,NaN,,,,,NaN,,NaN,,,
662,28,NaN,NaN,80,100,39,56,NaN,81,NaN,-27,16,89
663,,NaN,NaN,,,,,NaN,,NaN,,,
664,28,NaN,NaN,80,100,40,56,NaN,81,NaN,-27,16,90
665,,NaN,NaN,,,,,NaN,,NaN,,,
666,28,NaN,NaN,80,100,39,56,NaN,81,NaN,-27,16,90
667,,NaN,NaN,,,,,NaN,,NaN,,,
668,28,NaN,NaN,80,100,40,56,NaN,81,NaN,-27,16,89
669,,NaN,NaN,,,,,NaN,,NaN,,,
670,28,NaN,NaN,80,100,40,56,NaN,81,NaN,-27,16,90
671,,NaN,NaN,,,,,NaN,,NaN,,,
672,28,NaN,NaN,81,100,42,57,NaN,81,NaN,-27,16,91
673,,NaN,NaN,,,,,NaN,,NaN,,,
674,28,NaN,NaN,81,100,42,56,NaN,81,NaN,-27,16,90
675,,NaN,NaN,,,,,NaN,,NaN,,,
676,28,NaN,NaN,81,100,42,57,NaN,81,NaN,-27,16,90
677,,NaN,NaN,,,,,NaN,,NaN,,,
678,28,NaN,NaN,81,100,36,56,NaN,81,NaN,-28,16,90
679,,NaN,NaN,,,,,NaN,,NaN,,,
680,28,NaN,NaN,81,100,39,56,NaN,81,NaN,-28,16,89
681,,NaN,NaN,,,,,NaN,,NaN,,,
682,28,NaN,NaN,80,100,40,56,NaN,81,NaN,-28,16,91
683,,NaN,NaN,,,,,NaN,,NaN,,,
684,28,NaN,NaN,80,100,37,55,NaN,80,NaN,-28,16,88
685,,NaN,NaN,,,,,NaN,,NaN,,,
686,28,NaN,NaN,80,100,39,55,NaN,80,NaN,-28,16,88
687,,NaN,NaN,,,,,NaN,,NaN,,,
688,28,NaN,NaN,80,100,37,54,NaN,80,NaN,-28,16,87
689,,NaN,NaN,,,,,NaN,,NaN,,,
690,28,NaN,NaN,79,100,36,54,NaN,80,NaN,-28,16,88
691,,NaN,NaN,,,,,NaN,,NaN,,,
692,28,NaN,NaN,79,100,38,53,NaN,80,NaN,-28,16,86
693,,NaN,NaN,,,,,NaN,,NaN,,,
694,28,NaN,NaN,79,100,39,53,NaN,79,NaN,-28,16,86
695,,NaN,NaN,,,,,NaN,,NaN,,,
696,28,NaN,NaN,78,100,38,53,NaN,79,NaN,-28,16,87
697,,NaN,NaN,,,,,NaN,,NaN,,,
698,28,NaN,NaN,78,100,38,53,NaN,79,NaN,-28,16,85
699,,NaN,NaN,,,,,NaN,,NaN,,,
700,29,NaN,NaN,78,100,36,54,NaN,79,NaN,-28,15,89
701,,NaN,NaN,,,,,NaN,,NaN,,,
702,29,NaN,NaN,78,100,33,53,NaN,79,NaN,-28,15,87
703,,NaN,NaN,,,,,NaN,,NaN,,,
704,29,NaN,NaN,78,100,28,54,NaN,79,NaN,-28,15,91
705,,NaN,NaN,,,,,NaN,,NaN,,,
706,29,NaN,NaN,78,100,30,51,NaN,78,NaN,-28,14,72
707,,NaN,NaN,,,,,NaN,,NaN,,,
708,29,NaN,NaN,78,100,31,51,NaN,78,NaN,-28,14,80
709,,NaN,NaN,,,,,NaN,,NaN,,,
710,29,NaN,NaN,77,100,31,52,NaN,78,NaN,-28,14,83
711,,NaN,NaN,,,,,NaN,,NaN,,,
712,29,NaN,NaN,77,100,31,52,NaN,78,NaN,-28,14,88
713,,NaN,NaN,,,,,NaN,,NaN,,,
714,29,NaN,NaN,77,100,30,52,NaN,78,NaN,-28,13,87
715,,NaN,NaN,,,,,NaN,,NaN,,,
716,29,NaN,NaN,77,100,35,52,NaN,78,NaN,-28,13,84
717,,NaN,NaN,,,,,NaN,,NaN,,,
718,29,NaN,NaN,77,100,34,52,NaN,78,NaN,-28,13,86
719,,NaN,NaN,,,,,NaN,,NaN,,,
720,29,NaN,NaN,77,100,31,51,NaN,78,NaN,-28,13,84
721,,NaN,NaN,,,,,NaN,,NaN,,,
722,29,NaN,NaN,77,100,32,51,NaN,77,NaN,-27,13,89
723,,NaN,NaN,,,,,NaN,,NaN,,,
724,29,NaN,NaN,77,100,31,51,NaN,77,NaN,-27,13,88
725,,NaN,NaN,,,,,NaN,,NaN,,,
726,29,NaN,NaN,77,100,31,51,NaN,77,NaN,-27,13,88
727,,NaN,NaN,,,,,NaN,,NaN,,,
728,29,NaN,NaN,76,100,58,58,NaN,77,NaN,-27,13,58
729,,NaN,NaN,,,,,NaN,,NaN,,,
730,29,NaN,NaN,76,100,,58,NaN,77,NaN,-26,13,
731,,NaN,NaN,,,,,NaN,,NaN,,,
732,29,NaN,NaN,76,100,,62,NaN,77,NaN,-26,13,
733,,NaN,NaN,,,,,NaN,,NaN,,,
734,29,NaN,NaN,76,100,,62,NaN,77,NaN,-27,13,
735,,NaN,NaN,,,,,NaN,,NaN,,,
736,29,NaN,NaN,76,100,,62,NaN,77,NaN,-27,13,
737,,NaN,NaN,,,,,NaN,,NaN,,,
738,29,NaN,NaN,76,100,,65,NaN,77,NaN,-27,13,
739,,NaN,NaN,,,,,NaN,,NaN,,,
740,29,NaN,NaN,76,100,,65,NaN,77,NaN,-27,13,
741,,NaN,NaN,,,,,NaN,,NaN,,,
742,28,NaN,NaN,76,100,,67,NaN,77,NaN,-27,13,
743,,NaN,NaN,,,,,NaN,,NaN,,,
744,28,NaN,NaN,76,100,,67,NaN,77,NaN,-27,13,
745,,NaN,NaN,,,,,NaN,,NaN,,,
746,28,NaN,NaN,76,100,,66,NaN,76,NaN,-27,13,
747,,NaN,NaN,,,,,NaN,,NaN,,,
748,28,NaN,NaN,76,100,,66,NaN,76,NaN,-27,13,
749,,NaN,NaN,,,,,NaN,,NaN,,,
750,28,NaN,NaN,76,100,,68,NaN,76,NaN,-27,13,
751,,NaN,NaN,,,,,NaN,,NaN,,,
752,28,NaN,NaN,76,100,,68,NaN,76,NaN,-27,13,
753,,NaN,NaN,,,,,NaN,,NaN,,,
754,28,NaN,NaN,76,100,,66,NaN,76,NaN,-27,13,
755,,NaN,NaN,,,,,NaN,,NaN,,,
756,28,NaN,NaN,76,100,,66,NaN,76,NaN,-27,13,
757,,NaN,NaN,,,,,NaN,,NaN,,,
758,28,NaN,NaN,76,100,,53,NaN,76,NaN,-27,13,
759,,NaN,NaN,,,,,NaN,,NaN,,,
760,28,NaN,NaN,76,100,,53,NaN,76,NaN,-27,13,
761,,NaN,NaN,,,,,NaN,,NaN,,,
762,29,NaN,NaN,76,100,,58,NaN,76,NaN,-27,13,
763,,NaN,NaN,,,,,NaN,,NaN,,,
764,29,NaN,NaN,76,100,,58,NaN,76,NaN,-27,13,
765,,NaN,NaN,,,,,NaN,,NaN,,,
766,29,NaN,NaN,76,100,,61,NaN,76,NaN,-27,13,
767,,NaN,NaN,,,,,NaN,,NaN,,,
768,29,NaN,NaN,76,100,,61,NaN,77,NaN,-28,13,
769,,NaN,NaN,,,,,NaN,,NaN,,,
770,29,NaN,NaN,76,100,,66,NaN,77,NaN,-28,13,
771,,NaN,NaN,,,,,NaN,,NaN,,,
772,29,NaN,NaN,76,100,,66,NaN,77,NaN,-28,13,
773,,NaN,NaN,,,,,NaN,,NaN,,,
774,29,NaN,NaN,76,100,,66,NaN,76,NaN,-28,13,
775,,NaN,NaN,,,,,NaN,,NaN,,,
776,29,NaN,NaN,76,100,,66,NaN,76,NaN,-28,13,
777,,NaN,NaN,,,,,NaN,,NaN,,,
778,29,NaN,NaN,76,100,,66,NaN,76,NaN,-28,13,
779,,NaN,NaN,,,,,NaN,,NaN,,,
780,29,NaN,NaN,76,100,,66,NaN,76,NaN,-28,13,
781,,NaN,NaN,,,,,NaN,,NaN,,,
782,29,NaN,NaN,75,100,,68,NaN,76,NaN,-28,13,
783,,NaN,NaN,,,,,NaN,,NaN,,,
784,29,NaN,NaN,75,100,,68,NaN,76,NaN,-28,13,
785,,NaN,NaN,,,,,NaN,,NaN,,,
786,29,NaN,NaN,75,100,,67,NaN,76,NaN,-28,13,
787,,NaN,NaN,,,,,NaN,,NaN,,,
788,29,NaN,NaN,75,100,,67,NaN,75,NaN,-28,13,
789,,NaN,NaN,,,,,NaN,,NaN,,,
790,28,NaN,NaN,75,100,,67,NaN,75,NaN,-28,13,
791,,NaN,NaN,,,,,NaN,,NaN,,,
792,28,NaN,NaN,75,100,,67,NaN,75,NaN,-28,13,
793,,NaN,NaN,,,,,NaN,,NaN,,,
794,28,NaN,NaN,75,100,,68,NaN,75,NaN,-28,13,
795,,NaN,NaN,,,,,NaN,,NaN,,,
796,29,NaN,NaN,75,100,,64,NaN,75,NaN,-28,13,
797,,NaN,NaN,,,,,NaN,,NaN,,,
798,29,NaN,NaN,75,100,,57,NaN,75,NaN,-28,13,
799,,NaN,NaN,,,,,NaN,,NaN,,,
800,29,NaN,NaN,75,100,,51,NaN,75,NaN,-28,13,
801,,NaN,NaN,,,,,NaN,,NaN,,,
802,29,NaN,NaN,74,100,,50,NaN,75,NaN,-28,13,
803,,NaN,NaN,,,,,NaN,,NaN,,,
804,29,NaN,NaN,74,100,,46,NaN,75,NaN,-28,13,
805,,NaN,NaN,,,,,NaN,,NaN,,,
806,29,NaN,NaN,74,100,33,47,NaN,74,NaN,-28,13,79
807,,NaN,NaN,,,,,NaN,,NaN,,,
808,29,NaN,NaN,74,100,32,47,NaN,75,NaN,-28,13,78
809,,NaN,NaN,,,,,NaN,,NaN,,,
810,29,NaN,NaN,74,100,33,48,NaN,74,NaN,-28,13,78
811,,NaN,NaN,,,,,NaN,,NaN,,,
812,29,NaN,NaN,74,100,28,47,NaN,75,NaN,-28,13,78
813,,NaN,NaN,,,,,NaN,,NaN,,,
814,29,NaN,NaN,74,100,28,47,NaN,75,NaN,-28,13,76
815,,NaN,NaN,,,,,NaN,,NaN,,,
816,29,NaN,NaN,74,100,34,48,NaN,75,NaN,-28,13,79
817,,NaN,NaN,,,,,NaN,,NaN,,,
818,29,NaN,NaN,75,100,35,48,NaN,75,NaN,-28,13,78
819,,NaN,NaN,,,,,NaN,,NaN,,,
820,29,NaN,NaN,74,100,36,49,NaN,75,NaN,-28,13,80
821,,NaN,NaN,,,,,NaN,,NaN,,,
822,29,NaN,NaN,75,100,35,48,NaN,75,NaN,-28,13,78
823,,NaN,NaN,,,,,NaN,,NaN,,,
824,29,NaN,NaN,75,100,36,49,NaN,75,NaN,-27,13,80
825,,NaN,NaN,,,,,NaN,,NaN,,,
826,29,NaN,NaN,74,100,36,48,NaN,75,NaN,-27,13,79
827,,NaN,NaN,,,,,NaN,,NaN,,,
828,29,NaN,NaN,74,100,36,49,NaN,75,NaN,-27,13,79
829,,NaN,NaN,,,,,NaN,,NaN,,,
830,29,NaN,NaN,74,100,36,49,NaN,75,NaN,-27,13,80
831,,NaN,NaN,,,,,NaN,,NaN,,,
832,29,NaN,NaN,75,100,36,48,NaN,75,NaN,-27,13,78
833,,NaN,NaN,,,,,NaN,,NaN,,,
834,29,NaN,NaN,74,100,36,49,NaN,75,NaN,-27,13,80
835,,NaN,NaN,,,,,NaN,,NaN,,,
836,29,NaN,NaN,74,100,35,48,NaN,75,NaN,-27,13,77
837,,NaN,NaN,,,,,NaN,,NaN,,,
838,29,NaN,NaN,74,100,35,48,NaN,75,NaN,-27,13,78
839,,NaN,NaN,,,,,NaN,,NaN,,,
840,29,NaN,NaN,74,100,34,47,NaN,75,NaN,-27,13,77
841,,NaN,NaN,,,,,NaN,,NaN,,,
842,29,NaN,NaN,74,100,35,47,NaN,74,NaN,-27,13,77
843,,NaN,NaN,,,,,NaN,,NaN,,,
844,29,NaN,NaN,74,100,34,47,NaN,74,NaN,-27,13,77
845,,NaN,NaN,,,,,NaN,,NaN,,,
846,29,NaN,NaN,73,100,21,50,NaN,74,NaN,-27,13,75
847,,NaN,NaN,,,,,NaN,,NaN,,,
848,29,NaN,NaN,73,100,26,47,NaN,74,NaN,-27,13,80
849,,NaN,NaN,,,,,NaN,,NaN,,,
850,29,NaN,NaN,74,100,30,47,NaN,74,NaN,-27,13,79
851,,NaN,NaN,,,,,NaN,,NaN,,,
852,29,NaN,NaN,74,100,31,47,NaN,74,NaN,-27,13,80
853,,NaN,NaN,,,,,NaN,,NaN,,,
854,29,NaN,NaN,74,100,32,47,NaN,74,NaN,-28,13,78
855,,NaN,NaN,,,,,NaN,,NaN,,,
