time,Solar8000/ART_DBP,Solar8000/ETCO2,Solar8000/RR_CO2,SNUADC/ECG_V5,SNUADC/ART,Solar8000/ART_SBP,Solar8000/CVP,SNUADC/ECG_II,Solar8000/PLETH_SPO2,Solar8000/HR,SNUADC/CVP,Solar8000/ART_MBP,Solar8000/PLETH_HR
445,-6,,,NaN,NaN,-6,-10,NaN,95,90,NaN,-6,90
446,,,,NaN,NaN,,,NaN,,,NaN,,
447,-6,,,NaN,NaN,-6,-10,NaN,95,91,NaN,-6,91
448,,,,NaN,NaN,,,NaN,,,NaN,,
449,-6,,,NaN,NaN,-6,-10,NaN,95,90,NaN,-6,91
450,,,,NaN,NaN,,,NaN,,,NaN,,
451,-6,,,NaN,NaN,-6,-10,NaN,95,90,NaN,-6,90
452,,,,NaN,NaN,,,NaN,,,NaN,,
453,-6,,,NaN,NaN,-6,-10,NaN,95,89,NaN,-6,90
454,,,,NaN,NaN,,,NaN,,,NaN,,
455,-6,,,NaN,NaN,-6,-10,NaN,94,93,NaN,-6,90
456,,,,NaN,NaN,,,NaN,,,NaN,,
457,-6,,,NaN,NaN,-6,-10,NaN,94,88,NaN,-6,89
458,,,,NaN,NaN,,,NaN,,,NaN,,
459,-6,,,NaN,NaN,-6,-10,NaN,94,88,NaN,-6,89
460,,,,NaN,NaN,,,NaN,,,NaN,,
461,-6,,,NaN,NaN,-6,-10,NaN,94,88,NaN,-6,88
462,,,,NaN,NaN,,,NaN,,,NaN,,
463,-6,,,NaN,NaN,-6,-10,NaN,94,88,NaN,-6,87
464,,,,NaN,NaN,,,NaN,,,NaN,,
465,-6,,,NaN,NaN,-6,-10,NaN,94,88,NaN,-6,88
466,,,,NaN,NaN,,,NaN,,,NaN,,
467,-6,,,NaN,NaN,-6,-10,NaN,95,87,NaN,-6,87
468,,,,NaN,NaN,,,NaN,,,NaN,,
469,-6,,,NaN,NaN,-6,-10,NaN,95,87,NaN,-6,88
470,,,,NaN,NaN,,,NaN,,,NaN,,
471,-6,,,NaN,NaN,-6,-10,NaN,95,87,NaN,-6,87
472,,,,NaN,NaN,,,NaN,,,NaN,,
473,-5,,,NaN,NaN,-5,-10,NaN,95,87,NaN,-5,87
474,,,,NaN,NaN,,,NaN,,,NaN,,
475,-5,,,NaN,NaN,-5,-10,NaN,95,86,NaN,-5,87
476,,,,NaN,NaN,,,NaN,,,NaN,,
477,-5,,,NaN,NaN,-5,-10,NaN,95,86,NaN,-5,87
478,,,,NaN,NaN,,,NaN,,,NaN,,
479,-5,,,NaN,NaN,-5,-10,NaN,95,86,NaN,-5,87
480,,,,NaN,NaN,,,NaN,,,NaN,,
481,-6,,,NaN,NaN,-6,-10,NaN,95,87,NaN,-6,86
482,,,,NaN,NaN,,,NaN,,,NaN,,
483,-6,,,NaN,NaN,-6,-10,NaN,95,88,NaN,-6,87
484,,,,NaN,NaN,,,NaN,,,NaN,,
485,-6,,,NaN,NaN,-6,-10,NaN,95,89,NaN,-6,86
486,,,,NaN,NaN,,,NaN,,,NaN,,
487,-6,,,NaN,NaN,-6,-10,NaN,95,93,NaN,-6,87
488,,,,NaN,NaN,,,NaN,,,NaN,,
489,-6,,,NaN,NaN,-6,-10,NaN,94,84,NaN,-6,88
490,,,,NaN,NaN,,,NaN,,,NaN,,
491,-6,,,NaN,NaN,-6,-10,NaN,94,88,NaN,-6,87
492,,,,NaN,NaN,,,NaN,,,NaN,,
493,-6,,,NaN,NaN,-6,-10,NaN,94,88,NaN,-6,88
494,,,,NaN,NaN,,,NaN,,,NaN,,
495,-6,,,NaN,NaN,-6,-10,NaN,95,88,NaN,-6,87
496,,,,NaN,NaN,,,NaN,,,NaN,,
497,-6,,,NaN,NaN,-6,-10,NaN,95,88,NaN,-6,87
498,,,,NaN,NaN,,,NaN,,,NaN,,
499,-6,,,NaN,NaN,-6,-10,NaN,95,83,NaN,-6,87
500,,,,NaN,NaN,,,NaN,,,NaN,,
501,-6,,,NaN,NaN,-6,-10,NaN,94,88,NaN,-6,95
502,,,,NaN,NaN,,,NaN,,,NaN,,
503,-6,,,NaN,NaN,-6,-10,NaN,94,87,NaN,-6,95
504,,,,NaN,NaN,,,NaN,,,NaN,,
505,-6,,,NaN,NaN,-6,-10,NaN,94,86,NaN,-6,95
506,,,,NaN,NaN,,,NaN,,,NaN,,
507,-6,,,NaN,NaN,-6,-10,NaN,94,86,NaN,-6,90
508,,,,NaN,NaN,,,NaN,,,NaN,,
509,-6,,,NaN,NaN,-6,-10,NaN,94,85,NaN,-6,86
510,,,,NaN,NaN,,,NaN,,,NaN,,
511,-6,,,NaN,NaN,-6,-10,NaN,95,85,NaN,-6,86
512,,,,NaN,NaN,,,NaN,,,NaN,,
513,-5,,,NaN,NaN,-5,-10,NaN,94,85,NaN,-5,86
514,,,,NaN,NaN,,,NaN,,,NaN,,
515,-5,,,NaN,NaN,-5,-10,NaN,94,85,NaN,-5,86
516,,,,NaN,NaN,,,NaN,,,NaN,,
517,-6,,,NaN,NaN,-6,-10,NaN,94,85,NaN,-6,85
518,,,,NaN,NaN,,,NaN,,,NaN,,
519,-6,,,NaN,NaN,-6,-10,NaN,94,85,NaN,-6,85
520,,,,NaN,NaN,,,NaN,,,NaN,,
521,-6,,,NaN,NaN,-6,-10,NaN,94,85,NaN,-6,85
522,,,,NaN,NaN,,,NaN,,,NaN,,
523,-6,,,NaN,NaN,-6,-10,NaN,94,85,NaN,-6,85
524,,,,NaN,NaN,,,NaN,,,NaN,,
525,-6,,,NaN,NaN,-6,-10,NaN,94,86,NaN,-6,86
526,,,,NaN,NaN,,,NaN,,,NaN,,
527,-6,,,NaN,NaN,-6,-10,NaN,94,86,NaN,-6,86
528,,,,NaN,NaN,,,NaN,,,NaN,,
529,-6,,,NaN,NaN,-6,-10,NaN,94,86,NaN,-6,87
530,,,,NaN,NaN,,,NaN,,,NaN,,
531,-6,,,NaN,NaN,-6,-10,NaN,94,86,NaN,-6,87
532,,,,NaN,NaN,,,NaN,,,NaN,,
533,-6,,,NaN,NaN,-6,-10,NaN,94,87,NaN,-6,87
534,,,,NaN,NaN,,,NaN,,,NaN,,
535,-6,,,NaN,NaN,-6,-10,NaN,94,87,NaN,-6,87
536,,,,NaN,NaN,,,NaN,,,NaN,,
537,-6,,,NaN,NaN,-6,-10,NaN,94,87,NaN,-6,87
538,,,,NaN,NaN,,,NaN,,,NaN,,
539,-6,,,NaN,NaN,-6,-10,NaN,94,87,NaN,-6,88
540,,,,NaN,NaN,,,NaN,,,NaN,,
541,-6,,,NaN,NaN,-6,-10,NaN,94,88,NaN,-6,88
542,,,,NaN,NaN,,,NaN,,,NaN,,
543,-6,,,NaN,NaN,-6,-10,NaN,94,87,NaN,-6,88
544,,,,NaN,NaN,,,NaN,,,NaN,,
545,-6,,,NaN,NaN,-6,-10,NaN,94,87,NaN,-6,88
546,,,,NaN,NaN,,,NaN,,,NaN,,
547,-6,,,NaN,NaN,-6,-10,NaN,94,87,NaN,-6,88
548,,,,NaN,NaN,,,NaN,,,NaN,,
549,-6,,,NaN,NaN,-6,-10,NaN,94,87,NaN,-6,88
550,,,,NaN,NaN,,,NaN,,,NaN,,
551,-6,,,NaN,NaN,-6,-10,NaN,94,88,NaN,-6,88
552,,,,NaN,NaN,,,NaN,,,NaN,,
553,-5,,,NaN,NaN,-5,-8,NaN,94,88,NaN,-5,89
554,,,,NaN,NaN,,,NaN,,,NaN,,
555,-5,,,NaN,NaN,-5,-8,NaN,93,88,NaN,-5,88
556,,,,NaN,NaN,,,NaN,,,NaN,,
557,-6,,,NaN,NaN,-6,-9,NaN,93,78,NaN,-6,88
558,,,,NaN,NaN,,,NaN,,,NaN,,
559,-6,,,NaN,NaN,-6,-9,NaN,94,78,NaN,-6,87
560,,,,NaN,NaN,,,NaN,,,NaN,,
561,-6,,,NaN,NaN,-6,-9,NaN,94,78,NaN,-6,87
562,,,,NaN,NaN,,,NaN,,,NaN,,
563,-6,,,NaN,NaN,-6,-9,NaN,94,88,NaN,-6,87
564,,,,NaN,NaN,,,NaN,,,NaN,,
565,-6,,,NaN,NaN,-6,-8,NaN,94,88,NaN,-6,89
566,,,,NaN,NaN,,,NaN,,,NaN,,
567,-6,,,NaN,NaN,-6,-8,NaN,95,88,NaN,-6,89
568,,,,NaN,NaN,,,NaN,,,NaN,,
569,-6,,,NaN,NaN,-6,-8,NaN,94,88,NaN,-6,89
570,,,,NaN,NaN,,,NaN,,,NaN,,
571,-6,,,NaN,NaN,-6,-8,NaN,94,87,NaN,-6,88
572,,,,NaN,NaN,,,NaN,,,NaN,,
573,-6,,,NaN,NaN,-6,-8,NaN,94,86,NaN,-6,87
574,,,,NaN,NaN,,,NaN,,,NaN,,
575,-6,,,NaN,NaN,-6,-8,NaN,94,86,NaN,-6,86
576,,,,NaN,NaN,,,NaN,,,NaN,,
577,-6,,,NaN,NaN,-6,-8,NaN,94,86,NaN,-6,86
578,,,,NaN,NaN,,,NaN,,,NaN,,
579,-6,,,NaN,NaN,-6,-9,NaN,94,86,NaN,-6,86
580,,,,NaN,NaN,,,NaN,,,NaN,,
581,-7,,,NaN,NaN,-7,-9,NaN,94,86,NaN,-7,87
582,,,,NaN,NaN,,,NaN,,,NaN,,
583,-7,,,NaN,NaN,-7,-9,NaN,94,87,NaN,-7,87
584,,,,NaN,NaN,,,NaN,,,NaN,,
585,-7,,,NaN,NaN,-7,-9,NaN,94,87,NaN,-7,86
586,,,,NaN,NaN,,,NaN,,,NaN,,
587,-7,,,NaN,NaN,-7,-8,NaN,94,87,NaN,-7,87
588,,,,NaN,NaN,,,NaN,,,NaN,,
589,-5,,,NaN,NaN,-5,-8,NaN,94,83,NaN,-5,86
590,,,,NaN,NaN,,,NaN,,,NaN,,
591,-5,,,NaN,NaN,-5,-9,NaN,94,87,NaN,-5,87
592,,,,NaN,NaN,,,NaN,,,NaN,,
593,-6,,,NaN,NaN,-6,-9,NaN,95,88,NaN,-6,88
594,,,,NaN,NaN,,,NaN,,,NaN,,
595,-6,,,NaN,NaN,-6,-9,NaN,95,88,NaN,-6,88
596,,,,NaN,NaN,,,NaN,,,NaN,,
597,-6,,,NaN,NaN,-6,-9,NaN,95,88,NaN,-6,89
598,,,,NaN,NaN,,,NaN,,,NaN,,
599,-6,,,NaN,NaN,-6,-8,NaN,95,89,NaN,-6,90
600,,,,NaN,NaN,,,NaN,,,NaN,,
601,-6,,,NaN,NaN,-6,-9,NaN,95,90,NaN,-6,90
602,,,,NaN,NaN,,,NaN,,,NaN,,
603,-6,,,NaN,NaN,-6,-9,NaN,94,89,NaN,-6,90
604,,,,NaN,NaN,,,NaN,,,NaN,,
605,-6,,,NaN,NaN,-6,-9,NaN,94,89,NaN,-6,89
606,,,,NaN,NaN,,,NaN,,,NaN,,
607,-6,,,NaN,NaN,-6,-9,NaN,94,88,NaN,-6,89
608,,,,NaN,NaN,,,NaN,,,NaN,,
609,-6,,,NaN,NaN,-6,-9,NaN,94,92,NaN,-6,88
610,,,,NaN,NaN,,,NaN,,,NaN,,
611,-6,,,NaN,NaN,-6,-9,NaN,95,86,NaN,-6,87
612,,,,NaN,NaN,,,NaN,,,NaN,,
613,-6,,,NaN,NaN,-6,-9,NaN,95,86,NaN,-6,87
614,,,,NaN,NaN,,,NaN,,,NaN,,
615,-6,,,NaN,NaN,-6,-9,NaN,95,86,NaN,-6,86
616,,,,NaN,NaN,,,NaN,,,NaN,,
617,-6,,,NaN,NaN,-6,-9,NaN,95,92,NaN,-6,87
618,,,,NaN,NaN,,,NaN,,,NaN,,
619,-6,,,NaN,NaN,-6,-9,NaN,95,87,NaN,-6,86
620,,,,NaN,NaN,,,NaN,,,NaN,,
621,-7,,,NaN,NaN,-7,-9,NaN,94,88,NaN,-7,87
622,,,,NaN,NaN,,,NaN,,,NaN,,
623,-7,,,NaN,NaN,-7,-9,NaN,94,88,NaN,-7,87
624,,,,NaN,NaN,,,NaN,,,NaN,,
625,-7,,,NaN,NaN,-7,-9,NaN,94,88,NaN,-7,89
626,,,,NaN,NaN,,,NaN,,,NaN,,
627,-7,,,NaN,NaN,-7,-9,NaN,94,88,NaN,-7,88
628,,,,NaN,NaN,,,NaN,,,NaN,,
629,-6,,,NaN,NaN,-6,-10,NaN,95,87,NaN,-6,88
630,,,,NaN,NaN,,,NaN,,,NaN,,
631,-24,,,NaN,NaN,7,-10,NaN,95,87,NaN,-6,87
632,,,,NaN,NaN,,,NaN,,,NaN,,
633,-24,,,NaN,NaN,7,-10,NaN,95,87,NaN,-6,87
634,,,,NaN,NaN,,,NaN,,,NaN,,
635,0,,,NaN,NaN,0,0,NaN,95,86,NaN,0,87
636,,,,NaN,NaN,,,NaN,,,NaN,,
637,0,,,NaN,NaN,0,0,NaN,95,86,NaN,0,87
638,,,,NaN,NaN,,,NaN,,,NaN,,
639,0,,,NaN,NaN,0,0,NaN,95,86,NaN,0,86
640,,,,NaN,NaN,,,NaN,,,NaN,,
641,0,,,NaN,NaN,0,0,NaN,95,86,NaN,0,87
642,,,,NaN,NaN,,,NaN,,,NaN,,
643,0,,,NaN,NaN,0,0,NaN,95,87,NaN,0,87
644,,,,NaN,NaN,,,NaN,,,NaN,,
645,0,,,NaN,NaN,0,0,NaN,94,87,NaN,0,87
646,,,,NaN,NaN,,,NaN,,,NaN,,
647,0,,,NaN,NaN,0,0,NaN,94,88,NaN,0,88
648,,,,NaN,NaN,,,NaN,,,NaN,,
649,0,,,NaN,NaN,0,0,NaN,94,88,NaN,0,88
650,,,,NaN,NaN,,,NaN,,,NaN,,
651,0,,,NaN,NaN,0,0,NaN,94,88,NaN,0,88
652,,,,NaN,NaN,,,NaN,,,NaN,,
653,0,,,NaN,NaN,0,0,NaN,94,87,NaN,0,88
654,,,,NaN,NaN,,,NaN,,,NaN,,
655,0,,,NaN,NaN,0,0,NaN,94,86,NaN,0,87
656,,,,NaN,NaN,,,NaN,,,NaN,,
657,0,,,NaN,NaN,0,0,NaN,95,86,NaN,0,87
658,,,,NaN,NaN,,,NaN,,,NaN,,
659,0,,,NaN,NaN,0,0,NaN,95,86,NaN,0,87
660,,,,NaN,NaN,,,NaN,,,NaN,,
661,0,,,NaN,NaN,0,,NaN,94,86,NaN,0,86
662,,,,NaN,NaN,,,NaN,,,NaN,,
663,2,,,NaN,NaN,2,,NaN,94,87,NaN,2,87
664,,,,NaN,NaN,,,NaN,,,NaN,,
665,2,,,NaN,NaN,2,,NaN,94,87,NaN,2,87
666,,,,NaN,NaN,,,NaN,,,NaN,,
667,0,,,NaN,NaN,0,0,NaN,94,88,NaN,0,87
668,,,,NaN,NaN,,,NaN,,,NaN,,
669,0,,,NaN,NaN,0,0,NaN,94,88,NaN,0,87
670,,,,NaN,NaN,,,NaN,,,NaN,,
671,0,,,NaN,NaN,0,0,NaN,94,90,NaN,0,88
672,,,,NaN,NaN,,,NaN,,,NaN,,
673,0,,,NaN,NaN,0,0,NaN,94,85,NaN,0,89
674,,,,NaN,NaN,,,NaN,,,NaN,,
675,-11,,,NaN,NaN,-3,0,NaN,94,89,NaN,-4,89
676,,,,NaN,NaN,,,NaN,,,NaN,,
677,-11,,,NaN,NaN,-3,-3,NaN,94,88,NaN,-4,89
678,,,,NaN,NaN,,,NaN,,,NaN,,
679,-7,,,NaN,NaN,-7,-3,NaN,95,88,NaN,-7,88
680,,,,NaN,NaN,,,NaN,,,NaN,,
681,-7,,,NaN,NaN,-7,-9,NaN,95,92,NaN,-7,88
682,,,,NaN,NaN,,,NaN,,,NaN,,
683,-7,,,NaN,NaN,-7,-9,NaN,95,87,NaN,-7,87
684,,,,NaN,NaN,,,NaN,,,NaN,,
685,-7,,,NaN,NaN,-7,-10,NaN,95,87,NaN,-7,87
686,,,,NaN,NaN,,,NaN,,,NaN,,
687,-7,,,NaN,NaN,-7,-10,NaN,95,87,NaN,-7,87
688,,,,NaN,NaN,,,NaN,,,NaN,,
689,-7,,,NaN,NaN,-7,-10,NaN,95,87,NaN,-7,86
690,,,,NaN,NaN,,,NaN,,,NaN,,
691,-7,,,NaN,NaN,-7,-10,NaN,94,87,NaN,-7,86
692,,,,NaN,NaN,,,NaN,,,NaN,,
693,-7,,,NaN,NaN,-7,-10,NaN,94,88,NaN,-7,87
694,,,,NaN,NaN,,,NaN,,,NaN,,
695,-7,,,NaN,NaN,-7,-10,NaN,94,88,NaN,-7,87
696,,,,NaN,NaN,,,NaN,,,NaN,,
697,-7,,,NaN,NaN,-7,-10,NaN,94,88,NaN,-7,87
698,,,,NaN,NaN,,,NaN,,,NaN,,
699,-7,,,NaN,NaN,-7,-10,NaN,94,87,NaN,-7,88
700,,,,NaN,NaN,,,NaN,,,NaN,,
701,-7,,,NaN,NaN,-7,-10,NaN,94,87,NaN,-7,87
702,,,,NaN,NaN,,,NaN,,,NaN,,
703,-7,,,NaN,NaN,-7,-10,NaN,94,87,NaN,-7,87
704,,,,NaN,NaN,,,NaN,,,NaN,,
705,-7,,,NaN,NaN,-7,-10,NaN,94,86,NaN,-7,87
706,,,,NaN,NaN,,,NaN,,,NaN,,
707,-7,,,NaN,NaN,-7,-10,NaN,94,87,NaN,-7,87
708,,,,NaN,NaN,,,NaN,,,NaN,,
709,-7,,,NaN,NaN,-7,-10,NaN,94,87,NaN,-7,87
710,,,,NaN,NaN,,,NaN,,,NaN,,
711,-6,,,NaN,NaN,-6,-10,NaN,93,87,NaN,-6,87
712,,,,NaN,NaN,,,NaN,,,NaN,,
713,-6,,,NaN,NaN,-6,-10,NaN,94,87,NaN,-6,87
714,,,,NaN,NaN,,,NaN,,,NaN,,
715,-7,,,NaN,NaN,-7,-10,NaN,94,86,NaN,-7,87
716,,,,NaN,NaN,,,NaN,,,NaN,,
717,-7,,,NaN,NaN,-7,-10,NaN,94,87,NaN,-7,87
718,,,,NaN,NaN,,,NaN,,,NaN,,
719,-7,,,NaN,NaN,-7,-10,NaN,94,86,NaN,-7,87
720,,,,NaN,NaN,,,NaN,,,NaN,,
721,-7,,,NaN,NaN,-7,-10,NaN,95,86,NaN,-7,87
722,,,,NaN,NaN,,,NaN,,,NaN,,
723,-7,,,NaN,NaN,-7,-10,NaN,95,86,NaN,-7,87
724,,,,NaN,NaN,,,NaN,,,NaN,,
725,-7,,,NaN,NaN,-7,-10,NaN,94,87,NaN,-7,87
726,,,,NaN,NaN,,,NaN,,,NaN,,
727,-7,,,NaN,NaN,-7,-10,NaN,94,87,NaN,-7,86
728,,,,NaN,NaN,,,NaN,,,NaN,,
729,-7,,,NaN,NaN,-7,-10,NaN,94,87,NaN,-7,87
730,,,,NaN,NaN,,,NaN,,,NaN,,
731,-7,,,NaN,NaN,-7,-10,NaN,94,83,NaN,-7,87
732,,,,NaN,NaN,,,NaN,,,NaN,,
733,-7,,,NaN,NaN,-7,-10,NaN,94,88,NaN,-7,88
734,,,,NaN,NaN,,,NaN,,,NaN,,
735,-7,,,NaN,NaN,-7,-10,NaN,94,88,NaN,-7,88
736,,,,NaN,NaN,,,NaN,,,NaN,,
737,-7,,,NaN,NaN,-7,-10,NaN,94,88,NaN,-7,88
738,,,,NaN,NaN,,,NaN,,,NaN,,
739,-7,,,NaN,NaN,-7,-10,NaN,94,89,NaN,-7,89
740,,,,NaN,NaN,,,NaN,,,NaN,,
741,-7,,,NaN,NaN,-7,-11,NaN,94,89,NaN,-7,89
742,,,,NaN,NaN,,,NaN,,,NaN,,
743,-7,,,NaN,NaN,-7,-11,NaN,94,88,NaN,-7,89
744,,,,NaN,NaN,,,NaN,,,NaN,,
745,-7,,,NaN,NaN,-7,-11,NaN,94,88,NaN,-7,89
746,,,,NaN,NaN,,,NaN,,,NaN,,
747,-6,,,NaN,NaN,-6,-11,NaN,94,88,NaN,-6,88
748,,,,NaN,NaN,,,NaN,,,NaN,,
749,-6,,,NaN,NaN,-6,-11,NaN,94,88,NaN,-6,88
750,,,,NaN,NaN,,,NaN,,,NaN,,
751,-6,,,NaN,NaN,-6,-11,NaN,94,88,NaN,-6,88
752,,,,NaN,NaN,,,NaN,,,NaN,,
753,-6,,,NaN,NaN,-6,-11,NaN,94,88,NaN,-6,88
754,,,,NaN,NaN,,,NaN,,,NaN,,
755,-7,,,NaN,NaN,-7,-10,NaN,93,92,NaN,-7,88
756,,,,NaN,NaN,,,NaN,,,NaN,,
757,-7,,,NaN,NaN,-7,-10,NaN,94,87,NaN,-7,87
758,,,,NaN,NaN,,,NaN,,,NaN,,
759,-7,,,NaN,NaN,-7,-9,NaN,94,87,NaN,-7,87
760,,,,NaN,NaN,,,NaN,,,NaN,,
761,-7,,,NaN,NaN,-7,-9,NaN,94,87,NaN,-7,87
762,,,,NaN,NaN,,,NaN,,,NaN,,
763,-7,,,NaN,NaN,-7,-9,NaN,94,86,NaN,-7,86
764,,,,NaN,NaN,,,NaN,,,NaN,,
765,,,,NaN,NaN,,,NaN,,,NaN,,
766,-7,,,NaN,NaN,-7,-10,NaN,94,86,NaN,-7,87
767,,,,NaN,NaN,,,NaN,,,NaN,,
768,-7,,,NaN,NaN,-7,-10,NaN,94,82,NaN,-7,87
769,,,,NaN,NaN,,,NaN,,,NaN,,
770,-7,,,NaN,NaN,-7,-10,NaN,94,87,NaN,-7,86
771,,,,NaN,NaN,,,NaN,,,NaN,,
772,-7,,,NaN,NaN,-7,-10,NaN,94,87,NaN,-7,87
773,,,,NaN,NaN,,,NaN,,,NaN,,
774,-7,,,NaN,NaN,-7,-10,NaN,94,88,NaN,-7,87
775,,,,NaN,NaN,,,NaN,,,NaN,,
776,-7,,,NaN,NaN,-7,-10,NaN,94,88,NaN,-7,88
777,,,,NaN,NaN,,,NaN,,,NaN,,
778,-7,,,NaN,NaN,-7,-10,NaN,94,87,NaN,-7,88
779,,,,NaN,NaN,,,NaN,,,NaN,,
780,-7,,,NaN,NaN,-7,-10,NaN,94,87,NaN,-7,88
781,,,,NaN,NaN,,,NaN,,,NaN,,
782,-7,,,NaN,NaN,-7,-10,NaN,94,87,NaN,-7,87
783,,,,NaN,NaN,,,NaN,,,NaN,,
784,-7,,,NaN,NaN,-7,-10,NaN,94,86,NaN,-7,87
785,,,,NaN,NaN,,,NaN,,,NaN,,
786,-7,,,NaN,NaN,-7,-10,NaN,94,86,NaN,-7,87
787,,,,NaN,NaN,,,NaN,,,NaN,,
788,-6,,,NaN,NaN,-6,-10,NaN,94,86,NaN,-6,87
789,,,,NaN,NaN,,,NaN,,,NaN,,
790,-6,,,NaN,NaN,-6,-10,NaN,94,91,NaN,-6,87
791,,,,NaN,NaN,,,NaN,,,NaN,,
792,-7,,,NaN,NaN,-7,-10,NaN,94,87,NaN,-7,86
793,,,,NaN,NaN,,,NaN,,,NaN,,
794,-7,,,NaN,NaN,-7,-10,NaN,94,88,NaN,-7,87
795,,,,NaN,NaN,,,NaN,,,NaN,,
796,-7,,,NaN,NaN,-7,-10,NaN,94,88,NaN,-7,88
797,,,,NaN,NaN,,,NaN,,,NaN,,
798,-7,,,NaN,NaN,-7,-10,NaN,94,89,NaN,-7,89
799,,,,NaN,NaN,,,NaN,,,NaN,,
800,-7,,,NaN,NaN,-7,-10,NaN,94,89,NaN,-7,90
801,,,,NaN,NaN,,,NaN,,,NaN,,
802,-7,,,NaN,NaN,-7,-10,NaN,93,89,NaN,-7,89
803,,,,NaN,NaN,,,NaN,,,NaN,,
804,-7,,,NaN,NaN,-7,-10,NaN,93,89,NaN,-7,89
805,,,,NaN,NaN,,,NaN,,,NaN,,
806,-7,,,NaN,NaN,-7,-10,NaN,93,89,NaN,-7,89
807,,,,NaN,NaN,,,NaN,,,NaN,,
808,-7,,,NaN,NaN,-7,-10,NaN,93,89,NaN,-7,89
809,,,,NaN,NaN,,,NaN,,,NaN,,
810,-7,,,NaN,NaN,-7,-10,NaN,94,88,NaN,-7,89
811,,,,NaN,NaN,,,NaN,,,NaN,,
812,-7,,,NaN,NaN,-7,-10,NaN,94,87,NaN,-7,88
813,,,,NaN,NaN,,,NaN,,,NaN,,
814,-7,,,NaN,NaN,-7,-10,NaN,94,87,NaN,-7,88
815,,,,NaN,NaN,,,NaN,,,NaN,,
816,-7,,,NaN,NaN,-7,-10,NaN,94,87,NaN,-7,87
817,,,,NaN,NaN,,,NaN,,,NaN,,
818,-7,,,NaN,NaN,-7,-10,NaN,94,87,NaN,-7,87
819,,,,NaN,NaN,,,NaN,,,NaN,,
820,-7,,,NaN,NaN,-7,-10,NaN,94,91,NaN,-7,87
821,,,,NaN,NaN,,,NaN,,,NaN,,
822,-7,,,NaN,NaN,-7,-10,NaN,94,87,NaN,-7,86
823,,,,NaN,NaN,,,NaN,,,NaN,,
824,-6,,,NaN,NaN,-6,-10,NaN,94,88,NaN,-6,87
825,,,,NaN,NaN,,,NaN,,,NaN,,
826,-6,,,NaN,NaN,-6,-10,NaN,94,85,NaN,-6,89
827,,,,NaN,NaN,,,NaN,,,NaN,,
828,-7,,,NaN,NaN,-7,-10,NaN,94,90,NaN,-7,91
829,,,,NaN,NaN,,,NaN,,,NaN,,
830,-7,,,NaN,NaN,-7,-10,NaN,93,94,NaN,-7,90
831,,,,NaN,NaN,,,NaN,,,NaN,,
832,-7,,,NaN,NaN,-7,-10,NaN,93,90,NaN,-7,90
833,,,,NaN,NaN,,,NaN,,,NaN,,
834,-7,,,NaN,NaN,-7,-10,NaN,94,89,NaN,-7,90
835,,,,NaN,NaN,,,NaN,,,NaN,,
836,-7,,,NaN,NaN,-7,-10,NaN,94,90,NaN,-7,90
837,,,,NaN,NaN,,,NaN,,,NaN,,
838,-7,,,NaN,NaN,-7,-10,NaN,94,93,NaN,-7,90
839,,,,NaN,NaN,,,NaN,,,NaN,,
840,-7,,,NaN,NaN,-7,-10,NaN,93,90,NaN,-7,90
841,,,,NaN,NaN,,,NaN,,,NaN,,
842,-7,,,NaN,NaN,-7,-10,NaN,94,90,NaN,-7,91
843,,,,NaN,NaN,,,NaN,,,NaN,,
844,-7,,,NaN,NaN,-7,-10,NaN,94,91,NaN,-7,91
845,,,,NaN,NaN,,,NaN,,,NaN,,
846,-7,,,NaN,NaN,-7,-10,NaN,94,90,NaN,-7,92
847,,,,NaN,NaN,,,NaN,,,NaN,,
848,-7,,,NaN,NaN,-7,-9,NaN,94,89,NaN,-7,90
849,,,,NaN,NaN,,,NaN,,,NaN,,
850,-7,,,NaN,NaN,-7,-9,NaN,94,89,NaN,-7,89
851,,,,NaN,NaN,,,NaN,,,NaN,,
852,-7,,,NaN,NaN,-7,-9,NaN,94,84,NaN,-7,88
853,,,,NaN,NaN,,,NaN,,,NaN,,
854,-7,,,NaN,NaN,-7,-9,NaN,94,88,NaN,-7,88
855,,,,NaN,NaN,,,NaN,,,NaN,,
856,-7,,,NaN,NaN,-7,-9,NaN,94,88,NaN,-7,89
857,,,,NaN,NaN,,,NaN,,,NaN,,
858,-7,,,NaN,NaN,-7,-9,NaN,94,88,NaN,-7,88
859,,,,NaN,NaN,,,NaN,,,NaN,,
860,-5,,,NaN,NaN,-5,-9,NaN,94,88,NaN,-5,88
861,,,,NaN,NaN,,,NaN,,,NaN,,
862,-5,,,NaN,NaN,-5,-9,NaN,94,87,NaN,-5,88
863,,,,NaN,NaN,,,NaN,,,NaN,,
864,-6,,,NaN,NaN,-6,-9,NaN,94,87,NaN,-6,87
865,,,,NaN,NaN,,,NaN,,,NaN,,
866,-6,,,NaN,NaN,-6,-9,NaN,94,86,NaN,-6,87
867,,,,NaN,NaN,,,NaN,,,NaN,,
868,-6,,,NaN,NaN,-6,-9,NaN,94,85,NaN,-6,86
869,,,,NaN,NaN,,,NaN,,,NaN,,
870,-7,,,NaN,NaN,-7,-9,NaN,94,85,NaN,-7,85
871,,,,NaN,NaN,,,NaN,,,NaN,,
872,-7,,,NaN,NaN,-7,-9,NaN,94,84,NaN,-7,85
