time,SNUADC/ECG_II,Solar8000/HR,Solar8000/ART_SBP,Solar8000/CVP,Solar8000/PLETH_SPO2,Solar8000/ART_MBP,Solar8000/RR_CO2,Solar8000/ART_DBP,SNUADC/CVP,SNUADC/ART,Solar8000/ETCO2,Solar8000/PLETH_HR,SNUADC/ECG_V5
9015,NaN,89,84,4,100,56,14,42,NaN,NaN,37,90,NaN
9016,NaN,,,,,,,,NaN,NaN,,,NaN
9017,NaN,89,85,4,100,56,14,43,NaN,NaN,37,90,NaN
9018,NaN,,,,,,,,NaN,NaN,,,NaN
9019,NaN,89,85,4,100,56,14,42,NaN,NaN,37,90,NaN
9020,NaN,,,,,,,,NaN,NaN,,,NaN
9021,NaN,89,84,4,100,56,14,43,NaN,NaN,37,90,NaN
9022,NaN,,,,,,,,NaN,NaN,,,NaN
9023,NaN,89,87,4,100,56,14,43,NaN,NaN,37,90,NaN
9024,NaN,,,,,,,,NaN,NaN,,,NaN
9025,NaN,89,85,4,100,56,14,43,NaN,NaN,37,89,NaN
9026,NaN,,,,,,,,NaN,NaN,,,NaN
9027,NaN,88,88,4,100,57,14,43,NaN,NaN,37,89,NaN
9028,NaN,,,,,,,,NaN,NaN,,,NaN
9029,NaN,88,85,4,100,56,14,42,NaN,NaN,37,89,NaN
9030,NaN,,,,,,,,NaN,NaN,,,NaN
9031,NaN,85,89,4,100,57,14,43,NaN,NaN,37,88,NaN
9032,NaN,,,,,,,,NaN,NaN,,,NaN
9033,NaN,87,84,4,100,56,14,42,NaN,NaN,37,88,NaN
9034,NaN,,,,,,,,NaN,NaN,,,NaN
9035,NaN,87,88,4,100,57,14,44,NaN,NaN,37,88,NaN
9036,NaN,,,,,,,,NaN,NaN,,,NaN
9037,NaN,86,85,4,100,57,14,42,NaN,NaN,37,87,NaN
9038,NaN,,,,,,,,NaN,NaN,,,NaN
9039,NaN,86,88,4,100,58,14,45,NaN,NaN,37,87,NaN
9040,NaN,,,,,,,,NaN,NaN,,,NaN
9041,NaN,90,86,4,100,57,14,43,NaN,NaN,37,87,NaN
9042,NaN,,,,,,,,NaN,NaN,,,NaN
9043,NaN,86,88,4,100,58,14,45,NaN,NaN,37,87,NaN
9044,NaN,,,,,,,,NaN,NaN,,,NaN
9045,NaN,86,87,4,100,58,14,43,NaN,NaN,37,86,NaN
9046,NaN,,,,,,,,NaN,NaN,,,NaN
9047,NaN,82,88,4,100,58,14,45,NaN,NaN,37,86,NaN
9048,NaN,,,,,,,,NaN,NaN,,,NaN
9049,NaN,95,87,4,100,58,14,44,NaN,NaN,37,86,NaN
9050,NaN,,,,,,,,NaN,NaN,,,NaN
9051,NaN,98,86,4,100,58,14,44,NaN,NaN,38,86,NaN
9052,NaN,,,,,,,,NaN,NaN,,,NaN
9053,NaN,86,88,4,100,59,14,44,NaN,NaN,38,87,NaN
9054,NaN,,,,,,,,NaN,NaN,,,NaN
9055,NaN,85,86,4,100,58,14,44,NaN,NaN,38,87,NaN
9056,NaN,,,,,,,,NaN,NaN,,,NaN
9057,NaN,85,90,4,100,59,14,45,NaN,NaN,38,87,NaN
9058,NaN,,,,,,,,NaN,NaN,,,NaN
9059,NaN,101,86,4,100,58,14,43,NaN,NaN,38,87,NaN
9060,NaN,,,,,,,,NaN,NaN,,,NaN
9061,NaN,99,90,4,100,59,14,44,NaN,NaN,38,87,NaN
9062,NaN,,,,,,,,NaN,NaN,,,NaN
9063,NaN,87,85,4,100,57,14,42,NaN,NaN,38,87,NaN
9064,NaN,,,,,,,,NaN,NaN,,,NaN
9065,NaN,87,89,4,100,58,14,44,NaN,NaN,38,87,NaN
9066,NaN,,,,,,,,NaN,NaN,,,NaN
9067,NaN,87,85,5,100,57,14,42,NaN,NaN,38,87,NaN
9068,NaN,,,,,,,,NaN,NaN,,,NaN
9069,NaN,87,88,5,100,58,14,44,NaN,NaN,38,88,NaN
9070,NaN,,,,,,,,NaN,NaN,,,NaN
9071,NaN,87,85,5,100,57,14,42,NaN,NaN,38,88,NaN
9072,NaN,,,,,,,,NaN,NaN,,,NaN
9073,NaN,87,86,5,100,57,14,43,NaN,NaN,38,88,NaN
9074,NaN,,,,,,,,NaN,NaN,,,NaN
9075,NaN,93,87,5,100,57,14,43,NaN,NaN,38,88,NaN
9076,NaN,,,,,,,,NaN,NaN,,,NaN
9077,NaN,117,86,5,100,57,14,43,NaN,NaN,38,88,NaN
9078,NaN,,,,,,,,NaN,NaN,,,NaN
9079,NaN,117,87,5,100,57,14,42,NaN,NaN,38,88,NaN
9080,NaN,,,,,,,,NaN,NaN,,,NaN
9081,NaN,95,84,5,100,56,14,42,NaN,NaN,39,88,NaN
9082,NaN,,,,,,,,NaN,NaN,,,NaN
9083,NaN,88,87,5,100,57,14,42,NaN,NaN,39,88,NaN
9084,NaN,,,,,,,,NaN,NaN,,,NaN
9085,NaN,88,83,5,100,55,14,41,NaN,NaN,39,88,NaN
9086,NaN,,,,,,,,NaN,NaN,,,NaN
9087,NaN,88,86,5,100,56,14,42,NaN,NaN,39,88,NaN
9088,NaN,,,,,,,,NaN,NaN,,,NaN
9089,NaN,88,83,5,100,54,14,41,NaN,NaN,38,88,NaN
9090,NaN,,,,,,,,NaN,NaN,,,NaN
9091,NaN,88,87,5,100,56,14,42,NaN,NaN,38,89,NaN
9092,NaN,,,,,,,,NaN,NaN,,,NaN
9093,NaN,88,82,5,100,54,14,40,NaN,NaN,38,88,NaN
9094,NaN,,,,,,,,NaN,NaN,,,NaN
9095,NaN,88,86,4,100,55,14,42,NaN,NaN,38,89,NaN
9096,NaN,,,,,,,,NaN,NaN,,,NaN
9097,NaN,88,82,4,100,54,14,41,NaN,NaN,38,89,NaN
9098,NaN,,,,,,,,NaN,NaN,,,NaN
9099,NaN,88,87,4,100,57,14,44,NaN,NaN,38,89,NaN
9100,NaN,,,,,,,,NaN,NaN,,,NaN
9101,NaN,88,86,4,100,57,14,44,NaN,NaN,38,89,NaN
9102,NaN,,,,,,,,NaN,NaN,,,NaN
9103,NaN,88,89,4,100,59,14,47,NaN,NaN,38,89,NaN
9104,NaN,,,,,,,,NaN,NaN,,,NaN
9105,NaN,88,89,4,100,60,14,46,NaN,NaN,38,89,NaN
9106,NaN,,,,,,,,NaN,NaN,,,NaN
9107,NaN,89,91,4,100,61,14,48,NaN,NaN,38,89,NaN
9108,NaN,,,,,,,,NaN,NaN,,,NaN
9109,NaN,88,90,4,100,61,14,46,NaN,NaN,38,89,NaN
9110,NaN,,,,,,,,NaN,NaN,,,NaN
9111,NaN,88,90,4,100,61,14,47,NaN,NaN,38,89,NaN
9112,NaN,,,,,,,,NaN,NaN,,,NaN
9113,NaN,88,93,4,100,62,14,46,NaN,NaN,38,89,NaN
9114,NaN,,,,,,,,NaN,NaN,,,NaN
9115,NaN,89,88,4,100,59,14,45,NaN,NaN,38,89,NaN
9116,NaN,,,,,,,,NaN,NaN,,,NaN
9117,NaN,89,90,4,100,60,14,45,NaN,NaN,38,89,NaN
9118,NaN,,,,,,,,NaN,NaN,,,NaN
9119,NaN,89,87,4,100,58,14,44,NaN,NaN,38,89,NaN
9120,NaN,,,,,,,,NaN,NaN,,,NaN
9121,NaN,89,91,4,100,60,14,46,NaN,NaN,38,89,NaN
9122,NaN,,,,,,,,NaN,NaN,,,NaN
9123,NaN,89,88,4,100,59,14,44,NaN,NaN,38,89,NaN
9124,NaN,,,,,,,,NaN,NaN,,,NaN
9125,NaN,89,91,4,100,60,14,46,NaN,NaN,38,89,NaN
9126,NaN,,,,,,,,NaN,NaN,,,NaN
9127,NaN,89,88,4,100,59,14,43,NaN,NaN,38,89,NaN
9128,NaN,,,,,,,,NaN,NaN,,,NaN
9129,NaN,89,91,4,100,60,14,46,NaN,NaN,38,89,NaN
9130,NaN,,,,,,,,NaN,NaN,,,NaN
9131,NaN,89,90,4,100,60,14,45,NaN,NaN,38,89,NaN
9132,NaN,,,,,,,,NaN,NaN,,,NaN
9133,NaN,89,90,4,100,60,14,45,NaN,NaN,38,89,NaN
9134,NaN,,,,,,,,NaN,NaN,,,NaN
9135,NaN,88,90,4,100,59,14,44,NaN,NaN,38,89,NaN
9136,NaN,,,,,,,,NaN,NaN,,,NaN
9137,NaN,88,90,4,100,59,14,45,NaN,NaN,38,89,NaN
9138,NaN,,,,,,,,NaN,NaN,,,NaN
9139,NaN,88,91,4,100,59,14,44,NaN,NaN,38,89,NaN
9140,NaN,,,,,,,,NaN,NaN,,,NaN
9141,NaN,88,89,4,100,58,14,44,NaN,NaN,38,89,NaN
9142,NaN,,,,,,,,NaN,NaN,,,NaN
9143,NaN,88,91,4,100,59,14,44,NaN,NaN,38,89,NaN
9144,NaN,,,,,,,,NaN,NaN,,,NaN
9145,NaN,88,88,4,100,58,14,44,NaN,NaN,38,89,NaN
9146,NaN,,,,,,,,NaN,NaN,,,NaN
9147,NaN,89,93,4,100,60,14,44,NaN,NaN,38,89,NaN
9148,NaN,,,,,,,,NaN,NaN,,,NaN
9149,NaN,89,88,4,100,58,14,43,NaN,NaN,38,89,NaN
9150,NaN,,,,,,,,NaN,NaN,,,NaN
9151,NaN,89,93,4,100,60,14,45,NaN,NaN,38,89,NaN
9152,NaN,,,,,,,,NaN,NaN,,,NaN
9153,NaN,89,89,4,100,58,14,43,NaN,NaN,38,89,NaN
9154,NaN,,,,,,,,NaN,NaN,,,NaN
9155,NaN,89,93,4,100,60,14,45,NaN,NaN,,90,NaN
9156,NaN,,,,,,,,NaN,NaN,,,NaN
9157,NaN,89,89,4,100,58,14,43,NaN,NaN,,89,NaN
9158,NaN,,,,,,,,NaN,NaN,,,NaN
9159,NaN,89,93,4,100,60,14,46,NaN,NaN,,90,NaN
9160,NaN,,,,,,,,NaN,NaN,,,NaN
9161,NaN,89,89,4,100,59,14,44,NaN,NaN,,89,NaN
9162,NaN,,,,,,,,NaN,NaN,,,NaN
9163,NaN,89,91,4,100,59,14,46,NaN,NaN,37,89,NaN
9164,NaN,,,,,,,,NaN,NaN,,,NaN
9165,NaN,89,90,4,100,59,14,44,NaN,NaN,37,89,NaN
9166,NaN,,,,,,,,NaN,NaN,,,NaN
9167,NaN,89,91,4,100,59,14,45,NaN,NaN,37,89,NaN
9168,NaN,,,,,,,,NaN,NaN,,,NaN
9169,NaN,88,90,4,100,59,15,43,NaN,NaN,37,89,NaN
9170,NaN,,,,,,,,NaN,NaN,,,NaN
9171,NaN,88,90,4,100,59,15,45,NaN,NaN,37,88,NaN
9172,NaN,,,,,,,,NaN,NaN,,,NaN
9173,NaN,100,94,4,100,60,15,45,NaN,NaN,37,88,NaN
9174,NaN,,,,,,,,NaN,NaN,,,NaN
9175,NaN,99,90,4,100,59,15,43,NaN,NaN,37,87,NaN
9176,NaN,,,,,,,,NaN,NaN,,,NaN
9177,NaN,99,96,4,100,61,15,45,NaN,NaN,37,88,NaN
9178,NaN,,,,,,,,NaN,NaN,,,NaN
9179,NaN,87,91,4,100,59,15,44,NaN,NaN,37,87,NaN
9180,NaN,,,,,,,,NaN,NaN,,,NaN
9181,NaN,87,96,4,100,61,15,46,NaN,NaN,37,87,NaN
9182,NaN,,,,,,,,NaN,NaN,,,NaN
9183,NaN,86,92,4,100,60,15,44,NaN,NaN,37,87,NaN
9184,NaN,,,,,,,,NaN,NaN,,,NaN
9185,NaN,86,97,4,100,62,15,47,NaN,NaN,37,87,NaN
9186,NaN,,,,,,,,NaN,NaN,,,NaN
9187,NaN,86,94,4,100,61,15,46,NaN,NaN,37,87,NaN
9188,NaN,,,,,,,,NaN,NaN,,,NaN
9189,NaN,87,99,4,100,64,15,48,NaN,NaN,37,87,NaN
9190,NaN,,,,,,,,NaN,NaN,,,NaN
9191,NaN,87,95,4,100,63,15,47,NaN,NaN,37,87,NaN
9192,NaN,,,,,,,,NaN,NaN,,,NaN
9193,NaN,87,98,4,100,64,14,49,NaN,NaN,37,88,NaN
9194,NaN,,,,,,,,NaN,NaN,,,NaN
9195,NaN,87,96,4,100,63,14,47,NaN,NaN,37,88,NaN
9196,NaN,,,,,,,,NaN,NaN,,,NaN
9197,NaN,87,97,4,100,64,14,49,NaN,NaN,37,88,NaN
9198,NaN,,,,,,,,NaN,NaN,,,NaN
9199,NaN,87,101,4,100,66,14,49,NaN,NaN,37,88,NaN
9200,NaN,,,,,,,,NaN,NaN,,,NaN
9201,NaN,87,98,4,100,65,14,50,NaN,NaN,37,88,NaN
9202,NaN,,,,,,,,NaN,NaN,,,NaN
9203,NaN,88,102,4,100,67,14,50,NaN,NaN,37,88,NaN
9204,NaN,,,,,,,,NaN,NaN,,,NaN
9205,NaN,88,98,4,100,66,14,49,NaN,NaN,37,88,NaN
9206,NaN,,,,,,,,NaN,NaN,,,NaN
9207,NaN,88,103,4,100,67,14,51,NaN,NaN,37,88,NaN
9208,NaN,,,,,,,,NaN,NaN,,,NaN
9209,NaN,88,98,4,100,66,14,49,NaN,NaN,37,88,NaN
9210,NaN,,,,,,,,NaN,NaN,,,NaN
9211,NaN,117,103,4,100,67,14,51,NaN,NaN,37,88,NaN
9212,NaN,,,,,,,,NaN,NaN,,,NaN
9213,NaN,141,98,4,100,65,14,49,NaN,NaN,37,88,NaN
9214,NaN,,,,,,,,NaN,NaN,,,NaN
9215,NaN,141,101,4,100,67,14,51,NaN,NaN,37,88,NaN
9216,NaN,,,,,,,,NaN,NaN,,,NaN
9217,NaN,112,98,4,100,66,14,49,NaN,NaN,37,88,NaN
9218,NaN,,,,,,,,NaN,NaN,,,NaN
9219,NaN,95,102,4,100,67,14,51,NaN,NaN,37,88,NaN
9220,NaN,,,,,,,,NaN,NaN,,,NaN
9221,NaN,88,98,4,100,66,14,49,NaN,NaN,37,88,NaN
9222,NaN,,,,,,,,NaN,NaN,,,NaN
9223,NaN,88,101,4,100,67,14,51,NaN,NaN,37,89,NaN
9224,NaN,,,,,,,,NaN,NaN,,,NaN
9225,NaN,88,98,4,100,66,14,49,NaN,NaN,37,89,NaN
9226,NaN,,,,,,,,NaN,NaN,,,NaN
9227,NaN,88,100,4,100,67,14,51,NaN,NaN,37,89,NaN
9228,NaN,,,,,,,,NaN,NaN,,,NaN
9229,NaN,89,99,4,100,67,14,50,NaN,NaN,37,89,NaN
9230,NaN,,,,,,,,NaN,NaN,,,NaN
9231,NaN,88,100,4,100,67,14,51,NaN,NaN,37,89,NaN
9232,NaN,,,,,,,,NaN,NaN,,,NaN
9233,NaN,88,103,4,100,67,14,50,NaN,NaN,37,89,NaN
9234,NaN,,,,,,,,NaN,NaN,,,NaN
9235,NaN,88,97,4,100,65,14,49,NaN,NaN,38,89,NaN
9236,NaN,,,,,,,,NaN,NaN,,,NaN
9237,NaN,88,102,4,100,67,14,51,NaN,NaN,38,89,NaN
9238,NaN,,,,,,,,NaN,NaN,,,NaN
9239,NaN,88,97,4,100,66,14,49,NaN,NaN,38,89,NaN
9240,NaN,,,,,,,,NaN,NaN,,,NaN
9241,NaN,88,101,4,100,67,14,50,NaN,NaN,38,89,NaN
9242,NaN,,,,,,,,NaN,NaN,,,NaN
9243,NaN,88,98,4,100,66,14,49,NaN,NaN,37,89,NaN
9244,NaN,,,,,,,,NaN,NaN,,,NaN
9245,NaN,89,103,4,100,68,14,50,NaN,NaN,37,89,NaN
9246,NaN,,,,,,,,NaN,NaN,,,NaN
9247,NaN,89,98,4,100,66,14,49,NaN,NaN,37,89,NaN
9248,NaN,,,,,,,,NaN,NaN,,,NaN
9249,NaN,89,102,5,100,67,14,51,NaN,NaN,38,89,NaN
9250,NaN,,,,,,,,NaN,NaN,,,NaN
9251,NaN,88,100,5,100,67,14,50,NaN,NaN,38,89,NaN
9252,NaN,,,,,,,,NaN,NaN,,,NaN
9253,NaN,89,102,4,100,67,14,50,NaN,NaN,38,89,NaN
9254,NaN,,,,,,,,NaN,NaN,,,NaN
9255,NaN,88,101,4,100,68,14,50,NaN,NaN,38,89,NaN
9256,NaN,,,,,,,,NaN,NaN,,,NaN
9257,NaN,89,101,4,100,68,14,52,NaN,NaN,37,89,NaN
9258,NaN,,,,,,,,NaN,NaN,,,NaN
9259,NaN,89,102,5,100,68,14,51,NaN,NaN,37,89,NaN
9260,NaN,,,,,,,,NaN,NaN,,,NaN
9261,NaN,89,101,5,100,68,14,52,NaN,NaN,37,89,NaN
9262,NaN,,,,,,,,NaN,NaN,,,NaN
9263,NaN,89,103,5,100,69,14,52,NaN,NaN,38,89,NaN
9264,NaN,,,,,,,,NaN,NaN,,,NaN
9265,NaN,89,101,5,100,68,14,51,NaN,NaN,38,89,NaN
9266,NaN,,,,,,,,NaN,NaN,,,NaN
9267,NaN,89,104,4,100,70,14,52,NaN,NaN,38,90,NaN
9268,NaN,,,,,,,,NaN,NaN,,,NaN
9269,NaN,89,99,4,100,67,14,50,NaN,NaN,38,89,NaN
9270,NaN,,,,,,,,NaN,NaN,,,NaN
9271,NaN,89,103,4,100,69,14,51,NaN,NaN,37,89,NaN
9272,NaN,,,,,,,,NaN,NaN,,,NaN
9273,NaN,89,99,4,100,67,14,49,NaN,NaN,37,89,NaN
9274,NaN,,,,,,,,NaN,NaN,,,NaN
9275,NaN,89,104,4,100,69,14,51,NaN,NaN,37,89,NaN
9276,NaN,,,,,,,,NaN,NaN,,,NaN
9277,NaN,89,99,4,100,67,14,50,NaN,NaN,38,89,NaN
9278,NaN,,,,,,,,NaN,NaN,,,NaN
9279,NaN,89,103,4,100,69,14,52,NaN,NaN,38,89,NaN
9280,NaN,,,,,,,,NaN,NaN,,,NaN
9281,NaN,89,100,4,100,68,14,50,NaN,NaN,38,89,NaN
9282,NaN,,,,,,,,NaN,NaN,,,NaN
9283,NaN,89,103,4,100,69,14,53,NaN,NaN,38,89,NaN
9284,NaN,,,,,,,,NaN,NaN,,,NaN
9285,NaN,89,101,4,100,68,14,51,NaN,NaN,36,89,NaN
9286,NaN,,,,,,,,NaN,NaN,,,NaN
9287,NaN,89,102,4,100,69,14,53,NaN,NaN,36,89,NaN
9288,NaN,,,,,,,,NaN,NaN,,,NaN
9289,NaN,89,101,4,100,69,14,51,NaN,NaN,36,89,NaN
9290,NaN,,,,,,,,NaN,NaN,,,NaN
9291,NaN,89,102,4,100,69,14,52,NaN,NaN,37,89,NaN
9292,NaN,,,,,,,,NaN,NaN,,,NaN
9293,NaN,89,103,4,100,69,14,52,NaN,NaN,37,89,NaN
9294,NaN,,,,,,,,NaN,NaN,,,NaN
9295,NaN,89,101,4,100,69,14,52,NaN,NaN,37,89,NaN
9296,NaN,,,,,,,,NaN,NaN,,,NaN
9297,NaN,89,105,4,100,70,14,53,NaN,NaN,37,89,NaN
9298,NaN,,,,,,,,NaN,NaN,,,NaN
9299,NaN,89,102,4,100,69,14,51,NaN,NaN,37,89,NaN
9300,NaN,,,,,,,,NaN,NaN,,,NaN
9301,NaN,89,105,4,100,70,14,53,NaN,NaN,37,89,NaN
9302,NaN,,,,,,,,NaN,NaN,,,NaN
9303,NaN,89,102,4,100,69,14,52,NaN,NaN,37,89,NaN
9304,NaN,,,,,,,,NaN,NaN,,,NaN
9305,NaN,89,105,4,100,70,14,54,NaN,NaN,37,90,NaN
9306,NaN,,,,,,,,NaN,NaN,,,NaN
9307,NaN,89,102,4,100,69,14,52,NaN,NaN,37,90,NaN
9308,NaN,,,,,,,,NaN,NaN,,,NaN
9309,NaN,89,104,5,100,70,14,54,NaN,NaN,37,90,NaN
9310,NaN,,,,,,,,NaN,NaN,,,NaN
9311,NaN,89,103,5,100,70,14,52,NaN,NaN,37,90,NaN
9312,NaN,,,,,,,,NaN,NaN,,,NaN
9313,NaN,89,103,4,100,70,14,53,NaN,NaN,37,90,NaN
9314,NaN,,,,,,,,NaN,NaN,,,NaN
9315,NaN,89,104,4,100,70,14,52,NaN,NaN,37,90,NaN
9316,NaN,,,,,,,,NaN,NaN,,,NaN
9317,NaN,89,104,4,100,70,14,53,NaN,NaN,37,90,NaN
9318,NaN,,,,,,,,NaN,NaN,,,NaN
9319,NaN,89,105,4,100,70,14,52,NaN,NaN,37,90,NaN
9320,NaN,,,,,,,,NaN,NaN,,,NaN
9321,NaN,89,101,4,100,69,14,52,NaN,NaN,37,90,NaN
9322,NaN,,,,,,,,NaN,NaN,,,NaN
9323,NaN,89,105,5,100,70,14,53,NaN,NaN,37,90,NaN
9324,NaN,,,,,,,,NaN,NaN,,,NaN
9325,NaN,89,100,5,100,68,14,51,NaN,NaN,37,90,NaN
9326,NaN,,,,,,,,NaN,NaN,,,NaN
9327,NaN,89,105,5,100,70,14,53,NaN,NaN,37,90,NaN
9328,NaN,,,,,,,,NaN,NaN,,,NaN
9329,NaN,89,100,5,100,68,14,51,NaN,NaN,37,90,NaN
9330,NaN,,,,,,,,NaN,NaN,,,NaN
9331,NaN,89,105,4,100,70,14,53,NaN,NaN,37,90,NaN
9332,NaN,,,,,,,,NaN,NaN,,,NaN
9333,NaN,89,101,4,100,69,14,51,NaN,NaN,37,90,NaN
9334,NaN,,,,,,,,NaN,NaN,,,NaN
9335,NaN,90,104,4,100,70,14,54,NaN,NaN,37,90,NaN
9336,NaN,,,,,,,,NaN,NaN,,,NaN
9337,NaN,89,102,4,100,69,14,52,NaN,NaN,37,90,NaN
9338,NaN,,,,,,,,NaN,NaN,,,NaN
9339,NaN,90,106,4,100,71,14,53,NaN,NaN,37,90,NaN
9340,NaN,,,,,,,,NaN,NaN,,,NaN
9341,NaN,89,102,4,100,69,14,52,NaN,NaN,37,90,NaN
9342,NaN,,,,,,,,NaN,NaN,,,NaN
9343,NaN,90,103,5,100,69,14,53,NaN,NaN,37,90,NaN
9344,NaN,,,,,,,,NaN,NaN,,,NaN
9345,NaN,89,103,5,100,70,14,52,NaN,NaN,37,90,NaN
9346,NaN,,,,,,,,NaN,NaN,,,NaN
9347,NaN,90,102,4,100,69,14,53,NaN,NaN,37,90,NaN
9348,NaN,,,,,,,,NaN,NaN,,,NaN
9349,NaN,90,104,4,100,70,14,53,NaN,NaN,37,90,NaN
9350,NaN,,,,,,,,NaN,NaN,,,NaN
9351,NaN,90,102,4,100,69,14,52,NaN,NaN,37,90,NaN
9352,NaN,,,,,,,,NaN,NaN,,,NaN
9353,NaN,90,106,4,100,71,14,53,NaN,NaN,37,90,NaN
9354,NaN,,,,,,,,NaN,NaN,,,NaN
9355,NaN,90,101,4,100,69,14,52,NaN,NaN,37,90,NaN
9356,NaN,,,,,,,,NaN,NaN,,,NaN
9357,NaN,90,105,4,100,70,14,53,NaN,NaN,37,90,NaN
9358,NaN,,,,,,,,NaN,NaN,,,NaN
9359,NaN,90,100,4,100,68,14,51,NaN,NaN,37,90,NaN
9360,NaN,,,,,,,,NaN,NaN,,,NaN
9361,NaN,90,105,4,100,70,14,53,NaN,NaN,38,90,NaN
9362,NaN,,,,,,,,NaN,NaN,,,NaN
9363,NaN,90,101,4,100,68,14,51,NaN,NaN,38,90,NaN
9364,NaN,,,,,,,,NaN,NaN,,,NaN
9365,NaN,90,104,4,100,70,14,54,NaN,NaN,38,91,NaN
9366,NaN,,,,,,,,NaN,NaN,,,NaN
9367,NaN,90,101,4,100,69,14,51,NaN,NaN,38,90,NaN
9368,NaN,,,,,,,,NaN,NaN,,,NaN
9369,NaN,90,103,4,100,70,14,53,NaN,NaN,37,91,NaN
9370,NaN,,,,,,,,NaN,NaN,,,NaN
9371,NaN,90,101,4,100,69,14,51,NaN,NaN,37,90,NaN
9372,NaN,,,,,,,,NaN,NaN,,,NaN
9373,NaN,90,104,4,100,70,14,53,NaN,NaN,37,91,NaN
9374,NaN,,,,,,,,NaN,NaN,,,NaN
9375,NaN,90,101,4,100,69,14,51,NaN,NaN,37,91,NaN
9376,NaN,,,,,,,,NaN,NaN,,,NaN
9377,NaN,90,103,4,100,69,14,53,NaN,NaN,37,91,NaN
9378,NaN,,,,,,,,NaN,NaN,,,NaN
9379,NaN,90,102,4,100,69,14,51,NaN,NaN,37,91,NaN
9380,NaN,,,,,,,,NaN,NaN,,,NaN
9381,NaN,90,101,5,100,69,14,52,NaN,NaN,37,91,NaN
9382,NaN,,,,,,,,NaN,NaN,,,NaN
9383,NaN,90,103,5,100,69,14,50,NaN,NaN,37,91,NaN
9384,NaN,,,,,,,,NaN,NaN,,,NaN
9385,NaN,90,100,5,100,68,14,51,NaN,NaN,37,91,NaN
9386,NaN,,,,,,,,NaN,NaN,,,NaN
9387,NaN,90,104,4,100,70,14,52,NaN,NaN,37,91,NaN
9388,NaN,,,,,,,,NaN,NaN,,,NaN
9389,NaN,90,100,4,100,68,14,51,NaN,NaN,38,91,NaN
9390,NaN,,,,,,,,NaN,NaN,,,NaN
9391,NaN,90,105,5,100,70,14,52,NaN,NaN,38,91,NaN
9392,NaN,,,,,,,,NaN,NaN,,,NaN
9393,NaN,90,100,5,100,68,14,50,NaN,NaN,38,91,NaN
9394,NaN,,,,,,,,NaN,NaN,,,NaN
9395,NaN,90,105,4,100,70,14,52,NaN,NaN,38,91,NaN
9396,NaN,,,,,,,,NaN,NaN,,,NaN
9397,NaN,90,100,4,100,68,14,50,NaN,NaN,37,91,NaN
9398,NaN,,,,,,,,NaN,NaN,,,NaN
9399,NaN,90,104,4,100,69,14,53,NaN,NaN,37,91,NaN
9400,NaN,,,,,,,,NaN,NaN,,,NaN
9401,NaN,90,100,4,100,68,14,50,NaN,NaN,37,91,NaN
9402,NaN,,,,,,,,NaN,NaN,,,NaN
9403,NaN,90,102,4,100,68,14,52,NaN,NaN,37,91,NaN
9404,NaN,,,,,,,,NaN,NaN,,,NaN
9405,NaN,90,100,4,100,68,14,50,NaN,NaN,37,91,NaN
9406,NaN,,,,,,,,NaN,NaN,,,NaN
9407,NaN,90,101,4,100,68,14,52,NaN,NaN,37,91,NaN
9408,NaN,,,,,,,,NaN,NaN,,,NaN
9409,NaN,90,101,4,100,68,14,51,NaN,NaN,37,91,NaN
9410,NaN,,,,,,,,NaN,NaN,,,NaN
9411,NaN,90,100,4,100,67,14,51,NaN,NaN,37,91,NaN
9412,NaN,,,,,,,,NaN,NaN,,,NaN
9413,NaN,90,102,4,100,68,14,51,NaN,NaN,37,91,NaN
9414,NaN,,,,,,,,NaN,NaN,,,NaN
9415,NaN,90,98,4,100,66,14,50,NaN,NaN,37,91,NaN
9416,NaN,,,,,,,,NaN,NaN,,,NaN
9417,NaN,90,102,4,100,68,14,51,NaN,NaN,38,91,NaN
9418,NaN,,,,,,,,NaN,NaN,,,NaN
9419,NaN,90,98,4,100,66,14,50,NaN,NaN,38,91,NaN
9420,NaN,,,,,,,,NaN,NaN,,,NaN
9421,NaN,90,103,4,100,68,14,52,NaN,NaN,38,91,NaN
9422,NaN,,,,,,,,NaN,NaN,,,NaN
9423,NaN,90,99,4,100,67,14,50,NaN,NaN,38,91,NaN
9424,NaN,,,,,,,,NaN,NaN,,,NaN
9425,NaN,90,103,4,100,68,14,52,NaN,NaN,37,91,NaN
9426,NaN,,,,,,,,NaN,NaN,,,NaN
9427,NaN,90,98,4,100,67,14,50,NaN,NaN,37,91,NaN
9428,NaN,,,,,,,,NaN,NaN,,,NaN
9429,NaN,90,101,4,100,68,14,52,NaN,NaN,37,91,NaN
9430,NaN,,,,,,,,NaN,NaN,,,NaN
9431,NaN,90,98,4,100,66,14,49,NaN,NaN,37,91,NaN
9432,NaN,,,,,,,,NaN,NaN,,,NaN
9433,NaN,90,100,4,100,67,14,51,NaN,NaN,37,91,NaN
9434,NaN,,,,,,,,NaN,NaN,,,NaN
9435,NaN,90,99,4,100,66,14,49,NaN,NaN,37,91,NaN
9436,NaN,,,,,,,,NaN,NaN,,,NaN
9437,NaN,90,98,4,100,66,14,50,NaN,NaN,37,91,NaN
9438,NaN,,,,,,,,NaN,NaN,,,NaN
9439,NaN,90,100,4,100,67,14,50,NaN,NaN,37,91,NaN
9440,NaN,,,,,,,,NaN,NaN,,,NaN
