time,Solar8000/PLETH_SPO2,Solar8000/PLETH_HR,Solar8000/ART_DBP,Solar8000/RR_CO2,Solar8000/HR,SNUADC/ART,SNUADC/CVP,Solar8000/ART_MBP,Solar8000/CVP,SNUADC/ECG_V5,Solar8000/ETCO2,SNUADC/ECG_II,Solar8000/ART_SBP
434,100,58,55,13,58,NaN,NaN,72,-7,NaN,37,NaN,106
435,,,,,,NaN,NaN,,,NaN,,NaN,
436,100,58,56,13,58,NaN,NaN,72,-7,NaN,37,NaN,105
437,,,,,,NaN,NaN,,,NaN,,NaN,
438,100,58,56,14,58,NaN,NaN,72,-7,NaN,37,NaN,106
439,,,,,,NaN,NaN,,,NaN,,NaN,
440,100,58,57,14,58,NaN,NaN,73,-7,NaN,37,NaN,106
441,,,,,,NaN,NaN,,,NaN,,NaN,
442,100,58,57,14,58,NaN,NaN,73,-7,NaN,37,NaN,107
443,,,,,,NaN,NaN,,,NaN,,NaN,
444,100,58,58,14,58,NaN,NaN,74,-7,NaN,37,NaN,107
445,,,,,,NaN,NaN,,,NaN,,NaN,
446,100,58,58,14,58,NaN,NaN,74,-7,NaN,37,NaN,108
447,,,,,,NaN,NaN,,,NaN,,NaN,
448,100,58,59,14,57,NaN,NaN,75,-7,NaN,37,NaN,109
449,,,,,,NaN,NaN,,,NaN,,NaN,
450,100,58,60,14,57,NaN,NaN,76,-7,NaN,37,NaN,109
451,,,,,,NaN,NaN,,,NaN,,NaN,
452,100,58,61,14,58,NaN,NaN,77,-7,NaN,37,NaN,111
453,,,,,,NaN,NaN,,,NaN,,NaN,
454,100,58,56,14,58,NaN,NaN,79,-7,NaN,37,NaN,94
455,,,,,,NaN,NaN,,,NaN,,NaN,
456,100,58,61,14,58,NaN,NaN,79,-7,NaN,37,NaN,125
457,,,,,,NaN,NaN,,,NaN,,NaN,
458,100,58,59,14,58,NaN,NaN,81,-7,NaN,37,NaN,127
459,,,,,,NaN,NaN,,,NaN,,NaN,
460,100,59,61,14,58,NaN,NaN,81,-7,NaN,37,NaN,117
461,,,,,,NaN,NaN,,,NaN,,NaN,
462,100,59,62,14,58,NaN,NaN,80,-7,NaN,37,NaN,115
463,,,,,,NaN,NaN,,,NaN,,NaN,
464,100,59,62,14,59,NaN,NaN,80,-7,NaN,37,NaN,115
465,,,,,,NaN,NaN,,,NaN,,NaN,
466,100,59,62,14,59,NaN,NaN,80,-7,NaN,37,NaN,115
467,,,,,,NaN,NaN,,,NaN,,NaN,
468,100,60,63,14,59,NaN,NaN,80,-7,NaN,37,NaN,117
469,,,,,,NaN,NaN,,,NaN,,NaN,
470,100,60,63,14,59,NaN,NaN,81,-7,NaN,37,NaN,117
471,,,,,,NaN,NaN,,,NaN,,NaN,
472,100,60,63,14,60,NaN,NaN,81,-7,NaN,37,NaN,118
473,,,,,,NaN,NaN,,,NaN,,NaN,
474,100,60,63,14,60,NaN,NaN,81,-7,NaN,37,NaN,118
475,,,,,,NaN,NaN,,,NaN,,NaN,
476,100,60,63,14,60,NaN,NaN,81,-7,NaN,37,NaN,118
477,,,,,,NaN,NaN,,,NaN,,NaN,
478,100,60,63,14,60,NaN,NaN,81,-7,NaN,37,NaN,119
479,,,,,,NaN,NaN,,,NaN,,NaN,
480,100,61,63,14,60,NaN,NaN,81,-7,NaN,37,NaN,119
481,,,,,,NaN,NaN,,,NaN,,NaN,
482,100,61,63,14,60,NaN,NaN,82,-7,NaN,37,NaN,120
483,,,,,,NaN,NaN,,,NaN,,NaN,
484,100,61,63,14,60,NaN,NaN,82,-7,NaN,37,NaN,120
485,,,,,,NaN,NaN,,,NaN,,NaN,
486,100,61,62,14,61,NaN,NaN,82,-7,NaN,37,NaN,121
487,,,,,,NaN,NaN,,,NaN,,NaN,
488,100,61,62,14,61,NaN,NaN,81,-7,NaN,37,NaN,120
489,,,,,,NaN,NaN,,,NaN,,NaN,
490,100,61,62,14,61,NaN,NaN,81,-7,NaN,37,NaN,121
491,,,,,,NaN,NaN,,,NaN,,NaN,
492,100,61,62,14,61,NaN,NaN,81,-7,NaN,37,NaN,120
493,,,,,,NaN,NaN,,,NaN,,NaN,
494,100,61,63,14,61,NaN,NaN,81,-7,NaN,37,NaN,121
495,,,,,,NaN,NaN,,,NaN,,NaN,
496,100,61,63,14,61,NaN,NaN,81,-7,NaN,37,NaN,120
497,,,,,,NaN,NaN,,,NaN,,NaN,
498,100,61,63,14,61,NaN,NaN,82,-7,NaN,38,NaN,120
499,,,,,,NaN,NaN,,,NaN,,NaN,
500,100,61,63,14,61,NaN,NaN,82,-7,NaN,38,NaN,120
501,,,,,,NaN,NaN,,,NaN,,NaN,
502,100,62,64,14,61,NaN,NaN,82,-7,NaN,38,NaN,121
503,,,,,,NaN,NaN,,,NaN,,NaN,
504,100,62,64,14,61,NaN,NaN,83,-7,NaN,38,NaN,122
505,,,,,,NaN,NaN,,,NaN,,NaN,
506,100,62,64,14,61,NaN,NaN,83,-7,NaN,38,NaN,122
507,,,,,,NaN,NaN,,,NaN,,NaN,
508,100,62,64,14,62,NaN,NaN,84,-7,NaN,38,NaN,123
509,,,,,,NaN,NaN,,,NaN,,NaN,
510,100,62,65,14,62,NaN,NaN,84,-7,NaN,38,NaN,124
511,,,,,,NaN,NaN,,,NaN,,NaN,
512,100,62,65,14,62,NaN,NaN,84,-7,NaN,38,NaN,125
513,,,,,,NaN,NaN,,,NaN,,NaN,
514,100,62,65,14,61,NaN,NaN,84,-7,NaN,38,NaN,125
515,,,,,,NaN,NaN,,,NaN,,NaN,
516,100,62,87,14,61,NaN,NaN,87,-8,NaN,38,NaN,87
517,,,,,,NaN,NaN,,,NaN,,NaN,
518,100,62,63,14,61,NaN,NaN,86,-8,NaN,38,NaN,124
519,,,,,,NaN,NaN,,,NaN,,NaN,
520,100,61,58,14,70,NaN,NaN,89,-8,NaN,38,NaN,123
521,,,,,,NaN,NaN,,,NaN,,NaN,
522,100,61,62,14,70,NaN,NaN,90,-8,NaN,38,NaN,125
523,,,,,,NaN,NaN,,,NaN,,NaN,
524,100,61,65,14,70,NaN,NaN,89,-8,NaN,38,NaN,126
525,,,,,,NaN,NaN,,,NaN,,NaN,
526,100,62,67,14,70,NaN,NaN,89,-7,NaN,38,NaN,123
527,,,,,,NaN,NaN,,,NaN,,NaN,
528,100,63,46,14,70,NaN,NaN,89,-7,NaN,38,NaN,146
529,,,,,,NaN,NaN,,,NaN,,NaN,
530,100,65,58,14,72,NaN,NaN,88,-8,NaN,38,NaN,143
531,,,,,,NaN,NaN,,,NaN,,NaN,
532,100,66,58,14,75,NaN,NaN,88,-8,NaN,38,NaN,143
533,,,,,,NaN,NaN,,,NaN,,NaN,
534,100,68,93,14,67,NaN,NaN,94,-8,NaN,38,NaN,95
535,,,,,,NaN,NaN,,,NaN,,NaN,
536,100,68,74,14,68,NaN,NaN,91,-8,NaN,38,NaN,109
537,,,,,,NaN,NaN,,,NaN,,NaN,
538,100,69,71,14,69,NaN,NaN,90,-8,NaN,38,NaN,112
539,,,,,,NaN,NaN,,,NaN,,NaN,
540,100,69,71,14,69,NaN,NaN,90,-8,NaN,38,NaN,114
541,,,,,,NaN,NaN,,,NaN,,NaN,
542,100,70,71,14,70,NaN,NaN,90,-8,NaN,38,NaN,115
543,,,,,,NaN,NaN,,,NaN,,NaN,
544,100,71,71,14,71,NaN,NaN,90,-8,NaN,38,NaN,115
545,,,,,,NaN,NaN,,,NaN,,NaN,
546,100,71,71,14,71,NaN,NaN,90,-8,NaN,38,NaN,115
547,,,,,,NaN,NaN,,,NaN,,NaN,
548,100,71,71,13,71,NaN,NaN,90,-8,NaN,39,NaN,113
549,,,,,,NaN,NaN,,,NaN,,NaN,
550,100,71,68,13,70,NaN,NaN,90,-8,NaN,39,NaN,114
551,,,,,,NaN,NaN,,,NaN,,NaN,
552,100,70,70,13,69,NaN,NaN,89,-8,NaN,39,NaN,113
553,,,,,,NaN,NaN,,,NaN,,NaN,
554,100,70,68,12,69,NaN,NaN,89,-8,NaN,39,NaN,113
555,,,,,,NaN,NaN,,,NaN,,NaN,
556,100,69,70,12,69,NaN,NaN,89,-8,NaN,39,NaN,113
557,,,,,,NaN,NaN,,,NaN,,NaN,
558,100,69,70,12,69,NaN,NaN,89,-8,NaN,39,NaN,114
559,,,,,,NaN,NaN,,,NaN,,NaN,
560,100,69,69,12,69,NaN,NaN,89,-8,NaN,39,NaN,113
561,,,,,,NaN,NaN,,,NaN,,NaN,
562,100,69,68,12,69,NaN,NaN,89,-8,NaN,39,NaN,114
563,,,,,,NaN,NaN,,,NaN,,NaN,
564,100,69,67,12,68,NaN,NaN,88,-7,NaN,39,NaN,113
565,,,,,,NaN,NaN,,,NaN,,NaN,
566,100,69,69,12,68,NaN,NaN,89,-7,NaN,39,NaN,114
567,,,,,,NaN,NaN,,,NaN,,NaN,
568,100,69,69,12,69,NaN,NaN,89,-7,NaN,39,NaN,114
569,,,,,,NaN,NaN,,,NaN,,NaN,
570,100,70,68,12,69,NaN,NaN,88,-7,NaN,39,NaN,113
571,,,,,,NaN,NaN,,,NaN,,NaN,
572,100,70,66,12,69,NaN,NaN,88,-7,NaN,39,NaN,112
573,,,,,,NaN,NaN,,,NaN,,NaN,
574,100,69,68,12,69,NaN,NaN,87,-7,NaN,39,NaN,111
575,,,,,,NaN,NaN,,,NaN,,NaN,
576,100,69,68,13,68,NaN,NaN,87,-7,NaN,39,NaN,111
577,,,,,,NaN,NaN,,,NaN,,NaN,
578,100,68,68,13,67,NaN,NaN,86,-7,NaN,39,NaN,110
579,,,,,,NaN,NaN,,,NaN,,NaN,
580,100,68,66,13,68,NaN,NaN,86,-7,NaN,39,NaN,110
581,,,,,,NaN,NaN,,,NaN,,NaN,
582,100,68,65,13,67,NaN,NaN,85,-7,NaN,39,NaN,109
583,,,,,,NaN,NaN,,,NaN,,NaN,
584,100,68,65,13,67,NaN,NaN,85,-7,NaN,39,NaN,109
585,,,,,,NaN,NaN,,,NaN,,NaN,
586,100,67,64,13,67,NaN,NaN,84,-7,NaN,39,NaN,108
587,,,,,,NaN,NaN,,,NaN,,NaN,
588,100,68,65,13,67,NaN,NaN,85,-7,NaN,39,NaN,109
589,,,,,,NaN,NaN,,,NaN,,NaN,
590,100,68,64,14,67,NaN,NaN,84,-7,NaN,38,NaN,109
591,,,,,,NaN,NaN,,,NaN,,NaN,
592,100,68,64,14,67,NaN,NaN,84,-7,NaN,38,NaN,109
593,,,,,,NaN,NaN,,,NaN,,NaN,
594,100,68,65,14,67,NaN,NaN,84,-7,NaN,38,NaN,107
595,,,,,,NaN,NaN,,,NaN,,NaN,
596,100,68,66,14,67,NaN,NaN,83,-7,NaN,39,NaN,107
597,,,,,,NaN,NaN,,,NaN,,NaN,
598,100,68,66,14,67,NaN,NaN,84,-7,NaN,39,NaN,107
599,,,,,,NaN,NaN,,,NaN,,NaN,
600,100,68,37,14,68,NaN,NaN,79,-7,NaN,39,NaN,115
601,,,,,,NaN,NaN,,,NaN,,NaN,
602,100,68,52,14,68,NaN,NaN,80,-7,NaN,39,NaN,109
603,,,,,,NaN,NaN,,,NaN,,NaN,
604,100,69,56,14,68,NaN,NaN,80,-7,NaN,39,NaN,108
605,,,,,,NaN,NaN,,,NaN,,NaN,
606,100,69,50,14,68,NaN,NaN,81,-7,NaN,39,NaN,122
607,,,,,,NaN,NaN,,,NaN,,NaN,
608,100,69,63,14,68,NaN,NaN,81,-7,NaN,39,NaN,110
609,,,,,,NaN,NaN,,,NaN,,NaN,
610,100,69,64,14,69,NaN,NaN,82,-7,NaN,39,NaN,110
611,,,,,,NaN,NaN,,,NaN,,NaN,
612,100,69,65,14,69,NaN,NaN,83,-7,NaN,39,NaN,110
613,,,,,,NaN,NaN,,,NaN,,NaN,
614,100,70,66,14,69,NaN,NaN,84,-7,NaN,39,NaN,111
615,,,,,,NaN,NaN,,,NaN,,NaN,
616,100,70,65,14,69,NaN,NaN,84,-7,NaN,39,NaN,110
617,,,,,,NaN,NaN,,,NaN,,NaN,
618,100,70,63,14,69,NaN,NaN,84,-7,NaN,39,NaN,110
619,,,,,,NaN,NaN,,,NaN,,NaN,
620,100,70,64,14,69,NaN,NaN,83,-7,NaN,39,NaN,109
621,,,,,,NaN,NaN,,,NaN,,NaN,
622,100,69,63,14,69,NaN,NaN,83,-7,NaN,39,NaN,109
623,,,,,,NaN,NaN,,,NaN,,NaN,
624,100,69,63,14,68,NaN,NaN,83,-7,NaN,39,NaN,108
625,,,,,,NaN,NaN,,,NaN,,NaN,
626,100,69,63,14,68,NaN,NaN,82,-7,NaN,39,NaN,107
627,,,,,,NaN,NaN,,,NaN,,NaN,
628,100,68,63,14,67,NaN,NaN,82,-7,NaN,39,NaN,107
629,,,,,,NaN,NaN,,,NaN,,NaN,
630,100,68,63,14,67,NaN,NaN,82,-7,NaN,39,NaN,107
631,,,,,,NaN,NaN,,,NaN,,NaN,
632,100,68,63,14,67,NaN,NaN,81,2,NaN,39,NaN,107
633,,,,,,NaN,NaN,,,NaN,,NaN,
634,100,68,63,14,67,NaN,NaN,81,2,NaN,39,NaN,106
635,,,,,,NaN,NaN,,,NaN,,NaN,
636,100,68,63,14,68,NaN,NaN,81,4,NaN,39,NaN,105
637,,,,,,NaN,NaN,,,NaN,,NaN,
638,100,68,61,14,68,NaN,NaN,81,4,NaN,38,NaN,104
639,,,,,,NaN,NaN,,,NaN,,NaN,
640,100,68,62,14,68,NaN,NaN,80,8,NaN,38,NaN,105
641,,,,,,NaN,NaN,,,NaN,,NaN,
642,100,68,62,14,68,NaN,NaN,80,8,NaN,38,NaN,104
643,,,,,,NaN,NaN,,,NaN,,NaN,
644,100,68,61,14,68,NaN,NaN,79,18,NaN,38,NaN,105
645,,,,,,NaN,NaN,,,NaN,,NaN,
646,100,68,61,14,68,NaN,NaN,79,18,NaN,39,NaN,104
647,,,,,,NaN,NaN,,,NaN,,NaN,
648,100,68,62,14,68,NaN,NaN,79,23,NaN,39,NaN,105
649,,,,,,NaN,NaN,,,NaN,,NaN,
650,100,68,59,14,68,NaN,NaN,78,23,NaN,39,NaN,104
651,,,,,,NaN,NaN,,,NaN,,NaN,
652,100,68,60,14,68,NaN,NaN,78,23,NaN,39,NaN,104
653,,,,,,NaN,NaN,,,NaN,,NaN,
654,100,68,60,14,68,NaN,NaN,78,17,NaN,38,NaN,105
655,,,,,,NaN,NaN,,,NaN,,NaN,
656,100,68,58,14,68,NaN,NaN,78,17,NaN,38,NaN,104
657,,,,,,NaN,NaN,,,NaN,,NaN,
658,100,68,58,14,67,NaN,NaN,77,7,NaN,38,NaN,104
659,,,,,,NaN,NaN,,,NaN,,NaN,
660,100,68,58,14,67,NaN,NaN,77,7,NaN,38,NaN,103
661,,,,,,NaN,NaN,,,NaN,,NaN,
662,100,68,58,14,67,NaN,NaN,77,7,NaN,38,NaN,104
663,,,,,,NaN,NaN,,,NaN,,NaN,
664,100,68,58,14,67,NaN,NaN,77,7,NaN,38,NaN,103
665,,,,,,NaN,NaN,,,NaN,,NaN,
666,100,68,58,14,68,NaN,NaN,77,6,NaN,38,NaN,103
667,,,,,,NaN,NaN,,,NaN,,NaN,
668,100,68,58,14,67,NaN,NaN,77,6,NaN,38,NaN,102
669,,,,,,NaN,NaN,,,NaN,,NaN,
670,100,68,58,14,67,NaN,NaN,77,5,NaN,38,NaN,103
671,,,,,,NaN,NaN,,,NaN,,NaN,
672,100,67,57,14,67,NaN,NaN,77,5,NaN,38,NaN,102
673,,,,,,NaN,NaN,,,NaN,,NaN,
674,100,67,58,14,67,NaN,NaN,77,133,NaN,39,NaN,102
675,,,,,,NaN,NaN,,,NaN,,NaN,
676,100,67,59,14,66,NaN,NaN,77,133,NaN,39,NaN,101
677,,,,,,NaN,NaN,,,NaN,,NaN,
678,100,67,59,14,67,NaN,NaN,77,1,NaN,39,NaN,101
679,,,,,,NaN,NaN,,,NaN,,NaN,
680,100,67,60,14,67,NaN,NaN,78,1,NaN,38,NaN,100
681,,,,,,NaN,NaN,,,NaN,,NaN,
682,100,68,60,14,67,NaN,NaN,78,0,NaN,38,NaN,101
683,,,,,,NaN,NaN,,,NaN,,NaN,
684,100,68,61,14,67,NaN,NaN,78,0,NaN,38,NaN,100
685,,,,,,NaN,NaN,,,NaN,,NaN,
686,100,68,62,14,67,NaN,NaN,79,0,NaN,38,NaN,100
687,,,,,,NaN,NaN,,,NaN,,NaN,
688,100,68,62,14,68,NaN,NaN,80,0,NaN,38,NaN,100
689,,,,,,NaN,NaN,,,NaN,,NaN,
690,100,69,62,14,68,NaN,NaN,80,0,NaN,38,NaN,100
691,,,,,,NaN,NaN,,,NaN,,NaN,
692,100,69,62,14,68,NaN,NaN,80,0,NaN,38,NaN,100
693,,,,,,NaN,NaN,,,NaN,,NaN,
694,100,68,63,14,68,NaN,NaN,80,0,NaN,38,NaN,99
695,,,,,,NaN,NaN,,,NaN,,NaN,
696,100,68,63,14,67,NaN,NaN,80,0,NaN,38,NaN,99
697,,,,,,NaN,NaN,,,NaN,,NaN,
698,100,67,63,14,66,NaN,NaN,80,0,NaN,38,NaN,99
699,,,,,,NaN,NaN,,,NaN,,NaN,
700,100,66,64,14,66,NaN,NaN,81,0,NaN,38,NaN,100
701,,,,,,NaN,NaN,,,NaN,,NaN,
702,100,66,65,14,66,NaN,NaN,81,0,NaN,38,NaN,99
703,,,,,,NaN,NaN,,,NaN,,NaN,
704,100,66,62,14,66,NaN,NaN,81,0,NaN,38,NaN,99
705,,,,,,NaN,NaN,,,NaN,,NaN,
706,100,66,61,14,66,NaN,NaN,80,0,NaN,38,NaN,100
707,,,,,,NaN,NaN,,,NaN,,NaN,
708,100,66,62,14,66,NaN,NaN,80,0,NaN,38,NaN,101
709,,,,,,NaN,NaN,,,NaN,,NaN,
710,100,66,61,14,66,NaN,NaN,79,0,NaN,38,NaN,100
711,,,,,,NaN,NaN,,,NaN,,NaN,
712,100,66,61,14,66,NaN,NaN,80,0,NaN,38,NaN,101
713,,,,,,NaN,NaN,,,NaN,,NaN,
714,100,66,61,14,65,NaN,NaN,80,0,NaN,38,NaN,101
715,,,,,,NaN,NaN,,,NaN,,NaN,
716,100,66,71,14,65,NaN,NaN,83,0,NaN,38,NaN,101
717,,,,,,NaN,NaN,,,NaN,,NaN,
718,100,66,81,14,65,NaN,NaN,87,0,NaN,38,NaN,98
719,,,,,,NaN,NaN,,,NaN,,NaN,
720,100,66,69,14,66,NaN,NaN,86,0,NaN,38,NaN,99
721,,,,,,NaN,NaN,,,NaN,,NaN,
722,100,67,64,14,66,NaN,NaN,83,0,NaN,38,NaN,103
723,,,,,,NaN,NaN,,,NaN,,NaN,
724,100,67,59,14,67,NaN,NaN,79,0,NaN,38,NaN,103
725,,,,,,NaN,NaN,,,NaN,,NaN,
726,100,68,63,14,67,NaN,NaN,79,0,NaN,38,NaN,104
727,,,,,,NaN,NaN,,,NaN,,NaN,
728,100,68,59,14,67,NaN,NaN,78,0,NaN,38,NaN,103
729,,,,,,NaN,NaN,,,NaN,,NaN,
730,100,67,59,14,67,NaN,NaN,78,0,NaN,38,NaN,103
731,,,,,,NaN,NaN,,,NaN,,NaN,
732,100,67,59,14,67,NaN,NaN,77,0,NaN,38,NaN,102
733,,,,,,NaN,NaN,,,NaN,,NaN,
734,100,67,59,14,66,NaN,NaN,78,0,NaN,38,NaN,102
735,,,,,,NaN,NaN,,,NaN,,NaN,
736,100,66,60,14,66,NaN,NaN,77,0,NaN,38,NaN,101
737,,,,,,NaN,NaN,,,NaN,,NaN,
738,100,66,60,14,66,NaN,NaN,78,0,NaN,38,NaN,101
739,,,,,,NaN,NaN,,,NaN,,NaN,
740,100,66,60,14,66,NaN,NaN,78,0,NaN,38,NaN,100
741,,,,,,NaN,NaN,,,NaN,,NaN,
742,100,66,60,14,66,NaN,NaN,78,0,NaN,38,NaN,101
743,,,,,,NaN,NaN,,,NaN,,NaN,
744,100,66,60,14,66,NaN,NaN,78,0,NaN,38,NaN,100
745,,,,,,NaN,NaN,,,NaN,,NaN,
746,100,66,60,14,66,NaN,NaN,78,0,NaN,38,NaN,100
747,,,,,,NaN,NaN,,,NaN,,NaN,
748,100,66,60,14,66,NaN,NaN,78,0,NaN,38,NaN,100
749,,,,,,NaN,NaN,,,NaN,,NaN,
750,100,66,61,14,66,NaN,NaN,78,0,NaN,38,NaN,99
751,,,,,,NaN,NaN,,,NaN,,NaN,
752,100,66,63,14,66,NaN,NaN,80,0,NaN,38,NaN,101
753,,,,,,NaN,NaN,,,NaN,,NaN,
754,100,66,62,14,66,NaN,NaN,80,0,NaN,38,NaN,103
755,,,,,,NaN,NaN,,,NaN,,NaN,
756,100,67,61,14,66,NaN,NaN,79,0,NaN,38,NaN,105
757,,,,,,NaN,NaN,,,NaN,,NaN,
758,100,67,61,14,66,NaN,NaN,79,0,NaN,38,NaN,106
759,,,,,,NaN,NaN,,,NaN,,NaN,
760,100,67,61,14,66,NaN,NaN,79,2,NaN,38,NaN,106
761,,,,,,NaN,NaN,,,NaN,,NaN,
762,100,67,62,14,66,NaN,NaN,79,2,NaN,38,NaN,106
763,,,,,,NaN,NaN,,,NaN,,NaN,
764,100,66,62,14,66,NaN,NaN,79,12,NaN,38,NaN,106
765,,,,,,NaN,NaN,,,NaN,,NaN,
766,100,66,62,14,66,NaN,NaN,79,12,NaN,38,NaN,105
767,,,,,,NaN,NaN,,,NaN,,NaN,
768,100,66,61,14,66,NaN,NaN,79,17,NaN,38,NaN,105
769,,,,,,NaN,NaN,,,NaN,,NaN,
770,100,66,61,14,66,NaN,NaN,78,17,NaN,38,NaN,103
771,,,,,,NaN,NaN,,,NaN,,NaN,
772,100,66,61,14,66,NaN,NaN,78,4,NaN,38,NaN,103
773,,,,,,NaN,NaN,,,NaN,,NaN,
774,100,66,61,14,66,NaN,NaN,78,4,NaN,38,NaN,102
775,,,,,,NaN,NaN,,,NaN,,NaN,
776,100,66,61,14,66,NaN,NaN,78,1,NaN,38,NaN,102
777,,,,,,NaN,NaN,,,NaN,,NaN,
778,100,67,62,14,66,NaN,NaN,78,1,NaN,38,NaN,102
779,,,,,,NaN,NaN,,,NaN,,NaN,
780,100,67,63,14,67,NaN,NaN,79,1,NaN,38,NaN,102
781,,,,,,NaN,NaN,,,NaN,,NaN,
782,100,68,64,14,68,NaN,NaN,80,1,NaN,38,NaN,102
783,,,,,,NaN,NaN,,,NaN,,NaN,
784,100,68,63,14,68,NaN,NaN,80,1,NaN,38,NaN,102
785,,,,,,NaN,NaN,,,NaN,,NaN,
786,100,68,65,14,68,NaN,NaN,80,1,NaN,38,NaN,102
787,,,,,,NaN,NaN,,,NaN,,NaN,
788,100,68,65,14,68,NaN,NaN,81,1,NaN,38,NaN,101
789,,,,,,NaN,NaN,,,NaN,,NaN,
790,100,68,66,14,68,NaN,NaN,82,1,NaN,38,NaN,102
791,,,,,,NaN,NaN,,,NaN,,NaN,
792,100,68,66,14,67,NaN,NaN,82,1,NaN,38,NaN,101
793,,,,,,NaN,NaN,,,NaN,,NaN,
794,100,68,64,14,67,NaN,NaN,82,1,NaN,38,NaN,101
795,,,,,,NaN,NaN,,,NaN,,NaN,
796,100,68,60,14,67,NaN,NaN,80,1,NaN,38,NaN,101
797,,,,,,NaN,NaN,,,NaN,,NaN,
798,100,67,59,14,67,NaN,NaN,79,1,NaN,38,NaN,102
799,,,,,,NaN,NaN,,,NaN,,NaN,
800,100,67,59,14,67,NaN,NaN,78,1,NaN,38,NaN,101
801,,,,,,NaN,NaN,,,NaN,,NaN,
802,100,68,59,14,67,NaN,NaN,78,1,NaN,38,NaN,101
803,,,,,,NaN,NaN,,,NaN,,NaN,
804,100,68,59,14,68,NaN,NaN,78,1,NaN,38,NaN,100
805,,,,,,NaN,NaN,,,NaN,,NaN,
806,100,68,58,14,68,NaN,NaN,77,1,NaN,38,NaN,100
807,,,,,,NaN,NaN,,,NaN,,NaN,
808,100,68,56,14,70,NaN,NaN,77,1,NaN,38,NaN,101
809,,,,,,NaN,NaN,,,NaN,,NaN,
810,100,66,56,14,67,NaN,NaN,75,-1,NaN,38,NaN,99
811,,,,,,NaN,NaN,,,NaN,,NaN,
812,100,65,62,14,66,NaN,NaN,76,-1,NaN,38,NaN,100
813,,,,,,NaN,NaN,,,NaN,,NaN,
814,100,64,59,14,69,NaN,NaN,76,-1,NaN,38,NaN,103
815,,,,,,NaN,NaN,,,NaN,,NaN,
816,100,64,63,14,69,NaN,NaN,79,-2,NaN,38,NaN,107
817,,,,,,NaN,NaN,,,NaN,,NaN,
818,100,66,63,14,71,NaN,NaN,80,-2,NaN,38,NaN,108
819,,,,,,NaN,NaN,,,NaN,,NaN,
820,100,69,63,14,72,NaN,NaN,81,-2,NaN,38,NaN,110
821,,,,,,NaN,NaN,,,NaN,,NaN,
822,100,70,64,14,71,NaN,NaN,81,-2,NaN,38,NaN,109
823,,,,,,NaN,NaN,,,NaN,,NaN,
824,100,71,64,14,71,NaN,NaN,82,-3,NaN,38,NaN,108
825,,,,,,NaN,NaN,,,NaN,,NaN,
826,100,70,65,14,69,NaN,NaN,83,-3,NaN,38,NaN,106
827,,,,,,NaN,NaN,,,NaN,,NaN,
828,100,69,64,14,68,NaN,NaN,83,-3,NaN,38,NaN,106
829,,,,,,NaN,NaN,,,NaN,,NaN,
830,100,68,62,14,68,NaN,NaN,82,-3,NaN,38,NaN,105
831,,,,,,NaN,NaN,,,NaN,,NaN,
832,100,68,62,14,68,NaN,NaN,81,-5,NaN,38,NaN,105
833,,,,,,NaN,NaN,,,NaN,,NaN,
834,100,68,68,14,68,NaN,NaN,83,-5,NaN,38,NaN,103
835,,,,,,NaN,NaN,,,NaN,,NaN,
836,100,67,62,14,71,NaN,NaN,81,-4,NaN,38,NaN,103
837,,,,,,NaN,NaN,,,NaN,,NaN,
838,100,67,76,14,68,NaN,NaN,88,-4,NaN,38,NaN,103
839,,,,,,NaN,NaN,,,NaN,,NaN,
840,100,70,65,14,84,NaN,NaN,85,-4,NaN,38,NaN,107
841,,,,,,NaN,NaN,,,NaN,,NaN,
842,100,70,63,14,79,NaN,NaN,83,-4,NaN,38,NaN,102
843,,,,,,NaN,NaN,,,NaN,,NaN,
844,100,70,63,14,77,NaN,NaN,82,-4,NaN,38,NaN,101
845,,,,,,NaN,NaN,,,NaN,,NaN,
846,100,70,64,14,70,NaN,NaN,82,-4,NaN,38,NaN,101
847,,,,,,NaN,NaN,,,NaN,,NaN,
848,100,72,64,14,63,NaN,NaN,82,-4,NaN,38,NaN,100
849,,,,,,NaN,NaN,,,NaN,,NaN,
850,100,69,63,14,67,NaN,NaN,81,-4,NaN,38,NaN,102
851,,,,,,NaN,NaN,,,NaN,,NaN,
852,100,67,63,14,67,NaN,NaN,82,-4,NaN,38,NaN,100
853,,,,,,NaN,NaN,,,NaN,,NaN,
854,100,67,63,14,67,NaN,NaN,81,-5,NaN,38,NaN,102
855,,,,,,NaN,NaN,,,NaN,,NaN,
856,100,67,64,14,67,NaN,NaN,81,-5,NaN,38,NaN,100
857,,,,,,NaN,NaN,,,NaN,,NaN,
858,100,67,64,14,67,NaN,NaN,82,-5,NaN,38,NaN,101
859,,,,,,NaN,NaN,,,NaN,,NaN,
860,100,67,64,14,67,NaN,NaN,82,-5,NaN,38,NaN,99
861,,,,,,NaN,NaN,,,NaN,,NaN,
862,100,67,65,14,67,NaN,NaN,82,-5,NaN,38,NaN,99
863,,,,,,NaN,NaN,,,NaN,,NaN,
864,100,67,65,14,67,NaN,NaN,82,-5,NaN,38,NaN,98
865,,,,,,NaN,NaN,,,NaN,,NaN,
866,100,67,65,14,66,NaN,NaN,81,-9,NaN,38,NaN,98
867,,,,,,NaN,NaN,,,NaN,,NaN,
868,100,67,65,14,67,NaN,NaN,81,-9,NaN,38,NaN,98
