time,Solar8000/ETCO2,Solar8000/PLETH_SPO2,Solar8000/ART_SBP,SNUADC/ECG_V5,Solar8000/HR,SNUADC/ECG_II,Solar8000/PLETH_HR,Solar8000/RR_CO2,Solar8000/ART_MBP,Solar8000/CVP,Solar8000/ART_DBP,SNUADC/ART,SNUADC/CVP
15055,,,,NaN,,NaN,,,,,,NaN,NaN
15056,33,100,91,NaN,90,NaN,91,16,59,1,42,NaN,NaN
15057,,,,NaN,,NaN,,,,,,NaN,NaN
15058,33,100,89,NaN,91,NaN,91,16,59,1,42,NaN,NaN
15059,,,,NaN,,NaN,,,,,,NaN,NaN
15060,33,100,92,NaN,91,NaN,91,16,61,1,44,NaN,NaN
15061,,,,NaN,,NaN,,,,,,NaN,NaN
15062,33,100,92,NaN,91,NaN,91,16,62,1,45,NaN,NaN
15063,,,,NaN,,NaN,,,,,,NaN,NaN
15064,33,100,91,NaN,91,NaN,91,16,62,1,44,NaN,NaN
15065,,,,NaN,,NaN,,,,,,NaN,NaN
15066,33,100,93,NaN,91,NaN,91,16,63,1,46,NaN,NaN
15067,,,,NaN,,NaN,,,,,,NaN,NaN
15068,33,100,93,NaN,90,NaN,91,16,63,1,45,NaN,NaN
15069,,,,NaN,,NaN,,,,,,NaN,NaN
15070,33,100,95,NaN,90,NaN,91,16,64,1,47,NaN,NaN
15071,,,,NaN,,NaN,,,,,,NaN,NaN
15072,32,100,93,NaN,90,NaN,91,16,64,1,46,NaN,NaN
15073,,,,NaN,,NaN,,,,,,NaN,NaN
15074,32,100,96,NaN,90,NaN,91,16,65,1,47,NaN,NaN
15075,,,,NaN,,NaN,,,,,,NaN,NaN
15076,32,100,94,NaN,90,NaN,91,16,64,1,47,NaN,NaN
15077,,,,NaN,,NaN,,,,,,NaN,NaN
15078,33,100,97,NaN,90,NaN,91,16,66,1,48,NaN,NaN
15079,,,,NaN,,NaN,,,,,,NaN,NaN
15080,33,100,95,NaN,90,NaN,91,16,65,1,48,NaN,NaN
15081,,,,NaN,,NaN,,,,,,NaN,NaN
15082,33,100,98,NaN,90,NaN,91,16,67,1,49,NaN,NaN
15083,,,,NaN,,NaN,,,,,,NaN,NaN
15084,33,100,97,NaN,90,NaN,92,16,67,1,50,NaN,NaN
15085,,,,NaN,,NaN,,,,,,NaN,NaN
15086,33,100,100,NaN,91,NaN,92,16,69,1,51,NaN,NaN
15087,,,,NaN,,NaN,,,,,,NaN,NaN
15088,33,100,100,NaN,92,NaN,93,16,69,1,51,NaN,NaN
15089,,,,NaN,,NaN,,,,,,NaN,NaN
15090,33,100,102,NaN,92,NaN,93,16,70,1,51,NaN,NaN
15091,,,,NaN,,NaN,,,,,,NaN,NaN
15092,32,100,101,NaN,92,NaN,93,16,70,1,52,NaN,NaN
15093,,,,NaN,,NaN,,,,,,NaN,NaN
15094,32,100,102,NaN,93,NaN,93,16,70,1,51,NaN,NaN
15095,,,,NaN,,NaN,,,,,,NaN,NaN
15096,32,100,104,NaN,93,NaN,94,16,71,1,52,NaN,NaN
15097,,,,NaN,,NaN,,,,,,NaN,NaN
15098,33,100,101,NaN,93,NaN,94,16,69,1,50,NaN,NaN
15099,,,,NaN,,NaN,,,,,,NaN,NaN
15100,33,100,104,NaN,93,NaN,94,16,70,1,51,NaN,NaN
15101,,,,NaN,,NaN,,,,,,NaN,NaN
15102,33,100,101,NaN,93,NaN,94,16,69,1,50,NaN,NaN
15103,,,,NaN,,NaN,,,,,,NaN,NaN
15104,33,100,104,NaN,93,NaN,94,16,70,1,52,NaN,NaN
15105,,,,NaN,,NaN,,,,,,NaN,NaN
15106,33,100,102,NaN,94,NaN,95,16,70,1,50,NaN,NaN
15107,,,,NaN,,NaN,,,,,,NaN,NaN
15108,33,100,105,NaN,95,NaN,96,16,71,1,52,NaN,NaN
15109,,,,NaN,,NaN,,,,,,NaN,NaN
15110,33,100,103,NaN,95,NaN,96,16,70,1,51,NaN,NaN
15111,,,,NaN,,NaN,,,,,,NaN,NaN
15112,33,100,105,NaN,95,NaN,96,16,71,1,51,NaN,NaN
15113,,,,NaN,,NaN,,,,,,NaN,NaN
15114,33,100,102,NaN,95,NaN,96,16,69,1,50,NaN,NaN
15115,,,,NaN,,NaN,,,,,,NaN,NaN
15116,33,100,104,NaN,96,NaN,96,16,70,1,51,NaN,NaN
15117,,,,NaN,,NaN,,,,,,NaN,NaN
15118,33,100,102,NaN,96,NaN,96,16,69,1,50,NaN,NaN
15119,,,,NaN,,NaN,,,,,,NaN,NaN
15120,33,100,102,NaN,95,NaN,96,16,69,1,49,NaN,NaN
15121,,,,NaN,,NaN,,,,,,NaN,NaN
15122,33,100,103,NaN,95,NaN,96,16,69,1,50,NaN,NaN
15123,,,,NaN,,NaN,,,,,,NaN,NaN
15124,33,100,102,NaN,95,NaN,96,16,69,1,49,NaN,NaN
15125,,,,NaN,,NaN,,,,,,NaN,NaN
15126,33,100,104,NaN,95,NaN,96,16,69,1,51,NaN,NaN
15127,,,,NaN,,NaN,,,,,,NaN,NaN
15128,33,100,103,NaN,95,NaN,96,16,69,1,50,NaN,NaN
15129,,,,NaN,,NaN,,,,,,NaN,NaN
15130,33,100,106,NaN,96,NaN,96,16,70,1,51,NaN,NaN
15131,,,,NaN,,NaN,,,,,,NaN,NaN
15132,33,100,103,NaN,96,NaN,96,16,69,1,50,NaN,NaN
15133,,,,NaN,,NaN,,,,,,NaN,NaN
15134,33,100,106,NaN,96,NaN,96,16,71,1,52,NaN,NaN
15135,,,,NaN,,NaN,,,,,,NaN,NaN
15136,33,100,104,NaN,96,NaN,96,16,70,1,50,NaN,NaN
15137,,,,NaN,,NaN,,,,,,NaN,NaN
15138,33,100,106,NaN,96,NaN,96,16,71,1,52,NaN,NaN
15139,,,,NaN,,NaN,,,,,,NaN,NaN
15140,33,100,104,NaN,96,NaN,97,16,70,1,51,NaN,NaN
15141,,,,NaN,,NaN,,,,,,NaN,NaN
15142,33,100,106,NaN,96,NaN,97,16,71,1,51,NaN,NaN
15143,,,,NaN,,NaN,,,,,,NaN,NaN
15144,33,100,104,NaN,96,NaN,97,16,70,1,51,NaN,NaN
15145,,,,NaN,,NaN,,,,,,NaN,NaN
15146,33,100,106,NaN,96,NaN,97,16,71,1,52,NaN,NaN
15147,,,,NaN,,NaN,,,,,,NaN,NaN
15148,33,100,105,NaN,96,NaN,97,16,70,1,51,NaN,NaN
15149,,,,NaN,,NaN,,,,,,NaN,NaN
15150,33,100,105,NaN,96,NaN,97,16,70,1,51,NaN,NaN
15151,,,,NaN,,NaN,,,,,,NaN,NaN
15152,33,100,105,NaN,96,NaN,97,16,70,1,51,NaN,NaN
15153,,,,NaN,,NaN,,,,,,NaN,NaN
15154,33,100,105,NaN,96,NaN,97,16,71,1,51,NaN,NaN
15155,,,,NaN,,NaN,,,,,,NaN,NaN
15156,33,100,105,NaN,97,NaN,97,16,70,1,51,NaN,NaN
15157,,,,NaN,,NaN,,,,,,NaN,NaN
15158,33,100,104,NaN,97,NaN,97,16,70,1,50,NaN,NaN
15159,,,,NaN,,NaN,,,,,,NaN,NaN
15160,33,100,107,NaN,97,NaN,97,16,71,1,52,NaN,NaN
15161,,,,NaN,,NaN,,,,,,NaN,NaN
15162,33,100,104,NaN,96,NaN,97,16,70,1,50,NaN,NaN
15163,,,,NaN,,NaN,,,,,,NaN,NaN
15164,33,100,107,NaN,97,NaN,98,16,71,1,52,NaN,NaN
15165,,,,NaN,,NaN,,,,,,NaN,NaN
15166,33,100,104,NaN,97,NaN,98,16,70,1,51,NaN,NaN
15167,,,,NaN,,NaN,,,,,,NaN,NaN
15168,33,100,107,NaN,98,NaN,98,16,71,1,52,NaN,NaN
15169,,,,NaN,,NaN,,,,,,NaN,NaN
15170,33,100,104,NaN,98,NaN,98,16,70,1,50,NaN,NaN
15171,,,,NaN,,NaN,,,,,,NaN,NaN
15172,33,100,106,NaN,98,NaN,99,16,71,1,51,NaN,NaN
15173,,,,NaN,,NaN,,,,,,NaN,NaN
15174,33,100,104,NaN,98,NaN,99,16,70,1,51,NaN,NaN
15175,,,,NaN,,NaN,,,,,,NaN,NaN
15176,33,100,104,NaN,98,NaN,99,16,70,1,50,NaN,NaN
15177,,,,NaN,,NaN,,,,,,NaN,NaN
15178,33,100,105,NaN,98,NaN,99,16,70,1,51,NaN,NaN
15179,,,,NaN,,NaN,,,,,,NaN,NaN
15180,33,100,104,NaN,98,NaN,98,16,70,1,50,NaN,NaN
15181,,,,NaN,,NaN,,,,,,NaN,NaN
15182,33,100,104,NaN,98,NaN,98,16,70,1,51,NaN,NaN
15183,,,,NaN,,NaN,,,,,,NaN,NaN
15184,33,100,105,NaN,98,NaN,98,16,70,1,50,NaN,NaN
15185,,,,NaN,,NaN,,,,,,NaN,NaN
15186,33,100,106,NaN,98,NaN,98,16,70,1,51,NaN,NaN
15187,,,,NaN,,NaN,,,,,,NaN,NaN
15188,33,100,103,NaN,98,NaN,98,16,69,1,50,NaN,NaN
15189,,,,NaN,,NaN,,,,,,NaN,NaN
15190,34,100,105,NaN,98,NaN,98,16,70,1,51,NaN,NaN
15191,,,,NaN,,NaN,,,,,,NaN,NaN
15192,34,100,103,NaN,97,NaN,98,16,69,1,49,NaN,NaN
15193,,,,NaN,,NaN,,,,,,NaN,NaN
15194,34,100,106,NaN,97,NaN,98,16,70,1,51,NaN,NaN
15195,,,,NaN,,NaN,,,,,,NaN,NaN
15196,34,100,103,NaN,97,NaN,98,16,69,1,49,NaN,NaN
15197,,,,NaN,,NaN,,,,,,NaN,NaN
15198,33,100,106,NaN,97,NaN,98,16,70,1,51,NaN,NaN
15199,,,,NaN,,NaN,,,,,,NaN,NaN
15200,33,100,104,NaN,97,NaN,98,16,69,1,50,NaN,NaN
15201,,,,NaN,,NaN,,,,,,NaN,NaN
15202,33,100,106,NaN,98,NaN,98,16,70,1,51,NaN,NaN
15203,,,,NaN,,NaN,,,,,,NaN,NaN
15204,33,100,103,NaN,98,NaN,99,16,69,1,50,NaN,NaN
15205,,,,NaN,,NaN,,,,,,NaN,NaN
15206,33,100,104,NaN,98,NaN,99,16,70,1,50,NaN,NaN
15207,,,,NaN,,NaN,,,,,,NaN,NaN
15208,33,100,104,NaN,98,NaN,99,16,70,1,51,NaN,NaN
15209,,,,NaN,,NaN,,,,,,NaN,NaN
15210,33,100,104,NaN,99,NaN,99,16,70,1,50,NaN,NaN
15211,,,,NaN,,NaN,,,,,,NaN,NaN
15212,33,100,104,NaN,98,NaN,98,16,69,1,50,NaN,NaN
15213,,,,NaN,,NaN,,,,,,NaN,NaN
15214,33,100,104,NaN,97,NaN,98,16,70,1,50,NaN,NaN
15215,,,,NaN,,NaN,,,,,,NaN,NaN
15216,33,100,105,NaN,97,NaN,97,16,70,1,51,NaN,NaN
15217,,,,NaN,,NaN,,,,,,NaN,NaN
15218,33,100,103,NaN,97,NaN,97,16,69,1,49,NaN,NaN
15219,,,,NaN,,NaN,,,,,,NaN,NaN
15220,33,100,105,NaN,96,NaN,97,16,70,1,51,NaN,NaN
15221,,,,NaN,,NaN,,,,,,NaN,NaN
15222,33,100,103,NaN,96,NaN,98,16,69,1,49,NaN,NaN
15223,,,,NaN,,NaN,,,,,,NaN,NaN
15224,33,100,106,NaN,97,NaN,98,16,71,1,51,NaN,NaN
15225,,,,NaN,,NaN,,,,,,NaN,NaN
15226,33,100,104,NaN,97,NaN,98,16,70,1,50,NaN,NaN
15227,,,,NaN,,NaN,,,,,,NaN,NaN
15228,33,100,107,NaN,98,NaN,98,16,71,1,52,NaN,NaN
15229,,,,NaN,,NaN,,,,,,NaN,NaN
15230,33,100,105,NaN,98,NaN,99,16,71,1,52,NaN,NaN
15231,,,,NaN,,NaN,,,,,,NaN,NaN
15232,33,100,108,NaN,98,NaN,99,16,72,1,53,NaN,NaN
15233,,,,NaN,,NaN,,,,,,NaN,NaN
15234,33,100,106,NaN,98,NaN,99,16,71,1,52,NaN,NaN
15235,,,,NaN,,NaN,,,,,,NaN,NaN
15236,33,100,109,NaN,98,NaN,99,16,73,1,53,NaN,NaN
15237,,,,NaN,,NaN,,,,,,NaN,NaN
15238,33,100,107,NaN,99,NaN,99,16,72,1,53,NaN,NaN
15239,,,,NaN,,NaN,,,,,,NaN,NaN
15240,33,100,108,NaN,99,NaN,99,16,73,1,53,NaN,NaN
15241,,,,NaN,,NaN,,,,,,NaN,NaN
15242,33,100,108,NaN,98,NaN,99,16,73,1,53,NaN,NaN
15243,,,,NaN,,NaN,,,,,,NaN,NaN
15244,33,100,108,NaN,98,NaN,98,16,73,1,52,NaN,NaN
15245,,,,NaN,,NaN,,,,,,NaN,NaN
15246,33,100,109,NaN,98,NaN,98,16,73,1,54,NaN,NaN
15247,,,,NaN,,NaN,,,,,,NaN,NaN
15248,33,100,107,NaN,98,NaN,98,16,73,1,52,NaN,NaN
15249,,,,NaN,,NaN,,,,,,NaN,NaN
15250,33,100,109,NaN,97,NaN,98,16,73,1,53,NaN,NaN
15251,,,,NaN,,NaN,,,,,,NaN,NaN
15252,33,100,106,NaN,97,NaN,98,16,72,1,52,NaN,NaN
15253,,,,NaN,,NaN,,,,,,NaN,NaN
15254,33,100,108,NaN,97,NaN,98,16,73,1,53,NaN,NaN
15255,,,,NaN,,NaN,,,,,,NaN,NaN
15256,33,100,105,NaN,97,NaN,98,16,71,1,51,NaN,NaN
15257,,,,NaN,,NaN,,,,,,NaN,NaN
15258,33,,108,NaN,97,NaN,,16,72,1,52,NaN,NaN
15259,,,,NaN,,NaN,,,,,,NaN,NaN
15260,33,,106,NaN,97,NaN,,16,71,1,52,NaN,NaN
15261,,,,NaN,,NaN,,,,,,NaN,NaN
15262,33,,108,NaN,97,NaN,,16,72,1,52,NaN,NaN
15263,,,,NaN,,NaN,,,,,,NaN,NaN
15264,33,,106,NaN,97,NaN,,16,71,1,51,NaN,NaN
15265,,,,NaN,,NaN,,,,,,NaN,NaN
15266,33,100,108,NaN,98,NaN,98,16,72,1,52,NaN,NaN
15267,,,,NaN,,NaN,,,,,,NaN,NaN
15268,33,100,106,NaN,97,NaN,98,16,71,1,51,NaN,NaN
15269,,,,NaN,,NaN,,,,,,NaN,NaN
15270,33,100,105,NaN,96,NaN,97,16,70,1,50,NaN,NaN
15271,,,,NaN,,NaN,,,,,,NaN,NaN
15272,33,100,105,NaN,95,NaN,96,16,70,1,51,NaN,NaN
15273,,,,NaN,,NaN,,,,,,NaN,NaN
15274,33,100,104,NaN,95,NaN,96,16,70,1,49,NaN,NaN
15275,,,,NaN,,NaN,,,,,,NaN,NaN
15276,33,100,104,NaN,95,NaN,96,16,69,1,50,NaN,NaN
15277,,,,NaN,,NaN,,,,,,NaN,NaN
15278,33,100,102,NaN,95,NaN,97,16,69,1,49,NaN,NaN
15279,,,,NaN,,NaN,,,,,,NaN,NaN
15280,33,100,105,NaN,96,NaN,98,16,70,1,50,NaN,NaN
15281,,,,NaN,,NaN,,,,,,NaN,NaN
15282,34,100,102,NaN,97,NaN,98,16,69,1,49,NaN,NaN
15283,,,,NaN,,NaN,,,,,,NaN,NaN
15284,34,100,105,NaN,97,NaN,98,16,69,1,50,NaN,NaN
15285,,,,NaN,,NaN,,,,,,NaN,NaN
15286,34,100,102,NaN,98,NaN,98,16,68,1,49,NaN,NaN
15287,,,,NaN,,NaN,,,,,,NaN,NaN
15288,33,100,104,NaN,98,NaN,99,16,69,1,50,NaN,NaN
15289,,,,NaN,,NaN,,,,,,NaN,NaN
15290,33,100,102,NaN,98,NaN,99,16,68,1,49,NaN,NaN
15291,,,,NaN,,NaN,,,,,,NaN,NaN
15292,33,100,104,NaN,98,NaN,99,16,69,1,50,NaN,NaN
15293,,,,NaN,,NaN,,,,,,NaN,NaN
15294,33,100,103,NaN,99,NaN,99,16,69,2,50,NaN,NaN
15295,,,,NaN,,NaN,,,,,,NaN,NaN
15296,33,100,105,NaN,99,NaN,99,16,70,2,50,NaN,NaN
15297,,,,NaN,,NaN,,,,,,NaN,NaN
15298,33,100,103,NaN,98,NaN,99,16,69,2,50,NaN,NaN
15299,,,,NaN,,NaN,,,,,,NaN,NaN
15300,33,100,103,NaN,98,NaN,99,16,69,2,50,NaN,NaN
15301,,,,NaN,,NaN,,,,,,NaN,NaN
15302,33,100,104,NaN,98,NaN,99,16,70,1,51,NaN,NaN
15303,,,,NaN,,NaN,,,,,,NaN,NaN
15304,33,100,103,NaN,98,NaN,99,16,69,1,50,NaN,NaN
15305,,,,NaN,,NaN,,,,,,NaN,NaN
15306,33,100,106,NaN,99,NaN,99,16,71,1,52,NaN,NaN
15307,,,,NaN,,NaN,,,,,,NaN,NaN
15308,33,100,104,NaN,99,NaN,100,16,70,1,51,NaN,NaN
15309,,,,NaN,,NaN,,,,,,NaN,NaN
15310,33,100,106,NaN,99,NaN,99,16,71,1,52,NaN,NaN
15311,,,,NaN,,NaN,,,,,,NaN,NaN
15312,34,100,104,NaN,99,NaN,99,16,70,1,50,NaN,NaN
15313,,,,NaN,,NaN,,,,,,NaN,NaN
15314,34,100,107,NaN,99,NaN,99,16,71,1,52,NaN,NaN
15315,,,,NaN,,NaN,,,,,,NaN,NaN
15316,34,100,104,NaN,98,NaN,99,16,70,1,50,NaN,NaN
15317,,,,NaN,,NaN,,,,,,NaN,NaN
15318,33,100,107,NaN,98,NaN,98,16,71,1,52,NaN,NaN
15319,,,,NaN,,NaN,,,,,,NaN,NaN
15320,33,100,105,NaN,98,NaN,98,16,70,1,51,NaN,NaN
15321,,,,NaN,,NaN,,,,,,NaN,NaN
15322,33,100,108,NaN,98,NaN,98,16,72,1,53,NaN,NaN
15323,,,,NaN,,NaN,,,,,,NaN,NaN
15324,33,100,105,NaN,98,NaN,99,16,71,1,52,NaN,NaN
15325,,,,NaN,,NaN,,,,,,NaN,NaN
15326,33,100,106,NaN,98,NaN,99,16,72,1,52,NaN,NaN
15327,,,,NaN,,NaN,,,,,,NaN,NaN
15328,33,100,106,NaN,98,NaN,99,16,71,1,52,NaN,NaN
15329,,,,NaN,,NaN,,,,,,NaN,NaN
15330,33,100,107,NaN,98,NaN,98,16,72,1,52,NaN,NaN
15331,,,,NaN,,NaN,,,,,,NaN,NaN
15332,33,100,106,NaN,98,NaN,98,16,71,1,52,NaN,NaN
15333,,,,NaN,,NaN,,,,,,NaN,NaN
15334,33,100,105,NaN,97,NaN,98,16,71,1,51,NaN,NaN
15335,,,,NaN,,NaN,,,,,,NaN,NaN
15336,33,100,106,NaN,97,NaN,98,16,72,1,52,NaN,NaN
15337,,,,NaN,,NaN,,,,,,NaN,NaN
15338,33,100,105,NaN,98,NaN,98,16,71,1,51,NaN,NaN
15339,,,,NaN,,NaN,,,,,,NaN,NaN
15340,33,100,108,NaN,98,NaN,99,16,72,1,53,NaN,NaN
15341,,,,NaN,,NaN,,,,,,NaN,NaN
15342,33,100,105,NaN,98,NaN,99,16,71,1,51,NaN,NaN
15343,,,,NaN,,NaN,,,,,,NaN,NaN
15344,33,100,107,NaN,98,NaN,98,16,72,1,52,NaN,NaN
15345,,,,NaN,,NaN,,,,,,NaN,NaN
15346,33,100,104,NaN,98,NaN,98,16,71,1,51,NaN,NaN
15347,,,,NaN,,NaN,,,,,,NaN,NaN
15348,33,100,107,NaN,98,NaN,98,16,72,1,52,NaN,NaN
15349,,,,NaN,,NaN,,,,,,NaN,NaN
15350,33,100,104,NaN,98,NaN,99,16,70,1,51,NaN,NaN
15351,,,,NaN,,NaN,,,,,,NaN,NaN
15352,33,100,105,NaN,98,NaN,99,16,71,1,51,NaN,NaN
15353,,,,NaN,,NaN,,,,,,NaN,NaN
15354,33,100,105,NaN,98,NaN,99,16,71,2,52,NaN,NaN
15355,,,,NaN,,NaN,,,,,,NaN,NaN
15356,33,100,106,NaN,98,NaN,99,16,72,2,52,NaN,NaN
15357,,,,NaN,,NaN,,,,,,NaN,NaN
15358,33,100,105,NaN,98,NaN,99,16,71,1,52,NaN,NaN
15359,,,,NaN,,NaN,,,,,,NaN,NaN
15360,33,100,106,NaN,98,NaN,99,16,72,1,52,NaN,NaN
15361,,,,NaN,,NaN,,,,,,NaN,NaN
15362,33,100,105,NaN,99,NaN,99,16,71,1,52,NaN,NaN
15363,,,,NaN,,NaN,,,,,,NaN,NaN
15364,33,100,105,NaN,99,NaN,99,16,71,1,51,NaN,NaN
15365,,,,NaN,,NaN,,,,,,NaN,NaN
15366,33,100,105,NaN,98,NaN,99,16,71,1,52,NaN,NaN
15367,,,,NaN,,NaN,,,,,,NaN,NaN
15368,33,100,104,NaN,98,NaN,99,16,71,1,51,NaN,NaN
15369,,,,NaN,,NaN,,,,,,NaN,NaN
15370,33,100,106,NaN,98,NaN,99,16,72,1,52,NaN,NaN
15371,,,,NaN,,NaN,,,,,,NaN,NaN
15372,33,100,105,NaN,99,NaN,99,16,71,1,51,NaN,NaN
15373,,,,NaN,,NaN,,,,,,NaN,NaN
15374,33,100,107,NaN,99,NaN,99,16,72,1,53,NaN,NaN
15375,,,,NaN,,NaN,,,,,,NaN,NaN
15376,34,100,104,NaN,98,NaN,99,16,71,1,51,NaN,NaN
15377,,,,NaN,,NaN,,,,,,NaN,NaN
15378,34,100,107,NaN,99,NaN,99,16,72,1,53,NaN,NaN
15379,,,,NaN,,NaN,,,,,,NaN,NaN
15380,34,100,104,NaN,99,NaN,99,16,71,1,51,NaN,NaN
15381,,,,NaN,,NaN,,,,,,NaN,NaN
15382,34,100,106,NaN,99,NaN,99,16,72,1,51,NaN,NaN
15383,,,,NaN,,NaN,,,,,,NaN,NaN
15384,33,100,104,NaN,98,NaN,98,16,70,1,51,NaN,NaN
15385,,,,NaN,,NaN,,,,,,NaN,NaN
15386,33,100,106,NaN,98,NaN,98,16,71,1,51,NaN,NaN
15387,,,,NaN,,NaN,,,,,,NaN,NaN
15388,33,100,104,NaN,98,NaN,99,16,70,2,51,NaN,NaN
15389,,,,NaN,,NaN,,,,,,NaN,NaN
15390,33,100,104,NaN,99,NaN,99,16,70,2,50,NaN,NaN
15391,,,,NaN,,NaN,,,,,,NaN,NaN
15392,33,100,104,NaN,99,NaN,100,16,70,2,51,NaN,NaN
15393,,,,NaN,,NaN,,,,,,NaN,NaN
15394,33,100,103,NaN,99,NaN,100,16,70,2,50,NaN,NaN
15395,,,,NaN,,NaN,,,,,,NaN,NaN
15396,33,100,104,NaN,99,NaN,99,16,70,1,51,NaN,NaN
15397,,,,NaN,,NaN,,,,,,NaN,NaN
15398,34,100,102,NaN,99,NaN,99,16,69,1,49,NaN,NaN
15399,,,,NaN,,NaN,,,,,,NaN,NaN
15400,34,100,104,NaN,99,NaN,99,16,70,1,51,NaN,NaN
15401,,,,NaN,,NaN,,,,,,NaN,NaN
15402,34,100,101,NaN,99,NaN,100,16,69,1,49,NaN,NaN
15403,,,,NaN,,NaN,,,,,,NaN,NaN
15404,34,100,104,NaN,99,NaN,100,16,69,1,50,NaN,NaN
15405,,,,NaN,,NaN,,,,,,NaN,NaN
15406,34,100,101,NaN,99,NaN,100,16,68,1,50,NaN,NaN
15407,,,,NaN,,NaN,,,,,,NaN,NaN
15408,34,100,105,NaN,100,NaN,100,16,70,1,51,NaN,NaN
15409,,,,NaN,,NaN,,,,,,NaN,NaN
15410,34,100,102,NaN,99,NaN,99,16,69,1,49,NaN,NaN
15411,,,,NaN,,NaN,,,,,,NaN,NaN
15412,34,100,104,NaN,99,NaN,99,16,70,1,51,NaN,NaN
15413,,,,NaN,,NaN,,,,,,NaN,NaN
15414,34,100,102,NaN,98,NaN,99,16,69,1,50,NaN,NaN
15415,,,,NaN,,NaN,,,,,,NaN,NaN
15416,34,100,103,NaN,99,NaN,99,16,69,1,50,NaN,NaN
15417,,,,NaN,,NaN,,,,,,NaN,NaN
15418,34,100,102,NaN,99,NaN,99,16,69,1,50,NaN,NaN
15419,,,,NaN,,NaN,,,,,,NaN,NaN
15420,34,100,102,NaN,99,NaN,99,16,69,1,50,NaN,NaN
15421,,,,NaN,,NaN,,,,,,NaN,NaN
15422,34,100,103,NaN,99,NaN,99,16,69,1,51,NaN,NaN
15423,,,,NaN,,NaN,,,,,,NaN,NaN
15424,34,100,102,NaN,99,NaN,99,16,69,1,50,NaN,NaN
15425,,,,NaN,,NaN,,,,,,NaN,NaN
15426,34,100,104,NaN,99,NaN,99,16,70,1,51,NaN,NaN
15427,,,,NaN,,NaN,,,,,,NaN,NaN
15428,33,100,102,NaN,99,NaN,99,16,70,1,50,NaN,NaN
15429,,,,NaN,,NaN,,,,,,NaN,NaN
15430,33,100,104,NaN,99,NaN,99,16,71,1,52,NaN,NaN
15431,,,,NaN,,NaN,,,,,,NaN,NaN
15432,33,100,103,NaN,98,NaN,99,16,70,1,50,NaN,NaN
15433,,,,NaN,,NaN,,,,,,NaN,NaN
15434,34,100,106,NaN,98,NaN,99,16,71,1,52,NaN,NaN
15435,,,,NaN,,NaN,,,,,,NaN,NaN
15436,34,100,103,NaN,98,NaN,99,16,70,1,51,NaN,NaN
15437,,,,NaN,,NaN,,,,,,NaN,NaN
15438,34,100,105,NaN,98,NaN,99,16,71,1,52,NaN,NaN
15439,,,,NaN,,NaN,,,,,,NaN,NaN
15440,34,100,103,NaN,98,NaN,99,16,70,1,51,NaN,NaN
15441,,,,NaN,,NaN,,,,,,NaN,NaN
15442,33,100,105,NaN,99,NaN,98,16,71,1,52,NaN,NaN
15443,,,,NaN,,NaN,,,,,,NaN,NaN
15444,33,100,102,NaN,98,NaN,98,16,69,1,50,NaN,NaN
15445,,,,NaN,,NaN,,,,,,NaN,NaN
15446,33,100,104,NaN,97,NaN,97,16,70,1,50,NaN,NaN
15447,,,,NaN,,NaN,,,,,,NaN,NaN
15448,33,100,101,NaN,96,NaN,97,16,68,1,50,NaN,NaN
15449,,,,NaN,,NaN,,,,,,NaN,NaN
15450,34,100,102,NaN,97,NaN,98,16,69,1,49,NaN,NaN
15451,,,,NaN,,NaN,,,,,,NaN,NaN
15452,34,100,103,NaN,97,NaN,98,16,69,1,51,NaN,NaN
15453,,,,NaN,,NaN,,,,,,NaN,NaN
15454,34,100,104,NaN,98,NaN,98,16,70,1,51,NaN,NaN
15455,,,,NaN,,NaN,,,,,,NaN,NaN
15456,34,100,105,NaN,98,NaN,98,16,71,1,52,NaN,NaN
15457,,,,NaN,,NaN,,,,,,NaN,NaN
15458,33,100,103,NaN,98,NaN,98,16,70,1,51,NaN,NaN
15459,,,,NaN,,NaN,,,,,,NaN,NaN
15460,33,100,104,NaN,98,NaN,98,16,70,1,51,NaN,NaN
15461,,,,NaN,,NaN,,,,,,NaN,NaN
15462,33,100,102,NaN,97,NaN,97,16,69,1,50,NaN,NaN
15463,,,,NaN,,NaN,,,,,,NaN,NaN
15464,33,100,104,NaN,97,NaN,97,16,70,1,51,NaN,NaN
15465,,,,NaN,,NaN,,,,,,NaN,NaN
15466,33,100,101,NaN,97,NaN,98,16,69,1,50,NaN,NaN
15467,,,,NaN,,NaN,,,,,,NaN,NaN
15468,33,100,104,NaN,98,NaN,98,16,70,1,51,NaN,NaN
15469,,,,NaN,,NaN,,,,,,NaN,NaN
15470,33,100,102,NaN,98,NaN,99,16,69,1,51,NaN,NaN
15471,,,,NaN,,NaN,,,,,,NaN,NaN
15472,33,100,105,NaN,98,NaN,99,16,71,1,51,NaN,NaN
15473,,,,NaN,,NaN,,,,,,NaN,NaN
15474,33,100,103,NaN,98,NaN,99,16,70,1,51,NaN,NaN
15475,,,,NaN,,NaN,,,,,,NaN,NaN
15476,33,100,105,NaN,98,NaN,99,16,71,1,52,NaN,NaN
15477,,,,NaN,,NaN,,,,,,NaN,NaN
15478,33,100,103,NaN,99,NaN,99,16,70,2,51,NaN,NaN
15479,,,,NaN,,NaN,,,,,,NaN,NaN
15480,33,100,103,NaN,99,NaN,99,16,70,2,50,NaN,NaN
