time,Solar8000/PLETH_SPO2,Solar8000/PLETH_HR,Solar8000/ART_DBP,Solar8000/RR_CO2,Solar8000/CVP,Solar8000/ART_MBP,SNUADC/ECG_II,SNUADC/ECG_V5,Solar8000/ART_SBP,SNUADC/ART,SNUADC/CVP,Solar8000/HR,Solar8000/ETCO2
444,,,,,,,NaN,NaN,,NaN,NaN,,
445,100,70,1,,54,1,NaN,NaN,1,NaN,NaN,55,0
446,,,,,,,NaN,NaN,,NaN,NaN,,
447,100,68,1,,57,1,NaN,NaN,1,NaN,NaN,51,0
448,,,,,,,NaN,NaN,,NaN,NaN,,
449,100,66,1,,57,1,NaN,NaN,1,NaN,NaN,52,0
450,,,,,,,NaN,NaN,,NaN,NaN,,
451,100,62,0,,57,0,NaN,NaN,0,NaN,NaN,56,0
452,,,,,,,NaN,NaN,,NaN,NaN,,
453,100,59,0,,58,0,NaN,NaN,0,NaN,NaN,61,0
454,,,,,,,NaN,NaN,,NaN,NaN,,
455,100,59,0,,58,0,NaN,NaN,0,NaN,NaN,63,0
456,,,,,,,NaN,NaN,,NaN,NaN,,
457,100,61,0,,56,0,NaN,NaN,0,NaN,NaN,59,0
458,,,,,,,NaN,NaN,,NaN,NaN,,
459,100,62,0,,56,0,NaN,NaN,0,NaN,NaN,58,0
460,,,,,,,NaN,NaN,,NaN,NaN,,
461,100,61,0,,55,0,NaN,NaN,0,NaN,NaN,56,0
462,,,,,,,NaN,NaN,,NaN,NaN,,
463,100,62,0,,55,0,NaN,NaN,0,NaN,NaN,55,0
464,,,,,,,NaN,NaN,,NaN,NaN,,
465,100,60,0,,56,0,NaN,NaN,0,NaN,NaN,56,0
466,,,,,,,NaN,NaN,,NaN,NaN,,
467,100,62,0,,56,0,NaN,NaN,0,NaN,NaN,58,0
468,,,,,,,NaN,NaN,,NaN,NaN,,
469,100,63,0,,60,0,NaN,NaN,0,NaN,NaN,63,0
470,,,,,,,NaN,NaN,,NaN,NaN,,
471,100,63,0,,60,0,NaN,NaN,0,NaN,NaN,64,0
472,,,,,,,NaN,NaN,,NaN,NaN,,
473,100,65,0,,60,0,NaN,NaN,0,NaN,NaN,66,0
474,,,,,,,NaN,NaN,,NaN,NaN,,
475,100,65,1,,60,1,NaN,NaN,1,NaN,NaN,67,0
476,,,,,,,NaN,NaN,,NaN,NaN,,
477,100,67,1,,61,1,NaN,NaN,1,NaN,NaN,67,0
478,,,,,,,NaN,NaN,,NaN,NaN,,
479,100,68,0,,61,0,NaN,NaN,0,NaN,NaN,73,0
480,,,,,,,NaN,NaN,,NaN,NaN,,
481,100,70,0,,61,0,NaN,NaN,0,NaN,NaN,71,0
482,,,,,,,NaN,NaN,,NaN,NaN,,
483,100,73,0,,58,0,NaN,NaN,0,NaN,NaN,69,0
484,,,,,,,NaN,NaN,,NaN,NaN,,
485,100,73,0,,58,0,NaN,NaN,0,NaN,NaN,67,0
486,,,,,,,NaN,NaN,,NaN,NaN,,
487,100,71,0,,214,0,NaN,NaN,0,NaN,NaN,64,0
488,,,,,,,NaN,NaN,,NaN,NaN,,
489,100,69,0,,214,0,NaN,NaN,0,NaN,NaN,67,0
490,,,,,,,NaN,NaN,,NaN,NaN,,
491,100,68,0,,91,0,NaN,NaN,0,NaN,NaN,69,0
492,,,,,,,NaN,NaN,,NaN,NaN,,
493,100,66,0,,91,0,NaN,NaN,0,NaN,NaN,70,0
494,,,,,,,NaN,NaN,,NaN,NaN,,
495,100,67,0,,57,0,NaN,NaN,0,NaN,NaN,71,0
496,,,,,,,NaN,NaN,,NaN,NaN,,
497,100,68,0,,57,0,NaN,NaN,0,NaN,NaN,68,0
498,,,,,,,NaN,NaN,,NaN,NaN,,
499,100,67,0,,58,0,NaN,NaN,0,NaN,NaN,69,0
500,,,,,,,NaN,NaN,,NaN,NaN,,
501,100,66,0,,58,0,NaN,NaN,0,NaN,NaN,71,0
502,,,,,,,NaN,NaN,,NaN,NaN,,
503,100,66,0,,60,0,NaN,NaN,0,NaN,NaN,68,0
504,,,,,,,NaN,NaN,,NaN,NaN,,
505,100,69,0,,60,0,NaN,NaN,0,NaN,NaN,73,0
506,,,,,,,NaN,NaN,,NaN,NaN,,
507,100,73,1,,57,1,NaN,NaN,1,NaN,NaN,73,0
508,,,,,,,NaN,NaN,,NaN,NaN,,
509,100,74,-13,,57,1,NaN,NaN,16,NaN,NaN,73,0
510,,,,,,,NaN,NaN,,NaN,NaN,,
511,100,71,-14,,57,3,NaN,NaN,70,NaN,NaN,67,0
512,,,,,,,NaN,NaN,,NaN,NaN,,
513,100,72,-68,,57,8,NaN,NaN,83,NaN,NaN,65,0
514,,,,,,,NaN,NaN,,NaN,NaN,,
515,100,69,-68,,57,8,NaN,NaN,83,NaN,NaN,61,0
516,,,,,,,NaN,NaN,,NaN,NaN,,
517,100,64,-20,,56,7,NaN,NaN,28,NaN,NaN,59,0
518,,,,,,,NaN,NaN,,NaN,NaN,,
519,100,62,-7,,56,7,NaN,NaN,24,NaN,NaN,60,0
520,,,,,,,NaN,NaN,,NaN,NaN,,
521,100,65,-29,,57,3,NaN,NaN,24,NaN,NaN,64,0
522,,,,,,,NaN,NaN,,NaN,NaN,,
523,100,65,,,57,3,NaN,NaN,,NaN,NaN,65,0
524,,,,,,,NaN,NaN,,NaN,NaN,,
525,100,66,,,37,25,NaN,NaN,,NaN,NaN,74,0
526,,,,,,,NaN,NaN,,NaN,NaN,,
527,100,69,,,37,25,NaN,NaN,,NaN,NaN,71,0
528,,,,,,,NaN,NaN,,NaN,NaN,,
529,100,71,,,0,25,NaN,NaN,,NaN,NaN,83,0
530,,,,,,,NaN,NaN,,NaN,NaN,,
531,100,75,,,0,25,NaN,NaN,,NaN,NaN,84,0
532,,,,,,,NaN,NaN,,NaN,NaN,,
533,100,74,,,0,26,NaN,NaN,,NaN,NaN,86,0
534,,,,,,,NaN,NaN,,NaN,NaN,,
535,100,74,,,0,26,NaN,NaN,,NaN,NaN,83,0
536,,,,,,,NaN,NaN,,NaN,NaN,,
537,100,83,,,0,26,NaN,NaN,,NaN,NaN,83,0
538,,,,,,,NaN,NaN,,NaN,NaN,,
539,100,90,,,0,26,NaN,NaN,,NaN,NaN,91,0
540,,,,,,,NaN,NaN,,NaN,NaN,,
541,100,92,,,0,26,NaN,NaN,,NaN,NaN,93,0
542,,,,,,,NaN,NaN,,NaN,NaN,,
543,100,90,,0,0,26,NaN,NaN,,NaN,NaN,86,47
544,,,,,,,NaN,NaN,,NaN,NaN,,
545,100,85,,0,0,26,NaN,NaN,,NaN,NaN,79,47
546,,,,,,,NaN,NaN,,NaN,NaN,,
547,100,82,,0,0,26,NaN,NaN,,NaN,NaN,77,47
548,,,,,,,NaN,NaN,,NaN,NaN,,
549,100,79,,0,0,25,NaN,NaN,,NaN,NaN,79,47
550,,,,,,,NaN,NaN,,NaN,NaN,,
551,100,82,,0,0,25,NaN,NaN,,NaN,NaN,84,48
552,,,,,,,NaN,NaN,,NaN,NaN,,
553,100,83,,0,0,25,NaN,NaN,,NaN,NaN,83,48
554,,,,,,,NaN,NaN,,NaN,NaN,,
555,100,84,,0,0,25,NaN,NaN,,NaN,NaN,85,48
556,,,,,,,NaN,NaN,,NaN,NaN,,
557,100,84,,0,0,25,NaN,NaN,,NaN,NaN,79,46
558,,,,,,,NaN,NaN,,NaN,NaN,,
559,100,84,,0,0,25,NaN,NaN,,NaN,NaN,80,46
560,,,,,,,NaN,NaN,,NaN,NaN,,
561,100,85,,0,0,25,NaN,NaN,,NaN,NaN,80,46
562,,,,,,,NaN,NaN,,NaN,NaN,,
563,100,83,,8,0,25,NaN,NaN,,NaN,NaN,88,46
564,,,,,,,NaN,NaN,,NaN,NaN,,
565,100,85,,8,0,25,NaN,NaN,,NaN,NaN,88,46
566,,,,,,,NaN,NaN,,NaN,NaN,,
567,100,87,,8,0,25,NaN,NaN,,NaN,NaN,93,46
568,,,,,,,NaN,NaN,,NaN,NaN,,
569,100,88,,11,0,25,NaN,NaN,,NaN,NaN,85,45
570,,,,,,,NaN,NaN,,NaN,NaN,,
571,100,85,,11,0,25,NaN,NaN,,NaN,NaN,84,45
572,,,,,,,NaN,NaN,,NaN,NaN,,
573,100,88,,11,0,25,NaN,NaN,,NaN,NaN,88,45
574,,,,,,,NaN,NaN,,NaN,NaN,,
575,100,85,,14,0,25,NaN,NaN,,NaN,NaN,88,46
576,,,,,,,NaN,NaN,,NaN,NaN,,
577,100,85,,14,0,25,NaN,NaN,,NaN,NaN,90,46
578,,,,,,,NaN,NaN,,NaN,NaN,,
579,100,85,,14,0,25,NaN,NaN,,NaN,NaN,80,46
580,,,,,,,NaN,NaN,,NaN,NaN,,
581,100,83,,14,0,25,NaN,NaN,,NaN,NaN,81,46
582,,,,,,,NaN,NaN,,NaN,NaN,,
583,100,81,,15,0,26,NaN,NaN,,NaN,NaN,77,46
584,,,,,,,NaN,NaN,,NaN,NaN,,
585,100,80,,15,0,26,NaN,NaN,,NaN,NaN,81,46
586,,,,,,,NaN,NaN,,NaN,NaN,,
587,100,79,,15,0,25,NaN,NaN,,NaN,NaN,78,46
588,,,,,,,NaN,NaN,,NaN,NaN,,
589,100,79,,16,0,25,NaN,NaN,,NaN,NaN,76,46
590,,,,,,,NaN,NaN,,NaN,NaN,,
591,100,75,,16,0,26,NaN,NaN,,NaN,NaN,73,46
592,,,,,,,NaN,NaN,,NaN,NaN,,
593,100,75,,16,0,26,NaN,NaN,,NaN,NaN,73,46
594,,,,,,,NaN,NaN,,NaN,NaN,,
595,100,75,,16,0,26,NaN,NaN,,NaN,NaN,73,46
596,,,,,,,NaN,NaN,,NaN,NaN,,
597,100,76,,16,0,26,NaN,NaN,,NaN,NaN,73,46
598,,,,,,,NaN,NaN,,NaN,NaN,,
599,100,77,,16,0,29,NaN,NaN,,NaN,NaN,74,46
600,,,,,,,NaN,NaN,,NaN,NaN,,
601,100,81,,16,0,38,NaN,NaN,,NaN,NaN,77,44
602,,,,,,,NaN,NaN,,NaN,NaN,,
603,100,81,,16,0,71,NaN,NaN,,NaN,NaN,77,44
604,,,,,,,NaN,NaN,,NaN,NaN,,
605,100,82,,16,0,96,NaN,NaN,,NaN,NaN,77,44
606,,,,,,,NaN,NaN,,NaN,NaN,,
607,100,80,,16,0,106,NaN,NaN,,NaN,NaN,75,44
608,,,,,,,NaN,NaN,,NaN,NaN,,
609,100,81,,16,0,113,NaN,NaN,,NaN,NaN,78,44
610,,,,,,,NaN,NaN,,NaN,NaN,,
611,100,80,,16,0,113,NaN,NaN,,NaN,NaN,79,44
612,,,,,,,NaN,NaN,,NaN,NaN,,
613,100,80,,16,0,1,NaN,NaN,,NaN,NaN,,44
614,,,,,,,NaN,NaN,,NaN,NaN,,
615,100,83,,16,0,1,NaN,NaN,,NaN,NaN,,44
616,,,,,,,NaN,NaN,,NaN,NaN,,
617,100,82,,16,0,0,NaN,NaN,,NaN,NaN,82,44
618,,,,,,,NaN,NaN,,NaN,NaN,,
619,100,79,,17,0,0,NaN,NaN,,NaN,NaN,82,44
620,,,,,,,NaN,NaN,,NaN,NaN,,
621,100,79,,17,0,0,NaN,NaN,,NaN,NaN,91,44
622,,,,,,,NaN,NaN,,NaN,NaN,,
623,100,74,,17,0,18,NaN,NaN,,NaN,NaN,86,44
624,,,,,,,NaN,NaN,,NaN,NaN,,
625,100,74,,17,0,46,NaN,NaN,,NaN,NaN,86,43
626,,,,,,,NaN,NaN,,NaN,NaN,,
627,100,73,,17,0,69,NaN,NaN,,NaN,NaN,87,43
628,,,,,,,NaN,NaN,,NaN,NaN,,
629,100,72,,17,1,74,NaN,NaN,,NaN,NaN,87,43
630,,,,,,,NaN,NaN,,NaN,NaN,,
631,100,75,,17,1,74,NaN,NaN,,NaN,NaN,87,43
632,,,,,,,NaN,NaN,,NaN,NaN,,
633,100,79,,17,1,91,NaN,NaN,,NaN,NaN,87,42
634,,,,,,,NaN,NaN,,NaN,NaN,,
635,100,79,,17,1,107,NaN,NaN,,NaN,NaN,85,42
636,,,,,,,NaN,NaN,,NaN,NaN,,
637,100,81,,17,1,137,NaN,NaN,,NaN,NaN,81,42
638,,,,,,,NaN,NaN,,NaN,NaN,,
639,100,78,,18,2,158,NaN,NaN,,NaN,NaN,74,43
640,,,,,,,NaN,NaN,,NaN,NaN,,
641,100,79,,18,2,155,NaN,NaN,,NaN,NaN,75,43
642,,,,,,,NaN,NaN,,NaN,NaN,,
643,100,81,34,18,2,136,NaN,NaN,183,NaN,NaN,72,43
644,,,,,,,NaN,NaN,,NaN,NaN,,
645,100,85,30,18,2,94,NaN,NaN,141,NaN,NaN,83,43
646,,,,,,,NaN,NaN,,NaN,NaN,,
647,100,88,46,18,3,85,NaN,NaN,116,NaN,NaN,89,43
648,,,,,,,NaN,NaN,,NaN,NaN,,
649,100,86,53,18,3,79,NaN,NaN,113,NaN,NaN,87,43
650,,,,,,,NaN,NaN,,NaN,NaN,,
651,100,85,51,18,2,76,NaN,NaN,111,NaN,NaN,81,42
652,,,,,,,NaN,NaN,,NaN,NaN,,
653,100,82,54,18,2,75,NaN,NaN,110,NaN,NaN,75,42
654,,,,,,,NaN,NaN,,NaN,NaN,,
655,100,79,53,18,2,74,NaN,NaN,111,NaN,NaN,74,42
656,,,,,,,NaN,NaN,,NaN,NaN,,
657,100,79,48,18,2,71,NaN,NaN,110,NaN,NaN,78,43
658,,,,,,,NaN,NaN,,NaN,NaN,,
659,100,77,52,18,2,73,NaN,NaN,113,NaN,NaN,79,43
660,,,,,,,NaN,NaN,,NaN,NaN,,
661,100,78,55,18,2,76,NaN,NaN,117,NaN,NaN,83,43
662,,,,,,,NaN,NaN,,NaN,NaN,,
663,100,78,53,18,2,76,NaN,NaN,116,NaN,NaN,86,43
664,,,,,,,NaN,NaN,,NaN,NaN,,
665,100,81,48,18,2,71,NaN,NaN,108,NaN,NaN,85,43
666,,,,,,,NaN,NaN,,NaN,NaN,,
667,100,81,50,18,2,70,NaN,NaN,104,NaN,NaN,79,43
668,,,,,,,NaN,NaN,,NaN,NaN,,
669,100,78,50,18,2,70,NaN,NaN,105,NaN,NaN,70,42
670,,,,,,,NaN,NaN,,NaN,NaN,,
671,100,79,49,18,2,70,NaN,NaN,109,NaN,NaN,68,42
672,,,,,,,NaN,NaN,,NaN,NaN,,
673,100,79,50,18,2,68,NaN,NaN,95,NaN,NaN,72,42
674,,,,,,,NaN,NaN,,NaN,NaN,,
675,100,76,42,18,2,64,NaN,NaN,100,NaN,NaN,74,34
676,,,,,,,NaN,NaN,,NaN,NaN,,
677,100,67,41,18,2,62,NaN,NaN,101,NaN,NaN,75,34
678,,,,,,,NaN,NaN,,NaN,NaN,,
679,100,64,44,18,2,62,NaN,NaN,98,NaN,NaN,71,34
680,,,,,,,NaN,NaN,,NaN,NaN,,
681,100,64,43,18,3,62,NaN,NaN,99,NaN,NaN,66,43
682,,,,,,,NaN,NaN,,NaN,NaN,,
683,100,63,41,18,3,63,NaN,NaN,100,NaN,NaN,67,43
684,,,,,,,NaN,NaN,,NaN,NaN,,
685,100,58,27,18,3,61,NaN,NaN,97,NaN,NaN,70,43
686,,,,,,,NaN,NaN,,NaN,NaN,,
687,100,58,45,16,3,65,NaN,NaN,105,NaN,NaN,61,39
688,,,,,,,NaN,NaN,,NaN,NaN,,
689,100,59,48,16,4,70,NaN,NaN,111,NaN,NaN,68,39
690,,,,,,,NaN,NaN,,NaN,NaN,,
691,100,65,47,16,4,70,NaN,NaN,111,NaN,NaN,73,39
692,,,,,,,NaN,NaN,,NaN,NaN,,
693,100,71,47,16,4,69,NaN,NaN,108,NaN,NaN,83,39
694,,,,,,,NaN,NaN,,NaN,NaN,,
695,100,71,44,15,4,66,NaN,NaN,103,NaN,NaN,75,39
696,,,,,,,NaN,NaN,,NaN,NaN,,
697,100,71,46,15,4,65,NaN,NaN,99,NaN,NaN,73,39
698,,,,,,,NaN,NaN,,NaN,NaN,,
699,100,67,43,15,4,63,NaN,NaN,100,NaN,NaN,64,39
700,,,,,,,NaN,NaN,,NaN,NaN,,
701,100,68,48,15,4,65,NaN,NaN,98,NaN,NaN,64,40
702,,,,,,,NaN,NaN,,NaN,NaN,,
703,100,66,51,15,3,68,NaN,NaN,104,NaN,NaN,63,40
704,,,,,,,NaN,NaN,,NaN,NaN,,
705,100,70,48,15,3,67,NaN,NaN,104,NaN,NaN,71,40
706,,,,,,,NaN,NaN,,NaN,NaN,,
707,100,71,50,16,3,67,NaN,NaN,100,NaN,NaN,69,39
708,,,,,,,NaN,NaN,,NaN,NaN,,
709,100,73,49,16,3,67,NaN,NaN,102,NaN,NaN,72,39
710,,,,,,,NaN,NaN,,NaN,NaN,,
711,100,76,45,16,3,65,NaN,NaN,99,NaN,NaN,72,39
712,,,,,,,NaN,NaN,,NaN,NaN,,
713,100,73,48,17,3,66,NaN,NaN,102,NaN,NaN,83,39
714,,,,,,,NaN,NaN,,NaN,NaN,,
715,100,75,51,17,4,69,NaN,NaN,105,NaN,NaN,87,39
716,,,,,,,NaN,NaN,,NaN,NaN,,
717,100,75,50,17,4,67,NaN,NaN,104,NaN,NaN,86,39
718,,,,,,,NaN,NaN,,NaN,NaN,,
719,100,75,50,18,4,68,NaN,NaN,105,NaN,NaN,77,39
720,,,,,,,NaN,NaN,,NaN,NaN,,
721,100,76,54,18,4,71,NaN,NaN,107,NaN,NaN,73,39
722,,,,,,,NaN,NaN,,NaN,NaN,,
723,100,78,54,18,5,72,NaN,NaN,108,NaN,NaN,68,39
724,,,,,,,NaN,NaN,,NaN,NaN,,
725,100,78,54,18,5,72,NaN,NaN,109,NaN,NaN,68,39
726,,,,,,,NaN,NaN,,NaN,NaN,,
727,100,77,59,18,5,75,NaN,NaN,109,NaN,NaN,72,39
728,,,,,,,NaN,NaN,,NaN,NaN,,
729,100,73,57,18,5,75,NaN,NaN,112,NaN,NaN,69,39
730,,,,,,,NaN,NaN,,NaN,NaN,,
731,100,74,57,18,5,76,NaN,NaN,111,NaN,NaN,72,39
732,,,,,,,NaN,NaN,,NaN,NaN,,
733,100,74,57,18,4,76,NaN,NaN,111,NaN,NaN,71,39
734,,,,,,,NaN,NaN,,NaN,NaN,,
735,100,73,56,18,4,75,NaN,NaN,110,NaN,NaN,75,39
736,,,,,,,NaN,NaN,,NaN,NaN,,
737,100,74,53,18,4,72,NaN,NaN,108,NaN,NaN,71,39
738,,,,,,,NaN,NaN,,NaN,NaN,,
739,100,73,53,18,4,71,NaN,NaN,105,NaN,NaN,69,39
740,,,,,,,NaN,NaN,,NaN,NaN,,
741,100,68,58,18,4,74,NaN,NaN,109,NaN,NaN,66,39
742,,,,,,,NaN,NaN,,NaN,NaN,,
743,100,70,57,18,4,75,NaN,NaN,111,NaN,NaN,74,39
744,,,,,,,NaN,NaN,,NaN,NaN,,
745,100,70,54,18,4,74,NaN,NaN,111,NaN,NaN,80,39
746,,,,,,,NaN,NaN,,NaN,NaN,,
747,100,69,57,18,4,75,NaN,NaN,109,NaN,NaN,77,39
748,,,,,,,NaN,NaN,,NaN,NaN,,
749,100,72,55,18,4,75,NaN,NaN,111,NaN,NaN,72,39
750,,,,,,,NaN,NaN,,NaN,NaN,,
751,100,74,53,18,4,73,NaN,NaN,109,NaN,NaN,68,39
752,,,,,,,NaN,NaN,,NaN,NaN,,
753,100,73,55,18,4,74,NaN,NaN,110,NaN,NaN,67,39
754,,,,,,,NaN,NaN,,NaN,NaN,,
755,100,72,62,18,4,77,NaN,NaN,110,NaN,NaN,69,39
756,,,,,,,NaN,NaN,,NaN,NaN,,
757,100,70,56,18,4,75,NaN,NaN,112,NaN,NaN,66,38
758,,,,,,,NaN,NaN,,NaN,NaN,,
759,100,69,59,18,5,76,NaN,NaN,110,NaN,NaN,72,38
760,,,,,,,NaN,NaN,,NaN,NaN,,
761,100,70,57,18,5,74,NaN,NaN,108,NaN,NaN,73,38
762,,,,,,,NaN,NaN,,NaN,NaN,,
763,100,72,56,18,5,74,NaN,NaN,108,NaN,NaN,70,38
764,,,,,,,NaN,NaN,,NaN,NaN,,
765,100,75,59,18,5,75,NaN,NaN,108,NaN,NaN,67,38
766,,,,,,,NaN,NaN,,NaN,NaN,,
767,100,78,56,18,6,75,NaN,NaN,111,NaN,NaN,72,38
768,,,,,,,NaN,NaN,,NaN,NaN,,
769,100,79,54,18,6,73,NaN,NaN,108,NaN,NaN,76,39
770,,,,,,,NaN,NaN,,NaN,NaN,,
771,100,77,55,18,5,71,NaN,NaN,103,NaN,NaN,69,39
772,,,,,,,NaN,NaN,,NaN,NaN,,
773,100,73,59,18,5,74,NaN,NaN,106,NaN,NaN,65,39
774,,,,,,,NaN,NaN,,NaN,NaN,,
775,100,73,57,18,5,74,NaN,NaN,109,NaN,NaN,65,39
776,,,,,,,NaN,NaN,,NaN,NaN,,
777,100,70,58,18,5,75,NaN,NaN,110,NaN,NaN,69,39
778,,,,,,,NaN,NaN,,NaN,NaN,,
779,100,71,57,18,3,76,NaN,NaN,113,NaN,NaN,70,39
780,,,,,,,NaN,NaN,,NaN,NaN,,
781,100,78,56,18,3,75,NaN,NaN,111,NaN,NaN,75,39
782,,,,,,,NaN,NaN,,NaN,NaN,,
783,100,78,56,18,2,74,NaN,NaN,109,NaN,NaN,71,38
784,,,,,,,NaN,NaN,,NaN,NaN,,
785,100,72,58,18,2,75,NaN,NaN,108,NaN,NaN,69,38
786,,,,,,,NaN,NaN,,NaN,NaN,,
787,100,73,58,18,2,74,NaN,NaN,108,NaN,NaN,69,38
788,,,,,,,NaN,NaN,,NaN,NaN,,
789,100,71,54,18,2,73,NaN,NaN,109,NaN,NaN,68,38
790,,,,,,,NaN,NaN,,NaN,NaN,,
791,100,71,57,18,2,72,NaN,NaN,102,NaN,NaN,66,38
792,,,,,,,NaN,NaN,,NaN,NaN,,
793,100,65,56,18,2,72,NaN,NaN,106,NaN,NaN,62,38
794,,,,,,,NaN,NaN,,NaN,NaN,,
795,100,62,56,18,2,73,NaN,NaN,107,NaN,NaN,62,38
796,,,,,,,NaN,NaN,,NaN,NaN,,
797,100,63,52,18,2,71,NaN,NaN,108,NaN,NaN,63,38
798,,,,,,,NaN,NaN,,NaN,NaN,,
799,100,65,52,18,2,70,NaN,NaN,104,NaN,NaN,65,38
800,,,,,,,NaN,NaN,,NaN,NaN,,
801,100,65,54,18,2,70,NaN,NaN,102,NaN,NaN,69,38
802,,,,,,,NaN,NaN,,NaN,NaN,,
803,100,63,53,18,2,70,NaN,NaN,104,NaN,NaN,63,38
804,,,,,,,NaN,NaN,,NaN,NaN,,
805,100,65,57,18,2,72,NaN,NaN,104,NaN,NaN,60,38
806,,,,,,,NaN,NaN,,NaN,NaN,,
807,100,66,57,18,2,74,NaN,NaN,108,NaN,NaN,64,37
808,,,,,,,NaN,NaN,,NaN,NaN,,
809,100,68,56,18,2,74,NaN,NaN,108,NaN,NaN,71,37
810,,,,,,,NaN,NaN,,NaN,NaN,,
811,100,68,59,18,2,75,NaN,NaN,107,NaN,NaN,70,37
812,,,,,,,NaN,NaN,,NaN,NaN,,
813,100,68,55,18,2,73,NaN,NaN,109,NaN,NaN,76,37
814,,,,,,,NaN,NaN,,NaN,NaN,,
815,100,68,57,18,2,74,NaN,NaN,106,NaN,NaN,69,37
816,,,,,,,NaN,NaN,,NaN,NaN,,
817,100,68,55,18,2,73,NaN,NaN,107,NaN,NaN,66,37
818,,,,,,,NaN,NaN,,NaN,NaN,,
819,100,68,57,18,2,73,NaN,NaN,106,NaN,NaN,67,37
820,,,,,,,NaN,NaN,,NaN,NaN,,
821,100,68,53,18,2,71,NaN,NaN,105,NaN,NaN,70,37
822,,,,,,,NaN,NaN,,NaN,NaN,,
823,100,68,53,18,2,71,NaN,NaN,105,NaN,NaN,68,37
824,,,,,,,NaN,NaN,,NaN,NaN,,
825,,,56,18,2,73,NaN,NaN,105,NaN,NaN,66,37
826,,,,,,,NaN,NaN,,NaN,NaN,,
827,100,67,55,18,2,73,NaN,NaN,108,NaN,NaN,67,37
828,,,,,,,NaN,NaN,,NaN,NaN,,
829,100,69,52,18,2,71,NaN,NaN,105,NaN,NaN,70,37
830,,,,,,,NaN,NaN,,NaN,NaN,,
831,94,70,55,18,1,72,NaN,NaN,105,NaN,NaN,67,37
832,,,,,,,NaN,NaN,,NaN,NaN,,
833,94,70,52,18,1,71,NaN,NaN,107,NaN,NaN,68,37
834,,,,,,,NaN,NaN,,NaN,NaN,,
835,94,70,50,18,1,68,NaN,NaN,102,NaN,NaN,61,37
836,,,,,,,NaN,NaN,,NaN,NaN,,
837,100,65,56,18,1,71,NaN,NaN,102,NaN,NaN,59,38
838,,,,,,,NaN,NaN,,NaN,NaN,,
839,100,64,54,18,1,71,NaN,NaN,105,NaN,NaN,63,38
840,,,,,,,NaN,NaN,,NaN,NaN,,
841,100,66,55,18,1,72,NaN,NaN,107,NaN,NaN,60,38
842,,,,,,,NaN,NaN,,NaN,NaN,,
843,100,66,54,18,1,71,NaN,NaN,107,NaN,NaN,65,38
844,,,,,,,NaN,NaN,,NaN,NaN,,
845,100,62,52,18,1,70,NaN,NaN,105,NaN,NaN,67,37
846,,,,,,,NaN,NaN,,NaN,NaN,,
847,100,62,58,18,1,72,NaN,NaN,101,NaN,NaN,64,37
848,,,,,,,NaN,NaN,,NaN,NaN,,
849,100,63,61,18,1,76,NaN,NaN,111,NaN,NaN,68,37
850,,,,,,,NaN,NaN,,NaN,NaN,,
851,100,65,61,18,1,77,NaN,NaN,112,NaN,NaN,71,37
852,,,,,,,NaN,NaN,,NaN,NaN,,
853,100,66,56,18,1,75,NaN,NaN,114,NaN,NaN,88,37
854,,,,,,,NaN,NaN,,NaN,NaN,,
855,100,68,59,18,1,76,NaN,NaN,111,NaN,NaN,82,37
856,,,,,,,NaN,NaN,,NaN,NaN,,
857,100,68,54,18,1,73,NaN,NaN,110,NaN,NaN,80,36
858,,,,,,,NaN,NaN,,NaN,NaN,,
859,100,69,56,18,1,74,NaN,NaN,107,NaN,NaN,72,36
860,,,,,,,NaN,NaN,,NaN,NaN,,
861,100,68,55,18,1,73,NaN,NaN,108,NaN,NaN,68,36
862,,,,,,,NaN,NaN,,NaN,NaN,,
863,100,71,59,18,1,76,NaN,NaN,109,NaN,NaN,67,37
864,,,,,,,NaN,NaN,,NaN,NaN,,
865,100,71,60,18,1,77,NaN,NaN,112,NaN,NaN,69,37
866,,,,,,,NaN,NaN,,NaN,NaN,,
867,100,74,57,18,1,76,NaN,NaN,112,NaN,NaN,76,37
868,,,,,,,NaN,NaN,,NaN,NaN,,
869,100,75,55,18,1,75,NaN,NaN,109,NaN,NaN,75,37
870,,,,,,,NaN,NaN,,NaN,NaN,,
871,100,78,54,18,1,73,NaN,NaN,107,NaN,NaN,77,37
872,,,,,,,NaN,NaN,,NaN,NaN,,
873,100,75,56,18,0,73,NaN,NaN,105,NaN,NaN,69,37
874,,,,,,,NaN,NaN,,NaN,NaN,,
875,100,73,56,18,0,73,NaN,NaN,106,NaN,NaN,66,37
876,,,,,,,NaN,NaN,,NaN,NaN,,
877,100,70,54,18,0,72,NaN,NaN,108,NaN,NaN,66,37
878,,,,,,,NaN,NaN,,NaN,NaN,,
879,100,70,53,18,0,71,NaN,NaN,106,NaN,NaN,69,37
880,,,,,,,NaN,NaN,,NaN,NaN,,
881,100,67,50,18,0,69,NaN,NaN,104,NaN,NaN,68,36
882,,,,,,,NaN,NaN,,NaN,NaN,,
883,100,66,51,18,0,68,NaN,NaN,99,NaN,NaN,62,36
884,,,,,,,NaN,NaN,,NaN,NaN,,
885,100,62,49,18,0,66,NaN,NaN,99,NaN,NaN,60,36
886,,,,,,,NaN,NaN,,NaN,NaN,,
887,100,64,54,18,0,69,NaN,NaN,101,NaN,NaN,58,37
