time,Solar8000/ART_MBP,SNUADC/ECG_V5,Solar8000/HR,SNUADC/ART,SNUADC/CVP,SNUADC/ECG_II,Solar8000/ART_DBP,Solar8000/RR_CO2,Solar8000/PLETH_SPO2,Solar8000/CVP,Solar8000/ART_SBP,Solar8000/PLETH_HR,Solar8000/ETCO2
11051,72,NaN,81,NaN,NaN,NaN,61,15,100,6,92,81,35
11052,,NaN,,NaN,NaN,NaN,,,,,,,
11053,73,NaN,81,NaN,NaN,NaN,60,15,100,6,94,81,35
11054,,NaN,,NaN,NaN,NaN,,,,,,,
11055,73,NaN,81,NaN,NaN,NaN,61,15,100,6,92,81,35
11056,,NaN,,NaN,NaN,NaN,,,,,,,
11057,74,NaN,81,NaN,NaN,NaN,61,15,100,6,95,81,34
11058,,NaN,,NaN,NaN,NaN,,,,,,,
11059,73,NaN,80,NaN,NaN,NaN,61,15,100,6,93,81,34
11060,,NaN,,NaN,NaN,NaN,,,,,,,
11061,74,NaN,80,NaN,NaN,NaN,61,15,100,7,95,81,34
11062,,NaN,,NaN,NaN,NaN,,,,,,,
11063,73,NaN,80,NaN,NaN,NaN,60,15,99,7,93,80,34
11064,,NaN,,NaN,NaN,NaN,,,,,,,
11065,73,NaN,79,NaN,NaN,NaN,59,15,100,7,93,80,34
11066,,NaN,,NaN,NaN,NaN,,,,,,,
11067,72,NaN,79,NaN,NaN,NaN,59,15,100,7,92,79,34
11068,,NaN,,NaN,NaN,NaN,,,,,,,
11069,73,NaN,79,NaN,NaN,NaN,60,15,100,7,94,79,34
11070,,NaN,,NaN,NaN,NaN,,,,,,,
11071,73,NaN,79,NaN,NaN,NaN,61,15,100,7,93,79,34
11072,,NaN,,NaN,NaN,NaN,,,,,,,
11073,74,NaN,79,NaN,NaN,NaN,61,15,100,7,95,79,34
11074,,NaN,,NaN,NaN,NaN,,,,,,,
11075,74,NaN,79,NaN,NaN,NaN,62,15,100,7,94,79,34
11076,,NaN,,NaN,NaN,NaN,,,,,,,
11077,75,NaN,79,NaN,NaN,NaN,62,15,100,7,96,80,34
11078,,NaN,,NaN,NaN,NaN,,,,,,,
11079,75,NaN,79,NaN,NaN,NaN,62,15,100,7,95,80,34
11080,,NaN,,NaN,NaN,NaN,,,,,,,
11081,76,NaN,79,NaN,NaN,NaN,62,15,100,7,97,80,34
11082,,NaN,,NaN,NaN,NaN,,,,,,,
11083,75,NaN,78,NaN,NaN,NaN,61,15,100,7,95,79,34
11084,,NaN,,NaN,NaN,NaN,,,,,,,
11085,76,NaN,77,NaN,NaN,NaN,62,15,100,7,97,79,34
11086,,NaN,,NaN,NaN,NaN,,,,,,,
11087,75,NaN,77,NaN,NaN,NaN,61,15,100,7,95,78,34
11088,,NaN,,NaN,NaN,NaN,,,,,,,
11089,75,NaN,77,NaN,NaN,NaN,61,15,100,7,96,78,34
11090,,NaN,,NaN,NaN,NaN,,,,,,,
11091,75,NaN,77,NaN,NaN,NaN,61,15,100,7,94,78,34
11092,,NaN,,NaN,NaN,NaN,,,,,,,
11093,75,NaN,77,NaN,NaN,NaN,61,15,100,7,96,78,34
11094,,NaN,,NaN,NaN,NaN,,,,,,,
11095,75,NaN,78,NaN,NaN,NaN,61,15,100,7,95,78,34
11096,,NaN,,NaN,NaN,NaN,,,,,,,
11097,75,NaN,78,NaN,NaN,NaN,61,15,100,7,96,78,34
11098,,NaN,,NaN,NaN,NaN,,,,,,,
11099,75,NaN,78,NaN,NaN,NaN,61,15,100,7,95,78,34
11100,,NaN,,NaN,NaN,NaN,,,,,,,
11101,76,NaN,77,NaN,NaN,NaN,61,15,99,7,97,78,35
11102,,NaN,,NaN,NaN,NaN,,,,,,,
11103,76,NaN,77,NaN,NaN,NaN,62,15,100,7,96,78,35
11104,,NaN,,NaN,NaN,NaN,,,,,,,
11105,77,NaN,77,NaN,NaN,NaN,62,15,100,7,98,78,35
11106,,NaN,,NaN,NaN,NaN,,,,,,,
11107,76,NaN,76,NaN,NaN,NaN,62,15,100,7,96,78,35
11108,,NaN,,NaN,NaN,NaN,,,,,,,
11109,77,NaN,76,NaN,NaN,NaN,62,15,100,7,98,77,35
11110,,NaN,,NaN,NaN,NaN,,,,,,,
11111,76,NaN,76,NaN,NaN,NaN,62,15,100,7,96,77,35
11112,,NaN,,NaN,NaN,NaN,,,,,,,
11113,76,NaN,77,NaN,NaN,NaN,62,15,100,7,98,77,35
11114,,NaN,,NaN,NaN,NaN,,,,,,,
11115,76,NaN,76,NaN,NaN,NaN,62,15,100,7,97,77,34
11116,,NaN,,NaN,NaN,NaN,,,,,,,
11117,77,NaN,77,NaN,NaN,NaN,62,15,100,7,98,77,34
11118,,NaN,,NaN,NaN,NaN,,,,,,,
11119,76,NaN,76,NaN,NaN,NaN,62,15,100,7,98,79,34
11120,,NaN,,NaN,NaN,NaN,,,,,,,
11121,76,NaN,76,NaN,NaN,NaN,61,15,100,7,98,79,34
11122,,NaN,,NaN,NaN,NaN,,,,,,,
11123,76,NaN,76,NaN,NaN,NaN,61,15,100,7,97,79,34
11124,,NaN,,NaN,NaN,NaN,,,,,,,
11125,76,NaN,77,NaN,NaN,NaN,61,15,100,8,98,79,34
11126,,NaN,,NaN,NaN,NaN,,,,,,,
11127,76,NaN,77,NaN,NaN,NaN,62,15,100,8,97,79,34
11128,,NaN,,NaN,NaN,NaN,,,,,,,
11129,77,NaN,77,NaN,NaN,NaN,63,15,100,8,100,79,34
11130,,NaN,,NaN,NaN,NaN,,,,,,,
11131,78,NaN,77,NaN,NaN,NaN,63,15,100,8,99,80,34
11132,,NaN,,NaN,NaN,NaN,,,,,,,
11133,78,NaN,76,NaN,NaN,NaN,62,15,100,8,100,79,34
11134,,NaN,,NaN,NaN,NaN,,,,,,,
11135,77,NaN,76,NaN,NaN,NaN,62,15,100,8,99,76,34
11136,,NaN,,NaN,NaN,NaN,,,,,,,
11137,77,NaN,75,NaN,NaN,NaN,61,15,100,8,98,76,34
11138,,NaN,,NaN,NaN,NaN,,,,,,,
11139,76,NaN,85,NaN,NaN,NaN,60,15,100,8,96,76,35
11140,,NaN,,NaN,NaN,NaN,,,,,,,
11141,75,NaN,85,NaN,NaN,NaN,60,15,100,8,96,76,35
11142,,NaN,,NaN,NaN,NaN,,,,,,,
11143,74,NaN,85,NaN,NaN,NaN,59,15,100,8,95,76,35
11144,,NaN,,NaN,NaN,NaN,,,,,,,
11145,74,NaN,78,NaN,NaN,NaN,60,15,100,7,96,75,35
11146,,NaN,,NaN,NaN,NaN,,,,,,,
11147,74,NaN,75,NaN,NaN,NaN,61,15,100,8,96,75,35
11148,,NaN,,NaN,NaN,NaN,,,,,,,
11149,76,NaN,75,NaN,NaN,NaN,61,15,100,8,99,76,35
11150,,NaN,,NaN,NaN,NaN,,,,,,,
11151,75,NaN,75,NaN,NaN,NaN,60,15,100,8,96,75,35
11152,,NaN,,NaN,NaN,NaN,,,,,,,
11153,75,NaN,74,NaN,NaN,NaN,59,15,100,8,96,75,34
11154,,NaN,,NaN,NaN,NaN,,,,,,,
11155,74,NaN,73,NaN,NaN,NaN,59,15,100,8,94,75,34
11156,,NaN,,NaN,NaN,NaN,,,,,,,
11157,75,NaN,74,NaN,NaN,NaN,60,15,100,8,96,74,34
11158,,NaN,,NaN,NaN,NaN,,,,,,,
11159,75,NaN,75,NaN,NaN,NaN,60,15,100,8,96,75,34
11160,,NaN,,NaN,NaN,NaN,,,,,,,
11161,76,NaN,76,NaN,NaN,NaN,62,15,100,8,99,76,34
11162,,NaN,,NaN,NaN,NaN,,,,,,,
11163,78,NaN,76,NaN,NaN,NaN,64,15,100,8,100,76,34
11164,,NaN,,NaN,NaN,NaN,,,,,,,
11165,78,NaN,76,NaN,NaN,NaN,63,15,100,8,102,76,34
11166,,NaN,,NaN,NaN,NaN,,,,,,,
11167,77,NaN,76,NaN,NaN,NaN,61,15,100,8,98,76,34
11168,,NaN,,NaN,NaN,NaN,,,,,,,
11169,77,NaN,77,NaN,NaN,NaN,61,15,100,7,99,77,35
11170,,NaN,,NaN,NaN,NaN,,,,,,,
11171,76,NaN,76,NaN,NaN,NaN,60,15,100,7,97,77,35
11172,,NaN,,NaN,NaN,NaN,,,,,,,
11173,76,NaN,76,NaN,NaN,NaN,60,15,100,7,98,76,35
11174,,NaN,,NaN,NaN,NaN,,,,,,,
11175,76,NaN,75,NaN,NaN,NaN,61,15,100,7,97,76,35
11176,,NaN,,NaN,NaN,NaN,,,,,,,
11177,76,NaN,76,NaN,NaN,NaN,62,15,100,7,99,77,35
11178,,NaN,,NaN,NaN,NaN,,,,,,,
11179,76,NaN,77,NaN,NaN,NaN,62,15,100,7,98,77,35
11180,,NaN,,NaN,NaN,NaN,,,,,,,
11181,77,NaN,77,NaN,NaN,NaN,62,15,100,7,100,77,35
11182,,NaN,,NaN,NaN,NaN,,,,,,,
11183,76,NaN,77,NaN,NaN,NaN,62,15,100,7,98,77,35
11184,,NaN,,NaN,NaN,NaN,,,,,,,
11185,77,NaN,77,NaN,NaN,NaN,62,15,100,7,99,77,35
11186,,NaN,,NaN,NaN,NaN,,,,,,,
11187,76,NaN,89,NaN,NaN,NaN,62,15,100,7,98,77,35
11188,,NaN,,NaN,NaN,NaN,,,,,,,
11189,76,NaN,89,NaN,NaN,NaN,62,15,100,7,99,76,35
11190,,NaN,,NaN,NaN,NaN,,,,,,,
11191,76,NaN,88,NaN,NaN,NaN,62,15,100,7,98,77,35
11192,,NaN,,NaN,NaN,NaN,,,,,,,
11193,77,NaN,77,NaN,NaN,NaN,62,15,100,7,101,76,35
11194,,NaN,,NaN,NaN,NaN,,,,,,,
11195,76,NaN,76,NaN,NaN,NaN,61,15,100,7,98,75,35
11196,,NaN,,NaN,NaN,NaN,,,,,,,
11197,76,NaN,76,NaN,NaN,NaN,61,15,100,7,98,75,35
11198,,NaN,,NaN,NaN,NaN,,,,,,,
11199,75,NaN,75,NaN,NaN,NaN,60,15,100,7,97,75,35
11200,,NaN,,NaN,NaN,NaN,,,,,,,
11201,75,NaN,76,NaN,NaN,NaN,60,15,100,7,98,76,35
11202,,NaN,,NaN,NaN,NaN,,,,,,,
11203,75,NaN,76,NaN,NaN,NaN,61,15,100,7,97,76,35
11204,,NaN,,NaN,NaN,NaN,,,,,,,
11205,76,NaN,77,NaN,NaN,NaN,62,15,100,7,99,76,35
11206,,NaN,,NaN,NaN,NaN,,,,,,,
11207,76,NaN,77,NaN,NaN,NaN,62,15,100,7,98,76,35
11208,,NaN,,NaN,NaN,NaN,,,,,,,
11209,76,NaN,77,NaN,NaN,NaN,62,15,100,7,100,78,35
11210,,NaN,,NaN,NaN,NaN,,,,,,,
11211,76,NaN,77,NaN,NaN,NaN,62,15,100,7,98,78,35
11212,,NaN,,NaN,NaN,NaN,,,,,,,
11213,77,NaN,78,NaN,NaN,NaN,62,15,100,7,100,78,35
11214,,NaN,,NaN,NaN,NaN,,,,,,,
11215,76,NaN,78,NaN,NaN,NaN,62,15,100,7,98,78,35
11216,,NaN,,NaN,NaN,NaN,,,,,,,
11217,77,NaN,78,NaN,NaN,NaN,62,15,100,7,100,78,35
11218,,NaN,,NaN,NaN,NaN,,,,,,,
11219,77,NaN,77,NaN,NaN,NaN,63,15,100,7,99,78,35
11220,,NaN,,NaN,NaN,NaN,,,,,,,
11221,78,NaN,78,NaN,NaN,NaN,63,15,100,7,101,78,35
11222,,NaN,,NaN,NaN,NaN,,,,,,,
11223,77,NaN,77,NaN,NaN,NaN,62,15,100,7,99,78,35
11224,,NaN,,NaN,NaN,NaN,,,,,,,
11225,77,NaN,77,NaN,NaN,NaN,62,15,100,7,100,78,35
11226,,NaN,,NaN,NaN,NaN,,,,,,,
11227,77,NaN,77,NaN,NaN,NaN,63,15,100,7,98,78,35
11228,,NaN,,NaN,NaN,NaN,,,,,,,
11229,78,NaN,77,NaN,NaN,NaN,63,15,100,7,100,77,35
11230,,NaN,,NaN,NaN,NaN,,,,,,,
11231,78,NaN,77,NaN,NaN,NaN,63,15,100,7,100,77,35
11232,,NaN,,NaN,NaN,NaN,,,,,,,
11233,78,NaN,78,NaN,NaN,NaN,63,15,100,7,101,77,35
11234,,NaN,,NaN,NaN,NaN,,,,,,,
11235,78,NaN,79,NaN,NaN,NaN,63,15,100,7,100,79,35
11236,,NaN,,NaN,NaN,NaN,,,,,,,
11237,79,NaN,79,NaN,NaN,NaN,64,15,100,7,101,79,35
11238,,NaN,,NaN,NaN,NaN,,,,,,,
11239,79,NaN,79,NaN,NaN,NaN,64,15,100,7,101,79,35
11240,,NaN,,NaN,NaN,NaN,,,,,,,
11241,79,NaN,80,NaN,NaN,NaN,64,15,100,7,102,80,35
11242,,NaN,,NaN,NaN,NaN,,,,,,,
11243,79,NaN,80,NaN,NaN,NaN,64,15,100,7,100,80,35
11244,,NaN,,NaN,NaN,NaN,,,,,,,
11245,79,NaN,80,NaN,NaN,NaN,63,15,100,7,102,80,35
11246,,NaN,,NaN,NaN,NaN,,,,,,,
11247,77,NaN,78,NaN,NaN,NaN,62,15,100,7,99,80,35
11248,,NaN,,NaN,NaN,NaN,,,,,,,
11249,77,NaN,78,NaN,NaN,NaN,62,15,100,7,100,80,35
11250,,NaN,,NaN,NaN,NaN,,,,,,,
11251,77,NaN,77,NaN,NaN,NaN,62,15,100,7,98,79,35
11252,,NaN,,NaN,NaN,NaN,,,,,,,
11253,77,NaN,78,NaN,NaN,NaN,62,15,100,7,99,79,35
11254,,NaN,,NaN,NaN,NaN,,,,,,,
11255,76,NaN,78,NaN,NaN,NaN,62,15,100,7,98,79,35
11256,,NaN,,NaN,NaN,NaN,,,,,,,
11257,77,NaN,78,NaN,NaN,NaN,62,15,100,7,100,79,35
11258,,NaN,,NaN,NaN,NaN,,,,,,,
11259,77,NaN,78,NaN,NaN,NaN,62,15,100,7,99,79,35
11260,,NaN,,NaN,NaN,NaN,,,,,,,
11261,78,NaN,78,NaN,NaN,NaN,63,15,100,7,101,80,35
11262,,NaN,,NaN,NaN,NaN,,,,,,,
11263,77,NaN,78,NaN,NaN,NaN,63,15,100,7,99,80,35
11264,,NaN,,NaN,NaN,NaN,,,,,,,
11265,78,NaN,78,NaN,NaN,NaN,63,15,100,7,100,79,34
11266,,NaN,,NaN,NaN,NaN,,,,,,,
11267,77,NaN,79,NaN,NaN,NaN,63,15,100,7,99,79,34
11268,,NaN,,NaN,NaN,NaN,,,,,,,
11269,78,NaN,79,NaN,NaN,NaN,63,15,100,7,101,79,34
11270,,NaN,,NaN,NaN,NaN,,,,,,,
11271,77,NaN,79,NaN,NaN,NaN,63,15,100,7,99,79,35
11272,,NaN,,NaN,NaN,NaN,,,,,,,
11273,78,NaN,79,NaN,NaN,NaN,63,15,100,7,101,79,35
11274,,NaN,,NaN,NaN,NaN,,,,,,,
11275,77,NaN,79,NaN,NaN,NaN,63,15,100,7,99,79,35
11276,,NaN,,NaN,NaN,NaN,,,,,,,
11277,77,NaN,79,NaN,NaN,NaN,62,15,100,7,100,79,35
11278,,NaN,,NaN,NaN,NaN,,,,,,,
11279,77,NaN,78,NaN,NaN,NaN,62,15,100,7,99,79,34
11280,,NaN,,NaN,NaN,NaN,,,,,,,
11281,77,NaN,78,NaN,NaN,NaN,62,15,100,7,100,79,34
11282,,NaN,,NaN,NaN,NaN,,,,,,,
11283,77,NaN,78,NaN,NaN,NaN,62,15,100,7,99,79,34
11284,,NaN,,NaN,NaN,NaN,,,,,,,
11285,77,NaN,78,NaN,NaN,NaN,63,15,100,7,101,79,35
11286,,NaN,,NaN,NaN,NaN,,,,,,,
11287,77,NaN,78,NaN,NaN,NaN,63,15,100,7,99,79,35
11288,,NaN,,NaN,NaN,NaN,,,,,,,
11289,77,NaN,78,NaN,NaN,NaN,63,15,100,7,100,79,35
11290,,NaN,,NaN,NaN,NaN,,,,,,,
11291,77,NaN,79,NaN,NaN,NaN,63,15,100,7,100,79,35
11292,,NaN,,NaN,NaN,NaN,,,,,,,
11293,77,NaN,79,NaN,NaN,NaN,62,15,100,7,100,79,35
11294,,NaN,,NaN,NaN,NaN,,,,,,,
11295,77,NaN,79,NaN,NaN,NaN,62,15,100,7,99,79,35
11296,,NaN,,NaN,NaN,NaN,,,,,,,
11297,77,NaN,79,NaN,NaN,NaN,63,15,100,7,101,79,35
11298,,NaN,,NaN,NaN,NaN,,,,,,,
11299,77,NaN,78,NaN,NaN,NaN,61,15,100,7,99,79,35
11300,,NaN,,NaN,NaN,NaN,,,,,,,
11301,76,NaN,77,NaN,NaN,NaN,60,15,100,7,98,79,35
11302,,NaN,,NaN,NaN,NaN,,,,,,,
11303,74,NaN,76,NaN,NaN,NaN,59,15,100,7,96,78,35
11304,,NaN,,NaN,NaN,NaN,,,,,,,
11305,75,NaN,76,NaN,NaN,NaN,60,15,100,7,97,79,35
11306,,NaN,,NaN,NaN,NaN,,,,,,,
11307,74,NaN,77,NaN,NaN,NaN,60,15,100,7,96,79,35
11308,,NaN,,NaN,NaN,NaN,,,,,,,
11309,75,NaN,77,NaN,NaN,NaN,61,15,100,7,98,78,35
11310,,NaN,,NaN,NaN,NaN,,,,,,,
11311,75,NaN,78,NaN,NaN,NaN,61,15,100,7,97,78,35
11312,,NaN,,NaN,NaN,NaN,,,,,,,
11313,75,NaN,78,NaN,NaN,NaN,61,15,100,7,98,78,35
11314,,NaN,,NaN,NaN,NaN,,,,,,,
11315,75,NaN,90,NaN,NaN,NaN,61,15,100,7,96,78,36
11316,,NaN,,NaN,NaN,NaN,,,,,,,
11317,75,NaN,90,NaN,NaN,NaN,61,15,100,7,97,78,36
11318,,NaN,,NaN,NaN,NaN,,,,,,,
11319,75,NaN,85,NaN,NaN,NaN,60,15,100,7,98,78,36
11320,,NaN,,NaN,NaN,NaN,,,,,,,
11321,74,NaN,77,NaN,NaN,NaN,60,15,100,7,96,78,35
11322,,NaN,,NaN,NaN,NaN,,,,,,,
11323,75,NaN,77,NaN,NaN,NaN,60,15,100,7,97,78,35
11324,,NaN,,NaN,NaN,NaN,,,,,,,
11325,74,NaN,77,NaN,NaN,NaN,61,15,100,7,96,77,35
11326,,NaN,,NaN,NaN,NaN,,,,,,,
11327,74,NaN,77,NaN,NaN,NaN,61,15,100,7,96,77,35
11328,,NaN,,NaN,NaN,NaN,,,,,,,
11329,75,NaN,77,NaN,NaN,NaN,61,15,100,7,97,77,35
11330,,NaN,,NaN,NaN,NaN,,,,,,,
11331,76,NaN,79,NaN,NaN,NaN,62,15,100,7,98,77,35
11332,,NaN,,NaN,NaN,NaN,,,,,,,
11333,75,NaN,77,NaN,NaN,NaN,61,15,100,7,96,77,35
11334,,NaN,,NaN,NaN,NaN,,,,,,,
11335,76,NaN,77,NaN,NaN,NaN,61,15,100,7,98,77,35
11336,,NaN,,NaN,NaN,NaN,,,,,,,
11337,75,NaN,77,NaN,NaN,NaN,61,15,100,7,97,77,35
11338,,NaN,,NaN,NaN,NaN,,,,,,,
11339,76,NaN,78,NaN,NaN,NaN,62,15,100,7,98,78,35
11340,,NaN,,NaN,NaN,NaN,,,,,,,
11341,76,NaN,78,NaN,NaN,NaN,62,15,100,7,98,78,35
11342,,NaN,,NaN,NaN,NaN,,,,,,,
11343,77,NaN,78,NaN,NaN,NaN,62,15,100,7,99,78,35
11344,,NaN,,NaN,NaN,NaN,,,,,,,
11345,76,NaN,78,NaN,NaN,NaN,63,15,99,7,98,78,35
11346,,NaN,,NaN,NaN,NaN,,,,,,,
11347,77,NaN,78,NaN,NaN,NaN,63,15,99,7,100,78,35
11348,,NaN,,NaN,NaN,NaN,,,,,,,
11349,77,NaN,78,NaN,NaN,NaN,63,15,99,7,99,78,35
11350,,NaN,,NaN,NaN,NaN,,,,,,,
11351,78,NaN,78,NaN,NaN,NaN,63,15,99,7,100,78,34
11352,,NaN,,NaN,NaN,NaN,,,,,,,
11353,78,NaN,79,NaN,NaN,NaN,63,15,99,7,100,78,34
11354,,NaN,,NaN,NaN,NaN,,,,,,,
11355,78,NaN,79,NaN,NaN,NaN,63,15,99,7,100,78,34
11356,,NaN,,NaN,NaN,NaN,,,,,,,
11357,77,NaN,79,NaN,NaN,NaN,62,15,99,7,99,78,35
11358,,NaN,,NaN,NaN,NaN,,,,,,,
11359,78,NaN,70,NaN,NaN,NaN,62,15,99,7,100,78,35
11360,,NaN,,NaN,NaN,NaN,,,,,,,
11361,76,NaN,70,NaN,NaN,NaN,61,15,99,7,98,78,35
11362,,NaN,,NaN,NaN,NaN,,,,,,,
11363,77,NaN,70,NaN,NaN,NaN,62,15,99,7,99,78,35
11364,,NaN,,NaN,NaN,NaN,,,,,,,
11365,75,NaN,78,NaN,NaN,NaN,60,15,100,7,97,78,35
11366,,NaN,,NaN,NaN,NaN,,,,,,,
11367,75,NaN,77,NaN,NaN,NaN,59,15,100,7,97,78,35
11368,,NaN,,NaN,NaN,NaN,,,,,,,
11369,73,NaN,75,NaN,NaN,NaN,59,15,100,8,94,76,35
11370,,NaN,,NaN,NaN,NaN,,,,,,,
11371,74,NaN,74,NaN,NaN,NaN,60,15,100,8,95,76,34
11372,,NaN,,NaN,NaN,NaN,,,,,,,
11373,73,NaN,73,NaN,NaN,NaN,60,15,100,7,95,76,34
11374,,NaN,,NaN,NaN,NaN,,,,,,,
11375,75,NaN,74,NaN,NaN,NaN,61,15,100,7,99,76,34
11376,,NaN,,NaN,NaN,NaN,,,,,,,
11377,75,NaN,74,NaN,NaN,NaN,62,15,100,7,97,75,34
11378,,NaN,,NaN,NaN,NaN,,,,,,,
11379,75,NaN,74,NaN,NaN,NaN,62,15,100,7,97,75,35
11380,,NaN,,NaN,NaN,NaN,,,,,,,
11381,76,NaN,76,NaN,NaN,NaN,62,15,100,8,99,75,35
11382,,NaN,,NaN,NaN,NaN,,,,,,,
11383,76,NaN,77,NaN,NaN,NaN,61,15,100,8,99,75,35
11384,,NaN,,NaN,NaN,NaN,,,,,,,
11385,75,NaN,77,NaN,NaN,NaN,62,15,100,7,97,75,35
11386,,NaN,,NaN,NaN,NaN,,,,,,,
11387,77,NaN,77,NaN,NaN,NaN,63,15,100,7,99,76,36
11388,,NaN,,NaN,NaN,NaN,,,,,,,
11389,77,NaN,77,NaN,NaN,NaN,63,15,100,7,99,77,36
11390,,NaN,,NaN,NaN,NaN,,,,,,,
11391,77,NaN,77,NaN,NaN,NaN,63,15,100,7,99,77,36
11392,,NaN,,NaN,NaN,NaN,,,,,,,
11393,78,NaN,77,NaN,NaN,NaN,64,15,100,7,99,77,34
11394,,NaN,,NaN,NaN,NaN,,,,,,,
11395,79,NaN,77,NaN,NaN,NaN,65,15,100,7,102,77,34
11396,,NaN,,NaN,NaN,NaN,,,,,,,
11397,76,NaN,77,NaN,NaN,NaN,61,15,100,7,99,77,34
11398,,NaN,,NaN,NaN,NaN,,,,,,,
11399,78,NaN,82,NaN,NaN,NaN,64,15,100,8,101,77,34
11400,,NaN,,NaN,NaN,NaN,,,,,,,
11401,79,NaN,78,NaN,NaN,NaN,65,15,100,8,101,76,34
11402,,NaN,,NaN,NaN,NaN,,,,,,,
11403,80,NaN,78,NaN,NaN,NaN,65,15,100,7,102,76,34
11404,,NaN,,NaN,NaN,NaN,,,,,,,
11405,79,NaN,73,NaN,NaN,NaN,65,15,100,7,100,76,34
11406,,NaN,,NaN,NaN,NaN,,,,,,,
11407,80,NaN,77,NaN,NaN,NaN,65,15,100,7,102,76,34
11408,,NaN,,NaN,NaN,NaN,,,,,,,
11409,79,NaN,77,NaN,NaN,NaN,64,15,100,7,100,76,36
11410,,NaN,,NaN,NaN,NaN,,,,,,,
11411,79,NaN,78,NaN,NaN,NaN,64,15,100,7,101,76,36
11412,,NaN,,NaN,NaN,NaN,,,,,,,
11413,78,NaN,78,NaN,NaN,NaN,64,15,100,7,99,76,36
11414,,NaN,,NaN,NaN,NaN,,,,,,,
11415,78,NaN,77,NaN,NaN,NaN,63,15,100,7,99,76,35
11416,,NaN,,NaN,NaN,NaN,,,,,,,
11417,77,NaN,77,NaN,NaN,NaN,62,15,100,7,97,76,35
11418,,NaN,,NaN,NaN,NaN,,,,,,,
11419,77,NaN,77,NaN,NaN,NaN,63,15,100,7,99,76,35
11420,,NaN,,NaN,NaN,NaN,,,,,,,
11421,77,NaN,77,NaN,NaN,NaN,63,15,,7,98,,35
11422,,NaN,,NaN,NaN,NaN,,,,,,,
11423,78,NaN,77,NaN,NaN,NaN,63,15,,7,100,,34
11424,,NaN,,NaN,NaN,NaN,,,,,,,
11425,77,NaN,77,NaN,NaN,NaN,63,15,,7,98,,34
11426,,NaN,,NaN,NaN,NaN,,,,,,,
11427,78,NaN,78,NaN,NaN,NaN,64,15,,7,100,,34
11428,,NaN,,NaN,NaN,NaN,,,,,,,
11429,78,NaN,78,NaN,NaN,NaN,64,15,100,7,100,76,34
11430,,NaN,,NaN,NaN,NaN,,,,,,,
11431,79,NaN,79,NaN,NaN,NaN,64,15,100,14,100,76,34
11432,,NaN,,NaN,NaN,NaN,,,,,,,
11433,78,NaN,79,NaN,NaN,NaN,63,15,99,7,99,77,34
11434,,NaN,,NaN,NaN,NaN,,,,,,,
11435,78,NaN,80,NaN,NaN,NaN,63,15,99,7,98,77,34
11436,,NaN,,NaN,NaN,NaN,,,,,,,
11437,76,NaN,79,NaN,NaN,NaN,62,15,99,6,96,77,34
11438,,NaN,,NaN,NaN,NaN,,,,,,,
11439,77,NaN,79,NaN,NaN,NaN,63,15,99,6,97,77,34
11440,,NaN,,NaN,NaN,NaN,,,,,,,
11441,77,NaN,78,NaN,NaN,NaN,63,15,99,6,97,78,34
11442,,NaN,,NaN,NaN,NaN,,,,,,,
11443,77,NaN,78,NaN,NaN,NaN,63,15,99,7,98,78,34
11444,,NaN,,NaN,NaN,NaN,,,,,,,
11445,77,NaN,79,NaN,NaN,NaN,63,15,,7,97,,35
11446,,NaN,,NaN,NaN,NaN,,,,,,,
11447,78,NaN,79,NaN,NaN,NaN,64,15,,7,100,,35
11448,,NaN,,NaN,NaN,NaN,,,,,,,
11449,78,NaN,79,NaN,NaN,NaN,65,15,,7,99,,35
11450,,NaN,,NaN,NaN,NaN,,,,,,,
11451,79,NaN,79,NaN,NaN,NaN,64,15,,7,101,,35
11452,,NaN,,NaN,NaN,NaN,,,,,,,
11453,79,NaN,79,NaN,NaN,NaN,64,15,,7,101,,35
11454,,NaN,,NaN,NaN,NaN,,,,,,,
11455,78,NaN,78,NaN,NaN,NaN,63,15,,8,99,,35
11456,,NaN,,NaN,NaN,NaN,,,,,,,
11457,76,NaN,78,NaN,NaN,NaN,63,15,,8,96,,35
11458,,NaN,,NaN,NaN,NaN,,,,,,,
11459,77,NaN,77,NaN,NaN,NaN,63,15,,8,98,,35
11460,,NaN,,NaN,NaN,NaN,,,,,,,
11461,76,NaN,77,NaN,NaN,NaN,62,15,100,8,96,79,35
11462,,NaN,,NaN,NaN,NaN,,,,,,,
11463,77,NaN,77,NaN,NaN,NaN,63,15,100,8,99,79,35
11464,,NaN,,NaN,NaN,NaN,,,,,,,
11465,78,NaN,78,NaN,NaN,NaN,64,15,100,8,98,79,35
11466,,NaN,,NaN,NaN,NaN,,,,,,,
11467,79,NaN,78,NaN,NaN,NaN,65,15,100,8,101,79,35
11468,,NaN,,NaN,NaN,NaN,,,,,,,
11469,78,NaN,79,NaN,NaN,NaN,64,15,100,8,98,79,35
11470,,NaN,,NaN,NaN,NaN,,,,,,,
11471,78,NaN,79,NaN,NaN,NaN,64,15,100,8,100,79,35
11472,,NaN,,NaN,NaN,NaN,,,,,,,
11473,78,NaN,78,NaN,NaN,NaN,64,15,100,8,98,79,35
11474,,NaN,,NaN,NaN,NaN,,,,,,,
11475,78,NaN,78,NaN,NaN,NaN,63,15,100,7,98,79,35
11476,,NaN,,NaN,NaN,NaN,,,,,,,
