time,Solar8000/ART_MBP,Solar8000/HR,Solar8000/PLETH_HR,Solar8000/ART_DBP,Solar8000/PLETH_SPO2,Solar8000/RR_CO2,SNUADC/CVP,SNUADC/ECG_II,Solar8000/ETCO2,Solar8000/ART_SBP,SNUADC/ART,Solar8000/CVP,SNUADC/ECG_V5
3982,78,95,94,60,100,18,NaN,NaN,38,104,NaN,16,NaN
3983,,,,,,,NaN,NaN,,,NaN,,NaN
3984,78,96,95,60,100,18,NaN,NaN,38,104,NaN,17,NaN
3985,,,,,,,NaN,NaN,,,NaN,,NaN
3986,78,96,95,59,100,18,NaN,NaN,38,104,NaN,17,NaN
3987,,,,,,,NaN,NaN,,,NaN,,NaN
3988,77,96,96,58,99,18,NaN,NaN,38,101,NaN,17,NaN
3989,,,,,,,NaN,NaN,,,NaN,,NaN
3990,76,96,95,57,98,18,NaN,NaN,38,100,NaN,17,NaN
3991,,,,,,,NaN,NaN,,,NaN,,NaN
3992,76,97,97,58,98,18,NaN,NaN,38,100,NaN,17,NaN
3993,,,,,,,NaN,NaN,,,NaN,,NaN
3994,75,97,97,57,98,18,NaN,NaN,38,98,NaN,17,NaN
3995,,,,,,,NaN,NaN,,,NaN,,NaN
3996,75,97,95,57,97,18,NaN,NaN,38,98,NaN,17,NaN
3997,,,,,,,NaN,NaN,,,NaN,,NaN
3998,74,97,95,56,99,18,NaN,NaN,38,97,NaN,17,NaN
3999,,,,,,,NaN,NaN,,,NaN,,NaN
4000,75,97,96,56,98,18,NaN,NaN,38,98,NaN,16,NaN
4001,,,,,,,NaN,NaN,,,NaN,,NaN
4002,74,98,95,57,98,18,NaN,NaN,38,98,NaN,16,NaN
4003,,,,,,,NaN,NaN,,,NaN,,NaN
4004,75,98,94,57,98,18,NaN,NaN,38,99,NaN,16,NaN
4005,,,,,,,NaN,NaN,,,NaN,,NaN
4006,76,96,95,58,100,18,NaN,NaN,38,101,NaN,16,NaN
4007,,,,,,,NaN,NaN,,,NaN,,NaN
4008,76,98,94,58,100,18,NaN,NaN,38,100,NaN,16,NaN
4009,,,,,,,NaN,NaN,,,NaN,,NaN
4010,76,98,96,57,100,18,NaN,NaN,38,100,NaN,16,NaN
4011,,,,,,,NaN,NaN,,,NaN,,NaN
4012,75,98,96,58,100,18,NaN,NaN,38,99,NaN,16,NaN
4013,,,,,,,NaN,NaN,,,NaN,,NaN
4014,74,98,96,56,100,18,NaN,NaN,38,98,NaN,16,NaN
4015,,,,,,,NaN,NaN,,,NaN,,NaN
4016,74,98,97,56,99,18,NaN,NaN,38,97,NaN,16,NaN
4017,,,,,,,NaN,NaN,,,NaN,,NaN
4018,72,98,96,55,98,18,NaN,NaN,38,93,NaN,16,NaN
4019,,,,,,,NaN,NaN,,,NaN,,NaN
4020,71,98,96,54,99,18,NaN,NaN,38,93,NaN,16,NaN
4021,,,,,,,NaN,NaN,,,NaN,,NaN
4022,71,98,97,54,100,18,NaN,NaN,38,92,NaN,16,NaN
4023,,,,,,,NaN,NaN,,,NaN,,NaN
4024,70,98,98,54,100,18,NaN,NaN,38,92,NaN,16,NaN
4025,,,,,,,NaN,NaN,,,NaN,,NaN
4026,71,98,97,54,100,18,NaN,NaN,38,93,NaN,16,NaN
4027,,,,,,,NaN,NaN,,,NaN,,NaN
4028,71,98,99,55,100,18,NaN,NaN,38,93,NaN,16,NaN
4029,,,,,,,NaN,NaN,,,NaN,,NaN
4030,71,98,99,54,100,18,NaN,NaN,38,94,NaN,16,NaN
4031,,,,,,,NaN,NaN,,,NaN,,NaN
4032,72,98,99,55,100,18,NaN,NaN,38,95,NaN,16,NaN
4033,,,,,,,NaN,NaN,,,NaN,,NaN
4034,72,99,97,54,100,18,NaN,NaN,38,95,NaN,16,NaN
4035,,,,,,,NaN,NaN,,,NaN,,NaN
4036,72,98,95,55,100,18,NaN,NaN,38,98,NaN,16,NaN
4037,,,,,,,NaN,NaN,,,NaN,,NaN
4038,71,97,94,53,100,18,NaN,NaN,38,93,NaN,16,NaN
4039,,,,,,,NaN,NaN,,,NaN,,NaN
4040,69,96,94,51,100,18,NaN,NaN,38,89,NaN,16,NaN
4041,,,,,,,NaN,NaN,,,NaN,,NaN
4042,66,95,95,50,100,18,NaN,NaN,38,86,NaN,16,NaN
4043,,,,,,,NaN,NaN,,,NaN,,NaN
4044,64,92,94,48,100,18,NaN,NaN,39,81,NaN,16,NaN
4045,,,,,,,NaN,NaN,,,NaN,,NaN
4046,63,91,94,48,100,18,NaN,NaN,39,79,NaN,16,NaN
4047,,,,,,,NaN,NaN,,,NaN,,NaN
4048,61,93,94,47,100,18,NaN,NaN,39,76,NaN,16,NaN
4049,,,,,,,NaN,NaN,,,NaN,,NaN
4050,61,94,93,47,100,18,NaN,NaN,39,76,NaN,16,NaN
4051,,,,,,,NaN,NaN,,,NaN,,NaN
4052,61,96,94,48,100,18,NaN,NaN,38,77,NaN,16,NaN
4053,,,,,,,NaN,NaN,,,NaN,,NaN
4054,62,97,95,49,100,18,NaN,NaN,38,79,NaN,16,NaN
4055,,,,,,,NaN,NaN,,,NaN,,NaN
4056,64,97,97,51,100,18,NaN,NaN,38,84,NaN,16,NaN
4057,,,,,,,NaN,NaN,,,NaN,,NaN
4058,66,97,98,52,100,18,NaN,NaN,38,87,NaN,16,NaN
4059,,,,,,,NaN,NaN,,,NaN,,NaN
4060,67,98,98,52,100,18,NaN,NaN,38,89,NaN,16,NaN
4061,,,,,,,NaN,NaN,,,NaN,,NaN
4062,69,98,98,54,100,18,NaN,NaN,38,91,NaN,16,NaN
4063,,,,,,,NaN,NaN,,,NaN,,NaN
4064,69,98,98,54,100,18,NaN,NaN,38,92,NaN,15,NaN
4065,,,,,,,NaN,NaN,,,NaN,,NaN
4066,71,98,99,55,100,18,NaN,NaN,38,94,NaN,15,NaN
4067,,,,,,,NaN,NaN,,,NaN,,NaN
4068,71,98,99,55,100,18,NaN,NaN,38,94,NaN,15,NaN
4069,,,,,,,NaN,NaN,,,NaN,,NaN
4070,72,99,99,55,100,18,NaN,NaN,38,95,NaN,15,NaN
4071,,,,,,,NaN,NaN,,,NaN,,NaN
4072,72,99,100,56,100,18,NaN,NaN,38,94,NaN,15,NaN
4073,,,,,,,NaN,NaN,,,NaN,,NaN
4074,72,99,100,55,100,18,NaN,NaN,38,94,NaN,16,NaN
4075,,,,,,,NaN,NaN,,,NaN,,NaN
4076,72,99,99,55,100,18,NaN,NaN,38,94,NaN,16,NaN
4077,,,,,,,NaN,NaN,,,NaN,,NaN
4078,71,99,99,54,100,18,NaN,NaN,38,92,NaN,15,NaN
4079,,,,,,,NaN,NaN,,,NaN,,NaN
4080,71,99,99,54,100,18,NaN,NaN,38,92,NaN,15,NaN
4081,,,,,,,NaN,NaN,,,NaN,,NaN
4082,70,99,99,54,100,18,NaN,NaN,38,91,NaN,15,NaN
4083,,,,,,,NaN,NaN,,,NaN,,NaN
4084,69,99,99,53,100,18,NaN,NaN,37,90,NaN,15,NaN
4085,,,,,,,NaN,NaN,,,NaN,,NaN
4086,69,99,99,53,100,18,NaN,NaN,37,89,NaN,16,NaN
4087,,,,,,,NaN,NaN,,,NaN,,NaN
4088,68,99,99,52,100,18,NaN,NaN,37,87,NaN,16,NaN
4089,,,,,,,NaN,NaN,,,NaN,,NaN
4090,68,99,98,52,100,18,NaN,NaN,38,88,NaN,16,NaN
4091,,,,,,,NaN,NaN,,,NaN,,NaN
4092,68,99,98,53,100,18,NaN,NaN,38,89,NaN,16,NaN
4093,,,,,,,NaN,NaN,,,NaN,,NaN
4094,68,99,98,52,100,18,NaN,NaN,38,88,NaN,15,NaN
4095,,,,,,,NaN,NaN,,,NaN,,NaN
4096,69,99,98,54,100,18,NaN,NaN,37,90,NaN,15,NaN
4097,,,,,,,NaN,NaN,,,NaN,,NaN
4098,69,99,99,53,100,18,NaN,NaN,37,89,NaN,15,NaN
4099,,,,,,,NaN,NaN,,,NaN,,NaN
4100,70,99,99,54,100,18,NaN,NaN,37,91,NaN,15,NaN
4101,,,,,,,NaN,NaN,,,NaN,,NaN
4102,70,99,99,55,100,18,NaN,NaN,37,92,NaN,15,NaN
4103,,,,,,,NaN,NaN,,,NaN,,NaN
4104,71,99,99,54,100,18,NaN,NaN,37,92,NaN,16,NaN
4105,,,,,,,NaN,NaN,,,NaN,,NaN
4106,72,99,98,55,100,18,NaN,NaN,37,94,NaN,16,NaN
4107,,,,,,,NaN,NaN,,,NaN,,NaN
4108,71,99,98,55,100,18,NaN,NaN,37,93,NaN,15,NaN
4109,,,,,,,NaN,NaN,,,NaN,,NaN
4110,72,99,98,55,100,18,NaN,NaN,37,94,NaN,15,NaN
4111,,,,,,,NaN,NaN,,,NaN,,NaN
4112,72,99,97,55,100,18,NaN,NaN,37,94,NaN,15,NaN
4113,,,,,,,NaN,NaN,,,NaN,,NaN
4114,71,99,97,54,100,18,NaN,NaN,37,93,NaN,15,NaN
4115,,,,,,,NaN,NaN,,,NaN,,NaN
4116,71,99,97,54,100,18,NaN,NaN,38,92,NaN,16,NaN
4117,,,,,,,NaN,NaN,,,NaN,,NaN
4118,70,98,98,54,100,18,NaN,NaN,38,90,NaN,16,NaN
4119,,,,,,,NaN,NaN,,,NaN,,NaN
4120,70,98,98,53,100,18,NaN,NaN,38,90,NaN,16,NaN
4121,,,,,,,NaN,NaN,,,NaN,,NaN
4122,69,98,98,53,100,18,NaN,NaN,37,89,NaN,16,NaN
4123,,,,,,,NaN,NaN,,,NaN,,NaN
4124,68,98,98,52,100,18,NaN,NaN,37,88,NaN,16,NaN
4125,,,,,,,NaN,NaN,,,NaN,,NaN
4126,68,98,97,51,100,18,NaN,NaN,37,88,NaN,16,NaN
4127,,,,,,,NaN,NaN,,,NaN,,NaN
4128,66,97,95,50,99,18,NaN,NaN,37,84,NaN,16,NaN
4129,,,,,,,NaN,NaN,,,NaN,,NaN
4130,65,96,93,49,98,18,NaN,NaN,37,83,NaN,16,NaN
4131,,,,,,,NaN,NaN,,,NaN,,NaN
4132,63,95,90,49,99,18,NaN,NaN,37,80,NaN,17,NaN
4133,,,,,,,NaN,NaN,,,NaN,,NaN
4134,62,94,88,47,97,18,NaN,NaN,37,77,NaN,17,NaN
4135,,,,,,,NaN,NaN,,,NaN,,NaN
4136,61,94,90,47,97,18,NaN,NaN,37,76,NaN,17,NaN
4137,,,,,,,NaN,NaN,,,NaN,,NaN
4138,60,94,91,47,98,18,NaN,NaN,37,75,NaN,11,NaN
4139,,,,,,,NaN,NaN,,,NaN,,NaN
4140,60,94,92,47,97,18,NaN,NaN,37,75,NaN,0,NaN
4141,,,,,,,NaN,NaN,,,NaN,,NaN
4142,60,94,92,49,98,18,NaN,NaN,36,76,NaN,0,NaN
4143,,,,,,,NaN,NaN,,,NaN,,NaN
4144,61,94,92,48,99,18,NaN,NaN,36,76,NaN,0,NaN
4145,,,,,,,NaN,NaN,,,NaN,,NaN
4146,62,95,94,50,100,18,NaN,NaN,36,80,NaN,0,NaN
4147,,,,,,,NaN,NaN,,,NaN,,NaN
4148,64,95,95,51,100,18,NaN,NaN,36,82,NaN,12,NaN
4149,,,,,,,NaN,NaN,,,NaN,,NaN
4150,65,96,96,51,100,18,NaN,NaN,36,84,NaN,12,NaN
4151,,,,,,,NaN,NaN,,,NaN,,NaN
4152,65,96,96,51,100,18,NaN,NaN,36,85,NaN,18,NaN
4153,,,,,,,NaN,NaN,,,NaN,,NaN
4154,65,95,96,49,100,18,NaN,NaN,36,83,NaN,18,NaN
4155,,,,,,,NaN,NaN,,,NaN,,NaN
4156,63,94,95,48,100,18,NaN,NaN,36,81,NaN,17,NaN
4157,,,,,,,NaN,NaN,,,NaN,,NaN
4158,62,94,95,48,100,18,NaN,NaN,36,78,NaN,17,NaN
4159,,,,,,,NaN,NaN,,,NaN,,NaN
4160,62,94,94,49,100,18,NaN,NaN,36,79,NaN,17,NaN
4161,,,,,,,NaN,NaN,,,NaN,,NaN
4162,63,95,94,50,100,18,NaN,NaN,35,81,NaN,17,NaN
4163,,,,,,,NaN,NaN,,,NaN,,NaN
4164,63,95,94,49,100,18,NaN,NaN,35,80,NaN,17,NaN
4165,,,,,,,NaN,NaN,,,NaN,,NaN
4166,63,94,94,50,100,18,NaN,NaN,35,81,NaN,17,NaN
4167,,,,,,,NaN,NaN,,,NaN,,NaN
4168,63,94,94,49,100,18,NaN,NaN,35,80,NaN,17,NaN
4169,,,,,,,NaN,NaN,,,NaN,,NaN
4170,64,94,94,50,100,18,NaN,NaN,36,82,NaN,18,NaN
4171,,,,,,,NaN,NaN,,,NaN,,NaN
4172,64,94,94,51,100,18,NaN,NaN,36,82,NaN,18,NaN
4173,,,,,,,NaN,NaN,,,NaN,,NaN
4174,64,95,93,50,98,18,NaN,NaN,36,82,NaN,17,NaN
4175,,,,,,,NaN,NaN,,,NaN,,NaN
4176,66,95,92,52,97,18,NaN,NaN,36,85,NaN,17,NaN
4177,,,,,,,NaN,NaN,,,NaN,,NaN
4178,65,95,91,51,97,18,NaN,NaN,36,84,NaN,17,NaN
4179,,,,,,,NaN,NaN,,,NaN,,NaN
4180,66,95,92,52,100,18,NaN,NaN,36,85,NaN,17,NaN
4181,,,,,,,NaN,NaN,,,NaN,,NaN
4182,65,95,92,51,100,18,NaN,NaN,35,84,NaN,18,NaN
4183,,,,,,,NaN,NaN,,,NaN,,NaN
4184,65,95,94,51,100,18,NaN,NaN,35,83,NaN,18,NaN
4185,,,,,,,NaN,NaN,,,NaN,,NaN
4186,66,95,95,51,100,18,NaN,NaN,35,84,NaN,18,NaN
4187,,,,,,,NaN,NaN,,,NaN,,NaN
4188,64,95,96,50,100,18,NaN,NaN,35,81,NaN,18,NaN
4189,,,,,,,NaN,NaN,,,NaN,,NaN
4190,64,95,96,50,100,18,NaN,NaN,35,82,NaN,17,NaN
4191,,,,,,,NaN,NaN,,,NaN,,NaN
4192,63,95,96,49,100,18,NaN,NaN,35,79,NaN,17,NaN
4193,,,,,,,NaN,NaN,,,NaN,,NaN
4194,63,95,96,49,100,18,NaN,NaN,35,80,NaN,16,NaN
4195,,,,,,,NaN,NaN,,,NaN,,NaN
4196,64,96,96,50,100,18,NaN,NaN,35,82,NaN,16,NaN
4197,,,,,,,NaN,NaN,,,NaN,,NaN
4198,63,95,95,50,100,18,NaN,NaN,35,80,NaN,17,NaN
4199,,,,,,,NaN,NaN,,,NaN,,NaN
4200,64,95,95,39,100,18,NaN,NaN,35,92,NaN,17,NaN
4201,,,,,,,NaN,NaN,,,NaN,,NaN
4202,63,95,94,28,100,18,NaN,NaN,35,99,NaN,17,NaN
4203,,,,,,,NaN,NaN,,,NaN,,NaN
4204,65,96,95,48,100,18,NaN,NaN,35,88,NaN,17,NaN
4205,,,,,,,NaN,NaN,,,NaN,,NaN
4206,67,96,95,51,100,18,NaN,NaN,35,90,NaN,17,NaN
4207,,,,,,,NaN,NaN,,,NaN,,NaN
4208,67,96,94,53,100,18,NaN,NaN,35,87,NaN,17,NaN
4209,,,,,,,NaN,NaN,,,NaN,,NaN
4210,69,95,95,57,100,18,NaN,NaN,35,89,NaN,17,NaN
4211,,,,,,,NaN,NaN,,,NaN,,NaN
4212,69,95,95,,100,18,NaN,NaN,35,,NaN,17,NaN
4213,,,,,,,NaN,NaN,,,NaN,,NaN
4214,264,96,95,,100,18,NaN,NaN,35,,NaN,17,NaN
4215,,,,,,,NaN,NaN,,,NaN,,NaN
4216,264,97,96,,100,18,NaN,NaN,35,,NaN,17,NaN
4217,,,,,,,NaN,NaN,,,NaN,,NaN
4218,271,97,96,,100,18,NaN,NaN,35,,NaN,17,NaN
4219,,,,,,,NaN,NaN,,,NaN,,NaN
4220,271,97,97,,100,18,NaN,NaN,35,,NaN,16,NaN
4221,,,,,,,NaN,NaN,,,NaN,,NaN
4222,269,98,97,,100,18,NaN,NaN,35,,NaN,16,NaN
4223,,,,,,,NaN,NaN,,,NaN,,NaN
4224,269,98,98,,100,18,NaN,NaN,35,,NaN,16,NaN
4225,,,,,,,NaN,NaN,,,NaN,,NaN
4226,272,97,97,,100,18,NaN,NaN,35,,NaN,16,NaN
4227,,,,,,,NaN,NaN,,,NaN,,NaN
4228,272,97,97,,100,18,NaN,NaN,35,,NaN,17,NaN
4229,,,,,,,NaN,NaN,,,NaN,,NaN
4230,171,96,97,,100,18,NaN,NaN,35,,NaN,17,NaN
4231,,,,,,,NaN,NaN,,,NaN,,NaN
4232,111,95,96,,100,18,NaN,NaN,35,,NaN,17,NaN
4233,,,,,,,NaN,NaN,,,NaN,,NaN
4234,84,95,95,,100,18,NaN,NaN,36,,NaN,17,NaN
4235,,,,,,,NaN,NaN,,,NaN,,NaN
4236,76,95,94,,100,18,NaN,NaN,36,,NaN,17,NaN
4237,,,,,,,NaN,NaN,,,NaN,,NaN
4238,76,96,94,,100,18,NaN,NaN,36,,NaN,17,NaN
4239,,,,,,,NaN,NaN,,,NaN,,NaN
4240,242,96,94,,100,18,NaN,NaN,35,,NaN,17,NaN
4241,,,,,,,NaN,NaN,,,NaN,,NaN
4242,238,96,94,,100,18,NaN,NaN,35,,NaN,16,NaN
4243,,,,,,,NaN,NaN,,,NaN,,NaN
4244,234,96,93,,100,18,NaN,NaN,35,,NaN,16,NaN
4245,,,,,,,NaN,NaN,,,NaN,,NaN
4246,231,96,93,,100,18,NaN,NaN,35,,NaN,16,NaN
4247,,,,,,,NaN,NaN,,,NaN,,NaN
4248,229,97,93,,99,18,NaN,NaN,35,,NaN,16,NaN
4249,,,,,,,NaN,NaN,,,NaN,,NaN
4250,227,97,93,222,99,18,NaN,NaN,35,231,NaN,16,NaN
4251,,,,,,,NaN,NaN,,,NaN,,NaN
4252,225,97,95,221,100,18,NaN,NaN,35,229,NaN,16,NaN
4253,,,,,,,NaN,NaN,,,NaN,,NaN
4254,201,97,95,26,100,18,NaN,NaN,35,228,NaN,17,NaN
4255,,,,,,,NaN,NaN,,,NaN,,NaN
4256,201,96,96,26,100,18,NaN,NaN,35,228,NaN,17,NaN
4257,,,,,,,NaN,NaN,,,NaN,,NaN
4258,64,96,97,48,100,18,NaN,NaN,35,76,NaN,16,NaN
4259,,,,,,,NaN,NaN,,,NaN,,NaN
4260,61,96,96,47,100,18,NaN,NaN,35,74,NaN,16,NaN
4261,,,,,,,NaN,NaN,,,NaN,,NaN
4262,59,96,97,47,100,18,NaN,NaN,35,71,NaN,17,NaN
4263,,,,,,,NaN,NaN,,,NaN,,NaN
4264,59,96,97,47,100,18,NaN,NaN,35,70,NaN,17,NaN
4265,,,,,,,NaN,NaN,,,NaN,,NaN
4266,59,97,97,48,100,18,NaN,NaN,35,72,NaN,17,NaN
4267,,,,,,,NaN,NaN,,,NaN,,NaN
4268,59,97,96,48,100,18,NaN,NaN,35,70,NaN,16,NaN
4269,,,,,,,NaN,NaN,,,NaN,,NaN
4270,58,96,96,47,100,18,NaN,NaN,35,70,NaN,16,NaN
4271,,,,,,,NaN,NaN,,,NaN,,NaN
4272,59,96,96,49,100,18,NaN,NaN,35,71,NaN,16,NaN
4273,,,,,,,NaN,NaN,,,NaN,,NaN
4274,59,96,96,49,100,18,NaN,NaN,35,72,NaN,16,NaN
4275,,,,,,,NaN,NaN,,,NaN,,NaN
4276,61,95,96,50,100,18,NaN,NaN,35,74,NaN,18,NaN
4277,,,,,,,NaN,NaN,,,NaN,,NaN
4278,60,94,95,49,100,18,NaN,NaN,35,73,NaN,18,NaN
4279,,,,,,,NaN,NaN,,,NaN,,NaN
4280,60,94,95,49,100,18,NaN,NaN,35,73,NaN,18,NaN
4281,,,,,,,NaN,NaN,,,NaN,,NaN
4282,60,95,95,50,100,18,NaN,NaN,35,74,NaN,18,NaN
4283,,,,,,,NaN,NaN,,,NaN,,NaN
4284,61,95,95,49,100,18,NaN,NaN,35,75,NaN,17,NaN
4285,,,,,,,NaN,NaN,,,NaN,,NaN
4286,62,95,95,51,100,18,NaN,NaN,35,76,NaN,17,NaN
4287,,,,,,,NaN,NaN,,,NaN,,NaN
4288,62,95,95,50,100,18,NaN,NaN,35,76,NaN,17,NaN
4289,,,,,,,NaN,NaN,,,NaN,,NaN
4290,63,95,95,51,100,18,NaN,NaN,34,78,NaN,17,NaN
4291,,,,,,,NaN,NaN,,,NaN,,NaN
4292,63,95,96,52,100,18,NaN,NaN,34,79,NaN,18,NaN
4293,,,,,,,NaN,NaN,,,NaN,,NaN
4294,64,95,96,51,100,18,NaN,NaN,34,79,NaN,18,NaN
4295,,,,,,,NaN,NaN,,,NaN,,NaN
4296,64,95,96,51,100,18,NaN,NaN,35,80,NaN,18,NaN
4297,,,,,,,NaN,NaN,,,NaN,,NaN
4298,64,96,95,52,100,18,NaN,NaN,35,80,NaN,17,NaN
4299,,,,,,,NaN,NaN,,,NaN,,NaN
4300,65,96,95,52,100,18,NaN,NaN,35,82,NaN,17,NaN
4301,,,,,,,NaN,NaN,,,NaN,,NaN
4302,66,96,95,53,100,18,NaN,NaN,35,83,NaN,17,NaN
4303,,,,,,,NaN,NaN,,,NaN,,NaN
4304,65,95,95,51,100,18,NaN,NaN,35,83,NaN,17,NaN
4305,,,,,,,NaN,NaN,,,NaN,,NaN
4306,65,94,95,51,100,18,NaN,NaN,35,83,NaN,17,NaN
4307,,,,,,,NaN,NaN,,,NaN,,NaN
4308,64,94,95,49,100,18,NaN,NaN,35,81,NaN,17,NaN
4309,,,,,,,NaN,NaN,,,NaN,,NaN
4310,63,94,95,49,100,18,NaN,NaN,34,81,NaN,16,NaN
4311,,,,,,,NaN,NaN,,,NaN,,NaN
4312,63,95,95,50,100,18,NaN,NaN,34,82,NaN,16,NaN
4313,,,,,,,NaN,NaN,,,NaN,,NaN
4314,64,95,95,51,100,18,NaN,NaN,34,84,NaN,16,NaN
4315,,,,,,,NaN,NaN,,,NaN,,NaN
4316,66,95,95,52,100,18,NaN,NaN,34,88,NaN,16,NaN
4317,,,,,,,NaN,NaN,,,NaN,,NaN
4318,67,95,94,53,100,18,NaN,NaN,34,90,NaN,16,NaN
4319,,,,,,,NaN,NaN,,,NaN,,NaN
4320,69,94,93,54,100,18,NaN,NaN,34,94,NaN,16,NaN
4321,,,,,,,NaN,NaN,,,NaN,,NaN
4322,70,92,93,55,100,18,NaN,NaN,35,94,NaN,16,NaN
4323,,,,,,,NaN,NaN,,,NaN,,NaN
4324,71,92,93,55,100,18,NaN,NaN,35,95,NaN,16,NaN
4325,,,,,,,NaN,NaN,,,NaN,,NaN
4326,73,92,93,57,100,18,NaN,NaN,35,98,NaN,16,NaN
4327,,,,,,,NaN,NaN,,,NaN,,NaN
4328,74,93,93,58,100,18,NaN,NaN,35,99,NaN,16,NaN
4329,,,,,,,NaN,NaN,,,NaN,,NaN
4330,76,93,94,58,100,18,NaN,NaN,35,102,NaN,16,NaN
4331,,,,,,,NaN,NaN,,,NaN,,NaN
4332,77,93,94,59,100,18,NaN,NaN,35,103,NaN,17,NaN
4333,,,,,,,NaN,NaN,,,NaN,,NaN
4334,77,93,94,59,100,18,NaN,NaN,35,103,NaN,17,NaN
4335,,,,,,,NaN,NaN,,,NaN,,NaN
4336,77,93,94,58,100,18,NaN,NaN,35,104,NaN,17,NaN
4337,,,,,,,NaN,NaN,,,NaN,,NaN
4338,75,94,94,57,100,18,NaN,NaN,35,100,NaN,17,NaN
4339,,,,,,,NaN,NaN,,,NaN,,NaN
4340,74,94,94,56,100,18,NaN,NaN,35,98,NaN,17,NaN
4341,,,,,,,NaN,NaN,,,NaN,,NaN
4342,73,94,94,56,100,18,NaN,NaN,35,97,NaN,17,NaN
4343,,,,,,,NaN,NaN,,,NaN,,NaN
4344,72,93,94,54,100,18,NaN,NaN,35,94,NaN,17,NaN
4345,,,,,,,NaN,NaN,,,NaN,,NaN
4346,71,93,93,53,100,18,NaN,NaN,35,93,NaN,17,NaN
4347,,,,,,,NaN,NaN,,,NaN,,NaN
4348,70,93,93,53,100,18,NaN,NaN,34,91,NaN,17,NaN
4349,,,,,,,NaN,NaN,,,NaN,,NaN
4350,70,93,93,54,100,18,NaN,NaN,34,92,NaN,17,NaN
4351,,,,,,,NaN,NaN,,,NaN,,NaN
4352,70,93,93,54,100,18,NaN,NaN,34,91,NaN,18,NaN
4353,,,,,,,NaN,NaN,,,NaN,,NaN
4354,70,92,93,53,100,18,NaN,NaN,34,91,NaN,18,NaN
4355,,,,,,,NaN,NaN,,,NaN,,NaN
4356,70,92,92,54,100,18,NaN,NaN,34,92,NaN,17,NaN
4357,,,,,,,NaN,NaN,,,NaN,,NaN
4358,70,92,92,54,100,18,NaN,NaN,34,92,NaN,17,NaN
4359,,,,,,,NaN,NaN,,,NaN,,NaN
4360,71,92,92,55,100,18,NaN,NaN,34,95,NaN,17,NaN
4361,,,,,,,NaN,NaN,,,NaN,,NaN
4362,72,92,92,56,100,18,NaN,NaN,34,97,NaN,18,NaN
4363,,,,,,,NaN,NaN,,,NaN,,NaN
4364,72,92,92,55,100,18,NaN,NaN,34,96,NaN,18,NaN
4365,,,,,,,NaN,NaN,,,NaN,,NaN
4366,73,92,92,55,100,18,NaN,NaN,34,98,NaN,17,NaN
4367,,,,,,,NaN,NaN,,,NaN,,NaN
4368,72,91,92,55,100,18,NaN,NaN,34,96,NaN,17,NaN
4369,,,,,,,NaN,NaN,,,NaN,,NaN
4370,72,91,92,55,100,18,NaN,NaN,34,97,NaN,18,NaN
4371,,,,,,,NaN,NaN,,,NaN,,NaN
4372,72,92,92,55,100,18,NaN,NaN,34,95,NaN,18,NaN
4373,,,,,,,NaN,NaN,,,NaN,,NaN
4374,71,92,92,54,100,18,NaN,NaN,34,93,NaN,18,NaN
4375,,,,,,,NaN,NaN,,,NaN,,NaN
4376,71,92,92,54,100,18,NaN,NaN,34,95,NaN,18,NaN
4377,,,,,,,NaN,NaN,,,NaN,,NaN
4378,71,93,92,54,100,18,NaN,NaN,34,93,NaN,17,NaN
4379,,,,,,,NaN,NaN,,,NaN,,NaN
4380,72,93,93,55,100,18,NaN,NaN,34,95,NaN,17,NaN
4381,,,,,,,NaN,NaN,,,NaN,,NaN
4382,72,93,93,55,100,18,NaN,NaN,34,94,NaN,18,NaN
4383,,,,,,,NaN,NaN,,,NaN,,NaN
4384,72,93,93,55,100,18,NaN,NaN,34,95,NaN,18,NaN
4385,,,,,,,NaN,NaN,,,NaN,,NaN
4386,73,94,94,56,100,18,NaN,NaN,34,97,NaN,18,NaN
4387,,,,,,,NaN,NaN,,,NaN,,NaN
4388,73,94,94,56,100,18,NaN,NaN,34,97,NaN,18,NaN
4389,,,,,,,NaN,NaN,,,NaN,,NaN
4390,73,94,94,56,100,18,NaN,NaN,34,98,NaN,17,NaN
4391,,,,,,,NaN,NaN,,,NaN,,NaN
4392,73,94,94,56,100,18,NaN,NaN,34,97,NaN,17,NaN
4393,,,,,,,NaN,NaN,,,NaN,,NaN
4394,73,94,94,56,100,18,NaN,NaN,34,97,NaN,17,NaN
4395,,,,,,,NaN,NaN,,,NaN,,NaN
4396,73,94,94,55,100,18,NaN,NaN,34,97,NaN,17,NaN
4397,,,,,,,NaN,NaN,,,NaN,,NaN
4398,72,94,94,55,100,18,NaN,NaN,34,95,NaN,17,NaN
4399,,,,,,,NaN,NaN,,,NaN,,NaN
4400,72,93,94,54,100,18,NaN,NaN,34,95,NaN,18,NaN
4401,,,,,,,NaN,NaN,,,NaN,,NaN
4402,72,93,94,55,100,18,NaN,NaN,34,93,NaN,18,NaN
4403,,,,,,,NaN,NaN,,,NaN,,NaN
4404,70,94,94,53,100,18,NaN,NaN,34,91,NaN,17,NaN
4405,,,,,,,NaN,NaN,,,NaN,,NaN
4406,71,94,94,55,100,18,NaN,NaN,33,94,NaN,17,NaN
4407,,,,,,,NaN,NaN,,,NaN,,NaN
