time,Solar8000/ART_MBP,Solar8000/ART_DBP,Solar8000/HR,Solar8000/PLETH_SPO2,Solar8000/ART_SBP,SNUADC/CVP,SNUADC/ECG_V5,Solar8000/ETCO2,Solar8000/RR_CO2,Solar8000/CVP,Solar8000/PLETH_HR,SNUADC/ART,SNUADC/ECG_II
6469,82,61,67,100,121,NaN,NaN,40,15,10,62,NaN,NaN
6470,,,,,,NaN,NaN,,,,,NaN,NaN
6471,83,61,63,100,123,NaN,NaN,40,15,10,62,NaN,NaN
6472,,,,,,NaN,NaN,,,,,NaN,NaN
6473,84,62,62,100,124,NaN,NaN,40,15,9,63,NaN,NaN
6474,,,,,,NaN,NaN,,,,,NaN,NaN
6475,84,63,64,100,125,NaN,NaN,40,15,9,65,NaN,NaN
6476,,,,,,NaN,NaN,,,,,NaN,NaN
6477,84,62,65,100,126,NaN,NaN,39,15,9,65,NaN,NaN
6478,,,,,,NaN,NaN,,,,,NaN,NaN
6479,84,62,64,100,124,NaN,NaN,39,15,9,65,NaN,NaN
6480,,,,,,NaN,NaN,,,,,NaN,NaN
6481,84,62,64,100,125,NaN,NaN,39,15,9,65,NaN,NaN
6482,,,,,,NaN,NaN,,,,,NaN,NaN
6483,84,61,64,100,124,NaN,NaN,39,15,9,64,NaN,NaN
6484,,,,,,NaN,NaN,,,,,NaN,NaN
6485,83,61,63,100,123,NaN,NaN,40,14,9,63,NaN,NaN
6486,,,,,,NaN,NaN,,,,,NaN,NaN
6487,83,61,63,100,122,NaN,NaN,40,14,9,64,NaN,NaN
6488,,,,,,NaN,NaN,,,,,NaN,NaN
6489,83,61,63,100,122,NaN,NaN,40,14,9,63,NaN,NaN
6490,,,,,,NaN,NaN,,,,,NaN,NaN
6491,83,61,63,100,121,NaN,NaN,39,14,9,64,NaN,NaN
6492,,,,,,NaN,NaN,,,,,NaN,NaN
6493,83,61,64,100,122,NaN,NaN,39,14,9,64,NaN,NaN
6494,,,,,,NaN,NaN,,,,,NaN,NaN
6495,83,61,64,100,121,NaN,NaN,39,14,9,65,NaN,NaN
6496,,,,,,NaN,NaN,,,,,NaN,NaN
6497,83,61,64,100,122,NaN,NaN,39,14,9,65,NaN,NaN
6498,,,,,,NaN,NaN,,,,,NaN,NaN
6499,82,60,65,100,121,NaN,NaN,39,15,9,65,NaN,NaN
6500,,,,,,NaN,NaN,,,,,NaN,NaN
6501,82,60,65,100,122,NaN,NaN,39,15,9,65,NaN,NaN
6502,,,,,,NaN,NaN,,,,,NaN,NaN
6503,82,60,64,100,121,NaN,NaN,39,15,9,65,NaN,NaN
6504,,,,,,NaN,NaN,,,,,NaN,NaN
6505,82,60,64,100,122,NaN,NaN,39,15,9,65,NaN,NaN
6506,,,,,,NaN,NaN,,,,,NaN,NaN
6507,81,60,64,100,120,NaN,NaN,39,15,9,64,NaN,NaN
6508,,,,,,NaN,NaN,,,,,NaN,NaN
6509,81,60,64,100,120,NaN,NaN,39,15,9,64,NaN,NaN
6510,,,,,,NaN,NaN,,,,,NaN,NaN
6511,81,59,64,100,120,NaN,NaN,39,15,9,64,NaN,NaN
6512,,,,,,NaN,NaN,,,,,NaN,NaN
6513,81,59,64,100,119,NaN,NaN,40,15,9,64,NaN,NaN
6514,,,,,,NaN,NaN,,,,,NaN,NaN
6515,81,59,63,100,119,NaN,NaN,40,15,9,64,NaN,NaN
6516,,,,,,NaN,NaN,,,,,NaN,NaN
6517,81,60,63,100,120,NaN,NaN,40,15,9,64,NaN,NaN
6518,,,,,,NaN,NaN,,,,,NaN,NaN
6519,81,60,64,100,119,NaN,NaN,39,15,9,64,NaN,NaN
6520,,,,,,NaN,NaN,,,,,NaN,NaN
6521,81,60,64,100,121,NaN,NaN,39,15,9,64,NaN,NaN
6522,,,,,,NaN,NaN,,,,,NaN,NaN
6523,81,60,64,100,120,NaN,NaN,39,15,9,65,NaN,NaN
6524,,,,,,NaN,NaN,,,,,NaN,NaN
6525,81,60,64,100,120,NaN,NaN,39,15,9,65,NaN,NaN
6526,,,,,,NaN,NaN,,,,,NaN,NaN
6527,81,60,64,100,119,NaN,NaN,40,15,9,65,NaN,NaN
6528,,,,,,NaN,NaN,,,,,NaN,NaN
6529,82,61,64,100,120,NaN,NaN,40,15,9,65,NaN,NaN
6530,,,,,,NaN,NaN,,,,,NaN,NaN
6531,80,60,69,100,110,NaN,NaN,40,15,9,65,NaN,NaN
6532,,,,,,NaN,NaN,,,,,NaN,NaN
6533,78,57,68,100,116,NaN,NaN,39,15,9,63,NaN,NaN
6534,,,,,,NaN,NaN,,,,,NaN,NaN
6535,78,58,65,100,115,NaN,NaN,39,15,9,62,NaN,NaN
6536,,,,,,NaN,NaN,,,,,NaN,NaN
6537,80,59,65,100,118,NaN,NaN,39,15,9,62,NaN,NaN
6538,,,,,,NaN,NaN,,,,,NaN,NaN
6539,80,59,65,100,118,NaN,NaN,39,15,9,62,NaN,NaN
6540,,,,,,NaN,NaN,,,,,NaN,NaN
6541,80,59,62,100,120,NaN,NaN,40,15,9,63,NaN,NaN
6542,,,,,,NaN,NaN,,,,,NaN,NaN
6543,80,59,64,100,118,NaN,NaN,40,15,9,65,NaN,NaN
6544,,,,,,NaN,NaN,,,,,NaN,NaN
6545,80,59,64,100,119,NaN,NaN,40,15,9,64,NaN,NaN
6546,,,,,,NaN,NaN,,,,,NaN,NaN
6547,80,59,63,100,117,NaN,NaN,39,15,9,64,NaN,NaN
6548,,,,,,NaN,NaN,,,,,NaN,NaN
6549,80,59,63,100,118,NaN,NaN,39,15,9,64,NaN,NaN
6550,,,,,,NaN,NaN,,,,,NaN,NaN
6551,80,59,64,100,117,NaN,NaN,39,15,9,64,NaN,NaN
6552,,,,,,NaN,NaN,,,,,NaN,NaN
6553,80,59,64,100,118,NaN,NaN,39,15,9,65,NaN,NaN
6554,,,,,,NaN,NaN,,,,,NaN,NaN
6555,80,58,65,100,117,NaN,NaN,39,15,9,66,NaN,NaN
6556,,,,,,NaN,NaN,,,,,NaN,NaN
6557,80,59,65,100,117,NaN,NaN,39,15,9,66,NaN,NaN
6558,,,,,,NaN,NaN,,,,,NaN,NaN
6559,79,58,65,100,117,NaN,NaN,39,15,9,66,NaN,NaN
6560,,,,,,NaN,NaN,,,,,NaN,NaN
6561,80,59,65,100,117,NaN,NaN,39,15,9,66,NaN,NaN
6562,,,,,,NaN,NaN,,,,,NaN,NaN
6563,79,58,65,100,116,NaN,NaN,39,15,9,66,NaN,NaN
6564,,,,,,NaN,NaN,,,,,NaN,NaN
6565,79,58,65,100,117,NaN,NaN,39,15,9,66,NaN,NaN
6566,,,,,,NaN,NaN,,,,,NaN,NaN
6567,79,58,65,100,115,NaN,NaN,39,15,9,65,NaN,NaN
6568,,,,,,NaN,NaN,,,,,NaN,NaN
6569,79,58,65,100,117,NaN,NaN,39,15,9,65,NaN,NaN
6570,,,,,,NaN,NaN,,,,,NaN,NaN
6571,79,58,64,100,116,NaN,NaN,39,15,9,65,NaN,NaN
6572,,,,,,NaN,NaN,,,,,NaN,NaN
6573,79,58,64,100,118,NaN,NaN,39,15,9,65,NaN,NaN
6574,,,,,,NaN,NaN,,,,,NaN,NaN
6575,79,58,64,100,117,NaN,NaN,39,15,9,64,NaN,NaN
6576,,,,,,NaN,NaN,,,,,NaN,NaN
6577,79,58,64,100,118,NaN,NaN,39,15,9,65,NaN,NaN
6578,,,,,,NaN,NaN,,,,,NaN,NaN
6579,79,58,64,100,116,NaN,NaN,39,15,9,65,NaN,NaN
6580,,,,,,NaN,NaN,,,,,NaN,NaN
6581,79,58,64,100,117,NaN,NaN,39,15,9,65,NaN,NaN
6582,,,,,,NaN,NaN,,,,,NaN,NaN
6583,79,57,64,100,116,NaN,NaN,39,15,9,65,NaN,NaN
6584,,,,,,NaN,NaN,,,,,NaN,NaN
6585,79,58,64,100,116,NaN,NaN,39,15,9,64,NaN,NaN
6586,,,,,,NaN,NaN,,,,,NaN,NaN
6587,79,58,64,100,117,NaN,NaN,39,15,9,64,NaN,NaN
6588,,,,,,NaN,NaN,,,,,NaN,NaN
6589,79,58,63,100,119,NaN,NaN,40,15,9,64,NaN,NaN
6590,,,,,,NaN,NaN,,,,,NaN,NaN
6591,79,59,63,100,118,NaN,NaN,40,15,9,64,NaN,NaN
6592,,,,,,NaN,NaN,,,,,NaN,NaN
6593,80,59,64,100,119,NaN,NaN,40,15,9,64,NaN,NaN
6594,,,,,,NaN,NaN,,,,,NaN,NaN
6595,79,58,64,100,117,NaN,NaN,39,15,9,64,NaN,NaN
6596,,,,,,NaN,NaN,,,,,NaN,NaN
6597,79,58,64,100,117,NaN,NaN,39,15,9,64,NaN,NaN
6598,,,,,,NaN,NaN,,,,,NaN,NaN
6599,78,57,63,100,115,NaN,NaN,39,15,9,64,NaN,NaN
6600,,,,,,NaN,NaN,,,,,NaN,NaN
6601,79,59,63,100,116,NaN,NaN,39,15,9,64,NaN,NaN
6602,,,,,,NaN,NaN,,,,,NaN,NaN
6603,78,58,63,100,115,NaN,NaN,40,15,9,64,NaN,NaN
6604,,,,,,NaN,NaN,,,,,NaN,NaN
6605,78,58,64,100,116,NaN,NaN,40,15,9,64,NaN,NaN
6606,,,,,,NaN,NaN,,,,,NaN,NaN
6607,78,57,64,100,115,NaN,NaN,40,15,9,65,NaN,NaN
6608,,,,,,NaN,NaN,,,,,NaN,NaN
6609,78,58,64,100,116,NaN,NaN,39,15,9,65,NaN,NaN
6610,,,,,,NaN,NaN,,,,,NaN,NaN
6611,78,57,64,100,115,NaN,NaN,39,15,9,64,NaN,NaN
6612,,,,,,NaN,NaN,,,,,NaN,NaN
6613,77,57,64,100,115,NaN,NaN,39,15,9,64,NaN,NaN
6614,,,,,,NaN,NaN,,,,,NaN,NaN
6615,77,56,64,100,114,NaN,NaN,40,15,9,64,NaN,NaN
6616,,,,,,NaN,NaN,,,,,NaN,NaN
6617,77,57,63,100,114,NaN,NaN,40,15,9,64,NaN,NaN
6618,,,,,,NaN,NaN,,,,,NaN,NaN
6619,77,57,63,100,114,NaN,NaN,40,15,9,64,NaN,NaN
6620,,,,,,NaN,NaN,,,,,NaN,NaN
6621,77,57,63,100,115,NaN,NaN,40,15,9,64,NaN,NaN
6622,,,,,,NaN,NaN,,,,,NaN,NaN
6623,77,57,64,100,115,NaN,NaN,39,15,9,64,NaN,NaN
6624,,,,,,NaN,NaN,,,,,NaN,NaN
6625,78,58,65,100,116,NaN,NaN,39,15,9,65,NaN,NaN
6626,,,,,,NaN,NaN,,,,,NaN,NaN
6627,78,57,65,100,115,NaN,NaN,39,15,9,65,NaN,NaN
6628,,,,,,NaN,NaN,,,,,NaN,NaN
6629,78,58,65,100,116,NaN,NaN,40,15,9,66,NaN,NaN
6630,,,,,,NaN,NaN,,,,,NaN,NaN
6631,78,58,65,100,116,NaN,NaN,40,15,9,66,NaN,NaN
6632,,,,,,NaN,NaN,,,,,NaN,NaN
6633,78,57,65,100,117,NaN,NaN,40,15,9,66,NaN,NaN
6634,,,,,,NaN,NaN,,,,,NaN,NaN
6635,78,57,65,100,115,NaN,NaN,39,15,9,65,NaN,NaN
6636,,,,,,NaN,NaN,,,,,NaN,NaN
6637,78,58,65,100,116,NaN,NaN,39,15,9,65,NaN,NaN
6638,,,,,,NaN,NaN,,,,,NaN,NaN
6639,78,57,65,100,115,NaN,NaN,39,15,9,65,NaN,NaN
6640,,,,,,NaN,NaN,,,,,NaN,NaN
6641,78,58,65,100,115,NaN,NaN,39,15,9,65,NaN,NaN
6642,,,,,,NaN,NaN,,,,,NaN,NaN
6643,78,57,66,100,114,NaN,NaN,39,15,9,66,NaN,NaN
6644,,,,,,NaN,NaN,,,,,NaN,NaN
6645,78,58,66,100,115,NaN,NaN,39,15,9,66,NaN,NaN
6646,,,,,,NaN,NaN,,,,,NaN,NaN
6647,77,57,65,100,114,NaN,NaN,39,15,9,66,NaN,NaN
6648,,,,,,NaN,NaN,,,,,NaN,NaN
6649,77,56,65,100,114,NaN,NaN,39,15,9,65,NaN,NaN
6650,,,,,,NaN,NaN,,,,,NaN,NaN
6651,76,56,64,100,112,NaN,NaN,39,15,9,65,NaN,NaN
6652,,,,,,NaN,NaN,,,,,NaN,NaN
6653,77,57,64,100,113,NaN,NaN,39,15,9,64,NaN,NaN
6654,,,,,,NaN,NaN,,,,,NaN,NaN
6655,77,57,64,100,113,NaN,NaN,39,15,9,64,NaN,NaN
6656,,,,,,NaN,NaN,,,,,NaN,NaN
6657,77,58,64,100,115,NaN,NaN,39,15,9,64,NaN,NaN
6658,,,,,,NaN,NaN,,,,,NaN,NaN
6659,77,57,65,100,114,NaN,NaN,39,15,9,65,NaN,NaN
6660,,,,,,NaN,NaN,,,,,NaN,NaN
6661,78,58,65,100,115,NaN,NaN,39,15,9,66,NaN,NaN
6662,,,,,,NaN,NaN,,,,,NaN,NaN
6663,74,53,71,100,114,NaN,NaN,39,15,9,65,NaN,NaN
6664,,,,,,NaN,NaN,,,,,NaN,NaN
6665,74,56,69,100,109,NaN,NaN,39,15,9,64,NaN,NaN
6666,,,,,,NaN,NaN,,,,,NaN,NaN
6667,72,53,72,100,110,NaN,NaN,39,15,9,65,NaN,NaN
6668,,,,,,NaN,NaN,,,,,NaN,NaN
6669,73,55,69,100,109,NaN,NaN,39,15,9,63,NaN,NaN
6670,,,,,,NaN,NaN,,,,,NaN,NaN
6671,74,55,64,100,110,NaN,NaN,39,15,9,63,NaN,NaN
6672,,,,,,NaN,NaN,,,,,NaN,NaN
6673,75,56,66,100,112,NaN,NaN,39,15,9,64,NaN,NaN
6674,,,,,,NaN,NaN,,,,,NaN,NaN
6675,75,56,63,100,111,NaN,NaN,39,15,9,65,NaN,NaN
6676,,,,,,NaN,NaN,,,,,NaN,NaN
6677,76,56,66,100,112,NaN,NaN,39,15,9,66,NaN,NaN
6678,,,,,,NaN,NaN,,,,,NaN,NaN
6679,76,56,66,100,112,NaN,NaN,39,15,9,67,NaN,NaN
6680,,,,,,NaN,NaN,,,,,NaN,NaN
6681,76,57,66,100,112,NaN,NaN,39,15,9,66,NaN,NaN
6682,,,,,,NaN,NaN,,,,,NaN,NaN
6683,76,57,66,100,112,NaN,NaN,39,15,9,66,NaN,NaN
6684,,,,,,NaN,NaN,,,,,NaN,NaN
6685,76,57,66,100,113,NaN,NaN,39,15,9,66,NaN,NaN
6686,,,,,,NaN,NaN,,,,,NaN,NaN
6687,76,56,66,100,112,NaN,NaN,39,15,9,66,NaN,NaN
6688,,,,,,NaN,NaN,,,,,NaN,NaN
6689,76,56,66,100,112,NaN,NaN,39,15,9,66,NaN,NaN
6690,,,,,,NaN,NaN,,,,,NaN,NaN
6691,76,56,65,100,111,NaN,NaN,39,15,9,66,NaN,NaN
6692,,,,,,NaN,NaN,,,,,NaN,NaN
6693,76,57,65,100,113,NaN,NaN,39,15,9,66,NaN,NaN
6694,,,,,,NaN,NaN,,,,,NaN,NaN
6695,76,56,65,100,112,NaN,NaN,39,15,9,66,NaN,NaN
6696,,,,,,NaN,NaN,,,,,NaN,NaN
6697,76,56,65,100,113,NaN,NaN,39,15,9,66,NaN,NaN
6698,,,,,,NaN,NaN,,,,,NaN,NaN
6699,75,56,65,100,112,NaN,NaN,39,15,9,66,NaN,NaN
6700,,,,,,NaN,NaN,,,,,NaN,NaN
6701,76,56,65,100,112,NaN,NaN,39,15,9,65,NaN,NaN
6702,,,,,,NaN,NaN,,,,,NaN,NaN
6703,76,56,64,100,111,NaN,NaN,39,15,9,65,NaN,NaN
6704,,,,,,NaN,NaN,,,,,NaN,NaN
6705,76,57,64,100,113,NaN,NaN,39,15,9,65,NaN,NaN
6706,,,,,,NaN,NaN,,,,,NaN,NaN
6707,76,56,64,100,112,NaN,NaN,39,15,9,65,NaN,NaN
6708,,,,,,NaN,NaN,,,,,NaN,NaN
6709,76,56,65,100,112,NaN,NaN,39,15,9,65,NaN,NaN
6710,,,,,,NaN,NaN,,,,,NaN,NaN
6711,75,55,65,100,109,NaN,NaN,39,15,9,65,NaN,NaN
6712,,,,,,NaN,NaN,,,,,NaN,NaN
6713,75,55,64,100,110,NaN,NaN,39,15,9,64,NaN,NaN
6714,,,,,,NaN,NaN,,,,,NaN,NaN
6715,75,56,64,100,110,NaN,NaN,39,15,9,64,NaN,NaN
6716,,,,,,NaN,NaN,,,,,NaN,NaN
6717,75,56,64,100,111,NaN,NaN,39,15,9,65,NaN,NaN
6718,,,,,,NaN,NaN,,,,,NaN,NaN
6719,75,56,65,100,111,NaN,NaN,39,15,9,65,NaN,NaN
6720,,,,,,NaN,NaN,,,,,NaN,NaN
6721,75,56,65,100,112,NaN,NaN,39,15,9,66,NaN,NaN
6722,,,,,,NaN,NaN,,,,,NaN,NaN
6723,75,56,66,100,111,NaN,NaN,39,15,9,66,NaN,NaN
6724,,,,,,NaN,NaN,,,,,NaN,NaN
6725,75,56,66,100,112,NaN,NaN,39,15,9,66,NaN,NaN
6726,,,,,,NaN,NaN,,,,,NaN,NaN
6727,75,56,66,100,111,NaN,NaN,39,15,9,66,NaN,NaN
6728,,,,,,NaN,NaN,,,,,NaN,NaN
6729,75,56,66,100,111,NaN,NaN,39,15,9,66,NaN,NaN
6730,,,,,,NaN,NaN,,,,,NaN,NaN
6731,71,51,70,100,110,NaN,NaN,39,15,9,66,NaN,NaN
6732,,,,,,NaN,NaN,,,,,NaN,NaN
6733,71,53,68,100,107,NaN,NaN,39,15,10,64,NaN,NaN
6734,,,,,,NaN,NaN,,,,,NaN,NaN
6735,72,54,67,100,107,NaN,NaN,39,15,10,64,NaN,NaN
6736,,,,,,NaN,NaN,,,,,NaN,NaN
6737,73,55,67,100,110,NaN,NaN,39,15,10,64,NaN,NaN
6738,,,,,,NaN,NaN,,,,,NaN,NaN
6739,74,56,63,100,110,NaN,NaN,39,15,9,64,NaN,NaN
6740,,,,,,NaN,NaN,,,,,NaN,NaN
6741,75,56,65,100,112,NaN,NaN,39,15,9,66,NaN,NaN
6742,,,,,,NaN,NaN,,,,,NaN,NaN
6743,75,56,66,100,111,NaN,NaN,39,15,9,66,NaN,NaN
6744,,,,,,NaN,NaN,,,,,NaN,NaN
6745,75,57,66,100,111,NaN,NaN,39,15,9,66,NaN,NaN
6746,,,,,,NaN,NaN,,,,,NaN,NaN
6747,75,56,66,100,111,NaN,NaN,39,15,9,66,NaN,NaN
6748,,,,,,NaN,NaN,,,,,NaN,NaN
6749,76,56,66,100,113,NaN,NaN,39,15,9,66,NaN,NaN
6750,,,,,,NaN,NaN,,,,,NaN,NaN
6751,76,57,65,100,112,NaN,NaN,39,15,9,66,NaN,NaN
6752,,,,,,NaN,NaN,,,,,NaN,NaN
6753,76,57,65,100,113,NaN,NaN,39,15,9,66,NaN,NaN
6754,,,,,,NaN,NaN,,,,,NaN,NaN
6755,76,56,65,100,113,NaN,NaN,39,15,9,66,NaN,NaN
6756,,,,,,NaN,NaN,,,,,NaN,NaN
6757,76,56,65,100,113,NaN,NaN,39,15,9,65,NaN,NaN
6758,,,,,,NaN,NaN,,,,,NaN,NaN
6759,75,56,64,100,112,NaN,NaN,39,15,9,65,NaN,NaN
6760,,,,,,NaN,NaN,,,,,NaN,NaN
6761,75,56,64,100,112,NaN,NaN,39,15,9,65,NaN,NaN
6762,,,,,,NaN,NaN,,,,,NaN,NaN
6763,75,56,64,100,111,NaN,NaN,39,15,9,64,NaN,NaN
6764,,,,,,NaN,NaN,,,,,NaN,NaN
6765,76,56,64,100,113,NaN,NaN,39,15,9,64,NaN,NaN
6766,,,,,,NaN,NaN,,,,,NaN,NaN
6767,76,56,64,100,112,NaN,NaN,39,15,9,65,NaN,NaN
6768,,,,,,NaN,NaN,,,,,NaN,NaN
6769,76,56,64,100,112,NaN,NaN,39,15,9,65,NaN,NaN
6770,,,,,,NaN,NaN,,,,,NaN,NaN
6771,75,56,64,100,111,NaN,NaN,39,15,9,65,NaN,NaN
6772,,,,,,NaN,NaN,,,,,NaN,NaN
6773,75,56,65,100,112,NaN,NaN,39,15,9,65,NaN,NaN
6774,,,,,,NaN,NaN,,,,,NaN,NaN
6775,75,56,65,100,110,NaN,NaN,39,15,9,65,NaN,NaN
6776,,,,,,NaN,NaN,,,,,NaN,NaN
6777,75,56,65,100,111,NaN,NaN,39,15,9,65,NaN,NaN
6778,,,,,,NaN,NaN,,,,,NaN,NaN
6779,75,55,65,100,110,NaN,NaN,39,15,9,66,NaN,NaN
6780,,,,,,NaN,NaN,,,,,NaN,NaN
6781,75,55,65,100,111,NaN,NaN,39,15,9,66,NaN,NaN
6782,,,,,,NaN,NaN,,,,,NaN,NaN
6783,74,56,65,100,110,NaN,NaN,39,15,9,66,NaN,NaN
6784,,,,,,NaN,NaN,,,,,NaN,NaN
6785,75,56,65,100,112,NaN,NaN,39,15,9,66,NaN,NaN
6786,,,,,,NaN,NaN,,,,,NaN,NaN
6787,75,56,65,100,111,NaN,NaN,39,15,9,66,NaN,NaN
6788,,,,,,NaN,NaN,,,,,NaN,NaN
6789,75,57,65,100,112,NaN,NaN,39,15,9,66,NaN,NaN
6790,,,,,,NaN,NaN,,,,,NaN,NaN
6791,75,56,65,100,111,NaN,NaN,39,15,9,66,NaN,NaN
6792,,,,,,NaN,NaN,,,,,NaN,NaN
6793,75,56,65,100,111,NaN,NaN,39,15,9,66,NaN,NaN
6794,,,,,,NaN,NaN,,,,,NaN,NaN
6795,74,55,65,100,110,NaN,NaN,39,15,9,65,NaN,NaN
6796,,,,,,NaN,NaN,,,,,NaN,NaN
6797,75,55,65,100,110,NaN,NaN,39,15,9,65,NaN,NaN
6798,,,,,,NaN,NaN,,,,,NaN,NaN
6799,74,55,65,100,110,NaN,NaN,39,15,9,65,NaN,NaN
6800,,,,,,NaN,NaN,,,,,NaN,NaN
6801,74,56,65,100,110,NaN,NaN,39,15,9,65,NaN,NaN
6802,,,,,,NaN,NaN,,,,,NaN,NaN
6803,74,55,65,100,110,NaN,NaN,39,15,9,65,NaN,NaN
6804,,,,,,NaN,NaN,,,,,NaN,NaN
6805,75,55,65,100,111,NaN,NaN,39,15,9,66,NaN,NaN
6806,,,,,,NaN,NaN,,,,,NaN,NaN
6807,74,55,65,100,109,NaN,NaN,39,15,9,66,NaN,NaN
6808,,,,,,NaN,NaN,,,,,NaN,NaN
6809,75,56,65,100,110,NaN,NaN,39,15,9,66,NaN,NaN
6810,,,,,,NaN,NaN,,,,,NaN,NaN
6811,75,56,66,100,110,NaN,NaN,39,15,9,66,NaN,NaN
6812,,,,,,NaN,NaN,,,,,NaN,NaN
6813,76,57,66,100,112,NaN,NaN,39,15,9,67,NaN,NaN
6814,,,,,,NaN,NaN,,,,,NaN,NaN
6815,76,57,66,100,112,NaN,NaN,39,15,9,67,NaN,NaN
6816,,,,,,NaN,NaN,,,,,NaN,NaN
6817,76,57,67,100,113,NaN,NaN,39,15,9,67,NaN,NaN
6818,,,,,,NaN,NaN,,,,,NaN,NaN
6819,76,57,66,100,112,NaN,NaN,39,15,9,67,NaN,NaN
6820,,,,,,NaN,NaN,,,,,NaN,NaN
6821,76,58,66,100,113,NaN,NaN,39,15,9,66,NaN,NaN
6822,,,,,,NaN,NaN,,,,,NaN,NaN
6823,76,57,66,100,113,NaN,NaN,39,15,9,66,NaN,NaN
6824,,,,,,NaN,NaN,,,,,NaN,NaN
6825,77,57,66,100,113,NaN,NaN,39,15,9,66,NaN,NaN
6826,,,,,,NaN,NaN,,,,,NaN,NaN
6827,76,56,66,100,112,NaN,NaN,39,15,9,67,NaN,NaN
6828,,,,,,NaN,NaN,,,,,NaN,NaN
6829,76,56,66,100,112,NaN,NaN,39,15,9,67,NaN,NaN
6830,,,,,,NaN,NaN,,,,,NaN,NaN
6831,75,55,66,100,111,NaN,NaN,39,15,9,66,NaN,NaN
6832,,,,,,NaN,NaN,,,,,NaN,NaN
6833,75,56,66,100,111,NaN,NaN,39,15,9,66,NaN,NaN
6834,,,,,,NaN,NaN,,,,,NaN,NaN
6835,75,55,65,100,110,NaN,NaN,39,15,9,66,NaN,NaN
6836,,,,,,NaN,NaN,,,,,NaN,NaN
6837,75,56,65,100,111,NaN,NaN,39,15,9,65,NaN,NaN
6838,,,,,,NaN,NaN,,,,,NaN,NaN
6839,75,56,65,100,111,NaN,NaN,39,15,9,65,NaN,NaN
6840,,,,,,NaN,NaN,,,,,NaN,NaN
6841,75,56,65,100,112,NaN,NaN,39,15,9,65,NaN,NaN
6842,,,,,,NaN,NaN,,,,,NaN,NaN
6843,75,55,65,100,111,NaN,NaN,39,15,9,65,NaN,NaN
6844,,,,,,NaN,NaN,,,,,NaN,NaN
6845,75,56,65,100,111,NaN,NaN,39,15,9,65,NaN,NaN
6846,,,,,,NaN,NaN,,,,,NaN,NaN
6847,74,55,65,100,109,NaN,NaN,39,15,9,66,NaN,NaN
6848,,,,,,NaN,NaN,,,,,NaN,NaN
6849,75,56,65,100,110,NaN,NaN,39,15,9,66,NaN,NaN
6850,,,,,,NaN,NaN,,,,,NaN,NaN
6851,74,55,65,100,110,NaN,NaN,39,15,9,65,NaN,NaN
6852,,,,,,NaN,NaN,,,,,NaN,NaN
6853,75,56,65,100,111,NaN,NaN,39,15,9,65,NaN,NaN
6854,,,,,,NaN,NaN,,,,,NaN,NaN
6855,75,56,65,100,111,NaN,NaN,39,15,9,66,NaN,NaN
6856,,,,,,NaN,NaN,,,,,NaN,NaN
6857,75,56,65,100,111,NaN,NaN,39,15,9,66,NaN,NaN
6858,,,,,,NaN,NaN,,,,,NaN,NaN
6859,75,56,65,100,110,NaN,NaN,39,15,9,66,NaN,NaN
6860,,,,,,NaN,NaN,,,,,NaN,NaN
6861,75,56,66,100,112,NaN,NaN,39,15,9,66,NaN,NaN
6862,,,,,,NaN,NaN,,,,,NaN,NaN
6863,75,56,65,100,111,NaN,NaN,39,15,9,66,NaN,NaN
6864,,,,,,NaN,NaN,,,,,NaN,NaN
6865,75,57,65,100,112,NaN,NaN,39,15,9,66,NaN,NaN
6866,,,,,,NaN,NaN,,,,,NaN,NaN
6867,75,57,65,100,111,NaN,NaN,39,15,9,66,NaN,NaN
6868,,,,,,NaN,NaN,,,,,NaN,NaN
6869,75,57,65,100,112,NaN,NaN,39,15,9,66,NaN,NaN
6870,,,,,,NaN,NaN,,,,,NaN,NaN
6871,75,56,65,100,111,NaN,NaN,39,15,8,66,NaN,NaN
6872,,,,,,NaN,NaN,,,,,NaN,NaN
6873,75,56,65,100,111,NaN,NaN,39,15,8,65,NaN,NaN
6874,,,,,,NaN,NaN,,,,,NaN,NaN
6875,74,55,64,100,110,NaN,NaN,39,15,9,65,NaN,NaN
6876,,,,,,NaN,NaN,,,,,NaN,NaN
6877,74,56,64,100,109,NaN,NaN,39,15,9,64,NaN,NaN
6878,,,,,,NaN,NaN,,,,,NaN,NaN
6879,74,55,64,100,109,NaN,NaN,39,15,9,64,NaN,NaN
6880,,,,,,NaN,NaN,,,,,NaN,NaN
6881,74,56,63,100,110,NaN,NaN,39,15,9,64,NaN,NaN
6882,,,,,,NaN,NaN,,,,,NaN,NaN
6883,75,56,64,100,110,NaN,NaN,39,15,8,64,NaN,NaN
6884,,,,,,NaN,NaN,,,,,NaN,NaN
6885,75,56,64,100,112,NaN,NaN,39,15,8,65,NaN,NaN
6886,,,,,,NaN,NaN,,,,,NaN,NaN
6887,75,56,65,100,112,NaN,NaN,39,15,9,65,NaN,NaN
6888,,,,,,NaN,NaN,,,,,NaN,NaN
6889,75,56,65,100,112,NaN,NaN,39,15,9,65,NaN,NaN
6890,,,,,,NaN,NaN,,,,,NaN,NaN
6891,75,56,65,100,111,NaN,NaN,39,15,9,65,NaN,NaN
6892,,,,,,NaN,NaN,,,,,NaN,NaN
6893,75,56,65,100,112,NaN,NaN,39,15,9,65,NaN,NaN
