time,Solar8000/ART_MBP,Solar8000/CVP,Solar8000/ETCO2,Solar8000/RR_CO2,Solar8000/HR,SNUADC/ECG_II,SNUADC/CVP,Solar8000/ART_DBP,SNUADC/ECG_V5,Solar8000/PLETH_SPO2,SNUADC/ART,Solar8000/PLETH_HR,Solar8000/ART_SBP
433,-3,-6,35,15,62,NaN,NaN,-3,NaN,100,NaN,62,-3
434,,,,,,NaN,NaN,,NaN,,NaN,,
435,-3,-6,35,15,62,NaN,NaN,-5,NaN,100,NaN,62,0
436,,,,,,NaN,NaN,,NaN,,NaN,,
437,-3,-6,35,15,62,NaN,NaN,-5,NaN,100,NaN,62,0
438,,,,,,NaN,NaN,,NaN,,NaN,,
439,-2,-6,35,15,61,NaN,NaN,-5,NaN,100,NaN,62,0
440,,,,,,NaN,NaN,,NaN,,NaN,,
441,-2,-6,35,15,61,NaN,NaN,-5,NaN,100,NaN,62,0
442,,,,,,NaN,NaN,,NaN,,NaN,,
443,-2,-6,35,15,60,NaN,NaN,-2,NaN,100,NaN,61,-2
444,,,,,,NaN,NaN,,NaN,,NaN,,
445,-2,-6,35,15,60,NaN,NaN,-2,NaN,100,NaN,61,-2
446,,,,,,NaN,NaN,,NaN,,NaN,,
447,-2,-6,35,15,60,NaN,NaN,-3,NaN,100,NaN,61,1
448,,,,,,NaN,NaN,,NaN,,NaN,,
449,-2,-6,35,15,60,NaN,NaN,-3,NaN,100,NaN,61,1
450,,,,,,NaN,NaN,,NaN,,NaN,,
451,-3,-6,35,15,60,NaN,NaN,-6,NaN,100,NaN,61,1
452,,,,,,NaN,NaN,,NaN,,NaN,,
453,-2,-6,35,15,60,NaN,NaN,-4,NaN,100,NaN,61,0
454,,,,,,NaN,NaN,,NaN,,NaN,,
455,-2,-6,35,15,60,NaN,NaN,-4,NaN,100,NaN,60,0
456,,,,,,NaN,NaN,,NaN,,NaN,,
457,-2,-6,35,15,60,NaN,NaN,-3,NaN,100,NaN,60,0
458,,,,,,NaN,NaN,,NaN,,NaN,,
459,-2,-6,35,15,59,NaN,NaN,-3,NaN,100,NaN,60,0
460,,,,,,NaN,NaN,,NaN,,NaN,,
461,-1,-6,35,15,59,NaN,NaN,-1,NaN,100,NaN,60,-1
462,,,,,,NaN,NaN,,NaN,,NaN,,
463,-1,-6,35,15,59,NaN,NaN,-1,NaN,100,NaN,60,-1
464,,,,,,NaN,NaN,,NaN,,NaN,,
465,-1,-7,35,15,59,NaN,NaN,-1,NaN,100,NaN,60,-1
466,,,,,,NaN,NaN,,NaN,,NaN,,
467,-1,-7,35,15,59,NaN,NaN,-1,NaN,100,NaN,60,-1
468,,,,,,NaN,NaN,,NaN,,NaN,,
469,-1,-7,35,15,59,NaN,NaN,-1,NaN,100,NaN,60,-1
470,,,,,,NaN,NaN,,NaN,,NaN,,
471,-1,-7,35,15,59,NaN,NaN,-1,NaN,100,NaN,60,-1
472,,,,,,NaN,NaN,,NaN,,NaN,,
473,-1,-7,35,15,59,NaN,NaN,-1,NaN,100,NaN,60,-1
474,,,,,,NaN,NaN,,NaN,,NaN,,
475,-1,-7,35,15,59,NaN,NaN,-1,NaN,100,NaN,60,-1
476,,,,,,NaN,NaN,,NaN,,NaN,,
477,-2,-7,35,15,59,NaN,NaN,-2,NaN,100,NaN,60,-2
478,,,,,,NaN,NaN,,NaN,,NaN,,
479,-2,-7,35,15,60,NaN,NaN,-7,NaN,,NaN,,2
480,,,,,,NaN,NaN,,NaN,,NaN,,
481,-2,-7,34,15,60,NaN,NaN,-4,NaN,,NaN,,0
482,,,,,,NaN,NaN,,NaN,,NaN,,
483,-2,-7,34,15,60,NaN,NaN,-4,NaN,,NaN,,1
484,,,,,,NaN,NaN,,NaN,,NaN,,
485,-2,-7,34,15,60,NaN,NaN,-5,NaN,,NaN,,1
486,,,,,,NaN,NaN,,NaN,,NaN,,
487,-2,-8,35,15,60,NaN,NaN,-5,NaN,,NaN,,1
488,,,,,,NaN,NaN,,NaN,,NaN,,
489,-2,-8,35,15,60,NaN,NaN,-2,NaN,,NaN,,-2
490,,,,,,NaN,NaN,,NaN,,NaN,,
491,-2,-8,35,15,59,NaN,NaN,-2,NaN,100,NaN,60,-2
492,,,,,,NaN,NaN,,NaN,,NaN,,
493,-2,-8,35,15,59,NaN,NaN,-2,NaN,100,NaN,60,-2
494,,,,,,NaN,NaN,,NaN,,NaN,,
495,-2,-8,35,15,59,NaN,NaN,-2,NaN,100,NaN,60,-2
496,,,,,,NaN,NaN,,NaN,,NaN,,
497,-2,-8,35,15,59,NaN,NaN,-4,NaN,100,NaN,60,0
498,,,,,,NaN,NaN,,NaN,,NaN,,
499,-3,-8,35,15,59,NaN,NaN,-5,NaN,100,NaN,60,-2
500,,,,,,NaN,NaN,,NaN,,NaN,,
501,-3,-8,35,15,59,NaN,NaN,-5,NaN,100,NaN,60,-2
502,,,,,,NaN,NaN,,NaN,,NaN,,
503,1,-8,35,15,59,NaN,NaN,1,NaN,100,NaN,60,1
504,,,,,,NaN,NaN,,NaN,,NaN,,
505,1,-8,35,15,59,NaN,NaN,1,NaN,100,NaN,60,1
506,,,,,,NaN,NaN,,NaN,,NaN,,
507,1,-8,35,15,59,NaN,NaN,-3,NaN,100,NaN,60,2
508,,,,,,NaN,NaN,,NaN,,NaN,,
509,0,-8,35,15,60,NaN,NaN,-2,NaN,100,NaN,60,2
510,,,,,,NaN,NaN,,NaN,,NaN,,
511,0,-8,35,15,59,NaN,NaN,-3,NaN,100,NaN,60,3
512,,,,,,NaN,NaN,,NaN,,NaN,,
513,1,-8,35,15,59,NaN,NaN,-2,NaN,100,NaN,60,1
514,,,,,,NaN,NaN,,NaN,,NaN,,
515,1,-8,35,15,59,NaN,NaN,-2,NaN,100,NaN,60,1
516,,,,,,NaN,NaN,,NaN,,NaN,,
517,1,-8,34,15,59,NaN,NaN,1,NaN,100,NaN,60,1
518,,,,,,NaN,NaN,,NaN,,NaN,,
519,1,-8,34,15,59,NaN,NaN,,NaN,100,NaN,59,
520,,,,,,NaN,NaN,,NaN,,NaN,,
521,1,-8,34,15,59,NaN,NaN,,NaN,100,NaN,60,
522,,,,,,NaN,NaN,,NaN,,NaN,,
523,1,-8,34,15,59,NaN,NaN,,NaN,100,NaN,60,
524,,,,,,NaN,NaN,,NaN,,NaN,,
525,0,-8,34,15,59,NaN,NaN,,NaN,100,NaN,60,
526,,,,,,NaN,NaN,,NaN,,NaN,,
527,0,-8,34,15,60,NaN,NaN,,NaN,100,NaN,60,
528,,,,,,NaN,NaN,,NaN,,NaN,,
529,0,-8,34,15,60,NaN,NaN,,NaN,100,NaN,60,
530,,,,,,NaN,NaN,,NaN,,NaN,,
531,0,-8,34,15,59,NaN,NaN,0,NaN,100,NaN,60,0
532,,,,,,NaN,NaN,,NaN,,NaN,,
533,1,-8,34,15,59,NaN,NaN,-2,NaN,100,NaN,60,1
534,,,,,,NaN,NaN,,NaN,,NaN,,
535,0,-8,34,15,59,NaN,NaN,-2,NaN,100,NaN,60,1
536,,,,,,NaN,NaN,,NaN,,NaN,,
537,1,-8,34,15,59,NaN,NaN,-3,NaN,100,NaN,60,1
538,,,,,,NaN,NaN,,NaN,,NaN,,
539,0,-8,34,15,59,NaN,NaN,-2,NaN,100,NaN,60,1
540,,,,,,NaN,NaN,,NaN,,NaN,,
541,0,-8,34,15,59,NaN,NaN,,NaN,100,NaN,60,
542,,,,,,NaN,NaN,,NaN,,NaN,,
543,1,-8,34,15,59,NaN,NaN,,NaN,100,NaN,59,
544,,,,,,NaN,NaN,,NaN,,NaN,,
545,1,-8,34,15,59,NaN,NaN,,NaN,100,NaN,59,
546,,,,,,NaN,NaN,,NaN,,NaN,,
547,0,-8,34,15,59,NaN,NaN,,NaN,100,NaN,59,
548,,,,,,NaN,NaN,,NaN,,NaN,,
549,0,-8,34,15,58,NaN,NaN,,NaN,100,NaN,59,
550,,,,,,NaN,NaN,,NaN,,NaN,,
551,1,-8,34,15,58,NaN,NaN,,NaN,100,NaN,59,
552,,,,,,NaN,NaN,,NaN,,NaN,,
553,1,-8,34,15,58,NaN,NaN,-1,NaN,100,NaN,59,1
554,,,,,,NaN,NaN,,NaN,,NaN,,
555,0,-8,34,15,59,NaN,NaN,-2,NaN,100,NaN,59,1
556,,,,,,NaN,NaN,,NaN,,NaN,,
557,0,-8,34,15,59,NaN,NaN,-2,NaN,100,NaN,59,1
558,,,,,,NaN,NaN,,NaN,,NaN,,
559,1,-8,34,15,59,NaN,NaN,1,NaN,100,NaN,59,1
560,,,,,,NaN,NaN,,NaN,,NaN,,
561,1,-8,34,15,59,NaN,NaN,1,NaN,,NaN,,1
562,,,,,,NaN,NaN,,NaN,,NaN,,
563,0,-8,34,15,59,NaN,NaN,-2,NaN,,NaN,,1
564,,,,,,NaN,NaN,,NaN,,NaN,,
565,0,-8,34,15,59,NaN,NaN,-2,NaN,,NaN,,1
566,,,,,,NaN,NaN,,NaN,,NaN,,
567,1,-8,34,15,59,NaN,NaN,1,NaN,,NaN,,1
568,,,,,,NaN,NaN,,NaN,,NaN,,
569,1,-8,34,15,59,NaN,NaN,1,NaN,,NaN,,1
570,,,,,,NaN,NaN,,NaN,,NaN,,
571,0,-8,34,15,59,NaN,NaN,0,NaN,,NaN,,0
572,,,,,,NaN,NaN,,NaN,,NaN,,
573,0,-8,34,15,59,NaN,NaN,-2,NaN,100,NaN,59,1
574,,,,,,NaN,NaN,,NaN,,NaN,,
575,0,-8,34,15,59,NaN,NaN,-1,NaN,100,NaN,59,1
576,,,,,,NaN,NaN,,NaN,,NaN,,
577,0,-7,34,15,59,NaN,NaN,-1,NaN,100,NaN,60,1
578,,,,,,NaN,NaN,,NaN,,NaN,,
579,0,-7,34,15,59,NaN,NaN,-1,NaN,100,NaN,60,1
580,,,,,,NaN,NaN,,NaN,,NaN,,
581,0,-7,34,15,59,NaN,NaN,-1,NaN,100,NaN,60,1
582,,,,,,NaN,NaN,,NaN,,NaN,,
583,0,-7,34,15,59,NaN,NaN,-1,NaN,100,NaN,60,1
584,,,,,,NaN,NaN,,NaN,,NaN,,
585,1,-7,34,15,59,NaN,NaN,1,NaN,100,NaN,60,1
586,,,,,,NaN,NaN,,NaN,,NaN,,
587,1,-7,34,15,59,NaN,NaN,1,NaN,100,NaN,59,1
588,,,,,,NaN,NaN,,NaN,,NaN,,
589,0,-7,34,15,59,NaN,NaN,0,NaN,100,NaN,59,0
590,,,,,,NaN,NaN,,NaN,,NaN,,
591,0,-7,34,15,59,NaN,NaN,0,NaN,100,NaN,59,0
592,,,,,,NaN,NaN,,NaN,,NaN,,
593,0,-7,34,15,59,NaN,NaN,0,NaN,100,NaN,59,0
594,,,,,,NaN,NaN,,NaN,,NaN,,
595,0,-7,34,15,58,NaN,NaN,0,NaN,100,NaN,59,0
596,,,,,,NaN,NaN,,NaN,,NaN,,
597,0,-7,34,15,58,NaN,NaN,0,NaN,100,NaN,59,0
598,,,,,,NaN,NaN,,NaN,,NaN,,
599,0,-7,34,15,58,NaN,NaN,0,NaN,100,NaN,59,0
600,,,,,,NaN,NaN,,NaN,,NaN,,
601,1,-7,34,15,58,NaN,NaN,1,NaN,100,NaN,59,1
602,,,,,,NaN,NaN,,NaN,,NaN,,
603,1,-7,34,15,58,NaN,NaN,1,NaN,100,NaN,58,1
604,,,,,,NaN,NaN,,NaN,,NaN,,
605,1,-7,34,15,57,NaN,NaN,1,NaN,100,NaN,58,1
606,,,,,,NaN,NaN,,NaN,,NaN,,
607,1,-7,34,15,57,NaN,NaN,1,NaN,100,NaN,58,1
608,,,,,,NaN,NaN,,NaN,,NaN,,
609,0,-7,34,15,57,NaN,NaN,-1,NaN,100,NaN,58,3
610,,,,,,NaN,NaN,,NaN,,NaN,,
611,1,-7,34,15,57,NaN,NaN,-3,NaN,100,NaN,58,2
612,,,,,,NaN,NaN,,NaN,,NaN,,
613,0,-7,34,15,57,NaN,NaN,-3,NaN,100,NaN,58,3
614,,,,,,NaN,NaN,,NaN,,NaN,,
615,0,-7,34,15,57,NaN,NaN,-3,NaN,100,NaN,58,4
616,,,,,,NaN,NaN,,NaN,,NaN,,
617,-1,-7,34,15,57,NaN,NaN,-9,NaN,100,NaN,58,5
618,,,,,,NaN,NaN,,NaN,,NaN,,
619,-2,-7,34,15,57,NaN,NaN,-6,NaN,100,NaN,58,0
620,,,,,,NaN,NaN,,NaN,,NaN,,
621,-2,-7,34,15,57,NaN,NaN,-6,NaN,100,NaN,58,0
622,,,,,,NaN,NaN,,NaN,,NaN,,
623,-2,-7,34,15,57,NaN,NaN,-6,NaN,100,NaN,58,0
624,,,,,,NaN,NaN,,NaN,,NaN,,
625,-3,-7,34,15,57,NaN,NaN,-5,NaN,100,NaN,58,1
626,,,,,,NaN,NaN,,NaN,,NaN,,
627,-3,-7,34,15,57,NaN,NaN,-5,NaN,100,NaN,58,-1
628,,,,,,NaN,NaN,,NaN,,NaN,,
629,-3,-7,34,15,56,NaN,NaN,-5,NaN,100,NaN,58,1
630,,,,,,NaN,NaN,,NaN,,NaN,,
631,-3,-7,34,15,56,NaN,NaN,,NaN,,NaN,,
632,,,,,,NaN,NaN,,NaN,,NaN,,
633,-3,-7,34,15,56,NaN,NaN,,NaN,,NaN,,
634,,,,,,NaN,NaN,,NaN,,NaN,,
635,-12,-7,34,15,56,NaN,NaN,,NaN,,NaN,,
636,,,,,,NaN,NaN,,NaN,,NaN,,
637,2,-7,34,15,56,NaN,NaN,,NaN,,NaN,,
638,,,,,,NaN,NaN,,NaN,,NaN,,
639,9,-7,34,15,57,NaN,NaN,,NaN,,NaN,,
640,,,,,,NaN,NaN,,NaN,,NaN,,
641,15,-7,34,15,57,NaN,NaN,-2,NaN,100,NaN,58,41
642,,,,,,NaN,NaN,,NaN,,NaN,,
643,13,-7,34,15,57,NaN,NaN,3,NaN,100,NaN,57,20
644,,,,,,NaN,NaN,,NaN,,NaN,,
645,12,-7,34,15,57,NaN,NaN,-1,NaN,100,NaN,57,22
646,,,,,,NaN,NaN,,NaN,,NaN,,
647,11,-7,34,15,57,NaN,NaN,8,NaN,100,NaN,57,14
648,,,,,,NaN,NaN,,NaN,,NaN,,
649,11,-7,34,15,56,NaN,NaN,6,NaN,100,NaN,57,17
650,,,,,,NaN,NaN,,NaN,,NaN,,
651,8,-7,34,15,56,NaN,NaN,-5,NaN,100,NaN,57,15
652,,,,,,NaN,NaN,,NaN,,NaN,,
653,5,-7,34,15,56,NaN,NaN,-5,NaN,100,NaN,57,8
654,,,,,,NaN,NaN,,NaN,,NaN,,
655,4,-7,34,15,56,NaN,NaN,-3,NaN,100,NaN,57,16
656,,,,,,NaN,NaN,,NaN,,NaN,,
657,11,-7,33,15,56,NaN,NaN,7,NaN,100,NaN,57,19
658,,,,,,NaN,NaN,,NaN,,NaN,,
659,12,-7,33,15,56,NaN,NaN,-7,NaN,100,NaN,57,32
660,,,,,,NaN,NaN,,NaN,,NaN,,
661,13,-7,33,15,56,NaN,NaN,-13,NaN,100,NaN,57,40
662,,,,,,NaN,NaN,,NaN,,NaN,,
663,14,-7,34,15,56,NaN,NaN,1,NaN,100,NaN,56,47
664,,,,,,NaN,NaN,,NaN,,NaN,,
665,18,-7,34,15,56,NaN,NaN,15,NaN,100,NaN,56,27
666,,,,,,NaN,NaN,,NaN,,NaN,,
667,18,-8,34,15,56,NaN,NaN,11,NaN,100,NaN,56,27
668,,,,,,NaN,NaN,,NaN,,NaN,,
669,19,-8,34,15,56,NaN,NaN,15,NaN,100,NaN,56,26
670,,,,,,NaN,NaN,,NaN,,NaN,,
671,20,-8,33,15,56,NaN,NaN,16,NaN,100,NaN,56,24
672,,,,,,NaN,NaN,,NaN,,NaN,,
673,19,-8,33,15,56,NaN,NaN,13,NaN,100,NaN,56,25
674,,,,,,NaN,NaN,,NaN,,NaN,,
675,18,-8,33,15,56,NaN,NaN,12,NaN,100,NaN,57,23
676,,,,,,NaN,NaN,,NaN,,NaN,,
677,18,-8,33,15,57,NaN,NaN,12,NaN,100,NaN,57,23
678,,,,,,NaN,NaN,,NaN,,NaN,,
679,13,-8,33,15,57,NaN,NaN,13,NaN,100,NaN,57,13
680,,,,,,NaN,NaN,,NaN,,NaN,,
681,14,-8,33,15,57,NaN,NaN,3,NaN,100,NaN,57,20
682,,,,,,NaN,NaN,,NaN,,NaN,,
683,14,-8,33,15,57,NaN,NaN,9,NaN,100,NaN,57,21
684,,,,,,NaN,NaN,,NaN,,NaN,,
685,13,-8,34,15,56,NaN,NaN,9,NaN,100,NaN,57,16
686,,,,,,NaN,NaN,,NaN,,NaN,,
687,12,-8,34,15,56,NaN,NaN,9,NaN,100,NaN,57,13
688,,,,,,NaN,NaN,,NaN,,NaN,,
689,11,-8,34,15,56,NaN,NaN,9,NaN,100,NaN,57,13
690,,,,,,NaN,NaN,,NaN,,NaN,,
691,11,-8,33,15,55,NaN,NaN,9,NaN,100,NaN,56,13
692,,,,,,NaN,NaN,,NaN,,NaN,,
693,11,-8,33,15,55,NaN,NaN,9,NaN,100,NaN,56,12
694,,,,,,NaN,NaN,,NaN,,NaN,,
695,25,-8,33,15,55,NaN,NaN,10,NaN,100,NaN,56,50
696,,,,,,NaN,NaN,,NaN,,NaN,,
697,23,-8,33,15,55,NaN,NaN,-10,NaN,100,NaN,56,52
698,,,,,,NaN,NaN,,NaN,,NaN,,
699,21,-8,34,15,55,NaN,NaN,-2,NaN,100,NaN,55,45
700,,,,,,NaN,NaN,,NaN,,NaN,,
701,19,-8,34,15,55,NaN,NaN,4,NaN,100,NaN,55,34
702,,,,,,NaN,NaN,,NaN,,NaN,,
703,18,-8,34,15,55,NaN,NaN,6,NaN,100,NaN,56,26
704,,,,,,NaN,NaN,,NaN,,NaN,,
705,17,-9,34,15,55,NaN,NaN,9,NaN,100,NaN,56,23
706,,,,,,NaN,NaN,,NaN,,NaN,,
707,15,-9,34,15,55,NaN,NaN,7,NaN,100,NaN,56,22
708,,,,,,NaN,NaN,,NaN,,NaN,,
709,15,-9,34,15,55,NaN,NaN,10,NaN,100,NaN,56,20
710,,,,,,NaN,NaN,,NaN,,NaN,,
711,15,-9,34,15,56,NaN,NaN,4,NaN,100,NaN,56,26
712,,,,,,NaN,NaN,,NaN,,NaN,,
713,23,-9,34,15,56,NaN,NaN,19,NaN,100,NaN,56,45
714,,,,,,NaN,NaN,,NaN,,NaN,,
715,29,-9,34,15,56,NaN,NaN,18,NaN,100,NaN,56,58
716,,,,,,NaN,NaN,,NaN,,NaN,,
717,44,-9,34,15,56,NaN,NaN,38,NaN,100,NaN,56,77
718,,,,,,NaN,NaN,,NaN,,NaN,,
719,47,-9,33,15,56,NaN,NaN,39,NaN,100,NaN,56,81
720,,,,,,NaN,NaN,,NaN,,NaN,,
721,51,-10,33,15,56,NaN,NaN,35,NaN,100,NaN,57,86
722,,,,,,NaN,NaN,,NaN,,NaN,,
723,54,-10,33,15,56,NaN,NaN,36,NaN,100,NaN,57,81
724,,,,,,NaN,NaN,,NaN,,NaN,,
725,50,-10,33,15,56,NaN,NaN,30,NaN,100,NaN,57,69
726,,,,,,NaN,NaN,,NaN,,NaN,,
727,52,-10,34,15,57,NaN,NaN,33,NaN,100,NaN,57,87
728,,,,,,NaN,NaN,,NaN,,NaN,,
729,54,-10,34,15,56,NaN,NaN,38,NaN,100,NaN,57,83
730,,,,,,NaN,NaN,,NaN,,NaN,,
731,54,-10,34,15,56,NaN,NaN,38,NaN,100,NaN,57,81
732,,,,,,NaN,NaN,,NaN,,NaN,,
733,54,-10,34,15,56,NaN,NaN,33,NaN,100,NaN,57,81
734,,,,,,NaN,NaN,,NaN,,NaN,,
735,55,-10,34,15,56,NaN,NaN,36,NaN,100,NaN,57,83
736,,,,,,NaN,NaN,,NaN,,NaN,,
737,54,-10,34,15,57,NaN,NaN,28,NaN,100,NaN,57,80
738,,,,,,NaN,NaN,,NaN,,NaN,,
739,55,-10,34,15,57,NaN,NaN,35,NaN,100,NaN,57,81
740,,,,,,NaN,NaN,,NaN,,NaN,,
741,56,-10,34,15,57,NaN,NaN,39,NaN,100,NaN,57,82
742,,,,,,NaN,NaN,,NaN,,NaN,,
743,58,-10,34,15,57,NaN,NaN,40,NaN,100,NaN,57,82
744,,,,,,NaN,NaN,,NaN,,NaN,,
745,55,-10,34,15,57,NaN,NaN,38,NaN,100,NaN,58,74
746,,,,,,NaN,NaN,,NaN,,NaN,,
747,55,-11,34,15,57,NaN,NaN,38,NaN,100,NaN,58,79
748,,,,,,NaN,NaN,,NaN,,NaN,,
749,56,-11,34,15,57,NaN,NaN,39,NaN,100,NaN,58,81
750,,,,,,NaN,NaN,,NaN,,NaN,,
751,56,-11,34,15,57,NaN,NaN,39,NaN,100,NaN,58,80
752,,,,,,NaN,NaN,,NaN,,NaN,,
753,57,-11,34,15,57,NaN,NaN,39,NaN,100,NaN,58,82
754,,,,,,NaN,NaN,,NaN,,NaN,,
755,57,-11,34,15,57,NaN,NaN,40,NaN,100,NaN,58,83
756,,,,,,NaN,NaN,,NaN,,NaN,,
757,57,-11,34,15,57,NaN,NaN,41,NaN,100,NaN,57,83
758,,,,,,NaN,NaN,,NaN,,NaN,,
759,57,-11,34,15,56,NaN,NaN,42,NaN,100,NaN,57,84
760,,,,,,NaN,NaN,,NaN,,NaN,,
761,57,-11,34,15,56,NaN,NaN,39,NaN,100,NaN,57,85
762,,,,,,NaN,NaN,,NaN,,NaN,,
763,58,-11,34,15,57,NaN,NaN,38,NaN,100,NaN,57,85
764,,,,,,NaN,NaN,,NaN,,NaN,,
765,58,-11,34,15,57,NaN,NaN,28,NaN,100,NaN,57,83
766,,,,,,NaN,NaN,,NaN,,NaN,,
767,58,-11,34,15,57,NaN,NaN,38,NaN,100,NaN,57,82
768,,,,,,NaN,NaN,,NaN,,NaN,,
769,59,-11,34,15,57,NaN,NaN,42,NaN,100,NaN,57,83
770,,,,,,NaN,NaN,,NaN,,NaN,,
771,59,-11,34,15,57,NaN,NaN,43,NaN,100,NaN,57,82
772,,,,,,NaN,NaN,,NaN,,NaN,,
773,59,-11,34,15,57,NaN,NaN,42,NaN,100,NaN,57,84
774,,,,,,NaN,NaN,,NaN,,NaN,,
775,59,-11,34,15,57,NaN,NaN,43,NaN,100,NaN,57,83
776,,,,,,NaN,NaN,,NaN,,NaN,,
777,59,-11,34,15,56,NaN,NaN,43,NaN,100,NaN,57,83
778,,,,,,NaN,NaN,,NaN,,NaN,,
779,58,-11,34,15,56,NaN,NaN,42,NaN,100,NaN,57,83
780,,,,,,NaN,NaN,,NaN,,NaN,,
781,58,-11,34,15,56,NaN,NaN,42,NaN,,NaN,,82
782,,,,,,NaN,NaN,,NaN,,NaN,,
783,58,-11,33,15,56,NaN,NaN,42,NaN,,NaN,,85
784,,,,,,NaN,NaN,,NaN,,NaN,,
785,58,-12,33,15,56,NaN,NaN,43,NaN,,NaN,,83
786,,,,,,NaN,NaN,,NaN,,NaN,,
787,58,-12,33,15,56,NaN,NaN,43,NaN,,NaN,,81
788,,,,,,NaN,NaN,,NaN,,NaN,,
789,58,-12,34,15,56,NaN,NaN,43,NaN,100,NaN,58,82
790,,,,,,NaN,NaN,,NaN,,NaN,,
791,58,-12,34,15,56,NaN,NaN,42,NaN,100,NaN,58,82
792,,,,,,NaN,NaN,,NaN,,NaN,,
793,58,-12,34,15,57,NaN,NaN,40,NaN,100,NaN,58,80
794,,,,,,NaN,NaN,,NaN,,NaN,,
795,57,-12,34,15,57,NaN,NaN,41,NaN,100,NaN,57,80
796,,,,,,NaN,NaN,,NaN,,NaN,,
797,57,-12,34,15,57,NaN,NaN,41,NaN,100,NaN,57,80
798,,,,,,NaN,NaN,,NaN,,NaN,,
799,57,-12,34,15,56,NaN,NaN,41,NaN,100,NaN,57,79
800,,,,,,NaN,NaN,,NaN,,NaN,,
801,56,-12,34,15,56,NaN,NaN,41,NaN,100,NaN,57,80
802,,,,,,NaN,NaN,,NaN,,NaN,,
803,56,-12,34,15,56,NaN,NaN,40,NaN,100,NaN,57,80
804,,,,,,NaN,NaN,,NaN,,NaN,,
805,56,-12,34,15,56,NaN,NaN,40,NaN,100,NaN,57,79
806,,,,,,NaN,NaN,,NaN,,NaN,,
807,55,-12,34,15,56,NaN,NaN,40,NaN,100,NaN,57,79
808,,,,,,NaN,NaN,,NaN,,NaN,,
809,55,-12,34,15,56,NaN,NaN,40,NaN,100,NaN,57,78
810,,,,,,NaN,NaN,,NaN,,NaN,,
811,55,-11,34,15,56,NaN,NaN,40,NaN,100,NaN,57,78
812,,,,,,NaN,NaN,,NaN,,NaN,,
813,55,-11,34,15,56,NaN,NaN,40,NaN,100,NaN,57,77
814,,,,,,NaN,NaN,,NaN,,NaN,,
815,54,-11,34,15,56,NaN,NaN,40,NaN,100,NaN,57,76
816,,,,,,NaN,NaN,,NaN,,NaN,,
817,54,-11,34,15,56,NaN,NaN,40,NaN,100,NaN,57,76
818,,,,,,NaN,NaN,,NaN,,NaN,,
819,54,-11,34,15,56,NaN,NaN,39,NaN,100,NaN,57,77
820,,,,,,NaN,NaN,,NaN,,NaN,,
821,54,-11,34,15,56,NaN,NaN,39,NaN,100,NaN,57,77
822,,,,,,NaN,NaN,,NaN,,NaN,,
823,54,-11,34,15,56,NaN,NaN,40,NaN,100,NaN,57,74
824,,,,,,NaN,NaN,,NaN,,NaN,,
825,54,-11,34,15,57,NaN,NaN,40,NaN,100,NaN,57,75
826,,,,,,NaN,NaN,,NaN,,NaN,,
827,54,-11,34,15,57,NaN,NaN,40,NaN,100,NaN,57,76
828,,,,,,NaN,NaN,,NaN,,NaN,,
829,55,-11,34,15,57,NaN,NaN,41,NaN,100,NaN,57,77
830,,,,,,NaN,NaN,,NaN,,NaN,,
831,55,-11,34,15,57,NaN,NaN,41,NaN,100,NaN,58,77
832,,,,,,NaN,NaN,,NaN,,NaN,,
833,56,-11,34,15,57,NaN,NaN,42,NaN,100,NaN,58,79
834,,,,,,NaN,NaN,,NaN,,NaN,,
835,56,-11,34,15,57,NaN,NaN,42,NaN,100,NaN,58,79
836,,,,,,NaN,NaN,,NaN,,NaN,,
837,57,-11,34,15,57,NaN,NaN,42,NaN,100,NaN,58,81
838,,,,,,NaN,NaN,,NaN,,NaN,,
839,57,-11,34,15,57,NaN,NaN,43,NaN,100,NaN,58,81
840,,,,,,NaN,NaN,,NaN,,NaN,,
841,58,-11,34,15,57,NaN,NaN,44,NaN,100,NaN,58,82
842,,,,,,NaN,NaN,,NaN,,NaN,,
843,59,-11,34,15,57,NaN,NaN,44,NaN,100,NaN,57,81
844,,,,,,NaN,NaN,,NaN,,NaN,,
845,59,-11,34,15,57,NaN,NaN,44,NaN,100,NaN,58,83
846,,,,,,NaN,NaN,,NaN,,NaN,,
847,59,-11,34,15,57,NaN,NaN,44,NaN,100,NaN,57,82
848,,,,,,NaN,NaN,,NaN,,NaN,,
849,60,-11,34,15,57,NaN,NaN,44,NaN,100,NaN,58,82
850,,,,,,NaN,NaN,,NaN,,NaN,,
851,60,-11,34,15,57,NaN,NaN,44,NaN,100,NaN,57,82
852,,,,,,NaN,NaN,,NaN,,NaN,,
853,60,-11,34,15,57,NaN,NaN,44,NaN,100,NaN,57,82
854,,,,,,NaN,NaN,,NaN,,NaN,,
855,60,-11,34,15,57,NaN,NaN,44,NaN,100,NaN,57,82
856,,,,,,NaN,NaN,,NaN,,NaN,,
857,60,-10,34,15,57,NaN,NaN,44,NaN,100,NaN,57,82
858,,,,,,NaN,NaN,,NaN,,NaN,,
859,59,-10,34,15,57,NaN,NaN,43,NaN,100,NaN,57,82
860,,,,,,NaN,NaN,,NaN,,NaN,,
861,59,-10,34,15,57,NaN,NaN,43,NaN,100,NaN,57,83
862,,,,,,NaN,NaN,,NaN,,NaN,,
