time,SNUADC/CVP,SNUADC/ECG_V5,Solar8000/HR,Solar8000/ART_SBP,Solar8000/CVP,SNUADC/ART,Solar8000/PLETH_HR,Solar8000/PLETH_SPO2,Solar8000/ART_DBP,SNUADC/ECG_II,Solar8000/RR_CO2,Solar8000/ETCO2,Solar8000/ART_MBP
443,NaN,NaN,,,,NaN,,,,NaN,,,
444,NaN,NaN,79,20,-8,NaN,80,100,20,NaN,,,20
445,NaN,NaN,,,,NaN,,,,NaN,,,
446,NaN,NaN,80,25,-8,NaN,80,100,16,NaN,,,19
447,NaN,NaN,,,,NaN,,,,NaN,,,
448,NaN,NaN,81,25,-8,NaN,81,100,16,NaN,,,19
449,NaN,NaN,,,,NaN,,,,NaN,,,
450,NaN,NaN,82,20,-8,NaN,82,100,20,NaN,,,20
451,NaN,NaN,,,,NaN,,,,NaN,,,
452,NaN,NaN,82,20,-8,NaN,82,100,20,NaN,,,20
453,NaN,NaN,,,,NaN,,,,NaN,,,
454,NaN,NaN,81,19,-8,NaN,82,100,19,NaN,,,19
455,NaN,NaN,,,,NaN,,,,NaN,,,
456,NaN,NaN,81,19,-8,NaN,82,100,19,NaN,,,19
457,NaN,NaN,,,,NaN,,,,NaN,,,
458,NaN,NaN,79,19,-8,NaN,80,100,19,NaN,,,19
459,NaN,NaN,,,,NaN,,,,NaN,,,
460,NaN,NaN,79,19,-8,NaN,79,100,19,NaN,,,19
461,NaN,NaN,,,,NaN,,,,NaN,,,
462,NaN,NaN,79,19,-8,NaN,79,100,19,NaN,,,19
463,NaN,NaN,,,,NaN,,,,NaN,,,
464,NaN,NaN,78,19,-8,NaN,79,100,19,NaN,,,19
465,NaN,NaN,,,,NaN,,,,NaN,,,
466,NaN,NaN,78,20,-8,NaN,78,100,20,NaN,,,20
467,NaN,NaN,,,,NaN,,,,NaN,,,
468,NaN,NaN,78,20,-8,NaN,78,100,20,NaN,,,20
469,NaN,NaN,,,,NaN,,,,NaN,,,
470,NaN,NaN,78,20,-8,NaN,78,100,20,NaN,,,20
471,NaN,NaN,,,,NaN,,,,NaN,,,
472,NaN,NaN,78,20,-8,NaN,78,100,20,NaN,,,20
473,NaN,NaN,,,,NaN,,,,NaN,,,
474,NaN,NaN,77,20,-8,NaN,78,100,20,NaN,,,20
475,NaN,NaN,,,,NaN,,,,NaN,,,
476,NaN,NaN,78,20,-8,NaN,78,100,20,NaN,,,20
477,NaN,NaN,,,,NaN,,,,NaN,,,
478,NaN,NaN,78,20,-8,NaN,79,100,20,NaN,,,20
479,NaN,NaN,,,,NaN,,,,NaN,,,
480,NaN,NaN,78,20,-8,NaN,79,100,20,NaN,,,20
481,NaN,NaN,,,,NaN,,,,NaN,,,
482,NaN,NaN,82,19,-8,NaN,82,100,19,NaN,,,19
483,NaN,NaN,,,,NaN,,,,NaN,,,
484,NaN,NaN,83,19,-8,NaN,83,100,19,NaN,,,19
485,NaN,NaN,,,,NaN,,,,NaN,,,
486,NaN,NaN,82,19,-8,NaN,83,100,19,NaN,,,19
487,NaN,NaN,,,,NaN,,,,NaN,,,
488,NaN,NaN,82,19,-8,NaN,83,100,19,NaN,,,19
489,NaN,NaN,,,,NaN,,,,NaN,,,
490,NaN,NaN,81,19,-8,NaN,82,100,19,NaN,,,19
491,NaN,NaN,,,,NaN,,,,NaN,,,
492,NaN,NaN,81,19,-8,NaN,82,100,19,NaN,,,19
493,NaN,NaN,,,,NaN,,,,NaN,,,
494,NaN,NaN,81,19,-8,NaN,82,100,19,NaN,,,19
495,NaN,NaN,,,,NaN,,,,NaN,,,
496,NaN,NaN,82,19,-8,NaN,82,100,19,NaN,,,19
497,NaN,NaN,,,,NaN,,,,NaN,,,
498,NaN,NaN,83,19,-8,NaN,83,100,19,NaN,,,19
499,NaN,NaN,,,,NaN,,,,NaN,,,
500,NaN,NaN,83,19,-9,NaN,84,100,19,NaN,,,19
501,NaN,NaN,,,,NaN,,,,NaN,,,
502,NaN,NaN,84,19,-9,NaN,84,100,19,NaN,,,19
503,NaN,NaN,,,,NaN,,,,NaN,,,
504,NaN,NaN,84,19,-9,NaN,85,100,19,NaN,,,19
505,NaN,NaN,,,,NaN,,,,NaN,,,
506,NaN,NaN,87,19,-9,NaN,87,100,19,NaN,,,19
507,NaN,NaN,,,,NaN,,,,NaN,,,
508,NaN,NaN,90,19,-9,NaN,91,100,19,NaN,,,19
509,NaN,NaN,,,,NaN,,,,NaN,,,
510,NaN,NaN,96,20,-9,NaN,95,100,20,NaN,,,20
511,NaN,NaN,,,,NaN,,,,NaN,,,
512,NaN,NaN,101,20,-9,NaN,100,100,20,NaN,,,20
513,NaN,NaN,,,,NaN,,,,NaN,,,
514,NaN,NaN,103,20,-9,NaN,103,100,20,NaN,,,20
515,NaN,NaN,,,,NaN,,,,NaN,,,
516,NaN,NaN,105,20,-9,NaN,105,100,20,NaN,,,20
517,NaN,NaN,,,,NaN,,,,NaN,,,
518,NaN,NaN,106,20,-9,NaN,106,100,20,NaN,,,20
519,NaN,NaN,,,,NaN,,,,NaN,,,
520,NaN,NaN,106,20,-9,NaN,106,100,20,NaN,,,20
521,NaN,NaN,,,,NaN,,,,NaN,,,
522,NaN,NaN,106,20,-9,NaN,106,100,20,NaN,,,20
523,NaN,NaN,,,,NaN,,,,NaN,,,
524,NaN,NaN,106,20,-9,NaN,106,100,20,NaN,,,20
525,NaN,NaN,,,,NaN,,,,NaN,,,
526,NaN,NaN,106,20,-9,NaN,107,100,20,NaN,,,20
527,NaN,NaN,,,,NaN,,,,NaN,,,
528,NaN,NaN,107,20,-9,NaN,107,100,20,NaN,,,20
529,NaN,NaN,,,,NaN,,,,NaN,,,
530,NaN,NaN,108,19,-9,NaN,108,100,19,NaN,,,19
531,NaN,NaN,,,,NaN,,,,NaN,,,
532,NaN,NaN,108,19,-9,NaN,108,100,19,NaN,,,19
533,NaN,NaN,,,,NaN,,,,NaN,,,
534,NaN,NaN,107,19,-9,NaN,108,100,19,NaN,,,19
535,NaN,NaN,,,,NaN,,,,NaN,,,
536,NaN,NaN,107,19,-9,NaN,107,100,19,NaN,,,19
537,NaN,NaN,,,,NaN,,,,NaN,,,
538,NaN,NaN,107,19,-9,NaN,107,100,19,NaN,,,19
539,NaN,NaN,,,,NaN,,,,NaN,,,
540,NaN,NaN,107,19,-9,NaN,107,100,19,NaN,1,38,19
541,NaN,NaN,,,,NaN,,,,NaN,,,
542,NaN,NaN,107,19,-9,NaN,108,100,19,NaN,1,38,19
543,NaN,NaN,,,,NaN,,,,NaN,,,
544,NaN,NaN,108,19,-9,NaN,108,100,19,NaN,1,38,19
545,NaN,NaN,,,,NaN,,,,NaN,,,
546,NaN,NaN,108,19,-9,NaN,108,100,19,NaN,1,38,19
547,NaN,NaN,,,,NaN,,,,NaN,,,
548,NaN,NaN,108,19,-9,NaN,108,100,19,NaN,0,38,19
549,NaN,NaN,,,,NaN,,,,NaN,,,
550,NaN,NaN,107,20,-9,NaN,108,100,20,NaN,0,38,20
551,NaN,NaN,,,,NaN,,,,NaN,,,
552,NaN,NaN,108,20,-9,NaN,108,100,20,NaN,0,38,20
553,NaN,NaN,,,,NaN,,,,NaN,,,
554,NaN,NaN,108,20,-9,NaN,108,100,20,NaN,1,37,20
555,NaN,NaN,,,,NaN,,,,NaN,,,
556,NaN,NaN,109,20,-9,NaN,109,100,20,NaN,1,37,20
557,NaN,NaN,,,,NaN,,,,NaN,,,
558,NaN,NaN,109,20,-9,NaN,109,100,20,NaN,1,37,20
559,NaN,NaN,,,,NaN,,,,NaN,,,
560,NaN,NaN,108,19,-9,NaN,109,100,19,NaN,1,37,19
561,NaN,NaN,,,,NaN,,,,NaN,,,
562,NaN,NaN,108,20,-9,NaN,108,100,20,NaN,9,37,20
563,NaN,NaN,,,,NaN,,,,NaN,,,
564,NaN,NaN,108,20,-10,NaN,108,100,20,NaN,9,37,20
565,NaN,NaN,,,,NaN,,,,NaN,,,
566,NaN,NaN,108,20,-10,NaN,108,100,20,NaN,9,37,20
567,NaN,NaN,,,,NaN,,,,NaN,,,
568,NaN,NaN,108,19,-10,NaN,108,100,19,NaN,11,36,19
569,NaN,NaN,,,,NaN,,,,NaN,,,
570,NaN,NaN,108,37,-10,NaN,108,100,-5,NaN,11,36,18
571,NaN,NaN,,,,NaN,,,,NaN,,,
572,NaN,NaN,107,48,-10,NaN,107,100,-6,NaN,11,36,17
573,NaN,NaN,,,,NaN,,,,NaN,,,
574,NaN,NaN,106,41,-10,NaN,106,100,6,NaN,11,36,22
575,NaN,NaN,,,,NaN,,,,NaN,,,
576,NaN,NaN,106,41,-10,NaN,106,100,6,NaN,12,36,22
577,NaN,NaN,,,,NaN,,,,NaN,,,
578,NaN,NaN,104,27,-10,NaN,104,100,16,NaN,12,36,22
579,NaN,NaN,,,,NaN,,,,NaN,,,
580,NaN,NaN,103,39,-10,NaN,105,100,-4,NaN,12,36,18
581,NaN,NaN,,,,NaN,,,,NaN,,,
582,NaN,NaN,103,39,-9,NaN,104,100,-4,NaN,12,37,18
583,NaN,NaN,,,,NaN,,,,NaN,,,
584,NaN,NaN,102,28,-9,NaN,104,100,10,NaN,12,37,18
585,NaN,NaN,,,,NaN,,,,NaN,,,
586,NaN,NaN,102,28,-10,NaN,102,100,10,NaN,12,37,18
587,NaN,NaN,,,,NaN,,,,NaN,,,
588,NaN,NaN,102,18,-10,NaN,102,100,18,NaN,12,37,18
589,NaN,NaN,,,,NaN,,,,NaN,,,
590,NaN,NaN,102,19,-10,NaN,102,100,17,NaN,11,37,18
591,NaN,NaN,,,,NaN,,,,NaN,,,
592,NaN,NaN,102,24,-10,NaN,103,100,17,NaN,11,37,19
593,NaN,NaN,,,,NaN,,,,NaN,,,
594,NaN,NaN,102,24,-10,NaN,103,100,17,NaN,11,37,19
595,NaN,NaN,,,,NaN,,,,NaN,,,
596,NaN,NaN,103,27,-10,NaN,103,100,-3,NaN,11,37,13
597,NaN,NaN,,,,NaN,,,,NaN,,,
598,NaN,NaN,103,16,-10,NaN,103,100,0,NaN,11,37,9
599,NaN,NaN,,,,NaN,,,,NaN,,,
600,NaN,NaN,102,23,-10,NaN,103,100,-21,NaN,11,37,9
601,NaN,NaN,,,,NaN,,,,NaN,,,
602,NaN,NaN,101,72,-10,NaN,103,100,31,NaN,11,37,28
603,NaN,NaN,,,,NaN,,,,NaN,,,
604,NaN,NaN,101,72,-10,NaN,103,100,31,NaN,11,36,28
605,NaN,NaN,,,,NaN,,,,NaN,,,
606,NaN,NaN,100,114,-10,NaN,101,100,67,NaN,11,36,86
607,NaN,NaN,,,,NaN,,,,NaN,,,
608,NaN,NaN,99,225,-10,NaN,100,100,-27,NaN,11,36,86
609,NaN,NaN,,,,NaN,,,,NaN,,,
610,NaN,NaN,98,225,-10,NaN,98,100,-27,NaN,11,36,86
611,NaN,NaN,,,,NaN,,,,NaN,,,
612,NaN,NaN,98,149,-10,NaN,98,100,59,NaN,12,36,90
613,NaN,NaN,,,,NaN,,,,NaN,,,
614,NaN,NaN,98,121,-10,NaN,97,100,71,NaN,12,36,88
615,NaN,NaN,,,,NaN,,,,NaN,,,
616,NaN,NaN,98,124,-10,NaN,98,100,75,NaN,12,36,90
617,NaN,NaN,,,,NaN,,,,NaN,,,
618,NaN,NaN,97,124,-10,NaN,98,100,74,NaN,12,36,91
619,NaN,NaN,,,,NaN,,,,NaN,,,
620,NaN,NaN,97,123,-11,NaN,98,100,74,NaN,13,36,91
621,NaN,NaN,,,,NaN,,,,NaN,,,
622,NaN,NaN,97,126,-11,NaN,98,100,74,NaN,13,36,92
623,NaN,NaN,,,,NaN,,,,NaN,,,
624,NaN,NaN,96,121,-11,NaN,97,100,71,NaN,13,36,89
625,NaN,NaN,,,,NaN,,,,NaN,,,
626,NaN,NaN,96,128,-11,NaN,96,100,69,NaN,13,37,90
627,NaN,NaN,,,,NaN,,,,NaN,,,
628,NaN,NaN,95,121,-10,NaN,95,100,72,NaN,13,37,89
629,NaN,NaN,,,,NaN,,,,NaN,,,
630,NaN,NaN,94,122,-10,NaN,95,100,72,NaN,13,37,89
631,NaN,NaN,,,,NaN,,,,NaN,,,
632,NaN,NaN,94,119,-10,NaN,95,100,68,NaN,13,37,88
633,NaN,NaN,,,,NaN,,,,NaN,,,
634,NaN,NaN,94,119,-10,NaN,95,100,68,NaN,13,36,88
635,NaN,NaN,,,,NaN,,,,NaN,,,
636,NaN,NaN,94,120,-10,NaN,94,100,70,NaN,13,36,87
637,NaN,NaN,,,,NaN,,,,NaN,,,
638,NaN,NaN,93,115,-10,NaN,94,100,68,NaN,13,36,85
639,NaN,NaN,,,,NaN,,,,NaN,,,
640,NaN,NaN,93,118,-10,NaN,94,100,69,NaN,13,36,86
641,NaN,NaN,,,,NaN,,,,NaN,,,
642,NaN,NaN,93,114,-10,NaN,93,100,68,NaN,13,36,84
643,NaN,NaN,,,,NaN,,,,NaN,,,
644,NaN,NaN,93,114,-10,NaN,93,100,68,NaN,13,36,84
645,NaN,NaN,,,,NaN,,,,NaN,,,
646,NaN,NaN,91,113,-10,NaN,92,100,62,NaN,13,36,83
647,NaN,NaN,,,,NaN,,,,NaN,,,
648,NaN,NaN,90,111,-10,NaN,91,100,48,NaN,13,36,83
649,NaN,NaN,,,,NaN,,,,NaN,,,
650,NaN,NaN,89,112,-10,NaN,90,100,61,NaN,13,36,83
651,NaN,NaN,,,,NaN,,,,NaN,,,
652,NaN,NaN,89,110,-10,NaN,89,100,57,NaN,13,36,80
653,NaN,NaN,,,,NaN,,,,NaN,,,
654,NaN,NaN,89,110,-10,NaN,89,100,57,NaN,13,36,80
655,NaN,NaN,,,,NaN,,,,NaN,,,
656,NaN,NaN,88,99,-10,NaN,89,100,56,NaN,13,36,76
657,NaN,NaN,,,,NaN,,,,NaN,,,
658,NaN,NaN,88,118,-10,NaN,89,100,58,NaN,13,36,79
659,NaN,NaN,,,,NaN,,,,NaN,,,
660,NaN,NaN,88,108,-10,NaN,88,100,54,NaN,13,36,77
661,NaN,NaN,,,,NaN,,,,NaN,,,
662,NaN,NaN,88,111,-9,NaN,88,100,57,NaN,13,36,77
663,NaN,NaN,,,,NaN,,,,NaN,,,
664,NaN,NaN,87,111,-9,NaN,88,100,62,NaN,13,36,78
665,NaN,NaN,,,,NaN,,,,NaN,,,
666,NaN,NaN,88,106,-9,NaN,88,100,62,NaN,13,36,77
667,NaN,NaN,,,,NaN,,,,NaN,,,
668,NaN,NaN,88,113,-9,NaN,89,100,58,NaN,13,36,79
669,NaN,NaN,,,,NaN,,,,NaN,,,
670,NaN,NaN,88,108,-9,NaN,89,100,60,NaN,13,36,79
671,NaN,NaN,,,,NaN,,,,NaN,,,
672,NaN,NaN,89,116,-9,NaN,89,100,55,NaN,13,36,79
673,NaN,NaN,,,,NaN,,,,NaN,,,
674,NaN,NaN,89,105,-9,NaN,89,100,62,NaN,13,36,79
675,NaN,NaN,,,,NaN,,,,NaN,,,
676,NaN,NaN,89,105,-9,NaN,89,100,62,NaN,13,36,79
677,NaN,NaN,,,,NaN,,,,NaN,,,
678,NaN,NaN,89,109,-9,NaN,89,100,65,NaN,13,36,80
679,NaN,NaN,,,,NaN,,,,NaN,,,
680,NaN,NaN,89,109,-9,NaN,89,100,65,NaN,13,36,80
681,NaN,NaN,,,,NaN,,,,NaN,,,
682,NaN,NaN,88,111,-9,NaN,89,100,65,NaN,13,36,81
683,NaN,NaN,,,,NaN,,,,NaN,,,
684,NaN,NaN,88,107,-8,NaN,89,100,64,NaN,13,36,79
685,NaN,NaN,,,,NaN,,,,NaN,,,
686,NaN,NaN,88,111,-8,NaN,88,100,66,NaN,13,36,80
687,NaN,NaN,,,,NaN,,,,NaN,,,
688,NaN,NaN,87,107,-8,NaN,88,100,63,NaN,13,36,79
689,NaN,NaN,,,,NaN,,,,NaN,,,
690,NaN,NaN,87,108,-8,NaN,88,100,64,NaN,13,36,79
691,NaN,NaN,,,,NaN,,,,NaN,,,
692,NaN,NaN,87,120,-8,NaN,87,100,41,NaN,13,36,81
693,NaN,NaN,,,,NaN,,,,NaN,,,
694,NaN,NaN,87,57,-8,NaN,87,100,60,NaN,13,36,77
695,NaN,NaN,,,,NaN,,,,NaN,,,
696,NaN,NaN,86,103,-8,NaN,87,100,63,NaN,13,36,78
697,NaN,NaN,,,,NaN,,,,NaN,,,
698,NaN,NaN,86,103,-8,NaN,87,100,63,NaN,13,36,78
699,NaN,NaN,,,,NaN,,,,NaN,,,
700,NaN,NaN,86,,-8,NaN,87,100,,NaN,13,36,79
701,NaN,NaN,,,,NaN,,,,NaN,,,
702,NaN,NaN,87,,-8,NaN,87,100,,NaN,13,36,206
703,NaN,NaN,,,,NaN,,,,NaN,,,
704,NaN,NaN,87,,-7,NaN,87,100,,NaN,13,36,206
705,NaN,NaN,,,,NaN,,,,NaN,,,
706,NaN,NaN,87,,-7,NaN,88,100,,NaN,13,36,9
707,NaN,NaN,,,,NaN,,,,NaN,,,
708,NaN,NaN,87,,-7,NaN,88,100,,NaN,13,36,0
709,NaN,NaN,,,,NaN,,,,NaN,,,
710,NaN,NaN,87,,-8,NaN,87,100,,NaN,13,36,0
711,NaN,NaN,,,,NaN,,,,NaN,,,
712,NaN,NaN,86,,-8,NaN,87,100,,NaN,13,36,0
713,NaN,NaN,,,,NaN,,,,NaN,,,
714,NaN,NaN,85,,-8,NaN,86,100,,NaN,13,36,-39
715,NaN,NaN,,,,NaN,,,,NaN,,,
716,NaN,NaN,84,,-8,NaN,85,100,,NaN,13,36,13
717,NaN,NaN,,,,NaN,,,,NaN,,,
718,NaN,NaN,84,,-8,NaN,85,100,,NaN,13,36,13
719,NaN,NaN,,,,NaN,,,,NaN,,,
720,NaN,NaN,84,,-8,NaN,85,100,,NaN,13,36,13
721,NaN,NaN,,,,NaN,,,,NaN,,,
722,NaN,NaN,84,,-7,NaN,84,100,,NaN,13,36,139
723,NaN,NaN,,,,NaN,,,,NaN,,,
724,NaN,NaN,83,,-7,NaN,84,100,,NaN,13,36,139
725,NaN,NaN,,,,NaN,,,,NaN,,,
726,NaN,NaN,83,,-6,NaN,83,100,,NaN,13,36,236
727,NaN,NaN,,,,NaN,,,,NaN,,,
728,NaN,NaN,82,,-6,NaN,83,100,,NaN,13,36,236
729,NaN,NaN,,,,NaN,,,,NaN,,,
730,NaN,NaN,81,,-6,NaN,82,100,,NaN,13,36,290
731,NaN,NaN,,,,NaN,,,,NaN,,,
732,NaN,NaN,81,,-6,NaN,82,100,,NaN,13,36,290
733,NaN,NaN,,,,NaN,,,,NaN,,,
734,NaN,NaN,80,,-6,NaN,81,100,,NaN,13,36,319
735,NaN,NaN,,,,NaN,,,,NaN,,,
736,NaN,NaN,80,,-6,NaN,81,100,,NaN,13,36,319
737,NaN,NaN,,,,NaN,,,,NaN,,,
738,NaN,NaN,80,,-6,NaN,81,100,,NaN,13,36,334
739,NaN,NaN,,,,NaN,,,,NaN,,,
740,NaN,NaN,80,,-6,NaN,80,100,,NaN,13,36,334
741,NaN,NaN,,,,NaN,,,,NaN,,,
742,NaN,NaN,80,,-6,NaN,81,100,,NaN,13,36,343
743,NaN,NaN,,,,NaN,,,,NaN,,,
744,NaN,NaN,80,,-6,NaN,81,100,,NaN,13,36,343
745,NaN,NaN,,,,NaN,,,,NaN,,,
746,NaN,NaN,81,,-6,NaN,82,100,,NaN,13,36,
747,NaN,NaN,,,,NaN,,,,NaN,,,
748,NaN,NaN,82,,-6,NaN,82,100,,NaN,13,36,
749,NaN,NaN,,,,NaN,,,,NaN,,,
750,NaN,NaN,82,,-6,NaN,82,100,,NaN,13,36,
751,NaN,NaN,,,,NaN,,,,NaN,,,
752,NaN,NaN,81,,-6,NaN,82,100,,NaN,13,36,
753,NaN,NaN,,,,NaN,,,,NaN,,,
754,NaN,NaN,81,,-6,NaN,81,100,,NaN,13,36,
755,NaN,NaN,,,,NaN,,,,NaN,,,
756,NaN,NaN,81,,-6,NaN,81,100,,NaN,13,36,
757,NaN,NaN,,,,NaN,,,,NaN,,,
758,NaN,NaN,80,,-5,NaN,80,100,,NaN,13,36,
759,NaN,NaN,,,,NaN,,,,NaN,,,
760,NaN,NaN,80,,-5,NaN,80,100,,NaN,13,36,
761,NaN,NaN,,,,NaN,,,,NaN,,,
762,NaN,NaN,80,,-5,NaN,80,100,,NaN,13,36,
763,NaN,NaN,,,,NaN,,,,NaN,,,
764,NaN,NaN,80,,-5,NaN,80,100,,NaN,13,36,
765,NaN,NaN,,,,NaN,,,,NaN,,,
766,NaN,NaN,79,,-5,NaN,80,100,,NaN,13,36,
767,NaN,NaN,,,,NaN,,,,NaN,,,
768,NaN,NaN,79,,-5,NaN,80,100,,NaN,13,36,
769,NaN,NaN,,,,NaN,,,,NaN,,,
770,NaN,NaN,78,,-5,NaN,79,100,,NaN,13,36,160
771,NaN,NaN,,,,NaN,,,,NaN,,,
772,NaN,NaN,78,,-5,NaN,78,100,,NaN,13,35,110
773,NaN,NaN,,,,NaN,,,,NaN,,,
774,NaN,NaN,78,,-5,NaN,78,100,,NaN,13,35,88
775,NaN,NaN,,,,NaN,,,,NaN,,,
776,NaN,NaN,77,,-5,NaN,78,100,,NaN,13,35,88
777,NaN,NaN,,,,NaN,,,,NaN,,,
778,NaN,NaN,77,,-5,NaN,77,100,,NaN,13,35,196
779,NaN,NaN,,,,NaN,,,,NaN,,,
780,NaN,NaN,77,,-5,NaN,77,100,,NaN,13,36,196
781,NaN,NaN,,,,NaN,,,,NaN,,,
782,NaN,NaN,77,,-5,NaN,77,100,,NaN,13,36,296
783,NaN,NaN,,,,NaN,,,,NaN,,,
784,NaN,NaN,77,,-5,NaN,77,100,,NaN,13,36,312
785,NaN,NaN,,,,NaN,,,,NaN,,,
786,NaN,NaN,76,,-5,NaN,77,100,,NaN,13,35,317
787,NaN,NaN,,,,NaN,,,,NaN,,,
788,NaN,NaN,77,326,-5,NaN,77,100,319,NaN,13,35,319
789,NaN,NaN,,,,NaN,,,,NaN,,,
790,NaN,NaN,77,324,-5,NaN,77,100,317,NaN,13,35,319
791,NaN,NaN,,,,NaN,,,,NaN,,,
792,NaN,NaN,77,324,-5,NaN,77,100,317,NaN,13,35,319
793,NaN,NaN,,,,NaN,,,,NaN,,,
794,NaN,NaN,78,,-5,NaN,78,100,,NaN,13,35,266
795,NaN,NaN,,,,NaN,,,,NaN,,,
796,NaN,NaN,78,,-5,NaN,78,100,,NaN,13,35,71
797,NaN,NaN,,,,NaN,,,,NaN,,,
798,NaN,NaN,78,,-5,NaN,79,100,,NaN,13,35,71
799,NaN,NaN,,,,NaN,,,,NaN,,,
800,NaN,NaN,78,,-5,NaN,78,100,,NaN,13,35,70
801,NaN,NaN,,,,NaN,,,,NaN,,,
802,NaN,NaN,77,,-5,NaN,78,100,,NaN,13,35,72
803,NaN,NaN,,,,NaN,,,,NaN,,,
804,NaN,NaN,77,,-4,NaN,78,100,,NaN,13,35,72
805,NaN,NaN,,,,NaN,,,,NaN,,,
806,NaN,NaN,77,,-4,NaN,78,100,,NaN,13,35,73
807,NaN,NaN,,,,NaN,,,,NaN,,,
808,NaN,NaN,77,98,-4,NaN,78,100,58,NaN,13,35,72
809,NaN,NaN,,,,NaN,,,,NaN,,,
810,NaN,NaN,77,98,-4,NaN,77,100,59,NaN,13,35,72
811,NaN,NaN,,,,NaN,,,,NaN,,,
812,NaN,NaN,76,99,-4,NaN,77,100,59,NaN,13,35,73
813,NaN,NaN,,,,NaN,,,,NaN,,,
814,NaN,NaN,75,97,-4,NaN,76,100,57,NaN,13,35,72
815,NaN,NaN,,,,NaN,,,,NaN,,,
816,NaN,NaN,74,98,-4,NaN,75,100,57,NaN,13,35,71
817,NaN,NaN,,,,NaN,,,,NaN,,,
818,NaN,NaN,74,95,-4,NaN,74,100,55,NaN,13,35,70
819,NaN,NaN,,,,NaN,,,,NaN,,,
820,NaN,NaN,74,97,-4,NaN,74,100,57,NaN,13,35,70
821,NaN,NaN,,,,NaN,,,,NaN,,,
822,NaN,NaN,74,96,-4,NaN,74,100,56,NaN,13,35,70
823,NaN,NaN,,,,NaN,,,,NaN,,,
824,NaN,NaN,74,95,-4,NaN,74,100,57,NaN,13,35,70
825,NaN,NaN,,,,NaN,,,,NaN,,,
826,NaN,NaN,74,95,-4,NaN,74,100,56,NaN,13,35,69
827,NaN,NaN,,,,NaN,,,,NaN,,,
828,NaN,NaN,74,93,-4,NaN,74,100,55,NaN,13,35,68
829,NaN,NaN,,,,NaN,,,,NaN,,,
830,NaN,NaN,74,93,-4,NaN,74,100,55,NaN,13,35,68
831,NaN,NaN,,,,NaN,,,,NaN,,,
832,NaN,NaN,73,92,-4,NaN,74,100,54,NaN,13,35,67
833,NaN,NaN,,,,NaN,,,,NaN,,,
834,NaN,NaN,73,94,-4,NaN,74,100,55,NaN,13,35,68
835,NaN,NaN,,,,NaN,,,,NaN,,,
836,NaN,NaN,73,92,-4,NaN,73,100,53,NaN,13,35,67
837,NaN,NaN,,,,NaN,,,,NaN,,,
838,NaN,NaN,72,94,-4,NaN,73,100,55,NaN,13,35,67
839,NaN,NaN,,,,NaN,,,,NaN,,,
840,NaN,NaN,72,94,-4,NaN,73,100,54,NaN,13,35,67
841,NaN,NaN,,,,NaN,,,,NaN,,,
842,NaN,NaN,72,92,-4,NaN,73,100,54,NaN,13,35,67
843,NaN,NaN,,,,NaN,,,,NaN,,,
844,NaN,NaN,72,92,-4,NaN,73,100,54,NaN,13,35,67
845,NaN,NaN,,,,NaN,,,,NaN,,,
846,NaN,NaN,72,94,-4,NaN,73,100,55,NaN,13,35,68
847,NaN,NaN,,,,NaN,,,,NaN,,,
848,NaN,NaN,72,97,-4,NaN,73,100,57,NaN,13,35,69
849,NaN,NaN,,,,NaN,,,,NaN,,,
850,NaN,NaN,72,95,-4,NaN,73,100,56,NaN,13,35,69
851,NaN,NaN,,,,NaN,,,,NaN,,,
852,NaN,NaN,73,97,-4,NaN,73,100,57,NaN,13,35,70
853,NaN,NaN,,,,NaN,,,,NaN,,,
854,NaN,NaN,73,96,-4,NaN,74,100,56,NaN,13,35,70
855,NaN,NaN,,,,NaN,,,,NaN,,,
856,NaN,NaN,73,95,-4,NaN,74,100,56,NaN,13,35,69
857,NaN,NaN,,,,NaN,,,,NaN,,,
858,NaN,NaN,73,96,-4,NaN,74,100,56,NaN,13,35,69
859,NaN,NaN,,,,NaN,,,,NaN,,,
860,NaN,NaN,72,93,-4,NaN,73,100,55,NaN,13,35,68
861,NaN,NaN,,,,NaN,,,,NaN,,,
862,NaN,NaN,72,98,-3,NaN,73,100,57,NaN,13,35,70
863,NaN,NaN,,,,NaN,,,,NaN,,,
864,NaN,NaN,72,96,-3,NaN,72,100,56,NaN,13,35,70
865,NaN,NaN,,,,NaN,,,,NaN,,,
866,NaN,NaN,72,97,-3,NaN,72,100,57,NaN,13,35,70
867,NaN,NaN,,,,NaN,,,,NaN,,,
868,NaN,NaN,72,97,-3,NaN,72,100,56,NaN,13,35,70
869,NaN,NaN,,,,NaN,,,,NaN,,,
870,NaN,NaN,72,97,-3,NaN,72,100,56,NaN,13,35,70
871,NaN,NaN,,,,NaN,,,,NaN,,,
872,NaN,NaN,72,97,-3,NaN,72,100,56,NaN,13,35,70
873,NaN,NaN,,,,NaN,,,,NaN,,,
874,NaN,NaN,72,95,-3,NaN,72,100,56,NaN,13,35,70
875,NaN,NaN,,,,NaN,,,,NaN,,,
876,NaN,NaN,72,97,-3,NaN,72,100,56,NaN,13,35,70
877,NaN,NaN,,,,NaN,,,,NaN,,,
878,NaN,NaN,72,95,-3,NaN,72,100,55,NaN,13,35,69
879,NaN,NaN,,,,NaN,,,,NaN,,,
880,NaN,NaN,72,96,-3,NaN,72,100,56,NaN,13,35,69
